budget,structure,real_median_year,n,null_mean,null_p95,null_max,pctile_of_real,p_value,p_resolution
team1,NO_CUT,1.3307857434105368,25,-0.3780483146097251,0.43535316441448885,0.7983745443982894,100.0,0.0,0.04
team2,NO_CUT,1.996178615115805,25,-0.5615300893907148,0.653029746621733,1.1975618165974338,100.0,0.0,0.04
