n,p_settling,p_transitional,joint,p_trans_given_settling,p_settling_given_trans,lift,cramers_v
74004,0.16912599318955732,0.3565347819036809,0.0599427057996865,0.3544263342921061,0.1681258290695471,0.9940862779212819,0.001986035092341228
