generation,block,pair,state,n_runs,median,mean,longest,share
g2_structural12,all,GBPJPY,weak broken,77,15.0,17.51948051948052,65,0.19505494505494506
g2_structural12,all,GBPJPY,medium broken,85,14.0,16.435294117647057,49,0.20199537304800463
g2_structural12,all,GBPJPY,medium range,55,11.0,13.4,29,0.10656448814343551
g2_structural12,all,GBPJPY,strong broken,64,21.0,24.4375,85,0.22614227877385773
g2_structural12,all,GBPJPY,medium drifting,20,10.0,11.9,29,0.03441295546558704
g2_structural12,all,GBPJPY,strong range,35,13.0,13.942857142857143,32,0.07056101792943899
g2_structural12,all,GBPJPY,strong drifting,6,8.0,9.0,17,0.007807981492192018
g2_structural12,all,GBPJPY,strong trending,12,7.5,9.166666666666666,22,0.015905147484094852
g2_structural12,all,GBPJPY,medium trending,14,6.0,7.857142857142857,16,0.015905147484094852
g2_structural12,all,GBPJPY,weak trending,7,6.0,9.0,17,0.009109311740890687
g2_structural12,all,AUDNZD,weak range,33,16.0,17.575757575757574,53,0.08386350491613649
g2_structural12,all,AUDNZD,weak drifting,24,6.0,8.625,19,0.029930595720069404
g2_structural12,all,AUDNZD,medium broken,94,13.0,15.404255319148936,49,0.20936957779063042
g2_structural12,all,AUDNZD,medium trending,14,10.5,9.928571428571429,19,0.020098322729901676
g2_structural12,all,AUDNZD,strong broken,81,13.0,16.88888888888889,46,0.1978021978021978
g2_structural12,all,AUDNZD,medium range,36,13.0,14.86111111111111,47,0.07735685367264315
g2_structural12,all,AUDNZD,strong range,35,14.0,16.4,37,0.08299595141700405
g2_structural12,all,AUDNZD,weak broken,76,16.5,18.210526315789473,47,0.20011567379988432
g2_structural12,all,AUDNZD,weak trending,12,7.5,8.333333333333334,16,0.014459224985540775
g2_structural12,all,AUDNZD,medium drifting,23,7.0,8.478260869565217,20,0.02819548872180451
g2_structural12,all,AUDNZD,strong drifting,12,7.5,8.916666666666666,16,0.015471370734528629
g2_structural12,all,AUDNZD,strong trending,21,8.0,10.19047619047619,25,0.030942741469057258
g2_structural12,all,AUDUSD,medium drifting,14,6.5,7.5,21,0.015182186234817813
g2_structural12,all,AUDUSD,medium broken,97,14.0,17.52577319587629,68,0.2458068247541932
g2_structural12,all,AUDUSD,medium range,40,12.0,14.8,45,0.08559861191440139
g2_structural12,all,AUDUSD,weak broken,73,15.0,16.945205479452056,57,0.17886061307113937
g2_structural12,all,AUDUSD,strong broken,65,16.0,21.415384615384614,78,0.2012724117987276
g2_structural12,all,AUDUSD,strong range,26,14.5,14.961538461538462,28,0.05624638519375361
g2_structural12,all,AUDUSD,weak drifting,27,6.0,8.62962962962963,42,0.033689994216310006
g2_structural12,all,AUDUSD,strong trending,17,7.0,9.0,25,0.022122614227877386
g2_structural12,all,AUDUSD,weak range,44,13.0,14.431818181818182,34,0.09181607865818392
g2_structural12,all,AUDUSD,medium trending,21,9.0,10.19047619047619,26,0.030942741469057258
g2_structural12,all,AUDUSD,strong drifting,15,7.0,9.066666666666666,22,0.019664545980335454
g2_structural12,all,AUDUSD,weak trending,6,7.5,9.333333333333334,20,0.008097165991902834
g2_structural12,all,AUDCAD,weak drifting,32,7.0,9.125,27,0.042220936957779065
g2_structural12,all,AUDCAD,weak range,42,14.0,14.547619047619047,40,0.08834586466165413
g2_structural12,all,AUDCAD,weak broken,72,15.5,16.48611111111111,43,0.171631000578369
g2_structural12,all,AUDCAD,medium broken,84,16.0,19.30952380952381,81,0.23452862926547138
g2_structural12,all,AUDCAD,strong broken,76,15.0,17.973684210526315,54,0.197513013302487
g2_structural12,all,AUDCAD,strong range,35,14.0,15.857142857142858,44,0.0802486986697513
g2_structural12,all,AUDCAD,medium range,48,13.0,13.791666666666666,31,0.09572006940427993
g2_structural12,all,AUDCAD,strong trending,13,7.0,7.230769230769231,12,0.013591671486408328
g2_structural12,all,AUDCAD,medium drifting,28,7.0,7.428571428571429,12,0.03007518796992481
g2_structural12,all,AUDCAD,weak trending,11,7.0,7.7272727272727275,12,0.012290341237709659
g2_structural12,all,AUDCAD,medium trending,9,8.0,7.888888888888889,10,0.01026604973973395
g2_structural12,all,AUDCAD,strong drifting,11,7.0,8.636363636363637,15,0.013736263736263736
g2_structural12,all,AUDCHF,medium broken,80,13.0,16.425,63,0.1899942163100058
g2_structural12,all,AUDCHF,strong range,42,15.5,16.238095238095237,35,0.09861191440138808
g2_structural12,all,AUDCHF,medium range,46,14.5,15.76086956521739,48,0.10482938114517062
g2_structural12,all,AUDCHF,weak range,44,16.0,18.681818181818183,47,0.11885482938114517
g2_structural12,all,AUDCHF,weak broken,66,17.0,17.71212121212121,46,0.16902834008097167
g2_structural12,all,AUDCHF,medium drifting,15,9.0,9.466666666666667,16,0.0205320994794679
g2_structural12,all,AUDCHF,strong broken,71,16.0,19.450704225352112,67,0.1996818970503181
g2_structural12,all,AUDCHF,strong drifting,8,7.0,9.0,24,0.010410641989589358
g2_structural12,all,AUDCHF,medium trending,14,8.0,9.714285714285714,23,0.019664545980335454
g2_structural12,all,AUDCHF,weak trending,8,7.5,8.75,14,0.010121457489878543
g2_structural12,all,AUDCHF,weak drifting,18,9.0,10.61111111111111,25,0.02761711972238288
g2_structural12,all,AUDCHF,strong trending,14,9.5,9.571428571428571,15,0.019375361480624638
g2_structural12,all,AUDJPY,medium range,54,13.0,14.62962962962963,55,0.11422787738577213
g2_structural12,all,AUDJPY,medium broken,94,13.0,16.29787234042553,68,0.22151532677848468
g2_structural12,all,AUDJPY,weak broken,57,17.0,19.0,59,0.1565934065934066
g2_structural12,all,AUDJPY,strong broken,71,16.0,19.929577464788732,63,0.20459803354540196
g2_structural12,all,AUDJPY,weak drifting,20,6.5,7.8,15,0.022556390977443608
g2_structural12,all,AUDJPY,weak range,47,11.0,14.617021276595745,43,0.09933487565066512
g2_structural12,all,AUDJPY,weak trending,7,9.0,8.285714285714286,10,0.00838635049161365
g2_structural12,all,AUDJPY,strong range,36,13.0,15.11111111111111,47,0.07865818392134181
g2_structural12,all,AUDJPY,medium drifting,21,7.0,9.19047619047619,24,0.027906304222093697
g2_structural12,all,AUDJPY,strong trending,14,6.5,7.071428571428571,12,0.014314632735685368
g2_structural12,all,AUDJPY,medium trending,21,8.0,8.904761904761905,18,0.02703875072296125
g2_structural12,all,AUDJPY,strong drifting,11,6.0,9.363636363636363,25,0.014893001735106999
g2_structural12,all,NZDUSD,weak broken,68,19.0,19.61764705882353,46,0.19288606130711394
g2_structural12,all,NZDUSD,weak trending,12,6.5,8.083333333333334,18,0.014025448235974552
g2_structural12,all,NZDUSD,medium broken,93,14.0,18.473118279569892,71,0.2484094852515905
g2_structural12,all,NZDUSD,strong broken,62,16.5,20.903225806451612,71,0.18739155581260844
g2_structural12,all,NZDUSD,strong range,40,15.0,16.45,37,0.0951417004048583
g2_structural12,all,NZDUSD,medium drifting,20,7.0,9.45,23,0.027327935222672066
g2_structural12,all,NZDUSD,medium range,42,12.0,13.452380952380953,40,0.08169462116830538
g2_structural12,all,NZDUSD,weak range,29,15.0,16.551724137931036,36,0.06940427993059572
g2_structural12,all,NZDUSD,weak drifting,19,7.0,8.526315789473685,18,0.023423944476576055
g2_structural12,all,NZDUSD,strong trending,13,7.0,8.153846153846153,16,0.015326778484673221
g2_structural12,all,NZDUSD,medium trending,14,8.0,9.142857142857142,17,0.01850780798149219
g2_structural12,all,NZDUSD,strong drifting,12,7.5,9.0,15,0.015615962984384037
g2_structural12,all,NZDCAD,weak broken,66,17.0,18.303030303030305,43,0.17466743782533256
g2_structural12,all,NZDCAD,weak range,43,12.0,14.13953488372093,36,0.08791208791208792
g2_structural12,all,NZDCAD,medium range,47,11.0,13.872340425531915,50,0.09427414690572586
g2_structural12,all,NZDCAD,medium broken,92,12.0,16.48913043478261,62,0.21934644303065357
g2_structural12,all,NZDCAD,strong range,29,14.0,17.75862068965517,35,0.07446500867553499
g2_structural12,all,NZDCAD,medium drifting,18,7.0,9.055555555555555,21,0.023568536726431465
g2_structural12,all,NZDCAD,strong broken,64,19.0,22.359375,64,0.20691150954308848
g2_structural12,all,NZDCAD,strong drifting,14,7.0,7.357142857142857,15,0.014893001735106999
g2_structural12,all,NZDCAD,weak drifting,21,7.0,9.380952380952381,32,0.028484673221515325
g2_structural12,all,NZDCAD,weak trending,19,7.0,8.578947368421053,23,0.023568536726431465
g2_structural12,all,NZDCAD,strong trending,15,7.0,7.666666666666667,14,0.01662810873337189
g2_structural12,all,NZDCAD,medium trending,20,7.0,8.7,26,0.02515905147484095
g2_structural12,all,NZDCHF,medium broken,84,16.0,17.964285714285715,49,0.2181897050318103
g2_structural12,all,NZDCHF,weak broken,63,15.0,17.904761904761905,35,0.16310005783689993
g2_structural12,all,NZDCHF,medium range,40,14.5,15.6,42,0.09022556390977443
g2_structural12,all,NZDCHF,strong range,44,15.5,17.75,36,0.11292654713707345
g2_structural12,all,NZDCHF,strong broken,69,18.0,19.44927536231884,57,0.1940427993059572
g2_structural12,all,NZDCHF,medium drifting,18,9.0,10.0,27,0.026026604973973393
g2_structural12,all,NZDCHF,weak drifting,25,8.0,9.2,21,0.03325621746674378
g2_structural12,all,NZDCHF,weak range,40,13.0,15.775,36,0.0912377096587623
g2_structural12,all,NZDCHF,strong drifting,14,6.5,10.714285714285714,50,0.021688837478311164
g2_structural12,all,NZDCHF,medium trending,13,7.0,7.6923076923076925,13,0.014459224985540775
g2_structural12,all,NZDCHF,weak trending,8,10.5,10.5,17,0.012145748987854251
g2_structural12,all,NZDCHF,strong trending,8,9.5,9.875,18,0.011422787738577212
g2_structural12,all,NZDJPY,medium range,47,14.0,15.829787234042554,37,0.10757663389242336
g2_structural12,all,NZDJPY,weak drifting,18,6.5,8.444444444444445,24,0.02197802197802198
g2_structural12,all,NZDJPY,medium trending,20,8.5,9.55,19,0.02761711972238288
g2_structural12,all,NZDJPY,medium broken,88,14.0,16.602272727272727,76,0.2112492770387507
g2_structural12,all,NZDJPY,strong range,41,13.0,15.585365853658537,47,0.09239444765760556
g2_structural12,all,NZDJPY,weak broken,61,16.0,17.229508196721312,42,0.15196645459803354
g2_structural12,all,NZDJPY,strong trending,13,8.0,8.0,14,0.015037593984962405
g2_structural12,all,NZDJPY,strong broken,66,20.0,22.40909090909091,72,0.21385193753614806
g2_structural12,all,NZDJPY,weak range,39,16.0,18.743589743589745,51,0.10569693464430306
g2_structural12,all,NZDJPY,strong drifting,14,8.0,9.285714285714286,21,0.018796992481203006
g2_structural12,all,NZDJPY,medium drifting,17,6.0,7.705882352941177,16,0.018941584731058416
g2_structural12,all,NZDJPY,weak trending,4,7.5,7.25,9,0.004193175245806825
g2_structural12,all,USDCAD,weak drifting,30,7.0,8.866666666666667,18,0.038461538461538464
g2_structural12,all,USDCAD,medium broken,97,14.0,16.50515463917526,59,0.23149219201850782
g2_structural12,all,USDCAD,strong broken,67,15.0,18.597014925373134,42,0.18016194331983806
g2_structural12,all,USDCAD,medium trending,18,10.0,11.055555555555555,29,0.02877385772122614
g2_structural12,all,USDCAD,medium range,40,15.0,17.25,37,0.09976865240023135
g2_structural12,all,USDCAD,weak broken,68,14.5,17.558823529411764,53,0.17264314632735686
g2_structural12,all,USDCAD,weak range,44,13.5,15.931818181818182,62,0.10135916714864084
g2_structural12,all,USDCAD,strong range,31,13.0,14.709677419354838,33,0.06593406593406594
g2_structural12,all,USDCAD,strong trending,11,11.0,11.636363636363637,20,0.01850780798149219
g2_structural12,all,USDCAD,weak trending,15,9.0,9.533333333333333,17,0.020676691729323307
g2_structural12,all,USDCAD,strong drifting,13,6.0,8.461538461538462,26,0.015905147484094852
g2_structural12,all,USDCAD,medium drifting,12,7.5,9.083333333333334,19,0.015760555234239446
g2_structural12,all,USDCHF,medium broken,94,13.0,16.606382978723403,51,0.2257085020242915
g2_structural12,all,USDCHF,weak broken,76,15.0,18.223684210526315,58,0.20026026604973973
g2_structural12,all,USDCHF,strong broken,68,15.0,16.647058823529413,56,0.16367842683632158
g2_structural12,all,USDCHF,medium range,44,11.0,13.659090909090908,37,0.08689994216310006
g2_structural12,all,USDCHF,medium drifting,24,8.5,10.666666666666666,26,0.03701561596298438
g2_structural12,all,USDCHF,weak range,35,17.0,17.571428571428573,41,0.08892423366107577
g2_structural12,all,USDCHF,medium trending,11,7.0,7.636363636363637,15,0.012145748987854251
g2_structural12,all,USDCHF,strong trending,17,7.0,7.764705882352941,13,0.019086176980913822
g2_structural12,all,USDCHF,strong range,40,14.0,15.425,43,0.08921341816078658
g2_structural12,all,USDCHF,weak trending,12,7.0,8.333333333333334,15,0.014459224985540775
g2_structural12,all,USDCHF,strong drifting,18,7.0,10.38888888888889,24,0.02703875072296125
g2_structural12,all,USDCHF,weak drifting,14,11.5,11.857142857142858,29,0.024002313475997687
g2_structural12,all,USDJPY,medium range,45,15.0,16.933333333333334,42,0.1101792943898207
g2_structural12,all,USDJPY,weak range,40,15.0,15.3,39,0.08849045691150954
g2_structural12,all,USDJPY,weak broken,76,15.5,16.92105263157895,44,0.18594563331405436
g2_structural12,all,USDJPY,medium broken,94,13.0,16.4468085106383,61,0.22353961827646038
g2_structural12,all,USDJPY,strong broken,67,17.0,20.208955223880597,65,0.1957779063042221
g2_structural12,all,USDJPY,strong range,34,16.0,18.058823529411764,41,0.08877964141122036
g2_structural12,all,USDJPY,weak drifting,15,6.0,7.866666666666666,22,0.017061885482938115
g2_structural12,all,USDJPY,strong trending,14,9.0,12.0,38,0.024291497975708502
g2_structural12,all,USDJPY,medium trending,8,6.0,7.25,15,0.00838635049161365
g2_structural12,all,USDJPY,weak trending,14,7.0,7.714285714285714,14,0.015615962984384037
g2_structural12,all,USDJPY,medium drifting,18,8.0,8.38888888888889,16,0.02183342972816657
g2_structural12,all,USDJPY,strong drifting,9,6.0,7.555555555555555,14,0.009832272990167727
g2_structural12,all,CADCHF,weak broken,77,16.0,18.285714285714285,53,0.20358588779641412
g2_structural12,all,CADCHF,medium broken,91,12.0,15.32967032967033,57,0.2017061885482938
g2_structural12,all,CADCHF,medium trending,11,9.0,10.0,27,0.015905147484094852
g2_structural12,all,CADCHF,strong broken,75,14.0,16.013333333333332,41,0.1736552920763447
g2_structural12,all,CADCHF,weak range,46,12.5,13.76086956521739,28,0.09152689415847311
g2_structural12,all,CADCHF,weak drifting,27,8.0,11.11111111111111,31,0.04337767495662233
g2_structural12,all,CADCHF,strong trending,16,7.0,7.9375,14,0.018363215731636785
g2_structural12,all,CADCHF,strong drifting,16,6.5,7.5,17,0.01735106998264893
g2_structural12,all,CADCHF,strong range,35,16.0,16.571428571428573,36,0.08386350491613649
g2_structural12,all,CADCHF,weak trending,8,8.0,8.625,14,0.009976865240023135
g2_structural12,all,CADCHF,medium range,41,15.0,16.78048780487805,37,0.09947946790052054
g2_structural12,all,CADCHF,medium drifting,21,8.0,10.380952380952381,30,0.03152111046847889
g2_structural12,all,CADJPY,weak drifting,24,7.0,9.666666666666666,27,0.0335454019664546
g2_structural12,all,CADJPY,weak range,41,12.0,16.024390243902438,51,0.0949971081550029
g2_structural12,all,CADJPY,weak broken,74,15.0,17.93243243243243,57,0.19187391555812608
g2_structural12,all,CADJPY,weak trending,8,9.0,8.5,12,0.009832272990167727
g2_structural12,all,CADJPY,medium range,47,15.0,16.893617021276597,47,0.11480624638519375
g2_structural12,all,CADJPY,medium drifting,14,8.0,8.142857142857142,12,0.016483516483516484
g2_structural12,all,CADJPY,medium broken,91,13.0,16.021978021978022,61,0.2108155002891845
g2_structural12,all,CADJPY,strong broken,64,13.0,16.4375,54,0.15211104684788895
g2_structural12,all,CADJPY,medium trending,19,8.0,8.368421052631579,14,0.022990167727009833
g2_structural12,all,CADJPY,strong drifting,17,7.0,7.411764705882353,15,0.018218623481781375
g2_structural12,all,CADJPY,strong range,40,16.0,16.95,28,0.09803354540196646
g2_structural12,all,CADJPY,strong trending,17,11.0,10.882352941176471,24,0.026749566223250434
g2_structural12,all,CHFJPY,weak drifting,28,6.5,10.392857142857142,27,0.04207634470792365
g2_structural12,all,CHFJPY,weak broken,67,16.0,17.880597014925375,39,0.17322151532677849
g2_structural12,all,CHFJPY,medium broken,84,13.0,16.94047619047619,56,0.20575477154424524
g2_structural12,all,CHFJPY,medium range,45,13.0,13.555555555555555,34,0.08820127241179873
g2_structural12,all,CHFJPY,medium drifting,22,7.0,8.545454545454545,23,0.027183342972816656
g2_structural12,all,CHFJPY,medium trending,15,6.0,8.266666666666667,15,0.017929438982070563
g2_structural12,all,CHFJPY,strong broken,67,16.0,19.746268656716417,58,0.19129554655870445
g2_structural12,all,CHFJPY,strong range,40,14.0,16.425,47,0.0949971081550029
g2_structural12,all,CHFJPY,weak range,46,12.0,14.58695652173913,45,0.0970213996529786
g2_structural12,all,CHFJPY,strong trending,13,7.0,9.076923076923077,19,0.017061885482938115
g2_structural12,all,CHFJPY,weak trending,9,7.0,9.666666666666666,15,0.012579525737420475
g2_structural12,all,CHFJPY,strong drifting,17,7.0,9.470588235294118,25,0.02327935222672065
g2_structural12,all,ALL,medium broken,2519,13.0,16.799920603414055,89,0.2185356936296786
g2_structural12,all,ALL,weak range,1133,14.0,15.779346866725508,79,0.09232215153267785
g2_structural12,all,ALL,weak broken,1952,16.0,18.061475409836067,68,0.182062298603652
g2_structural12,all,ALL,strong range,1048,14.0,15.779580152671755,48,0.0853972155663885
g2_structural12,all,ALL,medium drifting,492,8.0,9.28048780487805,39,0.02357886474427828
g2_structural12,all,ALL,medium range,1252,13.0,15.04073482428115,63,0.09724345203668512
g2_structural12,all,ALL,weak trending,296,8.0,8.89864864864865,23,0.013601999504255143
g2_structural12,all,ALL,strong broken,1954,16.0,19.260491299897645,96,0.19434747583243825
g2_structural12,all,ALL,strong drifting,355,7.0,9.061971830985916,50,0.01661261670660167
g2_structural12,all,ALL,weak drifting,619,7.0,9.18416801292407,42,0.029357390729571182
g2_structural12,all,ALL,medium trending,396,8.0,8.921717171717171,29,0.018244443526398414
g2_structural12,all,ALL,strong trending,399,8.0,8.839598997493734,38,0.01821345947285797
g1_ninebox,is,AUDCAD,strong chop,49,6.0,7.8979591836734695,22,0.11426040744021258
g1_ninebox,is,AUDCAD,strong transitional,72,4.0,4.680555555555555,22,0.09949808089754945
g1_ninebox,is,AUDCAD,strong trend,34,6.0,10.558823529411764,41,0.10599350457632123
g1_ninebox,is,AUDCAD,medium trend,59,4.0,5.627118644067797,18,0.09802184824328314
g1_ninebox,is,AUDCAD,medium transitional,118,3.0,4.466101694915254,24,0.15559492175966932
g1_ninebox,is,AUDCAD,weak trend,40,6.0,8.7,32,0.10274579273693533
g1_ninebox,is,AUDCAD,weak transitional,82,3.0,4.317073170731708,17,0.10451727192205491
g1_ninebox,is,AUDCAD,medium chop,85,4.0,4.694117647058824,18,0.11780336581045173
g1_ninebox,is,AUDCAD,weak chop,61,5.0,5.639344262295082,24,0.1015648066135223
g1_ninebox,is,AUDCHF,weak transitional,97,3.0,4.082474226804123,14,0.11691762621789194
g1_ninebox,is,AUDCHF,weak trend,46,6.0,8.934782608695652,30,0.12134632418069087
g1_ninebox,is,AUDCHF,medium trend,49,4.0,6.551020408163265,20,0.09477413640389726
g1_ninebox,is,AUDCHF,strong trend,34,7.5,9.235294117647058,37,0.09270741068792442
g1_ninebox,is,AUDCHF,strong transitional,82,4.0,4.951219512195122,16,0.11987009152642457
g1_ninebox,is,AUDCHF,strong chop,53,5.0,6.150943396226415,18,0.09625036905816357
g1_ninebox,is,AUDCHF,medium transitional,108,3.5,4.064814814814815,11,0.12961322704458222
g1_ninebox,is,AUDCHF,weak chop,66,3.0,4.393939393939394,18,0.08562149394744611
g1_ninebox,is,AUDCHF,medium chop,85,4.0,5.694117647058824,24,0.14289932093297902
g1_ninebox,is,AUDJPY,medium chop,72,5.0,6.111111111111111,28,0.1299084735754355
g1_ninebox,is,AUDJPY,medium transitional,101,3.0,4.841584158415841,23,0.14437555358724535
g1_ninebox,is,AUDJPY,strong transitional,71,5.0,5.507042253521127,23,0.11544139356362562
g1_ninebox,is,AUDJPY,strong chop,52,4.5,5.596153846153846,18,0.08591674047829938
g1_ninebox,is,AUDJPY,medium trend,48,5.0,6.979166666666667,29,0.09890758783584293
g1_ninebox,is,AUDJPY,weak trend,34,7.5,9.558823529411764,30,0.09595512252731031
g1_ninebox,is,AUDJPY,weak transitional,76,4.0,4.526315789473684,13,0.1015648066135223
g1_ninebox,is,AUDJPY,strong trend,32,9.0,12.09375,66,0.11426040744021258
g1_ninebox,is,AUDJPY,weak chop,60,6.0,6.416666666666667,20,0.11366991437850606
g1_ninebox,is,AUDNZD,strong trend,39,7.0,9.076923076923077,29,0.10451727192205491
g1_ninebox,is,AUDNZD,strong transitional,72,5.0,5.708333333333333,22,0.12134632418069087
g1_ninebox,is,AUDNZD,medium transitional,87,4.0,4.724137931034483,14,0.12134632418069087
g1_ninebox,is,AUDNZD,medium chop,65,5.0,6.523076923076923,25,0.1251845290817833
g1_ninebox,is,AUDNZD,weak chop,61,5.0,6.442622950819672,21,0.11603188662533215
g1_ninebox,is,AUDNZD,weak transitional,79,4.0,5.1645569620253164,21,0.1204605845881311
g1_ninebox,is,AUDNZD,weak trend,37,8.0,8.162162162162161,23,0.08916445231768527
g1_ninebox,is,AUDNZD,strong chop,43,5.0,7.27906976744186,24,0.09241216415707115
g1_ninebox,is,AUDNZD,medium trend,58,5.0,6.396551724137931,21,0.10953646294656037
g1_ninebox,is,AUDUSD,medium chop,81,4.0,5.296296296296297,22,0.1266607617360496
g1_ninebox,is,AUDUSD,medium transitional,96,4.0,4.885416666666667,15,0.1384706229701801
g1_ninebox,is,AUDUSD,medium trend,49,5.0,7.0,39,0.10126956008266903
g1_ninebox,is,AUDUSD,strong trend,27,8.0,12.074074074074074,47,0.09625036905816357
g1_ninebox,is,AUDUSD,strong transitional,58,5.5,5.9655172413793105,20,0.10215529967522882
g1_ninebox,is,AUDUSD,strong chop,46,6.0,8.021739130434783,25,0.10894596988485385
g1_ninebox,is,AUDUSD,weak transitional,78,4.0,5.487179487179487,29,0.12636551520519634
g1_ninebox,is,AUDUSD,weak trend,37,5.0,9.432432432432432,30,0.1030410392677886
g1_ninebox,is,AUDUSD,weak chop,56,5.0,5.857142857142857,27,0.09684086211987009
g1_ninebox,is,CADCHF,weak chop,61,4.0,4.885245901639344,15,0.08798346619427222
g1_ninebox,is,CADCHF,weak trend,47,7.0,8.829787234042554,30,0.12252731030410392
g1_ninebox,is,CADCHF,medium trend,51,5.0,5.882352941176471,22,0.08857395925597875
g1_ninebox,is,CADCHF,strong trend,35,7.0,8.885714285714286,29,0.09182167109536463
g1_ninebox,is,CADCHF,medium transitional,111,3.0,4.414414414414415,24,0.1446708001180986
g1_ninebox,is,CADCHF,medium chop,77,4.0,5.532467532467533,20,0.12577502214348982
g1_ninebox,is,CADCHF,weak transitional,95,3.0,4.336842105263158,18,0.12164157071154413
g1_ninebox,is,CADCHF,strong transitional,71,3.0,4.676056338028169,33,0.09802184824328314
g1_ninebox,is,CADCHF,strong chop,48,6.5,8.395833333333334,22,0.11898435193386478
g1_ninebox,is,CADJPY,medium chop,82,4.0,5.304878048780488,26,0.12843224092116917
g1_ninebox,is,CADJPY,medium transitional,106,3.0,4.7924528301886795,34,0.14998523767345734
g1_ninebox,is,CADJPY,weak chop,64,4.0,6.15625,26,0.11632713315618541
g1_ninebox,is,CADJPY,weak transitional,79,4.0,4.544303797468355,24,0.10599350457632123
g1_ninebox,is,CADJPY,weak trend,37,5.0,8.135135135135135,32,0.08886920578683201
g1_ninebox,is,CADJPY,medium trend,53,5.0,7.226415094339623,40,0.11307942131679953
g1_ninebox,is,CADJPY,strong transitional,65,4.0,5.6,22,0.10746973723058754
g1_ninebox,is,CADJPY,strong trend,29,10.0,12.0,32,0.10274579273693533
g1_ninebox,is,CADJPY,strong chop,47,6.0,6.276595744680851,15,0.08709772660171243
g1_ninebox,is,CHFJPY,weak transitional,72,4.0,4.875,31,0.10363153232949512
g1_ninebox,is,CHFJPY,medium transitional,109,4.0,5.018348623853211,20,0.16149985237673456
g1_ninebox,is,CHFJPY,medium trend,46,5.5,8.282608695652174,33,0.112488928255093
g1_ninebox,is,CHFJPY,weak trend,33,8.0,9.181818181818182,26,0.08945969884853854
g1_ninebox,is,CHFJPY,weak chop,52,5.0,6.346153846153846,22,0.09743135518157661
g1_ninebox,is,CHFJPY,medium chop,79,5.0,5.670886075949367,28,0.13227044582226158
g1_ninebox,is,CHFJPY,strong chop,45,6.0,7.4,26,0.0983170947741364
g1_ninebox,is,CHFJPY,strong transitional,70,4.0,4.8428571428571425,18,0.10008857395925598
g1_ninebox,is,CHFJPY,strong trend,28,6.5,12.678571428571429,47,0.10481251845290818
g1_ninebox,is,EURAUD,weak transitional,89,4.0,4.764044943820225,18,0.1251845290817833
g1_ninebox,is,EURAUD,weak trend,42,6.0,7.380952380952381,25,0.09152642456451136
g1_ninebox,is,EURAUD,medium trend,57,4.0,7.614035087719298,25,0.12813699439031592
g1_ninebox,is,EURAUD,medium transitional,103,3.0,3.9902912621359223,13,0.12134632418069087
g1_ninebox,is,EURAUD,strong transitional,70,4.0,6.042857142857143,24,0.12488928255093003
g1_ninebox,is,EURAUD,strong chop,44,5.0,7.204545454545454,27,0.0935931502804842
g1_ninebox,is,EURAUD,weak chop,63,5.0,6.126984126984127,25,0.11396516090935932
g1_ninebox,is,EURAUD,medium chop,73,5.0,5.465753424657534,22,0.11780336581045173
g1_ninebox,is,EURAUD,strong trend,31,6.0,9.129032258064516,37,0.08355476823147329
g1_ninebox,is,EURCAD,weak chop,54,4.0,5.777777777777778,21,0.09211691762621789
g1_ninebox,is,EURCAD,weak transitional,81,3.0,4.950617283950617,23,0.11839385887215825
g1_ninebox,is,EURCAD,weak trend,45,7.0,8.4,43,0.11160318866253321
g1_ninebox,is,EURCAD,medium trend,48,5.0,6.645833333333333,26,0.09418364334219073
g1_ninebox,is,EURCAD,medium transitional,100,3.0,4.36,16,0.12872748745202245
g1_ninebox,is,EURCAD,medium chop,74,5.0,6.72972972972973,34,0.1470327723649247
g1_ninebox,is,EURCAD,strong transitional,67,4.0,4.955223880597015,17,0.09802184824328314
g1_ninebox,is,EURCAD,strong chop,51,5.0,7.019607843137255,22,0.10569825804546797
g1_ninebox,is,EURCAD,strong trend,34,8.0,10.382352941176471,28,0.10422202539120165
g1_ninebox,is,EURCHF,weak chop,58,5.0,6.844827586206897,42,0.1172128727487452
g1_ninebox,is,EURCHF,weak transitional,80,3.0,4.825,25,0.11396516090935932
g1_ninebox,is,EURCHF,medium trend,49,6.0,7.551020408163265,24,0.10924121641570711
g1_ninebox,is,EURCHF,strong trend,39,8.0,9.538461538461538,33,0.10983170947741364
g1_ninebox,is,EURCHF,strong chop,50,5.5,6.54,20,0.09654561558901682
g1_ninebox,is,EURCHF,medium chop,70,5.0,6.914285714285715,26,0.14289932093297902
g1_ninebox,is,EURCHF,medium transitional,86,3.0,3.941860465116279,14,0.10008857395925598
g1_ninebox,is,EURCHF,weak trend,36,5.0,8.722222222222221,38,0.09270741068792442
g1_ninebox,is,EURCHF,strong transitional,76,5.0,5.2368421052631575,16,0.11750811927959846
g1_ninebox,is,EURGBP,medium chop,76,4.0,5.4868421052631575,20,0.12311780336581045
g1_ninebox,is,EURGBP,strong transitional,68,4.0,5.117647058823529,17,0.10274579273693533
g1_ninebox,is,EURGBP,strong trend,33,7.0,11.545454545454545,42,0.112488928255093
g1_ninebox,is,EURGBP,medium trend,51,6.0,8.431372549019608,26,0.12695600826690287
g1_ninebox,is,EURGBP,medium transitional,102,3.0,4.03921568627451,15,0.12164157071154413
g1_ninebox,is,EURGBP,strong chop,53,6.0,6.6415094339622645,24,0.10392677886034839
g1_ninebox,is,EURGBP,weak chop,57,4.0,6.754385964912281,18,0.11366991437850606
