generation,block,pair,state,n_runs,median,mean,longest,share
g2_structural12,is,EURGBP,medium broken,61,12.0,14.950819672131148,48,0.21343318511584367
g2_structural12,is,EURGBP,weak range,25,12.0,15.52,66,0.090802714720337
g2_structural12,is,EURGBP,weak broken,45,15.0,16.444444444444443,58,0.17318043529136437
g2_structural12,is,EURGBP,strong range,30,14.0,15.5,34,0.10882284109524924
g2_structural12,is,EURGBP,medium drifting,17,10.0,11.058823529411764,22,0.043997191668616896
g2_structural12,is,EURGBP,medium range,25,15.0,15.68,34,0.0917388251813714
g2_structural12,is,EURGBP,weak trending,6,7.0,8.0,12,0.011233325532412824
g2_structural12,is,EURGBP,strong broken,37,14.0,17.756756756756758,63,0.15375614322490053
g2_structural12,is,EURGBP,strong drifting,10,9.0,10.4,18,0.024338871986894453
g2_structural12,is,EURGBP,weak drifting,15,7.0,7.933333333333334,16,0.027849286215773462
g2_structural12,is,EURGBP,medium trending,9,6.0,6.333333333333333,8,0.013339574069740229
g2_structural12,is,EURGBP,strong trending,12,9.5,10.0,15,0.02808331383103206
g2_structural12,is,EURAUD,medium drifting,6,7.0,10.833333333333334,24,0.015211794991809033
g2_structural12,is,EURAUD,medium broken,54,16.0,18.77777777777778,72,0.23730400187222092
g2_structural12,is,EURAUD,strong broken,46,16.0,19.41304347826087,54,0.20898666042593025
g2_structural12,is,EURAUD,strong range,19,13.0,13.736842105263158,29,0.06108120758249473
g2_structural12,is,EURAUD,medium range,30,12.5,13.433333333333334,23,0.09431312894921601
g2_structural12,is,EURAUD,weak range,28,14.5,17.285714285714285,51,0.11326936578516265
g2_structural12,is,EURAUD,weak broken,44,13.0,16.545454545454547,42,0.17037210390826119
g2_structural12,is,EURAUD,strong drifting,6,8.0,8.5,11,0.011935408378188626
g2_structural12,is,EURAUD,strong trending,13,9.0,10.307692307692308,22,0.03135970044465247
g2_structural12,is,EURAUD,weak drifting,11,7.0,9.0,23,0.023168733910601452
g2_structural12,is,EURAUD,medium trending,4,9.5,10.0,16,0.00936110461034402
g2_structural12,is,EURAUD,weak trending,4,5.5,6.75,11,0.006318745611982214
g2_structural12,is,EURNZD,medium broken,53,14.0,17.39622641509434,58,0.21577346126842967
g2_structural12,is,EURNZD,strong broken,46,17.0,19.065217391304348,50,0.20524221858179265
g2_structural12,is,EURNZD,medium drifting,5,8.0,8.8,14,0.010297215071378422
g2_structural12,is,EURNZD,medium range,28,12.0,13.857142857142858,51,0.090802714720337
g2_structural12,is,EURNZD,weak broken,46,19.5,20.17391304347826,45,0.21717762695998127
g2_structural12,is,EURNZD,strong range,26,14.5,14.115384615384615,29,0.08588813479990638
g2_structural12,is,EURNZD,strong drifting,4,9.5,9.25,13,0.008659021764568219
g2_structural12,is,EURNZD,weak range,24,13.5,14.375,37,0.08073952726421718
g2_structural12,is,EURNZD,weak drifting,13,7.0,9.153846153846153,20,0.027849286215773462
g2_structural12,is,EURNZD,weak trending,4,11.0,11.0,17,0.010297215071378422
g2_structural12,is,EURNZD,medium trending,6,8.0,9.166666666666666,15,0.012871518839223028
g2_structural12,is,EURNZD,strong trending,5,16.0,13.8,22,0.016147905452843437
g2_structural12,is,EURUSD,medium broken,60,12.5,16.066666666666666,42,0.22560262110929089
g2_structural12,is,EURUSD,weak broken,47,15.0,18.595744680851062,68,0.20454013573601684
g2_structural12,is,EURUSD,medium range,25,11.0,12.08,24,0.07067633980809736
g2_structural12,is,EURUSD,strong broken,47,14.0,18.25531914893617,51,0.20079569389187923
g2_structural12,is,EURUSD,medium drifting,10,9.5,10.2,17,0.023870816756377252
g2_structural12,is,EURUSD,weak range,19,12.0,16.94736842105263,34,0.07535689211326936
g2_structural12,is,EURUSD,weak trending,14,9.0,10.0,19,0.03276386613620407
g2_structural12,is,EURUSD,strong range,23,10.0,13.652173913043478,32,0.07348467119120056
g2_structural12,is,EURUSD,weak drifting,9,6.0,9.11111111111111,20,0.019190264451205242
g2_structural12,is,EURUSD,strong trending,11,8.0,8.090909090909092,11,0.020828457758015447
g2_structural12,is,EURUSD,medium trending,8,7.5,8.375,16,0.015679850222326236
g2_structural12,is,EURUSD,strong drifting,10,5.5,7.9,22,0.018488181605429442
g2_structural12,is,EURCAD,medium broken,60,12.0,16.15,74,0.2267727591855839
g2_structural12,is,EURCAD,medium trending,7,10.0,9.428571428571429,14,0.015445822607067634
g2_structural12,is,EURCAD,strong broken,51,18.0,18.274509803921568,40,0.21811373742101567
g2_structural12,is,EURCAD,weak broken,42,21.0,20.976190476190474,66,0.20617832904282704
g2_structural12,is,EURCAD,weak range,18,9.5,13.0,32,0.05476246197051252
g2_structural12,is,EURCAD,medium range,23,15.0,14.91304347826087,30,0.08027147203369997
g2_structural12,is,EURCAD,weak drifting,15,6.0,7.8,17,0.02738123098525626
g2_structural12,is,EURCAD,strong trending,9,9.0,8.333333333333334,13,0.01755207114439504
g2_structural12,is,EURCAD,strong range,21,16.0,17.095238095238095,48,0.08401591387783758
g2_structural12,is,EURCAD,weak trending,10,7.5,9.2,20,0.021530540603791247
g2_structural12,is,EURCAD,strong drifting,8,5.5,7.625,15,0.014275684530774631
g2_structural12,is,EURCAD,medium drifting,8,8.5,9.0,14,0.016849988298619237
g2_structural12,is,EURCHF,weak range,32,14.5,18.125,79,0.1357360168499883
g2_structural12,is,EURCHF,weak broken,33,12.0,14.181818181818182,37,0.10952492394102505
g2_structural12,is,EURCHF,weak drifting,19,8.0,10.157894736842104,24,0.0451673297449099
g2_structural12,is,EURCHF,medium broken,51,12.0,16.745098039215687,54,0.19985958343084484
g2_structural12,is,EURCHF,medium range,30,14.0,17.8,48,0.12497074654809268
g2_structural12,is,EURCHF,strong range,21,13.0,14.476190476190476,28,0.07114439503861456
g2_structural12,is,EURCHF,strong broken,44,17.5,22.772727272727273,96,0.2344956704891177
g2_structural12,is,EURCHF,strong drifting,10,6.0,6.6,11,0.015445822607067634
g2_structural12,is,EURCHF,medium drifting,7,6.0,8.142857142857142,14,0.013339574069740229
g2_structural12,is,EURCHF,strong trending,8,7.0,8.125,14,0.015211794991809033
g2_structural12,is,EURCHF,medium trending,6,9.0,9.166666666666666,12,0.012871518839223028
g2_structural12,is,EURCHF,weak trending,4,7.0,7.5,11,0.007020828457758015
g2_structural12,is,EURJPY,weak broken,39,16.0,18.384615384615383,59,0.16779780014041656
g2_structural12,is,EURJPY,medium broken,57,13.0,17.49122807017544,50,0.23332553241282472
g2_structural12,is,EURJPY,weak drifting,14,9.5,11.357142857142858,22,0.03721039082611748
g2_structural12,is,EURJPY,medium range,32,12.5,13.96875,32,0.10461034402059444
g2_structural12,is,EURJPY,strong broken,45,16.0,17.2,39,0.1811373742101568
g2_structural12,is,EURJPY,medium trending,8,7.0,7.0,9,0.013105546454481629
g2_structural12,is,EURJPY,weak trending,9,9.0,10.222222222222221,20,0.021530540603791247
g2_structural12,is,EURJPY,strong range,16,11.5,11.1875,19,0.04189094313128949
g2_structural12,is,EURJPY,medium drifting,12,8.5,10.75,28,0.030189562368359468
g2_structural12,is,EURJPY,weak range,24,16.5,17.208333333333332,37,0.09665340510180201
g2_structural12,is,EURJPY,strong drifting,10,8.5,9.6,20,0.02246665106482565
g2_structural12,is,EURJPY,strong trending,15,9.0,9.6,21,0.033699976597238473
g2_structural12,is,GBPAUD,weak range,24,15.0,16.125,33,0.0905686871050784
g2_structural12,is,GBPAUD,weak broken,37,20.0,22.08108108108108,53,0.1912005616662766
g2_structural12,is,GBPAUD,strong broken,45,16.0,19.022222222222222,54,0.20032763866136205
g2_structural12,is,GBPAUD,strong range,21,13.0,16.142857142857142,28,0.07933536157266557
g2_structural12,is,GBPAUD,medium drifting,11,12.0,13.363636363636363,39,0.03440205944301428
g2_structural12,is,GBPAUD,medium broken,61,12.0,15.60655737704918,54,0.2227942897261877
g2_structural12,is,GBPAUD,weak drifting,9,11.0,10.0,16,0.021062485373274046
g2_structural12,is,GBPAUD,strong trending,9,6.0,7.666666666666667,17,0.016147905452843437
g2_structural12,is,GBPAUD,medium range,21,13.0,15.80952380952381,37,0.07769716826585538
g2_structural12,is,GBPAUD,medium trending,14,9.0,9.785714285714286,20,0.03206178329042827
g2_structural12,is,GBPAUD,weak trending,5,10.0,9.0,12,0.010531242686637023
g2_structural12,is,GBPAUD,strong drifting,3,7.0,10.0,18,0.007020828457758015
g2_structural12,is,GBPNZD,weak broken,42,18.0,19.5,49,0.19166861689679382
g2_structural12,is,GBPNZD,strong broken,44,15.5,20.181818181818183,58,0.20781652234963727
g2_structural12,is,GBPNZD,medium range,20,11.5,17.4,63,0.08144161010999298
g2_structural12,is,GBPNZD,weak drifting,9,6.0,7.555555555555555,16,0.015913877837584835
g2_structural12,is,GBPNZD,medium broken,62,14.5,16.93548387096774,58,0.24572899602153053
g2_structural12,is,GBPNZD,weak range,25,16.0,17.04,38,0.09969576410016381
g2_structural12,is,GBPNZD,strong range,18,15.5,17.055555555555557,43,0.07184647788439036
g2_structural12,is,GBPNZD,weak trending,6,9.5,9.5,14,0.013339574069740229
g2_structural12,is,GBPNZD,strong drifting,8,6.5,6.5,9,0.012169435993447227
g2_structural12,is,GBPNZD,medium drifting,8,9.5,10.0,18,0.01872220922068804
g2_structural12,is,GBPNZD,strong trending,8,6.5,6.375,10,0.011935408378188626
g2_structural12,is,GBPNZD,medium trending,7,6.0,6.571428571428571,11,0.010765270301895623
g2_structural12,is,GBPUSD,medium broken,57,11.0,16.54385964912281,61,0.2206880411888603
g2_structural12,is,GBPUSD,strong broken,42,17.5,20.5,54,0.20149777673765504
g2_structural12,is,GBPUSD,weak broken,47,16.0,18.893617021276597,55,0.20781652234963727
g2_structural12,is,GBPUSD,strong range,24,13.0,14.625,34,0.08214369295576877
g2_structural12,is,GBPUSD,medium trending,12,8.0,9.333333333333334,18,0.026211092908963257
g2_structural12,is,GBPUSD,weak trending,7,10.0,10.428571428571429,18,0.01708401591387784
g2_structural12,is,GBPUSD,medium range,32,12.0,13.96875,31,0.10461034402059444
g2_structural12,is,GBPUSD,weak range,18,12.0,13.11111111111111,30,0.05523051720102972
g2_structural12,is,GBPUSD,weak drifting,10,8.5,10.4,21,0.024338871986894453
g2_structural12,is,GBPUSD,medium drifting,9,6.0,6.888888888888889,12,0.014509712146033232
g2_structural12,is,GBPUSD,strong drifting,4,15.0,14.75,24,0.01380762930025743
g2_structural12,is,GBPUSD,strong trending,9,7.0,7.666666666666667,13,0.016147905452843437
g2_structural12,is,GBPCAD,weak broken,44,15.0,16.318181818181817,46,0.16803182775567516
g2_structural12,is,GBPCAD,medium broken,55,13.0,17.90909090909091,60,0.2305172010297215
g2_structural12,is,GBPCAD,strong broken,44,16.0,20.75,63,0.21366721273110226
g2_structural12,is,GBPCAD,medium range,25,16.0,15.52,37,0.090802714720337
g2_structural12,is,GBPCAD,strong range,26,14.5,16.076923076923077,45,0.09782354317809501
g2_structural12,is,GBPCAD,weak range,24,12.0,15.791666666666666,40,0.0886964661830096
g2_structural12,is,GBPCAD,strong trending,7,10.0,9.142857142857142,13,0.014977767376550433
g2_structural12,is,GBPCAD,medium drifting,10,6.0,6.1,8,0.014275684530774631
g2_structural12,is,GBPCAD,weak drifting,17,6.0,7.705882352941177,19,0.03065761759887667
g2_structural12,is,GBPCAD,medium trending,8,7.5,8.875,16,0.016615960683360638
g2_structural12,is,GBPCAD,weak trending,4,7.0,7.75,12,0.007254856073016616
g2_structural12,is,GBPCAD,strong drifting,5,8.0,9.4,19,0.010999297917154224
g2_structural12,is,GBPCHF,medium broken,54,12.5,15.833333333333334,47,0.20009361104610343
g2_structural12,is,GBPCHF,weak broken,46,16.0,19.282608695652176,55,0.20758249473437865
g2_structural12,is,GBPCHF,strong range,25,15.0,15.28,38,0.0893985490287854
g2_structural12,is,GBPCHF,medium drifting,14,9.0,9.071428571428571,13,0.029721507137842267
g2_structural12,is,GBPCHF,medium range,29,12.0,14.89655172413793,40,0.10109992979171542
g2_structural12,is,GBPCHF,strong broken,39,17.0,19.435897435897434,55,0.1773929323660192
g2_structural12,is,GBPCHF,weak drifting,15,6.0,8.733333333333333,29,0.03065761759887667
g2_structural12,is,GBPCHF,weak range,26,13.0,13.961538461538462,30,0.08495202433887199
g2_structural12,is,GBPCHF,medium trending,8,6.5,7.875,14,0.014743739761291832
g2_structural12,is,GBPCHF,strong drifting,8,13.5,15.75,34,0.029487479522583664
g2_structural12,is,GBPCHF,weak trending,2,7.0,7.0,8,0.003276386613620407
g2_structural12,is,GBPCHF,strong trending,7,8.0,8.142857142857142,13,0.013339574069740229
g2_structural12,is,GBPJPY,weak range,20,13.0,14.0,40,0.06552773227240814
g2_structural12,is,GBPJPY,weak drifting,19,7.0,8.473684210526315,21,0.03767844605663468
g2_structural12,is,GBPJPY,weak broken,48,15.5,18.0625,65,0.20290194242920664
g2_structural12,is,GBPJPY,medium broken,52,12.5,15.73076923076923,49,0.19143458928153523
g2_structural12,is,GBPJPY,medium range,32,11.0,14.0625,29,0.10531242686637023
g2_structural12,is,GBPJPY,strong broken,40,21.5,25.75,85,0.24104844371635853
g2_structural12,is,GBPJPY,medium drifting,14,10.0,11.785714285714286,19,0.03861455651766908
g2_structural12,is,GBPJPY,strong range,18,13.5,14.555555555555555,25,0.06131523519775334
g2_structural12,is,GBPJPY,strong drifting,4,8.0,8.0,11,0.007488883688275216
g2_structural12,is,GBPJPY,strong trending,8,6.5,7.25,14,0.01357360168499883
g2_structural12,is,GBPJPY,medium trending,9,7.0,8.333333333333334,16,0.01755207114439504
g2_structural12,is,GBPJPY,weak trending,1,6.0,6.0,6,0.001404165691551603
g2_structural12,is,AUDNZD,weak range,20,16.0,17.5,53,0.08190966534051018
g2_structural12,is,AUDNZD,weak drifting,16,6.5,8.9375,17,0.033465948981979875
g2_structural12,is,AUDNZD,medium broken,59,13.0,16.28813559322034,49,0.22490053826351508
g2_structural12,is,AUDNZD,medium trending,11,11.0,10.090909090909092,19,0.02597706529370466
g2_structural12,is,AUDNZD,strong broken,47,13.0,17.085106382978722,39,0.1879241750526562
g2_structural12,is,AUDNZD,medium range,19,13.0,14.157894736842104,29,0.06295342850456354
g2_structural12,is,AUDNZD,strong range,26,13.5,15.346153846153847,32,0.09337701848818161
g2_structural12,is,AUDNZD,weak broken,43,17.0,18.325581395348838,42,0.1844137608237772
g2_structural12,is,AUDNZD,weak trending,10,7.5,7.8,10,0.01825415399017084
g2_structural12,is,AUDNZD,medium drifting,14,7.0,9.285714285714286,20,0.030423589983618066
g2_structural12,is,AUDNZD,strong drifting,6,8.5,9.833333333333334,16,0.01380762930025743
g2_structural12,is,AUDNZD,strong trending,13,7.0,9.0,17,0.02738123098525626
g2_structural12,is,AUDUSD,medium drifting,9,6.0,7.777777777777778,21,0.016381933068102036
g2_structural12,is,AUDUSD,medium broken,58,13.0,16.17241379310345,68,0.21951790311256728
g2_structural12,is,AUDUSD,medium range,24,11.5,14.458333333333334,45,0.08120758249473438
g2_structural12,is,AUDUSD,weak broken,47,17.0,18.680851063829788,57,0.20547624619705127
g2_structural12,is,AUDUSD,strong broken,38,16.5,23.42105263157895,78,0.20828457758015445
g2_structural12,is,AUDUSD,strong range,18,15.0,15.722222222222221,28,0.06622981511818395
g2_structural12,is,AUDUSD,weak drifting,17,6.0,7.823529411764706,21,0.03112567282939387
g2_structural12,is,AUDUSD,strong trending,12,7.5,9.416666666666666,25,0.02644512052422186
g2_structural12,is,AUDUSD,weak range,23,11.0,14.043478260869565,34,0.07559091972852797
g2_structural12,is,AUDUSD,medium trending,12,7.5,9.583333333333334,17,0.02691317575473906
g2_structural12,is,AUDUSD,strong drifting,6,12.5,12.666666666666666,22,0.01778609875965364
g2_structural12,is,AUDUSD,weak trending,3,7.0,11.0,20,0.007722911303533817
g2_structural12,is,AUDCAD,weak drifting,22,7.0,9.318181818181818,27,0.0479756611280131
g2_structural12,is,AUDCAD,weak range,30,11.5,12.9,35,0.0905686871050784
g2_structural12,is,AUDCAD,weak broken,44,15.5,16.136363636363637,37,0.16615960683360637
g2_structural12,is,AUDCAD,medium broken,48,14.5,18.354166666666668,81,0.20617832904282704
g2_structural12,is,AUDCAD,strong broken,51,15.0,17.529411764705884,39,0.20922068804118887
g2_structural12,is,AUDCAD,strong range,27,14.0,15.444444444444445,42,0.09758951556283642
g2_structural12,is,AUDCAD,medium range,24,13.0,13.666666666666666,31,0.07676105780482097
g2_structural12,is,AUDCAD,strong trending,11,6.0,6.636363636363637,10,0.01708401591387784
g2_structural12,is,AUDCAD,medium drifting,16,6.5,7.4375,12,0.027849286215773462
g2_structural12,is,AUDCAD,weak trending,8,7.5,8.125,12,0.015211794991809033
g2_structural12,is,AUDCAD,medium trending,8,8.0,8.0,10,0.014977767376550433
g2_structural12,is,AUDCAD,strong drifting,7,9.0,8.857142857142858,14,0.014509712146033232
g2_structural12,is,AUDCHF,medium broken,47,13.0,16.319148936170212,63,0.1794991809033466
g2_structural12,is,AUDCHF,strong range,26,13.5,14.923076923076923,35,0.090802714720337
g2_structural12,is,AUDCHF,medium range,23,16.0,16.608695652173914,48,0.0893985490287854
g2_structural12,is,AUDCHF,weak range,34,16.0,18.441176470588236,47,0.14673531476714252
g2_structural12,is,AUDCHF,weak broken,43,14.0,16.906976744186046,46,0.17013807629300257
g2_structural12,is,AUDCHF,medium drifting,10,9.0,9.8,16,0.02293470629534285
g2_structural12,is,AUDCHF,strong broken,43,17.0,19.093023255813954,67,0.19213667212731103
g2_structural12,is,AUDCHF,strong drifting,6,7.0,7.166666666666667,11,0.010063187456119822
g2_structural12,is,AUDCHF,medium trending,11,9.0,10.454545454545455,23,0.02691317575473906
g2_structural12,is,AUDCHF,weak trending,3,11.0,10.333333333333334,14,0.007254856073016616
g2_structural12,is,AUDCHF,weak drifting,10,6.0,9.6,25,0.02246665106482565
g2_structural12,is,AUDCHF,strong trending,11,9.0,9.090909090909092,15,0.02340276152586005
g2_structural12,is,AUDJPY,medium range,27,13.0,14.703703703703704,55,0.0929089632576644
g2_structural12,is,AUDJPY,medium broken,53,15.0,17.79245283018868,68,0.2206880411888603
g2_structural12,is,AUDJPY,weak broken,38,16.5,18.526315789473685,45,0.16475544114205476
g2_structural12,is,AUDJPY,strong broken,42,20.0,20.928571428571427,63,0.20571027381230986
g2_structural12,is,AUDJPY,weak drifting,15,6.0,7.133333333333334,15,0.025040954832670256
g2_structural12,is,AUDJPY,weak range,32,12.0,14.65625,40,0.10975895155628364
g2_structural12,is,AUDJPY,weak trending,6,8.5,8.166666666666666,10,0.011467353147671425
g2_structural12,is,AUDJPY,strong range,23,15.0,16.130434782608695,47,0.08682424526094079
g2_structural12,is,AUDJPY,medium drifting,9,6.0,8.11111111111111,18,0.01708401591387784
g2_structural12,is,AUDJPY,strong trending,8,5.5,6.875,12,0.012871518839223028
g2_structural12,is,AUDJPY,medium trending,12,8.0,9.583333333333334,18,0.02691317575473906
g2_structural12,is,AUDJPY,strong drifting,7,6.0,6.0,8,0.009829159840861221
g2_structural12,is,NZDUSD,weak broken,48,18.5,18.5625,46,0.20851860519541307
g2_structural12,is,NZDUSD,weak trending,11,7.0,8.272727272727273,18,0.021296512988532648
g2_structural12,is,NZDUSD,medium broken,54,14.5,18.09259259259259,59,0.2286449801076527
g2_structural12,is,NZDUSD,strong broken,37,21.0,22.35135135135135,49,0.19354083781886264
g2_structural12,is,NZDUSD,strong range,30,13.5,14.666666666666666,34,0.10297215071378422
g2_structural12,is,NZDUSD,medium drifting,12,9.0,9.916666666666666,17,0.027849286215773462
g2_structural12,is,NZDUSD,medium range,22,11.0,12.454545454545455,29,0.06412356658085654
g2_structural12,is,NZDUSD,weak range,16,17.0,17.875,31,0.06693189796395975
g2_structural12,is,NZDUSD,weak drifting,11,6.0,7.181818181818182,14,0.018488181605429442
g2_structural12,is,NZDUSD,strong trending,7,7.0,7.571428571428571,12,0.012403463608705827
g2_structural12,is,NZDUSD,medium trending,9,8.0,9.333333333333334,15,0.019658319681722443
g2_structural12,is,NZDUSD,strong drifting,7,12.0,11.0,15,0.01802012637491224
g2_structural12,is,NZDCAD,weak broken,39,18.0,19.28205128205128,43,0.17598876667446758
g2_structural12,is,NZDCAD,weak range,25,12.0,14.16,36,0.08284577580154458
g2_structural12,is,NZDCAD,medium range,27,11.0,13.814814814814815,50,0.08729230049145799
g2_structural12,is,NZDCAD,medium broken,53,13.0,16.41509433962264,62,0.20360402527498245
g2_structural12,is,NZDCAD,strong range,20,14.0,17.3,32,0.08097355487947577
g2_structural12,is,NZDCAD,medium drifting,11,8.0,10.0,21,0.025743037678446056
g2_structural12,is,NZDCAD,strong broken,40,22.0,23.125,55,0.21647554411420547
g2_structural12,is,NZDCAD,strong drifting,8,7.0,8.25,15,0.015445822607067634
g2_structural12,is,NZDCAD,weak drifting,11,6.0,9.363636363636363,32,0.024104844371635854
g2_structural12,is,NZDCAD,weak trending,11,8.0,8.181818181818182,14,0.021062485373274046
g2_structural12,is,NZDCAD,strong trending,12,7.0,7.333333333333333,11,0.020594430142756845
g2_structural12,is,NZDCAD,medium trending,12,9.0,10.5,26,0.029487479522583664
g2_structural12,is,NZDCHF,medium broken,51,15.0,17.274509803921568,49,0.20617832904282704
g2_structural12,is,NZDCHF,weak broken,43,15.0,17.511627906976745,34,0.17622279428972618
g2_structural12,is,NZDCHF,medium range,27,13.0,14.74074074074074,33,0.093142990872923
g2_structural12,is,NZDCHF,strong range,28,15.5,17.285714285714285,36,0.11326936578516265
g2_structural12,is,NZDCHF,strong broken,39,19.0,20.205128205128204,44,0.1844137608237772
g2_structural12,is,NZDCHF,medium drifting,11,9.0,10.454545454545455,27,0.02691317575473906
g2_structural12,is,NZDCHF,weak drifting,15,7.0,8.666666666666666,20,0.030423589983618066
g2_structural12,is,NZDCHF,weak range,25,13.0,16.32,36,0.09548326702550901
g2_structural12,is,NZDCHF,strong drifting,8,6.5,8.625,17,0.016147905452843437
g2_structural12,is,NZDCHF,medium trending,10,7.5,8.0,13,0.01872220922068804
g2_structural12,is,NZDCHF,weak trending,5,14.0,11.6,17,0.01357360168499883
g2_structural12,is,NZDCHF,strong trending,4,6.0,7.75,14,0.007254856073016616
g2_structural12,is,NZDJPY,medium range,31,13.0,14.67741935483871,33,0.10648256494266324
g2_structural12,is,NZDJPY,weak drifting,13,6.0,8.615384615384615,24,0.026211092908963257
g2_structural12,is,NZDJPY,medium trending,15,8.0,9.2,19,0.032295810905686874
g2_structural12,is,NZDJPY,medium broken,55,14.0,16.10909090909091,76,0.20734846711912006
g2_structural12,is,NZDJPY,strong range,22,14.0,15.409090909090908,26,0.07933536157266557
g2_structural12,is,NZDJPY,weak broken,45,17.0,16.666666666666668,35,0.17552071144395037
g2_structural12,is,NZDJPY,strong trending,9,8.0,8.11111111111111,14,0.01708401591387784
g2_structural12,is,NZDJPY,strong broken,36,20.5,23.27777777777778,61,0.19611514158670723
g2_structural12,is,NZDJPY,weak range,24,14.5,17.291666666666668,51,0.09712146033231922
g2_structural12,is,NZDJPY,strong drifting,7,7.0,10.571428571428571,21,0.017318043529136438
g2_structural12,is,NZDJPY,medium drifting,12,5.5,7.916666666666667,16,0.02223262344956705
g2_structural12,is,NZDJPY,weak trending,3,8.0,8.0,9,0.005616662766206412
g2_structural12,is,USDCAD,weak drifting,18,6.0,8.444444444444445,18,0.03557219751930728
g2_structural12,is,USDCAD,medium broken,56,15.0,16.375,50,0.21460332319213668
g2_structural12,is,USDCAD,strong broken,47,14.0,18.170212765957448,42,0.19985958343084484
g2_structural12,is,USDCAD,medium trending,15,10.0,11.4,29,0.04001872220922069
g2_structural12,is,USDCAD,medium range,21,16.0,18.095238095238095,37,0.0889304937982682
g2_structural12,is,USDCAD,weak broken,39,15.0,17.743589743589745,53,0.16194710975895155
g2_structural12,is,USDCAD,weak range,29,14.0,14.827586206896552,37,0.10063187456119822
g2_structural12,is,USDCAD,strong range,20,12.5,15.25,30,0.07137842265387316
g2_structural12,is,USDCAD,strong trending,7,10.0,9.428571428571429,17,0.015445822607067634
g2_structural12,is,USDCAD,weak trending,10,11.0,11.0,17,0.025743037678446056
g2_structural12,is,USDCAD,strong drifting,8,7.0,7.875,16,0.014743739761291832
g2_structural12,is,USDCAD,medium drifting,7,6.0,8.571428571428571,19,0.01404165691551603
g2_structural12,is,USDCHF,medium broken,56,13.5,16.125,43,0.21132693657851626
g2_structural12,is,USDCHF,weak broken,45,17.0,19.57777777777778,48,0.20617832904282704
g2_structural12,is,USDCHF,strong broken,48,15.0,15.833333333333334,41,0.1778609875965364
g2_structural12,is,USDCHF,medium range,25,10.0,11.88,36,0.06950620173180436
g2_structural12,is,USDCHF,medium drifting,14,8.0,10.428571428571429,24,0.03416803182775568
g2_structural12,is,USDCHF,weak range,18,21.0,20.22222222222222,41,0.08518605195413059
g2_structural12,is,USDCHF,medium trending,10,7.0,7.7,15,0.01802012637491224
g2_structural12,is,USDCHF,strong trending,13,8.0,8.0,13,0.024338871986894453
g2_structural12,is,USDCHF,strong range,29,14.0,14.10344827586207,27,0.09571729464076761
g2_structural12,is,USDCHF,weak trending,9,7.0,8.777777777777779,15,0.018488181605429442
g2_structural12,is,USDCHF,strong drifting,11,6.0,9.454545454545455,23,0.024338871986894453
g2_structural12,is,USDCHF,weak drifting,8,8.5,8.625,12,0.016147905452843437
g2_structural12,is,USDJPY,medium range,30,15.0,16.8,33,0.11794991809033466
g2_structural12,is,USDJPY,weak range,30,14.5,14.966666666666667,39,0.10507839925111163
g2_structural12,is,USDJPY,weak broken,47,15.0,16.340425531914892,43,0.1797332085186052
g2_structural12,is,USDJPY,medium broken,57,12.0,15.736842105263158,61,0.20992277088696465
g2_structural12,is,USDJPY,strong broken,41,18.0,22.73170731707317,65,0.21811373742101567
g2_structural12,is,USDJPY,strong range,19,16.0,15.0,22,0.06669787034870114
g2_structural12,is,USDJPY,weak drifting,8,6.5,8.75,22,0.016381933068102036
g2_structural12,is,USDJPY,strong trending,9,10.0,13.666666666666666,38,0.028785396676807865
g2_structural12,is,USDJPY,medium trending,4,6.0,6.25,8,0.005850690381465013
g2_structural12,is,USDJPY,weak trending,6,7.5,8.166666666666666,11,0.011467353147671425
g2_structural12,is,USDJPY,medium drifting,8,9.0,9.375,16,0.01755207114439504
g2_structural12,is,USDJPY,strong drifting,4,6.0,6.25,8,0.005850690381465013
g2_structural12,is,CADCHF,weak broken,50,13.0,17.0,48,0.19892347296981044
g2_structural12,is,CADCHF,medium broken,59,12.0,14.084745762711865,46,0.19447694827989703
g2_structural12,is,CADCHF,medium trending,9,9.0,10.777777777777779,27,0.02270067868008425
g2_structural12,is,CADCHF,strong broken,48,16.0,17.5,41,0.19658319681722444
g2_structural12,is,CADCHF,weak range,23,13.0,13.478260869565217,26,0.07254856073016616
g2_structural12,is,CADCHF,weak drifting,11,11.0,12.909090909090908,31,0.033231921366721276
g2_structural12,is,CADCHF,strong trending,11,7.0,8.090909090909092,14,0.020828457758015447
g2_structural12,is,CADCHF,strong drifting,10,6.5,7.1,13,0.016615960683360638
g2_structural12,is,CADCHF,strong range,22,16.0,16.59090909090909,36,0.08542007956938918
g2_structural12,is,CADCHF,weak trending,7,8.0,9.0,14,0.014743739761291832
g2_structural12,is,CADCHF,medium range,21,15.0,17.761904761904763,33,0.08729230049145799
g2_structural12,is,CADCHF,medium drifting,16,9.5,10.9375,30,0.04095483267025509
g2_structural12,is,CADJPY,weak drifting,10,6.0,8.4,19,0.019658319681722443
g2_structural12,is,CADJPY,weak range,19,15.0,19.63157894736842,51,0.08729230049145799
g2_structural12,is,CADJPY,weak broken,46,16.5,18.456521739130434,57,0.19868944535455182
g2_structural12,is,CADJPY,weak trending,7,8.0,8.285714285714286,12,0.01357360168499883
g2_structural12,is,CADJPY,medium range,28,15.0,17.25,36,0.11303533816990405
