slice,n_controls,floor_expectancy_R,null_exp_only_pct,null_pf_only_pct,null_joint_pct,se_pct,ci95_lo_pct,ci95_hi_pct
trend,31822,0.0789746052852731,6.473508893218528,31.53792973414619,6.473508893218528,0.13793467605355775,6.203156928153556,6.743860858283501
chop,26088,0.0948921307658818,6.10625574977001,52.648727384237965,6.10625574977001,0.14824683532324187,5.815691952536455,6.396819547003563
