budget,structure,real_median_year,n,null_mean,null_p95,null_max,pctile_of_real,p_value,p_resolution
team1,NO_CUT,3.2272573738305486,25,-0.05256498971195503,0.13481261371044634,0.17556635700403314,100.0,0.0,0.04
team1,NO_CUT_SLICE_BALANCED,4.514183891978156,25,-0.021269591371873967,0.030672876354695015,0.044741405993789854,100.0,0.0,0.04
team2,NO_CUT,4.840886060745823,25,-0.07884748456793253,0.20221892056566954,0.26334953550604967,100.0,0.0,0.04
team2,NO_CUT_SLICE_BALANCED,6.7712758379672335,25,-0.03190438705781095,0.04600931453204254,0.06711210899068479,100.0,0.0,0.04
