# VOTE-TIMING LEAK (HANDOFF 0d, 15 Sep 2026): built with entry-day votes -- every number in this file is contaminated and may not be quoted. Readers pass comment='#'.
median_year_pct,mean_year_pct,worst_year_pct,best_year_pct,total_return_pct,max_dd_pct,dip95_pct,worst_day_pct,worst_month_pct,sortino,sharpe,calmar,profit_factor,win_rate_pct,trading_days,n_years,structure,members_step1,members_step2,owner,budget,within_budget,positions,build_dip95_step1,build_max_dd_step1,scale_step1
5.020837480513013,5.823626409288785,4.592913202743977,8.990979750494859,29.11813204644393,2.012618558133976,3.0895451417262407,0.5552661699483462,0.7545769304558667,3.8993759353594895,2.3745480941797825,14.467784731867503,1.5088226648055647,55.169753086419746,1296,5,ALLPASS,4807.0,4807.0,"(a) netted, as now",team1,True,,,,
7.531256220769518,8.735439613933178,6.889369804115966,13.486469625742288,43.67719806966589,3.0189278372009483,4.634317712589337,0.8328992549225194,1.1318653956838,3.8993759353594886,2.3745480941797825,14.46778473186758,1.5088226648055645,55.169753086419746,1296,5,ALLPASS,4807.0,4807.0,"(a) netted, as now",team2,True,,,,
-0.3279414653554902,0.7543003411791085,-0.7479115133428273,4.704266430943447,3.7715017058955427,2.6713669901832895,4.389729614760986,0.43044776709159943,0.8831719137356902,0.710020538011656,0.4608164281356763,1.4118246275240416,1.0815060287298326,50.231481481481474,1296,5,,,,(b) best member by sortino,team1,False,7592.0,3.6,1.9083062001165374,0.12314946974632052
-0.49191219803323527,1.1314505117686628,-1.1218672700142411,7.05639964641517,5.657252558843316,4.0070504852749345,6.584594422141477,0.6456716506373992,1.3247578706035354,0.7100205380116562,0.4608164281356766,1.411824627524042,1.0815060287298326,50.231481481481474,1296,5,,,,(b) best member by sortino,team2,False,7592.0,5.4,2.862459300174806,0.18472420461948078
0.6431639261083785,1.205133875889652,-0.5149805485227628,4.41783188525899,6.02566937944826,1.948996440160311,3.9360776812251697,0.4024440453072077,0.721033878164578,1.123030694347033,0.7187927570993504,3.0916779811832957,1.1302549626599052,51.7746913580247,1296,5,,,,(b) best member by expectancy_R,team1,False,7983.0,3.6,2.1219099424590304,0.11271004918341825
0.9647458891625674,1.8077008138344777,-0.7724708227841441,6.626747827888484,9.03850406917239,2.923494660240465,5.904116521837731,0.6036660679608116,1.081550817246867,1.1230306943470327,0.7187927570993503,3.0916779811832975,1.130254962659905,51.7746913580247,1296,5,,,,(b) best member by expectancy_R,team2,False,7983.0,5.4,3.1828649136885456,0.16906507377512736
0.5368629896023674,1.352371864531468,-0.4399585028765052,4.670371204150002,6.761859322657339,2.083305203921797,3.96249413117199,0.45249017733465974,0.8241205107879777,1.1986590856272668,0.7743554585974852,3.24573629918853,1.1408005189742956,52.85493827160494,1296,5,,,,(b) best member by profit_factor,team1,False,8710.0,3.6,2.1239983675662226,0.1198252034805636
0.8052944844035514,2.028557796797202,-0.6599377543147577,7.005556806225003,10.14278898398601,3.1249578058826906,5.943741196757987,0.6787352660019896,1.2361807661819664,1.1986590856272668,0.7743554585974853,3.2457362991885357,1.1408005189742956,52.85493827160494,1296,5,,,,(b) best member by profit_factor,team2,False,8710.0,5.4,3.185997551349334,0.1797378052208454
1.2166509460072066,1.5576311413960302,0.06735119977562667,5.087948056735908,7.7881557069801515,1.8691481527332288,3.6553818953892048,0.4665964124457917,0.7150063786618267,1.385192831972233,0.8956830469705647,4.166687212884459,1.1653122057373053,51.85185185185185,1296,5,,,,(b) best member by calmar,team1,False,8651.0,3.6,2.1430137360267123,0.11796892551697023
1.82497641901081,2.3364467120940455,0.10102679966343957,7.631922085103864,11.682233560470229,2.803722229099847,5.48307284308379,0.6998946186686876,1.07250956799274,1.3851928319722329,0.8956830469705646,4.166687212884454,1.1653122057373053,51.85185185185185,1296,5,,,,(b) best member by calmar,team2,False,8651.0,5.4,3.214520604040069,0.17695338827545537
0.5688283729261759,1.0261589273507543,-0.9734616204389971,4.991254379553698,5.130794636753772,2.5577144872372726,4.136086275202839,0.3800904498726333,1.0096232964901033,0.926861820358309,0.6103729136559951,2.006007575261391,1.1078506557127097,52.70061728395061,1296,5,,,,(b) best member by gate3_composite,team1,False,7782.0,3.6,2.496829284900798,0.1282266997423228
0.8532425593892634,1.5392383910261311,-1.4601924306584961,7.4868815693305475,7.696191955130658,3.8365717308559066,6.204129412804259,0.57013567480895,1.5144349447351548,0.9268618203583089,0.6103729136559951,2.0060075752613917,1.1078506557127097,52.70061728395061,1296,5,,,,(b) best member by gate3_composite,team2,False,7782.0,5.4,3.745243927351197,0.19234004961348422
