c1,c2,vol,base,exit_ind,slice,mode,crosses_label,expectancy_R,total_R,profit_factor,win_rate,sharpe,sortino,max_dd_R,ulcer_R,calmar,n_blind,n_w2,n_w3,risk_atr_len,risk_atr_mult,risk_be_pct,risk_tp_mult,risk_trail_arm,risk_trail_mult,ip2,ip1,risk1,stage,stage_w1,cheap_gain_R,base_R_w1w2,final_R_w1w2,cheap_ip,cheap_risk,cheap_ip_w1,cheap_risk_w1,cheap_gain_R_w1,resumed,src_file,floor_p5,W1_exp,W1_n,W1_pf,W2_exp,W2_n,W2_pf,W3_exp,W3_n,W3_pf,scored,margin_worst_R,margin_mean_R
supertrend_signals,bears_bulls_impulse_signals,variance_volume_signals,hma_baseline,adx_dmi_exit,chop,B,False,-0.0911597563914031,-16.13527688127835,0.8388652093067207,0.288135593220339,-1.2601413129014811,-4.9944334717750145,19.265307024901972,9.479048164207748,-0.8375302226132288,177,124,53,14,1.05,0.05,2.45,2.0,1.5,"{""base"": {""ma_length"": 132}, ""c1"": {""atr_period"": 8, ""factor"": 4}, ""c2"": {""length"": 7}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""ema_len"": 19, ""filter_lookback"": 7, ""hline"": 0, ""lookback"": 7}}","{""base"": {""ma_length"": 200}, ""c1"": {""atr_period"": 12, ""factor"": 3}, ""c2"": {""length"": 24}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""ema_len"": 19, ""filter_lookback"": 57, ""hline"": 0, ""lookback"": 3}}","{""atr_len"": 15, ""atr_mult"": 1.0, ""be_pct"": 0.05, ""tp_mult"": 1.5, ""trail_arm"": 2.0, ""trail_mult"": 1.5}",full,full,,0.0097128773316934,0.5870023947231762,,,,,,False,gate2_tuned_modeB.csv,-0.0550301260173602,0.3947615162553609,100,1.9775783393316229,-0.0626246148196029,124,0.8902649245912493,-0.1579212196914638,53,0.7150195908487348,True,0.007594488802242692,0.05524279123817314
chandelier_exit_signals,donchian_breakout_signals,variance_volume_signals,rma_baseline,adx_dmi_exit,trend,A,False,-0.0952634092054493,-18.29057456744627,0.7310209622434368,0.2239583333333333,-2.161137231110725,,17.790574567446285,10.209799931344806,-1.0281047696410492,192,112,80,23,1.0,0.01,2.1,2.0,1.95,"{""base"": {""ma_length"": 20}, ""c1"": {""atr_mult"": 9, ""atr_period"": 27}, ""c2"": {""length"": 16}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""ema_len"": 8, ""filter_lookback"": 87, ""hline"": 0, ""lookback"": 200}}","{""base"": {""ma_length"": 132}, ""c1"": {""atr_mult"": 6, ""atr_period"": 18}, ""c2"": {""length"": 20}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""ema_len"": 66, ""filter_lookback"": 5, ""hline"": 0, ""lookback"": 25}}","{""atr_len"": 34, ""atr_mult"": 1.0, ""be_pct"": 0.01, ""tp_mult"": 2.5, ""trail_arm"": 1.5, ""trail_mult"": 1.4}",full,full,,0.1025974082525419,0.9577152684398756,,,,,,False,gate2_tuned_modeA_trend.csv,-0.079791769928434,0.4146461595439242,102,2.53796030085383,-0.1009236083801157,112,0.7308703776530245,-0.0873391303609163,80,0.7312642142741028,True,0.007547360432482303,0.014339599442082004
polychromatic_momentum_signals,hieken_ashi_smoothed_signals,chaikin_volatility_volume_signals,mcginley_dynamic_index,adx_dmi_exit,chop,B,False,-0.1230307133263125,-23.12977410534676,0.7843976248250322,0.1808510638297872,-1.537354631471898,-6.069707458979086,32.2505756944402,17.260612313483986,-0.7171894952974185,188,110,78,9,1.0,0.05,3.0,2.0,1.5,"{""base"": {""mci_length"": 40}, ""c1"": {""len"": 61}, ""c2"": {""alma_offset1"": 0.85, ""alma_offset2"": 0.85, ""alma_sigma1"": 6, ""alma_sigma2"": 6, ""ama_smooth1"": 0.181, ""ama_smooth2"": 0.181, ""frama_t1_a"": 1, ""frama_t1_b"": 168, ""frama_t2_a"": 1, ""frama_t2_b"": 168, ""lsma_offset1"": 0, ""lsma_offset2"": 0, ""ma_len1"": 4, ""ma_len2"": 8, ""vol_factor1"": 0.287918, ""vol_factor2"": 0.665127}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""cvi_len"": 10, ""roc_len"": 22}}","{""base"": {""mci_length"": 26}, ""c1"": {""len"": 17}, ""c2"": {""alma_offset1"": 0.85, ""alma_offset2"": 0.85, ""alma_sigma1"": 6, ""alma_sigma2"": 6, ""ama_smooth1"": 0.181, ""ama_smooth2"": 0.181, ""frama_t1_a"": 1, ""frama_t1_b"": 168, ""frama_t2_a"": 1, ""frama_t2_b"": 168, ""lsma_offset1"": 0, ""lsma_offset2"": 0, ""ma_len1"": 8, ""ma_len2"": 8, ""vol_factor1"": 1.010934, ""vol_factor2"": 1.53653}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""cvi_len"": 10, ""roc_len"": 22}}","{""atr_len"": 15, ""atr_mult"": 1.0, ""be_pct"": 0.05, ""tp_mult"": 2.15, ""trail_arm"": 2.0, ""trail_mult"": 1.5}",full,full,,0.0917801792361736,0.5031821152805924,,,,,,False,gate2_tuned_modeB.csv,-0.0550301260173602,0.3789898890154046,106,1.835049984596853,-0.1659314421600299,110,0.7121174946553578,-0.0625296854838905,78,0.8888419809701203,True,0.007499559466530296,0.0592004378046
halftrend_signals,chandelier_exit_signals,chaikin_volatility_volume_signals,sma_baseline,adx_dmi_exit,trend,A,False,-0.0981005375053803,-28.449155876560287,0.748868284513561,0.2,-1.90186999758154,-46.53508517430519,34.527552197736426,18.83384651677316,-0.8239551913102421,290,148,142,3,1.05,0.01,2.6,2.0,1.8,"{""base"": {""length"": 25}, ""c1"": {""amplitude"": 27}, ""c2"": {""atr_mult"": 3, ""atr_period"": 8}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""cvi_len"": 19, ""roc_len"": 15}}","{""base"": {""length"": 37}, ""c1"": {""amplitude"": 41}, ""c2"": {""atr_mult"": 3, ""atr_period"": 22}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""cvi_len"": 66, ""roc_len"": 2}}","{""atr_len"": 45, ""atr_mult"": 1.0, ""be_pct"": 0.05, ""tp_mult"": 2.9, ""trail_arm"": 1.9, ""trail_mult"": 0.75}",full,full,,0.1776284660765196,0.4788023223806377,,,,,,False,gate2_tuned_modeA_trend.csv,-0.079791769928434,0.3363658124355152,214,2.1645810904471134,-0.0872115554690866,148,0.7812320303487319,-0.1094496173741934,142,0.7136927646381226,True,0.007419785540652604,0.018538816493206003
price_momentum_oscillator_signals,ssl_channel_signals,choppiness_index_volume_signals,ema_baseline,adx_dmi_exit,trend,A,False,-0.0912007073154243,-48.15397346254403,0.7482395469973093,0.2215909090909091,-1.8937633517979435,-54.958818171633176,61.92720990912827,36.05398855646679,-0.7775899081067106,528,176,352,22,1.0,0.01,2.85,1.9,1.75,"{""base"": {""ma_length"": 20}, ""c1"": {""s1"": 100, ""s2"": 20, ""sig"": 10}, ""c2"": {""len"": 10}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""ci_threshold"": 61.8, ""length"": 40}}","{""base"": {""ma_length"": 25}, ""c1"": {""s1"": 100, ""s2"": 37, ""sig"": 10}, ""c2"": {""len"": 12}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""ci_threshold"": 32.980801, ""length"": 2}}","{""atr_len"": 2, ""atr_mult"": 1.05, ""be_pct"": 0.05, ""tp_mult"": 1.5, ""trail_arm"": 1.65, ""trail_mult"": 0.85}",full,full,,0.1179160754331075,0.2000054289290067,,,,,,False,gate2_tuned_modeA_trend.csv,-0.079791769928434,0.311357438809238,160,2.7685807715426223,-0.0870566365429084,176,0.7214187630626929,-0.0932727427016822,352,0.7590647748274968,True,0.007264866614474411,0.01037291969386131
laguerre_filter_signals,kase_peak_oscillator_signals,variance_volume_signals,ema_baseline,adx_dmi_exit,trend,A,False,-0.0972424282315236,-16.920182512285106,0.7474641996857945,0.2126436781609195,-1.9206896204867312,-25.582530149637787,22.734414541027192,13.68238193450267,-0.744254156259465,174,104,70,3,1.0,0.05,2.9,1.0,1.35,"{""base"": {""ma_length"": 20}, ""c1"": {""alpha"": 0.046203}, ""c2"": {""long_cycle"": 10, ""sharpness"": 40, ""short_cycle"": 6}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""ema_len"": 10, ""filter_lookback"": 200, ""hline"": 0, ""lookback"": 16}}","{""base"": {""ma_length"": 132}, ""c1"": {""alpha"": 0.2}, ""c2"": {""long_cycle"": 281, ""sharpness"": 40, ""short_cycle"": 2}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""ema_len"": 100, ""filter_lookback"": 200, ""hline"": 0, ""lookback"": 25}}","{""atr_len"": 50, ""atr_mult"": 1.05, ""be_pct"": 0.01, ""tp_mult"": 2.8, ""trail_arm"": 2.0, ""trail_mult"": 0.5}",full,full,,0.1345342177874237,1.2027628183195838,,,,,,False,gate2_tuned_modeA_trend.csv,-0.079791769928434,0.6156683645856659,102,3.616590549489078,-0.1041329231918712,104,0.7292620085374076,-0.0870051214332926,70,0.7744311666544264,True,0.007213351504858606,0.015777252384147913
volatility_quality_signals,ichimoku_signals,volatility_ratio_volume_signals,mcginley_dynamic_index,adx_dmi_exit,chop,B,False,-0.0981449006560235,-16.095763707587857,0.8383356723716615,0.2378048780487804,-1.1769476042341902,-5.366144998021791,19.257110347897353,9.2643464439132,-0.8358348379794854,164,81,83,17,1.0,0.05,2.75,2.0,1.5,"{""base"": {""mci_length"": 17}, ""c1"": {""atr_pct"": 0.213603, ""smooth"": 8}, ""c2"": {""base_len"": 21, ""conversion_len"": 5, ""displacement"": 21, ""span_b_len"": 52}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""length"": 11}}","{""base"": {""mci_length"": 14}, ""c1"": {""atr_pct"": 0.075, ""smooth"": 10}, ""c2"": {""base_len"": 26, ""conversion_len"": 5, ""displacement"": 74, ""span_b_len"": 64}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""length"": 61}}","{""atr_len"": 10, ""atr_mult"": 1.0, ""be_pct"": 0.05, ""tp_mult"": 2.0, ""trail_arm"": 2.0, ""trail_mult"": 1.5}",full,full,,0.1478629936197251,0.7090546283051181,,,,,,False,gate2_tuned_modeB.csv,-0.0550301260173602,0.5026590773937722,100,2.204432755490995,-0.0622259157176743,81,0.8929176301485054,-0.1331983678850149,83,0.789393649275091,True,0.007195789700314099,0.0426820157839844
schaff_trend_cycle_signals,kase_peak_oscillator_signals,chaikin_volatility_volume_signals,mcginley_dynamic_index,adx_dmi_exit,trend,A,False,-0.1322486127915693,-31.739667069976633,0.6002049888989244,0.2375,-3.056336408256677,-16.134184979358952,32.81053788876474,20.690140744350924,-0.967361985273798,240,168,72,5,1.0,0.05,2.8,1.0,0.7,"{""base"": {""mci_length"": 17}, ""c1"": {""cycleLen"": 10, ""d1"": 3, ""d2"": 3, ""lowerBand"": 2, ""macdFast"": 12, ""macdSlow"": 62, ""stc_midline"": 50, ""upperBand"": 75}, ""c2"": {""long_cycle"": 80, ""sharpness"": 40, ""short_cycle"": 23}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""cvi_len"": 8, ""roc_len"": 34}}","{""base"": {""mci_length"": 40}, ""c1"": {""cycleLen"": 12, ""d1"": 3, ""d2"": 4, ""lowerBand"": 25, ""macdFast"": 12, ""macdSlow"": 216, ""stc_midline"": 5, ""upperBand"": 75}, ""c2"": {""long_cycle"": 428, ""sharpness"": 40, ""short_cycle"": 15}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""cvi_len"": 2, ""roc_len"": 79}}","{""atr_len"": 44, ""atr_mult"": 1.0, ""be_pct"": 0.01, ""tp_mult"": 2.9, ""trail_arm"": 1.85, ""trail_mult"": 0.6}",full,full,,0.1832433428887808,0.5725564069150697,,,,,,False,gate2_tuned_modeA_trend.csv,-0.079791769928434,0.4526218445436269,172,2.826726306513278,-0.1516477188711789,168,0.5787614210171791,-0.0869840319391467,72,0.6687921283963862,True,0.0071922620107126994,0.0395241054767288
polychromatic_momentum_signals,dspo_signals,efficiency_ratio_volume_signals,frama_baseline,adx_dmi_exit,chop,B,False,-0.1101585863540525,-25.11615768872397,0.7893600102093001,0.2280701754385964,-1.4187781831913175,-5.11266934539368,49.925753895015504,27.006902263912753,-0.5030701737932398,228,146,82,16,1.0,0.05,2.9,2.0,1.5,"{""base"": {""length"": 19}, ""c1"": {""len"": 14}, ""c2"": {""len"": 2}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""er_threshold"": 0.369854, ""length"": 10}}","{""base"": {""length"": 8}, ""c1"": {""len"": 61}, ""c2"": {""len"": 7}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""er_threshold"": 0.854411, ""length"": 2}}","{""atr_len"": 31, ""atr_mult"": 1.0, ""be_pct"": 0.05, ""tp_mult"": 3.0, ""trail_arm"": 2.0, ""trail_mult"": 1.5}",full,full,,0.0802080986922162,0.2707516147296276,,,,,,False,gate2_tuned_modeB.csv,-0.0550301260173602,0.3969471798580394,154,2.0389664006422956,-0.0621716677490846,146,0.8760389551387384,-0.1955987097238733,82,0.6514167752309387,True,0.007141541731724398,0.07385506271911874
bears_bulls_impulse_signals,kase_peak_oscillator_signals,variance_volume_signals,vidya,adx_dmi_exit,trend,A,False,-0.1175520436032013,-53.13352370864699,0.6745591125272348,0.2389380530973451,-2.627802615670186,-25.734824664096568,56.499374130846434,36.183953725370195,-0.9404267662433836,452,330,122,33,1.0,0.05,1.9,1.35,1.8,"{""base"": {""vda_length"": 13}, ""c1"": {""length"": 16}, ""c2"": {""long_cycle"": 281, ""sharpness"": 40, ""short_cycle"": 35}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""ema_len"": 12, ""filter_lookback"": 20, ""hline"": 0, ""lookback"": 132}}","{""base"": {""vda_length"": 9}, ""c1"": {""length"": 11}, ""c2"": {""long_cycle"": 122, ""sharpness"": 40, ""short_cycle"": 10}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""ema_len"": 8, ""filter_lookback"": 16, ""hline"": 0, ""lookback"": 200}}","{""atr_len"": 7, ""atr_mult"": 1.0, ""be_pct"": 0.01, ""tp_mult"": 2.55, ""trail_arm"": 1.3, ""trail_mult"": 0.5}",full,full,,0.0888948465444079,0.4145684841893355,,,,,,False,gate2_tuned_modeA_trend.csv,-0.079791769928434,0.3848683419771265,376,2.5971573515766115,-0.1288733144738282,330,0.651074310873342,-0.0869289338711777,122,0.7437276329812486,True,0.0071371639427437045,0.02810935424406895
dpo_signals,vortex_signals,variance_volume_signals,rma_baseline,adx_dmi_exit,trend,A,False,-0.1110462607069619,-34.20224829774429,0.6746724568528645,0.2045454545454545,-2.5813094805909103,-13.957937590041224,33.88544317495923,16.537791861593643,-1.0093492984922556,308,220,88,28,1.0,0.01,2.05,1.7,1.6,"{""base"": {""ma_length"": 16}, ""c1"": {""len"": 500}, ""c2"": {""period"": 14}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""ema_len"": 66, ""filter_lookback"": 25, ""hline"": 0, ""lookback"": 20}}","{""base"": {""ma_length"": 11}, ""c1"": {""len"": 62}, ""c2"": {""period"": 14}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""ema_len"": 19, ""filter_lookback"": 11, ""hline"": 0, ""lookback"": 200}}","{""atr_len"": 50, ""atr_mult"": 1.0, ""be_pct"": 0.01, ""tp_mult"": 2.65, ""trail_arm"": 1.0, ""trail_mult"": 1.65}",full,full,,0.2725441322188201,0.7781880017870492,,,,,,False,gate2_tuned_modeA_trend.csv,-0.079791769928434,0.4101734701556448,210,2.721368649519412,-0.0868988901755288,220,0.7400753676734444,-0.1714146870355449,88,0.5223491277952852,True,0.007107120247094811,0.04936501867710287
center_of_gravity_signals,donchian_breakout_signals,variance_volume_signals,t3_baseline,adx_dmi_exit,chop,B,False,-0.1167929631245585,-38.77526375735342,0.8039627061600291,0.2740963855421687,-1.5185382232954094,-7.050690742349673,44.30751597952059,23.85070780251579,-0.8751396439212653,332,196,136,19,1.0,0.05,2.6,2.0,1.5,"{""base"": {""length"": 19, ""volume_factor"": 0.7}, ""c1"": {""length"": 43, ""signal_length"": 2}, ""c2"": {""length"": 11}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""ema_len"": 8, ""filter_lookback"": 200, ""hline"": 0, ""lookback"": 20}}","{""base"": {""length"": 10, ""volume_factor"": 0.161709}, ""c1"": {""length"": 12, ""signal_length"": 2}, ""c2"": {""length"": 20}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""ema_len"": 19, ""filter_lookback"": 16, ""hline"": 0, ""lookback"": 87}}","{""atr_len"": 3, ""atr_mult"": 1.0, ""be_pct"": 0.05, ""tp_mult"": 1.5, ""trail_arm"": 2.0, ""trail_mult"": 1.5}",full,full,,0.0483939340641111,0.4243015992445465,,,,,,False,gate2_tuned_modeB.csv,-0.0550301260173602,0.2611793567427454,194,1.6200415538453372,-0.1547367807722826,196,0.7275770911014982,-0.0621092259263679,136,0.9023111570224424,True,0.007079099909007701,0.05339287733196505
fisher_transform_signals,linreg_slope_signals,variance_volume_signals,frama_baseline,adx_dmi_exit,chop,B,False,-0.1189334386062105,-25.213888984516643,0.7864787630113345,0.2877358490566037,-1.7091211750152109,-6.42016954318014,29.52485810490017,16.890486377286255,-0.8539884897984305,212,119,93,26,1.0,0.05,1.5,2.0,1.5,"{""base"": {""length"": 19}, ""c1"": {""length"": 43}, ""c2"": {""length"": 14, ""r2_floor"": 0.2}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""ema_len"": 12, ""filter_lookback"": 20, ""hline"": 0, ""lookback"": 7}}","{""base"": {""length"": 10}, ""c1"": {""length"": 4}, ""c2"": {""length"": 92, ""r2_floor"": 0.374763}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""ema_len"": 10, ""filter_lookback"": 25, ""hline"": 0, ""lookback"": 87}}","{""atr_len"": 29, ""atr_mult"": 1.0, ""be_pct"": 0.05, ""tp_mult"": 1.9, ""trail_arm"": 2.0, ""trail_mult"": 1.5}",full,full,,0.0378354026443885,0.1801903477689012,,,,,,False,gate2_tuned_modeB.csv,-0.0550301260173602,0.3351469000453321,100,1.909399108155643,-0.1634287249419002,119,0.7103883636905691,-0.0619986098540916,93,0.8867972883352063,True,0.006968483836731397,0.0576835413806357
glitch_index_signals,ichimoku_signals,variance_volume_signals,fantail_vma,adx_dmi_exit,chop,B,False,-0.0729620275265955,-17.21903849627655,0.8489118408914137,0.2584745762711864,-1.0354994654481045,-3.456729002211818,28.919863001181383,14.04130799092537,-0.5954052581636762,236,161,75,38,1.0,0.05,1.9,2.0,1.5,"{""base"": {""fma_adx_length"": 2, ""fma_ma_length"": 26, ""fma_weighting"": 12}, ""c1"": {""length"": 130, ""multiplier"": 1, ""smooth"": 3}, ""c2"": {""base_len"": 21, ""conversion_len"": 9, ""displacement"": 74, ""span_b_len"": 148}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""ema_len"": 100, ""filter_lookback"": 5, ""hline"": 0, ""lookback"": 20}}","{""base"": {""fma_adx_length"": 2, ""fma_ma_length"": 7, ""fma_weighting"": 12}, ""c1"": {""length"": 30, ""multiplier"": 1, ""smooth"": 3}, ""c2"": {""base_len"": 260, ""conversion_len"": 17, ""displacement"": 171, ""span_b_len"": 5}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""ema_len"": 2, ""filter_lookback"": 16, ""hline"": 0, ""lookback"": 200}}","{""atr_len"": 24, ""atr_mult"": 1.0, ""be_pct"": 0.05, ""tp_mult"": 2.45, ""trail_arm"": 2.0, ""trail_mult"": 1.5}",full,full,,0.0895718181137964,0.5198415376338473,,,,,,False,gate2_tuned_modeB.csv,-0.0550301260173602,0.3917664063446889,159,2.126736868108975,-0.0619856087029776,161,0.8659139906325806,-0.0965247399346285,75,0.8169075999229474,True,0.006955482685617395,0.02422504830144285
volatility_quality_signals,ichimoku_signals,variance_volume_signals,kama_baseline,adx_dmi_exit,trend,A,False,-0.2277780897471296,-25.511146051678516,0.4337202146263319,0.1607142857142857,-5.339842007773738,-42.86656823533144,28.171737126513197,20.69437427655818,-0.9055581463476484,112,62,50,2,1.0,0.05,2.95,1.5,1.3,"{""base"": {""fast_length"": 2, ""length"": 19, ""slow_length"": 30}, ""c1"": {""atr_pct"": 0.075, ""smooth"": 10}, ""c2"": {""base_len"": 21, ""conversion_len"": 9, ""displacement"": 32, ""span_b_len"": 64}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""ema_len"": 8, ""filter_lookback"": 25, ""hline"": 0, ""lookback"": 20}}","{""base"": {""fast_length"": 2, ""length"": 12, ""slow_length"": 130}, ""c1"": {""atr_pct"": 0.49345, ""smooth"": 10}, ""c2"": {""base_len"": 26, ""conversion_len"": 11, ""displacement"": 32, ""span_b_len"": 148}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""ema_len"": 8, ""filter_lookback"": 20, ""hline"": 0, ""lookback"": 25}}","{""atr_len"": 40, ""atr_mult"": 1.05, ""be_pct"": 0.05, ""tp_mult"": 3.0, ""trail_arm"": 2.0, ""trail_mult"": 1.2}",full,full,,0.3098721826567838,1.2729615282546414,,,,,,False,gate2_tuned_modeA_trend.csv,-0.079791769928434,0.588895268751691,100,3.1810935879692255,-0.3415623507941677,62,0.2697632500262611,-0.0866856060488022,50,0.729958564902589,True,0.006893836120368202,0.13433220849305094
laguerre_filter_signals,polychromatic_momentum_signals,chaikin_volatility_volume_signals,sma_baseline,adx_dmi_exit,trend,A,False,-0.1104453938579449,-28.93669319078158,0.7037924456511034,0.1984732824427481,-2.3355439615987974,-35.50900459813792,33.721382942925615,19.9498968702251,-0.8581111053410159,262,104,158,20,1.0,0.05,2.65,2.0,1.95,"{""base"": {""length"": 25}, ""c1"": {""alpha"": 0.070224}, ""c2"": {""len"": 3}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""cvi_len"": 28, ""roc_len"": 10}}","{""base"": {""length"": 200}, ""c1"": {""alpha"": 0.2}, ""c2"": {""len"": 2}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""cvi_len"": 10, ""roc_len"": 15}}","{""atr_len"": 50, ""atr_mult"": 1.0, ""be_pct"": 0.05, ""tp_mult"": 3.0, ""trail_arm"": 2.0, ""trail_mult"": 0.5}",full,full,,0.1243703492191787,0.4996154716306066,,,,,,False,gate2_tuned_modeA_trend.csv,-0.079791769928434,0.4334700070470178,100,2.4947241622310963,-0.1467023320949043,104,0.6278770112714617,-0.0865800674234906,158,0.7586963081185552,True,0.0067882974950566055,0.03684942983076346
supertrend_signals,ehlers_reverse_ema_signals,waddah_attar_explosion_volume_signals,tma_baseline,adx_dmi_exit,trend,A,False,-0.1547808465441068,-20.740633436910308,0.5928632240364442,0.1567164179104477,-3.333924764566303,-21.21376739320309,24.87217560327286,11.836033825187556,-0.8338889917688224,134,84,50,2,1.0,0.05,2.9,1.1,1.35,"{""base"": {""length"": 37}, ""c1"": {""atr_period"": 8, ""factor"": 2}, ""c2"": {""alpha"": 0.187382}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""bbLen"": 37, ""bbStd"": 20, ""fastEma"": 57, ""sensitivity"": 80, ""slowEma"": 40}}","{""base"": {""length"": 25}, ""c1"": {""atr_period"": 8, ""factor"": 2}, ""c2"": {""alpha"": 0.01}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""bbLen"": 25, ""bbStd"": 20, ""fastEma"": 87, ""sensitivity"": 15, ""slowEma"": 14}}","{""atr_len"": 28, ""atr_mult"": 1.0, ""be_pct"": 0.05, ""tp_mult"": 3.0, ""trail_arm"": 1.3, ""trail_mult"": 1.2}",full,full,,0.0069126367627883,1.218220451803557,,,,,,False,gate2_tuned_modeA_trend.csv,-0.079791769928434,0.3727789369222695,102,2.3093728561051807,-0.0865271536375446,84,0.7660305901116654,-0.2694470506271311,50,0.3222336647876469,True,0.006735383709110601,0.09819533220390385
bears_bulls_impulse_signals,ehlers_reverse_ema_signals,variance_volume_signals,ema_baseline,adx_dmi_exit,trend,A,False,-0.1203364833160703,-42.59911509388891,0.6718566519546392,0.2231638418079096,-2.540950905369754,-20.40704892096901,42.09911509388893,23.400644271521426,-1.011876734199398,354,244,110,2,1.0,0.01,2.9,1.0,1.3,"{""base"": {""ma_length"": 25}, ""c1"": {""length"": 5}, ""c2"": {""alpha"": 0.035112}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""ema_len"": 19, ""filter_lookback"": 20, ""hline"": 0, ""lookback"": 132}}","{""base"": {""ma_length"": 37}, ""c1"": {""length"": 7}, ""c2"": {""alpha"": 0.023101}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""ema_len"": 5, ""filter_lookback"": 16, ""hline"": 0, ""lookback"": 200}}","{""atr_len"": 2, ""atr_mult"": 1.0, ""be_pct"": 0.03, ""tp_mult"": 2.4, ""trail_arm"": 1.0, ""trail_mult"": 0.55}",full,full,,0.1480523783780072,0.4147393241399391,,,,,,False,gate2_tuned_modeA_trend.csv,-0.079791769928434,0.3074048343847883,238,2.27020585942876,-0.0864904368877475,244,0.7635834495235302,-0.1954131681207135,110,0.4699530241922224,True,0.0066986669593135095,0.06116003257579651
