structure,step,build,trade,cut_applied,passers,members,curve_bins,size_scale,scale_binds,cap_pct,cap_bound_days,net_min_votes,curve_mode,opposition,vote_on_entry_day,dip_budget,day_budget,build_median_year_pct
ALLPASS,1,2011-2015,2016-2016,False,28,28,4,0.8312249788902103,DIP95,2.0,0,0.5,fitted,net,False,5.4,3.6,12.111165223339487
ALLPASS,2,2012-2016,2017-2017,False,28,28,5,0.5111992475183126,DIP95,2.0,0,0.5,fitted,net,False,5.4,3.6,4.316233937151372
ALLPASS,3,2013-2017,2018-2018,False,28,28,4,0.5341725089725538,DIP95,2.0,0,0.5,fitted,net,False,5.4,3.6,4.555436268786001
ALLPASS,4,2014-2018,2019-2019,False,28,28,4,0.751240169114996,DIP95,2.0,0,0.5,fitted,net,False,5.4,3.6,4.359188591203367
ALLPASS,5,2015-2019,2020-2020,False,28,28,4,0.6756459858031697,DIP95,2.0,0,0.5,fitted,net,False,5.4,3.6,4.109309726523213
