median_year_pct,mean_year_pct,worst_year_pct,best_year_pct,total_return_pct,max_dd_pct,dip95_pct,worst_day_pct,worst_month_pct,sortino,sharpe,calmar,profit_factor,win_rate_pct,trading_days,max_positions,scale,binds,book,mode,budget,cap_pct,cap_bound_days,max_ccy_exposure_pct
22.271064552605733,19.295610396923397,12.145742615108995,25.2281373350252,96.47805198461698,2.357111593956093,3.6,0.8440174505417539,1.1800929301672956,8.362434971886806,4.003696814801752,40.93062552999098,2.070473453133715,56.40432098765432,1296,33,3.246156374479542,DIP95,A_stacked,stacked,team1,,0,
33.4065968289086,28.94341559538509,18.218613922663494,37.8422060025378,144.71707797692545,3.535667390934144,5.4,1.266026175812631,1.7701393952509432,8.362434971886806,4.003696814801752,40.93062552999092,2.070473453133715,56.40432098765432,1296,33,4.869234561719313,DIP95,A_stacked,stacked,team2,,0,
27.689850406057644,24.97586932172866,17.42218242222578,31.6793907956101,124.87934660864329,2.512549766489455,3.6,0.796996908285545,1.025208061476793,9.867304831807024,4.577116223771373,49.702238050840776,2.313025261315326,58.25617283950617,1296,15,1.5179868088074517,DIP95,B_netted_linear,linear,team1,2.0,6,3.019047169308982
41.53477560908647,37.463803982592985,26.133273633338675,47.519086193415156,187.31901991296493,3.7688246497341744,5.4,1.1954953624283176,1.5378120922151897,9.867304831807022,4.577116223771373,49.702238050840876,2.313025261315326,58.25617283950617,1296,15,2.2769802132111776,DIP95,B_netted_linear,linear,team2,2.0,6,3.019047169308982
30.219335725909627,27.785463956628348,18.667680015899418,36.238285139076446,138.92731978314174,2.2925981839395764,3.5999999999999996,0.8993200897510816,0.9254561340196508,10.26186832430088,4.7188213843483044,60.59819847907692,2.48005944719157,58.873456790123456,1296,15,1.502188789313596,DIP95,C_netted_curve,curve,team1,2.0,9,2.6227010408526836
45.329003588864445,41.67819593494253,28.00152002384913,54.35742770861468,208.39097967471264,3.4388972759093583,5.4,1.3489801346266226,1.3881842010294767,10.261868324300877,4.7188213843483044,60.598198479077034,2.4800594471915702,58.873456790123456,1296,15,2.253283183970394,DIP95,C_netted_curve,curve,team2,2.0,9,2.6227010408526836
26.177808433545795,23.870091165172703,16.814700130685925,29.480645281104774,119.35045582586353,2.4830695118956836,3.6,0.8197089677538593,1.0544234652225173,9.527465331796419,4.4756043781814645,48.06569258495957,2.2589699688599154,58.10185185185185,1296,15,1.4892048692878845,DIP95,D_netted_half,half,team1,2.0,0,1.8477300093529245
39.266712650318695,35.805136747759065,25.222050196028885,44.22096792165716,179.0256837387953,3.724604267843535,5.4,1.229563451630789,1.5816351978337762,9.527465331796419,4.4756043781814645,48.06569258495944,2.258969968859915,58.10185185185185,1296,15,2.233807303931827,DIP95,D_netted_half,half,team2,2.0,0,1.8477300093529245
30.219335725909627,27.785463956628348,18.667680015899418,36.238285139076446,138.92731978314174,2.2925981839395764,3.5999999999999996,0.8993200897510816,0.9254561340196508,10.26186832430088,4.7188213843483044,60.59819847907692,2.48005944719157,58.873456790123456,1296,15,1.502188789313596,DIP95,C_curve_cap_2,curve,team1,2.0,9,2.6227010408526836
30.249653623797446,27.93814903694721,18.945065143526516,36.274641617539146,139.69074518473604,2.294898259568921,3.6,0.9002223430268265,0.9263846085839282,10.30791721464742,4.728913133235873,60.87012555013044,2.4867010345747067,58.873456790123456,1296,15,1.507208076166619,DIP95,C_curve_cap_3,curve,team1,3.0,0,2.6227010408526836
30.249653623797446,27.93814903694721,18.945065143526516,36.274641617539146,139.69074518473604,2.294898259568921,3.6,0.9002223430268265,0.9263846085839282,10.30791721464742,4.728913133235873,60.87012555013044,2.4867010345747067,58.873456790123456,1296,15,1.507208076166619,DIP95,C_curve_cap_4,curve,team1,4.0,0,2.6227010408526836
30.249653623797446,27.93814903694721,18.945065143526516,36.274641617539146,139.69074518473604,2.294898259568921,3.6,0.9002223430268265,0.9263846085839282,10.30791721464742,4.728913133235873,60.87012555013044,2.4867010345747067,58.873456790123456,1296,15,1.507208076166619,DIP95,C_curve_cap_none,curve,team1,,0,2.6227010408526836
