band,n,mfe,mae,ratio,bars_to_peak,giveback,gb_pct,path_eff,fav5,fav10,fav20,sample
chop (bottom),5222,0.021578495132941414,-0.022700232620405908,0.9505847580409317,10.100536193029491,0.02301547473879727,106.65931334415525,0.2089973104745144,0.48736116430486404,0.4875526618153964,0.4789352738414401,is
mid,5221,0.018429737601889627,-0.017185674872665146,1.0723895185055106,10.348783757900785,0.017179525703550715,93.2163337029241,0.22911478023590548,0.505650258571155,0.5106301474813254,0.5117793526144416,is
trend (top),5223,0.018833402205995668,-0.019237681663748896,0.9789850219574511,10.256174612291787,0.019857258125760828,105.43638323318562,0.24392103980947058,0.523836875358989,0.504882251579552,0.49416044418916333,is
