budget,structure,draw,median_year_pct,total_return_pct,members_step1,members_step2
team1,ALLPASS,21,6.6159437678520305,29.527273546135213,2323,2142
team1,STABLE,21,3.436469154340825,12.758125114496943,1888,40
team1,PICKED,21,2.9248131609309156,32.6854379412036,16,20
team1,FAMILY_CAP,21,-0.3289109605976283,-1.4321584327426233,23,23
team1,ALLPASS,22,4.589794789248287,25.81899143136134,2323,2142
team1,STABLE,22,3.216757311079867,15.94756300935918,1888,40
team1,PICKED,22,2.8867304011348818,24.586435359847428,16,19
team1,FAMILY_CAP,22,0.9354635957747699,2.1497709993998964,19,22
team1,ALLPASS,23,4.848278743911385,26.982507479447708,2323,2142
team1,STABLE,23,3.6166997258865785,14.541287153501939,1888,40
team1,PICKED,23,1.0537822102473877,16.943801965798656,16,20
team1,FAMILY_CAP,23,-0.20348873137649007,-0.1446312608066277,23,25
team1,ALLPASS,24,4.21011147637808,23.05279584760858,2323,2142
team1,STABLE,24,2.8520468952100466,12.198043641037408,1888,40
team1,PICKED,24,4.090947312608043,33.55606396213872,15,19
team1,FAMILY_CAP,24,-0.04802735183874737,1.2917526268114616,19,20
team2,ALLPASS,0,6.883352153673653,36.14955205275932,2323,2142
team2,STABLE,0,4.298989862896452,19.456894922337657,1888,40
team2,PICKED,0,4.129939981087237,27.142583148966672,16,15
team2,FAMILY_CAP,0,-2.2389518085621147,-5.009613977876343,21,22
team2,ALLPASS,1,6.206236778654605,34.56894561615485,2323,2142
team2,STABLE,1,4.857153573428259,22.804301820824506,1888,40
team2,PICKED,1,4.133034073466778,17.94615229972882,15,18
team2,FAMILY_CAP,1,-0.19922379616680583,2.964113684806014,22,23
team2,ALLPASS,2,5.986042243749232,36.08046151842831,2323,2142
team2,STABLE,2,5.157580302553846,18.600628382779767,1888,40
team2,PICKED,2,8.470057882839399,49.20874136199413,16,19
team2,FAMILY_CAP,2,-0.289859315146808,-0.2414446169116682,20,21
team2,ALLPASS,3,7.294358171176392,41.410766158438555,2323,2142
team2,STABLE,3,5.524214452898085,23.597705355767012,1888,40
team2,PICKED,3,-0.5016743475298016,2.854169061110722,11,20
team2,FAMILY_CAP,3,0.9426818683445825,-0.39339565150155953,24,22
team2,ALLPASS,4,9.105064464802863,46.92341445810582,2323,2142
team2,STABLE,4,4.438591065372153,26.01084766061979,1888,40
team2,PICKED,4,-2.252658818921651,-5.504674759189269,16,39
team2,FAMILY_CAP,4,-0.2837714101629315,-3.024507245076637,25,23
team2,ALLPASS,5,7.120561799214574,39.807269330571295,2323,2142
team2,STABLE,5,5.843029195197485,22.157433961470304,1888,40
team2,PICKED,5,2.1431740669846677,7.956220236742076,16,19
team2,FAMILY_CAP,5,-0.20206998816156727,0.970633331957017,20,18
team2,ALLPASS,6,6.945879148837369,39.91622348708093,2323,2142
team2,STABLE,6,5.748912154541983,21.208326066261012,1888,40
team2,PICKED,6,2.349389440190727,12.07157659243316,15,20
team2,FAMILY_CAP,6,-1.0731609898835623,-1.4722790213268095,20,20
team2,ALLPASS,7,6.340925000395994,38.297503070560836,2323,2142
team2,STABLE,7,6.207321487637717,21.844915888659166,1888,40
team2,PICKED,7,2.047960481826294,8.793066262837069,16,19
team2,FAMILY_CAP,7,-0.4821059233566257,2.9020794167095296,21,20
team2,ALLPASS,8,6.71246795013816,34.624403979992806,2323,2142
team2,STABLE,8,4.286538684809866,21.378341397716582,1888,40
team2,PICKED,8,-1.534376863456979,6.92987867916376,16,19
team2,FAMILY_CAP,8,-0.5980726811495093,0.5065964950072137,23,21
team2,ALLPASS,9,7.036307318841173,40.246962997547236,2323,2142
team2,STABLE,9,4.511746478370797,21.534992747259608,1888,40
team2,PICKED,9,3.435695200488273,23.688023029079442,16,14
team2,FAMILY_CAP,9,-0.5398697943023866,0.820504240150268,21,21
team2,ALLPASS,10,6.61016993342127,38.47722131173545,2323,2142
team2,STABLE,10,5.419700304753131,22.357693746968447,1888,40
team2,PICKED,10,-1.4873949276318892,-4.980598261372069,16,19
team2,FAMILY_CAP,10,-0.6918153128189777,2.0780732289266095,19,21
team2,ALLPASS,11,5.4702839582682055,33.7982357847486,2323,2142
team2,STABLE,11,5.422861043198195,21.12131975112615,1888,40
team2,PICKED,11,0.6911850026920972,6.436076817134227,16,20
team2,FAMILY_CAP,11,-1.020228725188806,-3.0346562241416852,17,21
team2,ALLPASS,12,6.466650292640948,36.394029488049156,2323,2142
team2,STABLE,12,3.1550417243397084,16.01757709082227,1888,40
team2,PICKED,12,5.117070743342881,19.310045271362725,16,19
team2,FAMILY_CAP,12,-0.5807628501499312,-0.5159905643569622,17,19
team2,ALLPASS,13,7.1603237900230665,39.494653391845546,2323,2142
team2,STABLE,13,4.578764524792032,23.306637073583424,1888,40
team2,PICKED,13,6.124020976312232,24.622322398706885,16,20
team2,FAMILY_CAP,13,0.08783244517161964,3.6022207524163075,22,24
team2,ALLPASS,14,7.662929052395483,42.224903667796646,2323,2142
team2,STABLE,14,6.268688590749366,24.632594257791258,1888,40
team2,PICKED,14,5.078581847844755,24.078985762881626,16,20
team2,FAMILY_CAP,14,-0.0569678097937898,-1.2203386708626098,13,12
team2,ALLPASS,15,6.84761140315426,39.849313426209406,2323,2142
team2,STABLE,15,4.758338795785202,24.33584006203517,1888,40
team2,PICKED,15,0.14228239689987132,7.389303383533257,15,19
team2,FAMILY_CAP,15,0.03950486523963015,1.2049101754642568,19,23
team2,ALLPASS,16,6.137647630423649,36.51057015829092,2323,2142
team2,STABLE,16,5.4503585706635835,22.5827962218908,1888,40
team2,PICKED,16,0.48717311277802144,0.23214153073857569,15,19
team2,FAMILY_CAP,16,-1.8202109020653618,-7.747329629766929,21,23
team2,ALLPASS,17,6.7429931387146995,40.436828392614615,2323,2142
team2,STABLE,17,5.427562760682034,21.968372513352673,1888,40
team2,PICKED,17,4.877711742766999,30.063522622491316,16,19
team2,FAMILY_CAP,17,0.8374125162257445,-3.573568001719909,19,21
team2,ALLPASS,18,7.479330949208032,39.57851800609552,2323,2142
team2,STABLE,18,4.711907908796084,22.659691614633424,1888,40
team2,PICKED,18,6.528957228658344,34.23168937939608,16,19
team2,FAMILY_CAP,18,-1.7332413492481449,-3.8862214228358054,24,23
team2,ALLPASS,19,6.927901633089893,39.038513564104974,2323,2142
team2,STABLE,19,4.969164326489945,21.23952110621486,1888,40
team2,PICKED,19,10.747748241177533,36.302037142970974,16,20
team2,FAMILY_CAP,19,0.28073413654025725,5.798154580520046,18,20
team2,ALLPASS,20,6.791748580480731,36.55889802036423,2323,2142
team2,STABLE,20,5.735486066745266,23.08310683161708,1888,40
team2,PICKED,20,0.9623038219780774,11.80395888418734,16,20
team2,FAMILY_CAP,20,-1.5164234338125964,-4.4469159662958635,25,24
team2,ALLPASS,21,9.923915651778046,44.29091031920282,2323,2142
team2,STABLE,21,5.154703731511237,19.137187671745416,1888,40
team2,PICKED,21,4.387219741396374,49.048781426961185,16,20
team2,FAMILY_CAP,21,-0.49336644089644266,-2.148237649113936,23,23
team2,ALLPASS,22,6.88469218387243,38.728487147042,2323,2142
team2,STABLE,22,4.8251359666198015,23.92134451403878,1888,40
team2,PICKED,22,4.3300956017023235,36.87965303977114,16,19
team2,FAMILY_CAP,22,1.403195393662155,3.2246564990998445,19,22
team2,ALLPASS,23,7.272418115867079,40.473761219171564,2323,2142
team2,STABLE,23,5.425049588829868,21.81193073025291,1888,40
team2,PICKED,23,1.5806733153710808,25.415702948697984,16,20
team2,FAMILY_CAP,23,-0.3052330970647352,-0.21694689120994115,23,25
team2,ALLPASS,24,6.3151672145671185,34.579193771412875,2323,2142
team2,STABLE,24,4.27807034281507,18.297065461556116,1888,40
team2,PICKED,24,6.136420968912065,50.32782795583854,15,19
team2,FAMILY_CAP,24,-0.07204102775812093,1.9376289402171922,19,20
