mode,slice,n,mean,p50,p95,p99,max
A,trend,3959,-0.0009336796673819675,-0.007723577935131484,0.09722069582049116,0.2041085319296507,0.48703846939501383
A,chop,3161,0.025009303638397425,0.02788666593666859,0.10991924047558195,0.15088875796516574,0.24959779064069115
