budget,null,real,n,mean,p95,max,p_value,p_resolution
team1,null_joint,6.801703042444749,100,6.816555690485538,6.8666364125898705,6.9069259660573215,0.66,0.01
team1,null_per_member,6.801703042444749,100,35.0999571379962,37.64670635553274,39.296954276844836,1.0,0.01
team1,null_levels,6.865194393291833,100,3.089599868862718,4.015242868680412,4.418235405054219,0.0,0.01
team2,null_joint,10.202554563667123,100,10.22483353572831,10.299954618884806,10.360388949085984,0.66,0.01
team2,null_per_member,10.202554563667123,100,52.7289097335848,56.48000738838599,59.86508901525796,1.0,0.01
team2,null_levels,10.29779158993775,100,4.634399803294077,6.022864303020618,6.627353107581329,0.0,0.01
