N,lookback,is_corr,oos_sep,oos_residual,oos_median_run,oos_diagonal,oos_trending,oos_range,oos_drifting,surrogate,sd,corrected,p
6,35.0,0.017794471130081257,0.5195031929579212,0.0,14.0,0.9505061867266592,0.1858936603127008,0.6199132576568859,0.19419308203041336,0.5372312102207898,0.013794011213551019,-0.017728017262868545,0.9090909090909091
