,R_pct
2011,0.2269298451603103
2012,2.319660965900937
2013,2.6958842534317173
2014,-2.871682258255112
2015,16.27461492464519
2016,5.013547662446563
2017,6.3930669689328035
2018,12.2885032982054
2019,4.598347155593
2020,10.062752017424941
2021,0.8047637375446699
