pair,day,level,size,dir,r,pnl,base_ccy,quote_ccy
USDJPY,2016-01-08,1,1.0,-1,0.4833333333333342,0.4833333333333342,USD,JPY
EURCHF,2016-01-11,2,2.0,1,0.08477444327236264,0.16954888654472527,EUR,CHF
GBPCHF,2016-01-11,1,1.0,-1,0.2714285714285714,0.2714285714285714,GBP,CHF
NZDCHF,2016-01-11,2,2.0,-1,0.22857142857142854,0.4571428571428571,NZD,CHF
NZDUSD,2016-01-11,1,1.0,-1,-0.05555555555555558,-0.05555555555555558,NZD,USD
USDJPY,2016-01-11,1,1.0,-1,0.4833333333333342,0.4833333333333342,USD,JPY
EURCHF,2016-01-12,2,2.0,1,0.08477444327236264,0.16954888654472527,EUR,CHF
GBPCHF,2016-01-12,1,1.0,-1,0.2714285714285714,0.2714285714285714,GBP,CHF
NZDCHF,2016-01-12,2,2.0,-1,0.22857142857142854,0.4571428571428571,NZD,CHF
NZDUSD,2016-01-12,1,1.0,-1,-0.05555555555555558,-0.05555555555555558,NZD,USD
EURCHF,2016-01-13,2,2.0,1,0.08477444327236264,0.16954888654472527,EUR,CHF
GBPCHF,2016-01-13,1,1.0,-1,0.2714285714285714,0.2714285714285714,GBP,CHF
NZDCHF,2016-01-13,2,2.0,-1,0.22857142857142854,0.4571428571428571,NZD,CHF
NZDUSD,2016-01-13,2,2.0,-1,-0.059027777777777894,-0.11805555555555579,NZD,USD
EURCHF,2016-01-14,2,2.0,1,0.08477444327236264,0.16954888654472527,EUR,CHF
EURUSD,2016-01-14,1,1.0,-1,-0.5000000000000021,-0.5000000000000021,EUR,USD
GBPCHF,2016-01-14,1,1.0,-1,0.2714285714285714,0.2714285714285714,GBP,CHF
NZDCHF,2016-01-14,2,2.0,-1,0.22857142857142854,0.4571428571428571,NZD,CHF
NZDUSD,2016-01-14,2,2.0,-1,-0.059027777777777894,-0.11805555555555579,NZD,USD
EURCHF,2016-01-15,2,2.0,1,0.08477444327236264,0.16954888654472527,EUR,CHF
GBPCHF,2016-01-15,1,1.0,-1,0.2714285714285714,0.2714285714285714,GBP,CHF
NZDCHF,2016-01-15,2,2.0,-1,0.22857142857142854,0.4571428571428571,NZD,CHF
NZDUSD,2016-01-15,2,2.0,-1,-0.059027777777777894,-0.11805555555555579,NZD,USD
EURCHF,2016-01-18,2,2.0,1,0.08477444327236264,0.16954888654472527,EUR,CHF
EURUSD,2016-01-18,1,1.0,1,-0.1085077403956057,-0.1085077403956057,EUR,USD
NZDUSD,2016-01-18,2,2.0,-1,-0.059027777777777894,-0.11805555555555579,NZD,USD
EURCHF,2016-01-19,2,2.0,1,0.08477444327236264,0.16954888654472527,EUR,CHF
EURUSD,2016-01-19,1,1.0,1,-0.3333333333333322,-0.3333333333333322,EUR,USD
NZDUSD,2016-01-19,2,2.0,-1,-0.059027777777777894,-0.11805555555555579,NZD,USD
AUDNZD,2016-01-20,1,1.0,1,0.2928571428571417,0.2928571428571417,AUD,NZD
EURCHF,2016-01-20,2,2.0,1,0.08477444327236264,0.16954888654472527,EUR,CHF
EURUSD,2016-01-20,1,1.0,1,-0.3333333333333322,-0.3333333333333322,EUR,USD
GBPAUD,2016-01-20,2,2.0,-1,0.05468749999999982,0.10937499999999964,GBP,AUD
NZDUSD,2016-01-20,2,2.0,-1,-0.059027777777777894,-0.11805555555555579,NZD,USD
AUDNZD,2016-01-21,1,1.0,1,0.2928571428571417,0.2928571428571417,AUD,NZD
EURCHF,2016-01-21,2,2.0,1,0.08477444327236264,0.16954888654472527,EUR,CHF
EURUSD,2016-01-21,1,1.0,1,-0.3333333333333322,-0.3333333333333322,EUR,USD
GBPAUD,2016-01-21,2,2.0,-1,0.05468749999999982,0.10937499999999964,GBP,AUD
GBPCAD,2016-01-21,4,3.0,-1,0.06823141544149272,0.20469424632447816,GBP,CAD
NZDCAD,2016-01-21,2,2.0,-1,0.11389677682409154,0.22779355364818307,NZD,CAD
NZDUSD,2016-01-21,2,2.0,-1,-0.059027777777777894,-0.11805555555555579,NZD,USD
AUDNZD,2016-01-22,1,1.0,1,0.2928571428571417,0.2928571428571417,AUD,NZD
EURCHF,2016-01-22,2,2.0,1,0.08477444327236264,0.16954888654472527,EUR,CHF
GBPAUD,2016-01-22,2,2.0,-1,0.05468749999999982,0.10937499999999964,GBP,AUD
GBPCAD,2016-01-22,4,3.0,-1,0.06823141544149272,0.20469424632447816,GBP,CAD
NZDCAD,2016-01-22,2,2.0,-1,0.11389677682409154,0.22779355364818307,NZD,CAD
NZDUSD,2016-01-22,2,2.0,-1,-0.059027777777777894,-0.11805555555555579,NZD,USD
AUDNZD,2016-01-25,1,1.0,1,0.2928571428571417,0.2928571428571417,AUD,NZD
EURCHF,2016-01-25,2,2.0,1,0.08477444327236264,0.16954888654472527,EUR,CHF
GBPAUD,2016-01-25,2,2.0,-1,0.05468749999999982,0.10937499999999964,GBP,AUD
GBPCAD,2016-01-25,4,3.0,-1,0.06823141544149272,0.20469424632447816,GBP,CAD
NZDCAD,2016-01-25,2,2.0,-1,0.11389677682409154,0.22779355364818307,NZD,CAD
NZDUSD,2016-01-25,2,2.0,-1,-0.059027777777777894,-0.11805555555555579,NZD,USD
AUDNZD,2016-01-26,1,0.7785380142250133,1,0.2928571428571417,0.22800041845161015,AUD,NZD
EURCHF,2016-01-26,1,0.7785380142250133,1,0.08673638654472501,0.06752757414158338,EUR,CHF
GBPAUD,2016-01-26,2,1.5570760284500267,-1,0.05468749999999982,0.08515259530586056,GBP,AUD
GBPCAD,2016-01-26,4,2.33561404267504,-1,0.06823141544149272,0.15936225205674495,GBP,CAD
GBPNZD,2016-01-26,2,1.5570760284500267,1,-0.04906220058005232,-0.07639357642620646,GBP,NZD
NZDCAD,2016-01-26,2,1.5570760284500267,-1,0.11389677682409154,0.1773459409105155,NZD,CAD
NZDUSD,2016-01-26,2,1.5570760284500267,-1,-0.059027777777777894,-0.09191073779045314,NZD,USD
AUDNZD,2016-01-27,1,0.7785380142250133,1,0.2928571428571417,0.22800041845161015,AUD,NZD
EURCHF,2016-01-27,1,0.7785380142250133,1,0.08673638654472501,0.06752757414158338,EUR,CHF
GBPAUD,2016-01-27,2,1.5570760284500267,-1,0.05468749999999982,0.08515259530586056,GBP,AUD
GBPCAD,2016-01-27,4,2.33561404267504,-1,0.06823141544149272,0.15936225205674495,GBP,CAD
GBPNZD,2016-01-27,2,1.5570760284500267,1,-0.04906220058005232,-0.07639357642620646,GBP,NZD
NZDCAD,2016-01-27,2,1.5570760284500267,-1,0.11389677682409154,0.1773459409105155,NZD,CAD
NZDUSD,2016-01-27,2,1.5570760284500267,-1,-0.059027777777777894,-0.09191073779045314,NZD,USD
AUDNZD,2016-01-28,1,0.9082943499291822,1,0.2928571428571417,0.26600048819354516,AUD,NZD
EURCHF,2016-01-28,1,0.9082943499291822,1,0.08673638654472501,0.07878216983184727,EUR,CHF
GBPAUD,2016-01-28,2,1.8165886998583645,-1,0.05468749999999982,0.09934469452350397,GBP,AUD
GBPCAD,2016-01-28,4,2.7248830497875467,-1,0.06823141544149272,0.1859226273995358,GBP,CAD
GBPNZD,2016-01-28,2,1.8165886998583645,1,-0.04906220058005232,-0.08912583916390754,GBP,NZD
NZDCAD,2016-01-28,1,0.9082943499291822,-1,0.05279355364818263,0.04795208649132745,NZD,CAD
NZDUSD,2016-01-28,2,1.8165886998583645,-1,-0.059027777777777894,-0.107229194088862,NZD,USD
EURCHF,2016-01-29,1,1.0,1,0.08673638654472501,0.08673638654472501,EUR,CHF
GBPAUD,2016-01-29,2,2.0,-1,0.05468749999999982,0.10937499999999964,GBP,AUD
GBPCAD,2016-01-29,4,3.0,-1,0.06823141544149272,0.20469424632447816,GBP,CAD
GBPNZD,2016-01-29,2,2.0,1,-0.04906220058005232,-0.09812440116010464,GBP,NZD
NZDCAD,2016-01-29,1,1.0,-1,0.05279355364818263,0.05279355364818263,NZD,CAD
NZDUSD,2016-01-29,2,2.0,-1,-0.059027777777777894,-0.11805555555555579,NZD,USD
EURCHF,2016-02-01,1,1.0,1,0.08673638654472501,0.08673638654472501,EUR,CHF
GBPAUD,2016-02-01,1,1.0,-1,0.0,0.0,GBP,AUD
GBPCAD,2016-02-01,4,3.0,-1,0.06823141544149272,0.20469424632447816,GBP,CAD
NZDCAD,2016-02-01,1,1.0,-1,0.05279355364818263,0.05279355364818263,NZD,CAD
NZDUSD,2016-02-01,2,2.0,-1,-0.059027777777777894,-0.11805555555555579,NZD,USD
EURCHF,2016-02-02,1,1.0,1,0.08673638654472501,0.08673638654472501,EUR,CHF
GBPAUD,2016-02-02,1,1.0,-1,0.0,0.0,GBP,AUD
GBPCAD,2016-02-02,4,3.0,-1,0.06823141544149272,0.20469424632447816,GBP,CAD
GBPNZD,2016-02-02,2,2.0,1,-0.25000000000000083,-0.5000000000000017,GBP,NZD
NZDCAD,2016-02-02,1,1.0,-1,0.05279355364818263,0.05279355364818263,NZD,CAD
NZDUSD,2016-02-02,2,2.0,-1,-0.059027777777777894,-0.11805555555555579,NZD,USD
AUDNZD,2016-02-03,1,1.0,-1,0.013364998719805262,0.013364998719805262,AUD,NZD
EURCHF,2016-02-03,1,1.0,1,0.08673638654472501,0.08673638654472501,EUR,CHF
GBPAUD,2016-02-03,1,1.0,-1,0.0,0.0,GBP,AUD
GBPCAD,2016-02-03,4,3.0,-1,0.06823141544149272,0.20469424632447816,GBP,CAD
GBPNZD,2016-02-03,2,2.0,1,-0.25000000000000083,-0.5000000000000017,GBP,NZD
NZDCAD,2016-02-03,1,1.0,-1,0.05279355364818263,0.05279355364818263,NZD,CAD
NZDUSD,2016-02-03,2,2.0,-1,-0.059027777777777894,-0.11805555555555579,NZD,USD
AUDCHF,2016-02-04,1,1.0,-1,0.47500000000000014,0.47500000000000014,AUD,CHF
AUDNZD,2016-02-04,1,1.0,-1,0.013364998719805262,0.013364998719805262,AUD,NZD
AUDUSD,2016-02-04,1,1.0,1,-0.49999999999999845,-0.49999999999999845,AUD,USD
EURCHF,2016-02-04,1,1.0,1,0.08673638654472501,0.08673638654472501,EUR,CHF
GBPCAD,2016-02-04,4,3.0,-1,0.06823141544149272,0.20469424632447816,GBP,CAD
USDJPY,2016-02-04,2,2.0,-1,0.4300000000000006,0.8600000000000012,USD,JPY
AUDCHF,2016-02-05,4,2.7248830497875467,-1,0.30420419869923826,0.8289208647097571,AUD,CHF
AUDNZD,2016-02-05,1,0.9082943499291822,-1,0.013364998719805262,0.012139352824009873,AUD,NZD
EURCHF,2016-02-05,1,0.9082943499291822,1,0.08673638654472501,0.07878216983184727,EUR,CHF
GBPAUD,2016-02-05,2,1.8165886998583645,1,-0.07142857142857115,-0.1297563357041684,GBP,AUD
GBPCAD,2016-02-05,4,2.7248830497875467,-1,0.06823141544149272,0.1859226273995358,GBP,CAD
GBPJPY,2016-02-05,2,1.8165886998583645,-1,0.24041164888206185,0.4367290846734703,GBP,JPY
USDJPY,2016-02-05,2,1.8165886998583645,-1,0.4300000000000006,0.7811331409390978,USD,JPY
AUDCHF,2016-02-08,4,2.33561404267504,-1,0.30420419869923826,0.710503598322649,AUD,CHF
AUDNZD,2016-02-08,1,0.7785380142250133,-1,0.013364998719805262,0.010405159563437034,AUD,NZD
AUDUSD,2016-02-08,1,0.7785380142250133,-1,-0.1428571428571427,-0.11121971631785893,AUD,USD
EURJPY,2016-02-08,1,0.7785380142250133,-1,0.5610236220472443,0.436778216641986,EUR,JPY
GBPAUD,2016-02-08,2,1.5570760284500267,1,-0.07142857142857115,-0.11121971631785861,GBP,AUD
GBPCAD,2016-02-08,4,2.33561404267504,-1,0.06823141544149272,0.15936225205674495,GBP,CAD
GBPJPY,2016-02-08,2,1.5570760284500267,-1,0.24041164888206185,0.3743392154344032,GBP,JPY
USDJPY,2016-02-08,2,1.5570760284500267,-1,0.4300000000000006,0.6695426922335124,USD,JPY
AUDCHF,2016-02-09,4,2.33561404267504,-1,0.30420419869923826,0.710503598322649,AUD,CHF
AUDNZD,2016-02-09,1,0.7785380142250133,-1,0.013364998719805262,0.010405159563437034,AUD,NZD
AUDUSD,2016-02-09,1,0.7785380142250133,-1,-0.1428571428571427,-0.11121971631785893,AUD,USD
EURJPY,2016-02-09,1,0.7785380142250133,-1,0.5610236220472443,0.436778216641986,EUR,JPY
GBPAUD,2016-02-09,2,1.5570760284500267,1,-0.07142857142857115,-0.11121971631785861,GBP,AUD
GBPCAD,2016-02-09,4,2.33561404267504,-1,0.06823141544149272,0.15936225205674495,GBP,CAD
GBPJPY,2016-02-09,2,1.5570760284500267,-1,0.24041164888206185,0.3743392154344032,GBP,JPY
USDJPY,2016-02-09,2,1.5570760284500267,-1,0.4300000000000006,0.6695426922335124,USD,JPY
AUDCHF,2016-02-10,2,1.3624415248937733,-1,0.12924173073181006,0.17608430069815775,AUD,CHF
AUDNZD,2016-02-10,1,0.6812207624468867,-1,0.013364998719805262,0.009104514618007405,AUD,NZD
AUDUSD,2016-02-10,1,0.6812207624468867,-1,-0.1428571428571427,-0.09731725177812657,AUD,USD
CHFJPY,2016-02-10,2,1.3624415248937733,-1,0.09013952287536833,0.122809828999514,CHF,JPY
EURJPY,2016-02-10,3,2.04366228734066,-1,0.38626713327500733,0.789399573113321,EUR,JPY
GBPAUD,2016-02-10,2,1.3624415248937733,1,-0.07142857142857115,-0.09731725177812628,GBP,AUD
GBPCAD,2016-02-10,4,2.04366228734066,-1,0.06823141544149272,0.13944197054965185,GBP,CAD
GBPJPY,2016-02-10,1,0.6812207624468867,-1,0.18915663109745692,0.1288574244580941,GBP,JPY
NZDUSD,2016-02-10,1,0.6812207624468867,1,-0.19999999999999946,-0.13624415248937696,NZD,USD
USDJPY,2016-02-10,2,1.3624415248937733,-1,0.4300000000000006,0.5858498557043234,USD,JPY
AUDCHF,2016-02-11,2,1.5570760284500267,-1,0.12924173073181006,0.20123920079789456,AUD,CHF
AUDNZD,2016-02-11,1,0.7785380142250133,-1,0.013364998719805262,0.010405159563437034,AUD,NZD
AUDUSD,2016-02-11,1,0.7785380142250133,-1,-0.1428571428571427,-0.11121971631785893,AUD,USD
CHFJPY,2016-02-11,2,1.5570760284500267,-1,0.09013952287536833,0.14035409028515886,CHF,JPY
EURJPY,2016-02-11,3,2.33561404267504,-1,0.38626713327500733,0.9021709407009383,EUR,JPY
GBPAUD,2016-02-11,2,1.5570760284500267,1,-0.07142857142857115,-0.11121971631785861,GBP,AUD
GBPCAD,2016-02-11,4,2.33561404267504,-1,0.06823141544149272,0.15936225205674495,GBP,CAD
GBPJPY,2016-02-11,1,0.7785380142250133,-1,0.18915663109745692,0.14726562795210751,GBP,JPY
NZDUSD,2016-02-11,1,0.7785380142250133,1,-0.19999999999999946,-0.15570760284500224,NZD,USD
USDJPY,2016-02-11,1,0.7785380142250133,-1,0.4500000000000008,0.3503421064012566,USD,JPY
AUDCHF,2016-02-12,1,1.0,-1,-0.09151653853638039,-0.09151653853638039,AUD,CHF
AUDNZD,2016-02-12,1,1.0,-1,0.013364998719805262,0.013364998719805262,AUD,NZD
AUDUSD,2016-02-12,1,1.0,-1,-0.1428571428571427,-0.1428571428571427,AUD,USD
CHFJPY,2016-02-12,2,2.0,-1,0.09013952287536833,0.18027904575073667,CHF,JPY
EURJPY,2016-02-12,2,2.0,-1,0.29888888888888876,0.5977777777777775,EUR,JPY
GBPAUD,2016-02-12,2,2.0,1,-0.07142857142857115,-0.1428571428571423,GBP,AUD
GBPCAD,2016-02-12,4,3.0,-1,0.06823141544149272,0.20469424632447816,GBP,CAD
GBPJPY,2016-02-12,1,1.0,-1,0.18915663109745692,0.18915663109745692,GBP,JPY
NZDUSD,2016-02-12,1,1.0,1,-0.19999999999999946,-0.19999999999999946,NZD,USD
AUDCHF,2016-02-15,1,1.0,-1,-0.09151653853638039,-0.09151653853638039,AUD,CHF
AUDNZD,2016-02-15,1,1.0,-1,0.013364998719805262,0.013364998719805262,AUD,NZD
AUDUSD,2016-02-15,1,1.0,-1,-0.1428571428571427,-0.1428571428571427,AUD,USD
CHFJPY,2016-02-15,2,2.0,-1,0.09013952287536833,0.18027904575073667,CHF,JPY
EURJPY,2016-02-15,2,2.0,-1,0.29888888888888876,0.5977777777777775,EUR,JPY
GBPAUD,2016-02-15,2,2.0,1,-0.07142857142857115,-0.1428571428571423,GBP,AUD
GBPCAD,2016-02-15,4,3.0,-1,0.06823141544149272,0.20469424632447816,GBP,CAD
NZDUSD,2016-02-15,1,1.0,1,-0.19999999999999946,-0.19999999999999946,NZD,USD
AUDCHF,2016-02-16,2,2.0,-1,-0.27008697181249447,-0.5401739436249889,AUD,CHF
AUDJPY,2016-02-16,1,1.0,-1,-0.2955884806352688,-0.2955884806352688,AUD,JPY
AUDNZD,2016-02-16,1,1.0,1,-0.11111111111111059,-0.11111111111111059,AUD,NZD
CHFJPY,2016-02-16,2,2.0,-1,0.09013952287536833,0.18027904575073667,CHF,JPY
EURJPY,2016-02-16,2,2.0,-1,0.29888888888888876,0.5977777777777775,EUR,JPY
GBPCAD,2016-02-16,4,3.0,-1,0.06823141544149272,0.20469424632447816,GBP,CAD
AUDCHF,2016-02-17,2,2.0,-1,-0.27008697181249447,-0.5401739436249889,AUD,CHF
AUDJPY,2016-02-17,1,1.0,-1,-0.2955884806352688,-0.2955884806352688,AUD,JPY
AUDNZD,2016-02-17,1,1.0,1,-0.11111111111111059,-0.11111111111111059,AUD,NZD
CHFJPY,2016-02-17,2,2.0,-1,0.09013952287536833,0.18027904575073667,CHF,JPY
EURJPY,2016-02-17,2,2.0,-1,0.29888888888888876,0.5977777777777775,EUR,JPY
GBPCAD,2016-02-17,3,3.0,-1,0.07562434339567452,0.22687303018702354,GBP,CAD
NZDUSD,2016-02-17,1,1.0,-1,-0.19999999999999973,-0.19999999999999973,NZD,USD
AUDJPY,2016-02-18,1,1.0,-1,-0.12685253937397892,-0.12685253937397892,AUD,JPY
AUDNZD,2016-02-18,2,2.0,1,0.014898989898989669,0.029797979797979338,AUD,NZD
CHFJPY,2016-02-18,2,2.0,-1,0.09013952287536833,0.18027904575073667,CHF,JPY
EURAUD,2016-02-18,1,1.0,1,-0.2650817446904269,-0.2650817446904269,EUR,AUD
EURJPY,2016-02-18,2,2.0,-1,0.29888888888888876,0.5977777777777775,EUR,JPY
GBPCAD,2016-02-18,2,2.0,-1,0.07593651509351182,0.15187303018702364,GBP,CAD
NZDUSD,2016-02-18,1,1.0,-1,-0.19999999999999973,-0.19999999999999973,NZD,USD
AUDCHF,2016-02-19,1,1.0,1,0.15656565656565685,0.15656565656565685,AUD,CHF
AUDJPY,2016-02-19,1,1.0,-1,-0.12685253937397892,-0.12685253937397892,AUD,JPY
AUDNZD,2016-02-19,2,2.0,1,0.014898989898989669,0.029797979797979338,AUD,NZD
CHFJPY,2016-02-19,2,2.0,-1,0.09013952287536833,0.18027904575073667,CHF,JPY
EURJPY,2016-02-19,2,2.0,-1,0.29888888888888876,0.5977777777777775,EUR,JPY
GBPCAD,2016-02-19,1,1.0,-1,0.09687084409914638,0.09687084409914638,GBP,CAD
NZDUSD,2016-02-19,1,1.0,-1,-0.19999999999999973,-0.19999999999999973,NZD,USD
AUDCHF,2016-02-22,2,2.0,1,-0.08838383838383784,-0.17676767676767569,AUD,CHF
AUDJPY,2016-02-22,1,1.0,-1,-0.12685253937397892,-0.12685253937397892,AUD,JPY
AUDNZD,2016-02-22,2,2.0,1,0.014898989898989669,0.029797979797979338,AUD,NZD
CHFJPY,2016-02-22,1,1.0,-1,0.07090404575073675,0.07090404575073675,CHF,JPY
EURJPY,2016-02-22,2,2.0,-1,0.29888888888888876,0.5977777777777775,EUR,JPY
EURNZD,2016-02-22,2,2.0,-1,-0.07142857142857134,-0.14285714285714268,EUR,NZD
EURUSD,2016-02-22,1,1.0,-1,0.022231181808960877,0.022231181808960877,EUR,USD
GBPCAD,2016-02-22,1,1.0,-1,0.09687084409914638,0.09687084409914638,GBP,CAD
NZDUSD,2016-02-22,1,1.0,-1,-0.19999999999999973,-0.19999999999999973,NZD,USD
AUDCHF,2016-02-23,2,1.8165886998583645,1,-0.08838383838383784,-0.1605570820581878,AUD,CHF
AUDNZD,2016-02-23,2,1.8165886998583645,1,0.014898989898989669,0.027065336689808546,AUD,NZD
CADCHF,2016-02-23,1,0.9082943499291822,1,0.4375000000000003,0.3973787780940175,CAD,CHF
CHFJPY,2016-02-23,1,0.9082943499291822,-1,0.07090404575073675,0.06440174414251443,CHF,JPY
EURJPY,2016-02-23,1,0.9082943499291822,-1,0.26999999999999974,0.24523947448087896,EUR,JPY
EURNZD,2016-02-23,3,2.7248830497875467,-1,-0.06845238095238097,-0.18652473257474284,EUR,NZD
EURUSD,2016-02-23,2,1.8165886998583645,-1,0.12853983332872337,0.23350400870663646,EUR,USD
GBPCAD,2016-02-23,1,0.9082943499291822,-1,0.09687084409914638,0.08798724036812532,GBP,CAD
AUDCHF,2016-02-24,2,2.0,1,-0.08838383838383784,-0.17676767676767569,AUD,CHF
AUDNZD,2016-02-24,2,2.0,1,0.014898989898989669,0.029797979797979338,AUD,NZD
CADCHF,2016-02-24,2,2.0,1,0.4087499999999999,0.8174999999999998,CAD,CHF
CHFJPY,2016-02-24,1,1.0,-1,0.07090404575073675,0.07090404575073675,CHF,JPY
EURNZD,2016-02-24,3,3.0,-1,-0.06845238095238097,-0.2053571428571429,EUR,NZD
EURUSD,2016-02-24,2,2.0,-1,0.12853983332872337,0.25707966665744675,EUR,USD
GBPCAD,2016-02-24,1,1.0,-1,0.09687084409914638,0.09687084409914638,GBP,CAD
AUDCHF,2016-02-25,1,1.0,1,0.15656565656565685,0.15656565656565685,AUD,CHF
AUDNZD,2016-02-25,2,2.0,1,0.014898989898989669,0.029797979797979338,AUD,NZD
CADCHF,2016-02-25,2,2.0,1,0.4087499999999999,0.8174999999999998,CAD,CHF
CHFJPY,2016-02-25,1,1.0,-1,0.07090404575073675,0.07090404575073675,CHF,JPY
EURNZD,2016-02-25,3,3.0,-1,-0.06845238095238097,-0.2053571428571429,EUR,NZD
EURUSD,2016-02-25,2,2.0,-1,0.12853983332872337,0.25707966665744675,EUR,USD
GBPCAD,2016-02-25,1,1.0,-1,0.09687084409914638,0.09687084409914638,GBP,CAD
AUDCHF,2016-02-26,1,0.9082943499291822,1,0.15656565656565685,0.1422077012515389,AUD,CHF
AUDNZD,2016-02-26,2,1.8165886998583645,1,0.014898989898989669,0.027065336689808546,AUD,NZD
CADCHF,2016-02-26,2,1.8165886998583645,1,0.4087499999999999,0.7425306310671063,CAD,CHF
EURAUD,2016-02-26,1,0.9082943499291822,-1,0.43750000000000033,0.3973787780940175,EUR,AUD
EURNZD,2016-02-26,3,2.7248830497875467,-1,-0.06845238095238097,-0.18652473257474284,EUR,NZD
EURUSD,2016-02-26,2,1.8165886998583645,-1,0.12853983332872337,0.23350400870663646,EUR,USD
GBPCAD,2016-02-26,1,0.9082943499291822,-1,0.09687084409914638,0.08798724036812532,GBP,CAD
AUDCHF,2016-02-29,1,0.9082943499291822,1,0.15656565656565685,0.1422077012515389,AUD,CHF
AUDNZD,2016-02-29,1,0.9082943499291822,1,0.14090909090908993,0.12798693112638387,AUD,NZD
CADCHF,2016-02-29,1,0.9082943499291822,1,0.3799999999999995,0.3451518529730888,CAD,CHF
EURAUD,2016-02-29,1,0.9082943499291822,-1,0.43750000000000033,0.3973787780940175,EUR,AUD
EURNZD,2016-02-29,3,2.7248830497875467,-1,-0.06845238095238097,-0.18652473257474284,EUR,NZD
EURUSD,2016-02-29,2,1.8165886998583645,-1,0.12853983332872337,0.23350400870663646,EUR,USD
GBPCAD,2016-02-29,1,0.9082943499291822,-1,0.09687084409914638,0.08798724036812532,GBP,CAD
AUDCHF,2016-03-01,1,0.9082943499291822,1,0.15656565656565685,0.1422077012515389,AUD,CHF
AUDNZD,2016-03-01,1,0.9082943499291822,1,0.14090909090908993,0.12798693112638387,AUD,NZD
CADCHF,2016-03-01,1,0.9082943499291822,1,0.3799999999999995,0.3451518529730888,CAD,CHF
EURAUD,2016-03-01,1,0.9082943499291822,-1,0.43750000000000033,0.3973787780940175,EUR,AUD
EURNZD,2016-03-01,3,2.7248830497875467,-1,-0.06845238095238097,-0.18652473257474284,EUR,NZD
EURUSD,2016-03-01,2,1.8165886998583645,-1,0.12853983332872337,0.23350400870663646,EUR,USD
GBPCAD,2016-03-01,1,0.9082943499291822,-1,0.09687084409914638,0.08798724036812532,GBP,CAD
AUDCHF,2016-03-02,1,1.0,1,0.15656565656565685,0.15656565656565685,AUD,CHF
AUDNZD,2016-03-02,1,1.0,1,0.14090909090908993,0.14090909090908993,AUD,NZD
EURAUD,2016-03-02,1,1.0,-1,0.43750000000000033,0.43750000000000033,EUR,AUD
EURNZD,2016-03-02,3,3.0,-1,-0.06845238095238097,-0.2053571428571429,EUR,NZD
EURUSD,2016-03-02,1,1.0,-1,0.022231181808960877,0.022231181808960877,EUR,USD
EURNZD,2016-03-03,3,3.0,-1,-0.06845238095238097,-0.2053571428571429,EUR,NZD
EURUSD,2016-03-03,1,1.0,-1,0.022231181808960877,0.022231181808960877,EUR,USD
NZDUSD,2016-03-03,1,1.0,1,-0.1666666666666673,-0.1666666666666673,NZD,USD
AUDNZD,2016-03-04,1,1.0,-1,-0.49999999999999617,-0.49999999999999617,AUD,NZD
EURNZD,2016-03-04,3,3.0,-1,-0.06845238095238097,-0.2053571428571429,EUR,NZD
EURUSD,2016-03-04,1,1.0,-1,0.022231181808960877,0.022231181808960877,EUR,USD
NZDUSD,2016-03-04,1,1.0,1,-0.1666666666666673,-0.1666666666666673,NZD,USD
