surrogate,slice,expectancy_R,profit_factor,n_blind
0,trend,-0.05385068177925585,0.8253482584855147,1222
0,chop,0.07412885236808778,1.131800979075276,635
0,trend,0.09026451027759175,1.2865908587839638,466
0,chop,0.09182169224787712,1.167492835937714,272
0,trend,-0.038513461899317106,0.8717574122435545,1334
0,chop,0.02954799495669103,1.0549493466000648,865
0,trend,-0.051427206005447486,0.8280861970675041,234
0,trend,0.025407482012667848,1.1187286258019895,618
0,chop,-0.04509536882315678,0.9020455284189313,403
0,trend,0.008306638164682986,1.0310309547906855,262
0,trend,0.03151733745335742,1.1041858277427763,1388
0,chop,-0.045715085220742226,0.9259350296669622,832
0,trend,-0.02779011936736032,0.8920846110087919,722
0,chop,-0.00038221387508140036,0.9992415630924082,542
0,trend,0.006882457808670198,1.023617379813329,292
0,chop,0.029208955855950736,1.0517799676106745,268
0,trend,-0.0018402105774345603,0.9934093736589362,820
0,chop,0.06837890142787492,1.1270826780313707,648
0,trend,-0.02402271495124055,0.899260663367032,202
0,trend,-0.004064024875612755,0.984517166286339,538
0,chop,0.0784131921486426,1.1568648674376008,377
0,trend,-0.036292264382607464,0.8621008506468236,660
0,chop,0.053495452471637665,1.1111410910823951,497
0,trend,-0.03858014791015081,0.8721435190724891,234
0,trend,0.04226345716851951,1.1525280658850026,354
0,trend,-0.013277188401088996,0.9566633128138395,146
0,trend,0.026085076368699067,1.0994485738803996,134
0,trend,0.013107214420915595,1.0473144661715208,1108
0,chop,0.06955638088615712,1.1277631571277735,762
0,trend,-0.02824676341371036,0.9073768920620192,282
0,trend,-0.0257726984421595,0.9071127917250958,2238
0,chop,0.012357302636832445,1.0227227580486589,1338
0,trend,0.053169848679275565,1.1963892541370673,510
0,chop,0.059895495762262066,1.109625749389135,344
0,trend,0.06560323423419578,1.2597114598161685,588
0,chop,0.024517581133970543,1.0460308825664537,359
0,trend,-0.01261435471774465,0.9572088714075313,1240
0,chop,0.11743074753844669,1.2203217907976613,943
0,trend,6.985010853061171e-05,1.0002312801843085,946
0,chop,0.00556188665496418,1.0093114211669225,729
0,trend,-0.01906076448088862,0.9357775508968622,362
0,trend,0.019191615327448154,1.0653230200304973,654
0,chop,-0.01741018122256224,0.9712258578634015,457
0,trend,-0.01669443455860415,0.9427768720846972,482
0,chop,-0.03737199734633,0.9351879087653665,281
0,trend,-0.005379048680999771,0.9820087300654525,838
0,chop,0.03597066322765136,1.0616631301120818,621
0,trend,0.011969206590128983,1.056894375765496,1172
0,chop,0.018962715349217615,1.0487768558494288,833
0,trend,-0.011124974622899476,0.962318634341792,210
0,chop,-0.030612244897958694,0.9500000000000008,196
0,trend,0.028103356326590508,1.1107207822343688,958
0,chop,0.026810498944063683,1.0531174794342053,595
0,trend,-0.017514486546800368,0.930609401231401,992
0,chop,0.05636690638471028,1.1289154317235126,550
0,trend,0.07393839129446161,1.2806310665366307,884
0,chop,-0.0732593097911172,0.86312002519078,564
0,trend,-0.0972122149634054,0.6414119643041841,164
0,trend,0.003881943483314411,1.0133428589462279,1182
0,chop,0.03037333996847123,1.0570501020719967,795
0,trend,-0.08875009603598226,0.7297352370951927,212
0,trend,0.07264630990521805,1.2910166038466897,1030
0,chop,0.09605627925938882,1.18623766326872,784
0,trend,0.30802362888824597,2.0314114221080355,198
0,trend,0.0038761154697172255,1.0132012479218149,606
0,chop,0.04538447002105728,1.0782678285393084,288
0,trend,0.020812837897267573,1.0804970840991948,284
0,trend,0.013983386226137335,1.0501549665155163,586
0,chop,-0.02007707711865967,0.9656183849170084,301
0,trend,0.0731090644196206,1.2586756123414455,602
0,chop,0.05348010983270945,1.0928608140266323,398
0,trend,0.026988134317001936,1.0933914706489383,1276
0,chop,0.07739298182149884,1.138579361806104,880
0,trend,0.005381737364020501,1.020097775937625,384
0,chop,-0.14683827969521773,0.7614565958258382,257
0,trend,-0.04906786822646596,0.8455561052257714,1274
0,chop,0.09369305829845287,1.166685415198462,812
0,trend,-0.0033708406135442956,0.9883754577991637,1854
0,chop,0.057286204437668846,1.106702654861682,1184
0,trend,0.0013830774772706585,1.0048849920509728,184
0,trend,0.3400043828466236,2.161554596884422,210
0,trend,0.021551644771887413,1.0811824591502268,2198
0,chop,-0.030034774580597768,0.944728178967787,1463
0,trend,0.018642787717957996,1.063180544650803,880
0,chop,0.08666302835045456,1.1575785254630022,538
0,trend,-0.008255008993198554,0.9729631314948697,982
0,chop,-1.7246182906798547e-17,1.0,515
0,trend,0.008629482840800867,1.0371685883307673,388
