slice,slot,option,survivors,combos_with_option,survival_rate_pct,base_rate_pct,enrichment
trend,c1,laguerre_filter_signals,18980,273780,6.932573599240266,5.841570341899073,1.1867654061299058
trend,c1,vortex_signals,18650,273780,6.812038863320915,5.841570341899073,1.1661314449063616
trend,c1,coral_signals,18519,273780,6.7641902257286874,5.841570341899073,1.1579403875721668
trend,c1,parabolic_sar_signals,17762,273780,6.487690846665206,5.841570341899073,1.110607331068461
trend,c1,hieken_ashi_smoothed_signals,17568,273780,6.416831032215647,5.841570341899073,1.0984770629552256
trend,c1,fx_sniper_ergodic_cci_signals,17334,273780,6.331360946745562,5.841570341899073,1.0838457086330762
trend,c1,dspo_signals,16911,273780,6.176857330703484,5.841570341899073,1.0573967219738059
trend,c1,rex_oscillator_signals,16246,273780,5.933961574987216,5.841570341899073,1.0158161637506034
trend,c1,coppock_curve_signals,15722,273780,5.742567024618307,5.841570341899073,0.9830519344138239
trend,c1,ssl_channel_signals,15550,273780,5.679742859230038,5.841570341899073,0.9722972637154919
trend,c1,linreg_slope_signals,14709,273780,5.37256191102345,5.841570341899073,0.9197119261730656
trend,c1,donchian_breakout_signals,14182,273780,5.180071590328001,5.841570341899073,0.8867601153706176
trend,c1,kalman_filter_signals,14146,273780,5.1669223464095255,5.841570341899073,0.8845091377825947
trend,c1,didi_index_signals,13878,273780,5.069033530571992,5.841570341899073,0.8677518601828678
trend,c1,lemantrend_signals,13601,273780,4.96785740375484,5.841570341899073,0.8504318381861353
trend,c1,kase_peak_oscillator_signals,12397,273780,4.528088246036964,5.841570341899073,0.7751491432978104
trend,c1,halftrend_signals,12003,273780,4.384177076484769,5.841570341899073,0.7505134441400031
trend,c1,supertrend_signals,11259,273780,4.112426035502958,5.841570341899073,0.7039932406541943
trend,c1,chandelier_exit_signals,11240,273780,4.105486156768208,5.841570341899073,0.70280522470496
trend,c1,trend_direction_force_index_signals,11155,273780,4.074439330849587,5.841570341899073,0.6974904165110167
trend,c1,ichimoku_signals,10913,273780,3.9860471911753965,5.841570341899073,0.6823588449470844
trend,c1,waddah_attar_explosion_signals,10773,273780,3.93491124260355,5.841570341899073,0.6736050432158839
trend,c1,price_momentum_oscillator_signals,10640,273780,3.886332091460296,5.841570341899073,0.6652889315712432
trend,c1,dpo_signals,10622,273780,3.879757469501059,5.841570341899073,0.6641634427772317
trend,c1,mama_fama_signals,10287,273780,3.7573964497041423,5.841570341899073,0.6432168457775733
trend,c1,aroon_signals,9367,273780,3.421360216232011,5.841570341899073,0.5856918629725409
trend,c1,kuskus_starlight_signals,8902,273780,3.25151581561838,5.841570341899073,0.5566167357939105
trend,c1,glitch_index_signals,5490,273780,2.0052596975673898,5.841570341899073,0.343274082173508
trend,c1,adx_dmi_signals,1451,273780,0.5299875812696326,5.841570341899073,0.09072690222837163
trend,c2,fx_sniper_ergodic_cci_signals,27726,273780,10.127109357878588,5.841570341899073,1.73362790570905
trend,c2,fisher_transform_signals,24558,273780,8.969975893052816,5.841570341899073,1.5355418779630257
trend,c2,kuskus_starlight_signals,24508,273780,8.951713054277157,5.841570341899073,1.5324155202018825
trend,c2,laguerre_filter_signals,24418,273780,8.91883994448097,5.841570341899073,1.526788076231825
trend,c2,center_of_gravity_signals,24317,273780,8.88194901015414,5.841570341899073,1.520472833554316
trend,c2,coral_signals,24263,273780,8.862225144276428,5.841570341899073,1.5170963671722817
trend,c2,chandelier_exit_signals,21957,273780,8.01994301994302,5.841570341899073,1.3729087472283636
trend,c2,parabolic_sar_signals,21924,273780,8.007889546351086,5.841570341899073,1.3708453511060092
trend,c2,supertrend_signals,20992,273780,7.667470231572795,5.841570341899073,1.3125700424383024
trend,c2,ssl_channel_signals,20453,273780,7.470596829571188,5.841570341899073,1.2788679057731802
trend,c2,dspo_signals,19762,273780,7.2182043976915775,5.841570341899073,1.2356616415141832
trend,c2,donchian_breakout_signals,19740,273780,7.210168748630287,5.841570341899073,1.2342860440992802
trend,c2,relative_vigor_index_signals,19670,273780,7.184600774344364,5.841570341899073,1.22990914323368
trend,c2,halftrend_signals,19621,273780,7.166703192344218,5.841570341899073,1.2268453126277596
trend,c2,polychromatic_momentum_signals,19561,273780,7.144787785813427,5.841570341899073,1.2230936833143882
trend,c2,price_momentum_oscillator_signals,19261,273780,7.035210753159471,5.841570341899073,1.2043355367475297
trend,c2,kase_peak_oscillator_signals,19201,273780,7.01329534662868,5.841570341899073,1.200583907434158
trend,c2,mama_fama_signals,18381,273780,6.713784790707868,5.841570341899073,1.1493116401514119
trend,c2,dpo_signals,17833,273780,6.513624077726641,5.841570341899073,1.1150467590892839
trend,c2,ichimoku_signals,17475,273780,6.382862152092922,5.841570341899073,1.0926620375194998
trend,c2,bears_bulls_impulse_signals,16088,273780,5.876251004456132,5.841570341899073,1.005936873225391
trend,c2,schaff_trend_cycle_signals,15474,273780,5.651983344291037,5.841570341899073,0.9675451999185544
trend,c2,ehlers_reverse_ema_signals,14103,273780,5.151216305062459,5.841570341899073,0.8818204701080116
trend,c2,lemantrend_signals,14064,273780,5.136971290817445,5.841570341899073,0.87938191105432
trend,c2,waddah_attar_explosion_signals,11380,273780,4.1566221053400545,5.841570341899073,0.7115590264361605
trend,c2,vortex_signals,11346,273780,4.144203374972606,5.841570341899073,0.7094331031585832
trend,c2,hieken_ashi_smoothed_signals,11160,273780,4.076265614727153,5.841570341899073,0.697803052287131
trend,c2,kalman_filter_signals,11023,273780,4.026225436481846,5.841570341899073,0.689236832021599
trend,c2,rex_oscillator_signals,10923,273780,3.989699758930528,5.841570341899073,0.682984116499313
trend,c2,j_tpo_signals,10778,273780,3.9367375264811164,5.841570341899073,0.6739176789919982
trend,c2,didi_index_signals,10654,273780,3.891445686317481,5.841570341899073,0.6661643117443633
trend,c2,qqe_mod_signals,10480,273780,3.827891007378187,5.841570341899073,0.6552845867355855
trend,c2,linreg_slope_signals,10278,273780,3.7541091387245236,5.841570341899073,0.6426541013805676
trend,c2,aroon_signals,9975,273780,3.6434363357440285,5.841570341899073,0.6237083733480406
trend,c2,coppock_curve_signals,9883,273780,3.609832712396815,5.841570341899073,0.6179558750675374
trend,c2,volatility_quality_signals,9695,273780,3.541164438600336,5.841570341899073,0.6062007698856394
trend,c2,trend_direction_force_index_signals,5368,273780,1.9606983709547812,5.841570341899073,0.33564576923631895
trend,c2,adx_dmi_signals,3276,273780,1.1965811965811968,5.841570341899073,0.20483896051009334
trend,c2,glitch_index_signals,2160,273780,0.7889546351084813,5.841570341899073,0.13505865528138022
trend,exit_ind,qqe_mod_exit,18985,273780,6.934399883117832,5.841570341899073,1.1870780419060203
trend,exit_ind,donchian_breakout_exit,18603,273780,6.794871794871795,5.841570341899073,1.163192668610887
trend,exit_ind,kalman_filter_exit,18566,273780,6.781357294177807,5.841570341899073,1.1608791638676412
trend,exit_ind,volatility_quality_exit,18503,273780,6.758346117320476,5.841570341899073,1.156939953088601
trend,exit_ind,chandelier_exit_exit,18394,273780,6.718533128789539,5.841570341899073,1.150124493169309
trend,exit_ind,kuskus_starlight_exit,18373,273780,6.710862736503762,5.841570341899073,1.148811422909629
trend,exit_ind,dspo_exit,18356,273780,6.704653371320038,5.841570341899073,1.1477484612708404
trend,exit_ind,supertrend_exit,18345,273780,6.700635546789393,5.841570341899073,1.147060662563389
trend,exit_ind,aroon_exit,18339,273780,6.698444006136314,5.841570341899073,1.146685499632052
trend,exit_ind,price_momentum_oscillator_exit,18334,273780,6.696617722258748,5.841570341899073,1.1463728638559374
trend,exit_ind,halftrend_exit,18309,273780,6.687486302870918,5.841570341899073,1.144809684975366
trend,exit_ind,bears_bulls_impulse_exit,18255,273780,6.667762436993206,5.841570341899073,1.1414332185933314
trend,exit_ind,ssl_channel_exit,18207,273780,6.650230111768574,5.841570341899073,1.138431915142634
trend,exit_ind,mama_fama_exit,18197,273780,6.646577544013442,5.841570341899073,1.1378066435904055
trend,exit_ind,ehlers_reverse_ema_exit,18006,273780,6.576813499890423,5.841570341899073,1.125863956942839
trend,exit_ind,laguerre_filter_exit,17954,273780,6.557820147563738,5.841570341899073,1.1226125448712503
trend,exit_ind,schaff_trend_cycle_exit,17858,273780,6.5227554971144714,5.841570341899073,1.1166099379698555
trend,exit_ind,linreg_slope_exit,17818,273780,6.508145226093943,5.841570341899073,1.114108851760941
trend,exit_ind,glitch_index_exit,17758,273780,6.486229819563152,5.841570341899073,1.1103572224475693
trend,exit_ind,kase_peak_oscillator_exit,17749,273780,6.482942508583535,5.841570341899073,1.1097944780505637
trend,exit_ind,trend_direction_force_index_exit,17700,273780,6.4650449265833885,5.841570341899073,1.1067306474446434
trend,exit_ind,dpo_exit,17544,273780,6.408064869603332,5.841570341899073,1.0969764112298772
trend,exit_ind,adx_dmi_exit,17220,273780,6.289721674337059,5.841570341899073,1.07671761293767
trend,exit_ind,waddah_attar_explosion_exit,17110,273780,6.249543429030608,5.841570341899073,1.0698396258631553
trend,exit_ind,ichimoku_exit,17015,273780,6.2148440353568555,5.841570341899073,1.0638995461169833
trend,exit_ind,coppock_curve_exit,17000,273780,6.209365183724158,5.841570341899073,1.0629616387886405
trend,exit_ind,fx_sniper_ergodic_cci_exit,16845,273780,6.1527503835196145,5.841570341899073,1.053269929729097
trend,exit_ind,hieken_ashi_smoothed_exit,16629,273780,6.073854920008767,5.841570341899073,1.0397640642009591
trend,exit_ind,j_tpo_exit,16431,273780,6.001534078457156,5.841570341899073,1.0273836874668325
trend,exit_ind,parabolic_sar_exit,16364,273780,5.977061874497772,5.841570341899073,1.023194368066901
trend,exit_ind,lemantrend_exit,16175,273780,5.90802834392578,5.841570341899073,1.01137673572978
trend,exit_ind,didi_index_exit,15651,273780,5.716633793556871,5.841570341899073,0.9786125063930008
trend,exit_ind,vortex_exit,14787,273780,5.4010519395134775,5.841570341899073,0.9245890442804487
trend,exit_ind,polychromatic_momentum_exit,11797,273780,4.308934180729052,5.841570341899073,0.7376328501640936
trend,exit_ind,fisher_transform_exit,11585,273780,4.231499744320257,5.841570341899073,0.7243770932568472
trend,exit_ind,relative_vigor_index_exit,7071,273780,2.5827306596537367,5.841570341899073,0.44212951458085165
trend,exit_ind,coral_exit,4798,273780,1.7525020089122652,5.841570341899073,0.30000529075928806
trend,exit_ind,center_of_gravity_exit,4181,273780,1.5271385784206297,5.841570341899073,0.2614260359867827
trend,exit_ind,rex_oscillator_exit,2917,273780,1.065454014171963,5.841570341899073,0.18239171178508617
trend,vol,variance_volume_signals,242883,889785,27.29681889445203,5.841570341899073,4.6728563206136
trend,vol,chaikin_volatility_volume_signals,134525,889785,15.118820838741943,5.841570341899073,2.588143248109355
trend,vol,efficiency_ratio_volume_signals,69947,889785,7.861112515944862,5.841570341899073,1.345719054268761
trend,vol,waddah_attar_explosion_volume_signals,37590,889785,4.2246160589355854,5.841570341899073,0.7231986968699547
trend,vol,fractal_dimension_volume_signals,32841,889785,3.690891619885703,5.841570341899073,0.6318320937458416
trend,vol,choppiness_index_volume_signals,27570,889785,3.0985013233533945,5.841570341899073,0.5304226675367026
trend,vol,damiani_volatmeter_volume_signals,27456,889785,3.085689239535393,5.841570341899073,0.5282294073227315
