# VOTE-TIMING LEAK (HANDOFF 0d, 15 Sep 2026): built with entry-day votes -- every number in this file is contaminated and may not be quoted. Readers pass comment='#'.
median_year_pct,mean_year_pct,worst_year_pct,best_year_pct,total_return_pct,max_dd_pct,dip95_pct,worst_day_pct,worst_month_pct,sortino,sharpe,calmar,profit_factor,win_rate_pct,trading_days,n_years,structure,members_step1,members_step2,floor_q,budget,within_budget
5.124201785166525,5.807680795717351,3.617810389743873,10.55873762481867,29.038403978586757,1.770361711277399,3.3463454584804664,0.6713447529361529,0.6456656364544492,3.615193636490826,2.2732507781307576,16.4025259886773,1.4896800188372323,55.941358024691354,1296,5,ALLPASS,8235,8235,0.0,team1,True
7.686302677749787,8.711521193576027,5.42671558461581,15.838106437228006,43.557605967880136,2.6555425669161004,5.019518187720694,1.0070171294042294,0.968498454681674,3.615193636490826,2.2732507781307576,16.40252598867729,1.4896800188372323,55.941358024691354,1296,5,ALLPASS,8235,8235,0.0,team2,True
4.097762514488811,5.190265858435644,2.5130664600545085,9.088273507561382,25.951329292178222,2.092566432630676,3.827070319395556,0.6557806434981392,0.90287495120912,3.052415657785849,1.953573030619088,12.401675228801905,1.411497802226005,55.32407407407407,1296,5,ALLPASS,8235,8235,0.02,team1,False
6.146643771733216,7.785398787653466,3.769599690081763,13.632410261342073,38.92699393826733,3.138849648946035,5.740605479093332,0.9836709652472089,1.35431242681368,3.0524156577858483,1.9535730306190875,12.40167522880182,1.411497802226005,55.32407407407407,1296,5,ALLPASS,8235,8235,0.02,team2,False
3.921957644689353,5.184850575411143,2.5801824709275687,9.251855052070738,25.924252877055714,2.1926623688255695,3.830233676690078,0.6871492903548659,0.9460631205780496,2.9960237390499143,1.962536335284347,11.823185021842292,1.4204419165503746,54.70679012345679,1296,5,ALLPASS,8235,8235,0.05,team1,False
5.882936467034029,7.777275863116715,3.870273706391353,13.877782578106109,38.886379315583575,3.288993553238349,5.7453505150351205,1.030723935532299,1.4190946808670744,2.9960237390499143,1.962536335284347,11.823185021842313,1.420441916550374,54.70679012345679,1296,5,ALLPASS,8235,8235,0.05,team2,False
3.6466053720163822,4.773487168137651,2.748780867313885,7.645996695995496,23.867435840688252,1.8121887364841065,3.5557779798453937,0.6811616480296663,0.7364826763281387,2.952156586674159,1.942174822981399,13.170502255186916,1.413237345201354,54.39814814814815,1296,5,ALLPASS,8235,8235,0.1,team1,True
5.469908058024574,7.160230752206478,4.123171300970829,11.468995043993246,35.80115376103239,2.7182831047261473,5.333666969768078,1.0217424720444994,1.1047240144922081,2.95215658667416,1.9421748229813993,13.17050225518698,1.413237345201354,54.39814814814815,1296,5,ALLPASS,8235,8235,0.1,team2,True
3.6912963891641417,4.369304429418834,2.254678774470457,6.931866131503426,21.84652214709417,1.810348325147885,3.492333690030284,0.6804698781308725,0.7357347238444064,2.754218562438658,1.8598223665320355,12.06757939542356,1.4004154139411533,54.32098765432099,1296,5,ALLPASS,8235,8235,0.15,team1,True
5.536944583746212,6.5539566441282515,3.3820181617056853,10.39779919725514,32.76978322064126,2.715522487721813,5.23850053504543,1.0207048171963087,1.1036020857666096,2.754218562438658,1.8598223665320355,12.067579395423627,1.4004154139411535,54.32098765432099,1296,5,ALLPASS,8235,8235,0.15,team2,True
3.8366260318166483,4.050700574913846,1.7178584165470248,6.203955395582824,20.253502874569232,1.8380252450068966,3.3280331407078636,0.6908730199030257,0.74698276418364,2.6484182819040534,1.826432538159734,11.019164687530305,1.3952085358827906,54.861111111111114,1296,5,ALLPASS,8235,8235,0.2,team1,True
5.754939047724972,6.076050862370769,2.576787624820538,9.305933093374236,30.380254311853847,2.7570378675103235,4.9920497110617985,1.0363095298545386,1.1204741462754602,2.648418281904053,1.8264325381597337,11.01916468753039,1.3952085358827908,54.861111111111114,1296,5,ALLPASS,8235,8235,0.2,team2,True
2.765576718571569,3.0562679748884003,1.7419340650307578,4.474409326721196,15.281339874442,1.8125874839098106,3.3059592955793327,0.5899632972717862,0.806857172791742,2.1869395625102164,1.540689696283222,8.430677145292679,1.326748323866592,52.623456790123456,1296,5,ALLPASS,8235,8235,0.3,team1,True
4.148365077857354,4.584401962332601,2.612901097546137,6.711613990081796,22.922009811663003,2.718881225864724,4.958938943369012,0.8849449459076794,1.2102857591876128,2.1869395625102164,1.540689696283222,8.430677145292654,1.3267483238665922,52.623456790123456,1296,5,ALLPASS,8235,8235,0.3,team2,True
3.5327428009009707,3.247854044051633,1.967744899087134,4.804048789073283,16.239270220258163,1.9972960626784584,3.1646750910648844,0.6039056500442416,0.921832859947731,2.3253139615150964,1.6419178772380558,8.130627463652342,1.3617995077677665,52.54629629629629,1296,5,ALLPASS,8235,8235,0.4,team1,True
5.299114201351457,4.8717810660774505,2.951617348630701,7.2060731836099245,24.35890533038725,2.9959440940176876,4.7470126365973275,0.9058584750663624,1.3827492899215967,2.3253139615150964,1.641917877238056,8.130627463652344,1.3617995077677665,52.54629629629629,1296,5,ALLPASS,8235,8235,0.4,team2,True
2.1873889187845514,2.635195626877433,1.654181290407493,3.874507267351572,13.175978134387165,1.924811891496704,3.020806619154998,0.5404631317061254,0.6905307049563274,2.09092353514501,1.4697237221319441,6.845332882966412,1.3259897429693999,51.388888888888886,1296,5,ALLPASS,8235,8235,0.5,team1,True
3.2810833781768274,3.952793440316151,2.48127193561124,5.811760901027358,19.763967201580748,2.8872178372450428,4.531209928732497,0.8106946975591881,1.035796057434491,2.09092353514501,1.4697237221319441,6.845332882966443,1.3259897429693999,51.388888888888886,1296,5,ALLPASS,8235,8235,0.5,team2,True
