budget,draw,median_year_pct,total_return_pct,max_dd_pct,trades
team1,0,-0.6596279075741334,-3.6547879743621543,5.477874330473635,153392
team2,0,-0.9894418613612002,-5.48218196154323,8.216811495710457,153392
team1,1,-1.6343105133304217,-4.929239541177238,6.213153476157585,149042
team2,1,-2.4514657699956324,-7.393859311765861,9.319730214236378,149042
team1,2,-0.6449747283313658,-4.570984671523382,6.853545348009656,144134
team2,2,-0.9674620924970487,-6.856477007285072,10.280318022014502,144134
team1,3,-1.147483426073876,-4.524952801962303,6.09185957821743,145348
team2,3,-1.7212251391108138,-6.787429202943454,9.13778936732615,145348
team1,4,-0.48146521532591235,-2.2318979274123003,4.014980446730506,146037
team2,4,-0.7221978229888688,-3.3478468911184516,6.022470670095764,146037
team1,5,-0.8672276557861052,-3.9336341627770075,5.250866624322612,149537
team2,5,-1.3008414836791573,-5.900451244165511,7.876299936483916,149537
team1,6,-1.3152589999507311,-5.455658644291178,6.918781349501824,149186
team2,6,-1.9728884999260974,-8.183487966436767,10.378172024252736,149186
team1,7,-0.08335564185615355,1.0491079486936248,3.422578306549135,145542
team2,7,-0.1250334627842305,1.5736619230404338,5.1338674598236995,145542
team1,8,-0.5907080516981008,-3.1746523037635423,4.961305074651193,150086
team2,8,-0.8860620775471515,-4.761978455645314,7.44195761197679,150086
team1,9,-0.13637781488696282,-2.6708513743935987,5.372394448089546,143727
team2,9,-0.20456672233044434,-4.0062770615903975,8.058591672134318,143727
team1,10,-1.4655182553848884,-2.005819100212857,5.218407035813833,149225
team2,10,-2.1982773830773334,-3.008728650319288,7.8276105537207465,149225
team1,11,-0.6068420790750413,1.5965202912328622,2.9975567588199845,148504
team2,11,-0.9102631186125619,2.394780436849291,4.496335138229977,148504
team1,12,-1.0917631856292163,-3.72111236040754,4.703350228950757,151275
team2,12,-1.6376447784438246,-5.581668540611311,7.055025343426129,151275
team1,13,-0.5443286416779323,-2.3420365483191548,4.10563331101994,145215
team2,13,-0.8164929625168982,-3.5130548224787317,6.158449966529906,145215
team1,14,-1.2759859329203058,-5.780894416760438,6.400373802509255,140913
team2,14,-1.9139788993804592,-8.671341625140657,9.60056070376388,140913
team1,15,-0.4309605727468967,-5.284119000500153,6.880584147239678,144754
team2,15,-0.6464408591203448,-7.926178500750231,10.320876220859526,144754
team1,16,-1.0425365229868275,-6.335056519060418,7.115710500446671,145562
team2,16,-1.5638047844802416,-9.502584778590627,10.673565750670017,145562
team1,17,-0.8188535619694903,1.0638659060540459,4.16819782482657,145468
team2,17,-1.2282803429542357,1.5957988590810699,6.252296737239858,145468
team1,18,-1.3452659706757397,-5.037930362223767,6.245678262349474,151603
team2,18,-2.01789895601361,-7.556895543335651,9.368517393524222,151603
team1,19,-0.013987535430998177,0.5364373692340897,3.10400016696015,149223
team2,19,-0.020981303146497363,0.804656053851134,4.656000250440226,149223
team1,20,-0.9878230998292953,-1.019665708455315,5.131740689033436,148585
team2,20,-1.4817346497439423,-1.5294985626829725,7.6976110335501495,148585
team1,21,-0.4413778912773219,-3.0384575768082387,7.760291518615569,158209
team2,21,-0.6620668369159826,-4.5576863652123585,11.640437277923343,158209
team1,22,-1.584942439890486,-3.0022032667127005,5.097152247010395,143028
team2,22,-2.37741365983573,-4.50330490006905,7.645728370515595,143028
team1,23,-1.1289347180793068,-4.626108267376539,7.53501525030332,150434
team2,23,-1.6934020771189597,-6.939162401064806,11.302522875454986,150434
team1,24,0.48490888840671253,-0.04190306567406665,3.017221840579717,147940
team2,24,0.7273633326100688,-0.06285459851109843,4.525832760869575,147940
