signal,shift,si,so,to,ao,mo
conf_all_three,4421,0.005174657505288602,0.0019173835694417374,0.5980783961291265,0.5714285714285714,
eff_trail_5,3082,-0.0016477839945529538,-0.0026128250045542867,-1.3715202950394674,0.5,-0.7843042269510336
eff_trail_10,3082,0.0017390131836488576,-0.005290981120916638,-2.805499262492421,0.6785714285714286,-0.694450759631676
eff_trail_15,3082,-0.0019084202169606101,-0.011335957872779495,-5.983881831666276,0.7142857142857143,-0.8999036910690997
eff_trail_20,3082,-0.0025459540272597114,-0.006228241460603939,-3.290441795954224,0.6428571428571429,-0.9610135507919236
persist_ratio,3082,-0.0003295065644884354,-0.004161606488979258,-2.1747913572721753,0.6071428571428571,-0.6398281068336316
persist_log,3082,-0.0002850454018751003,-0.003946700365164257,-2.0634426410570277,0.5714285714285714,-0.6296390870435713
persist_diff,3082,-0.001766650432410366,-0.002219823070678001,-1.1613502337457646,0.6071428571428571,-0.23312699520400995
ts_slope,3082,-0.0010246797968778143,-0.0014246249069646555,-0.7484621478238516,0.5714285714285714,-0.8525653860968088
ts_curve,3082,-0.0009468186239764698,0.006425551472131863,3.3286621719251412,0.6785714285714286,0.6326131645199795
ts_disp,3082,0.0029209684741382524,0.01264062444295666,6.675947374698683,0.8214285714285714,0.9741925816199356
xh_agree,3082,-0.010133285286137664,0.0009001385413030111,0.3871359350219712,0.5,
xh_ends,3082,0.0021706331856043634,-0.0021432321626607825,-1.4237109542483375,0.5714285714285714,
mtf_agree,3082,-0.0051966396578357185,-0.008462112424910963,-2.7727361459049242,0.7142857142857143,
conf_2of4,3082,-0.004693747756671675,-0.0036958866006137217,-1.5182875161269955,0.7142857142857143,
conf_3of4,3082,-0.003934807555111321,-0.007663065217964352,-3.2690049463223496,0.8214285714285714,
conf_4of4,3082,-0.0022245924362032992,-0.010784153151321042,-3.7629917672433337,0.7857142857142857,
conf_3of4_and_persist,3082,-0.0025443078654548384,0.000614063761554052,0.16318717903727326,0.6428571428571429,
conf_3of4_and_mtf,3082,-0.0024644008603445957,-0.007714959068718393,-2.1799361446046657,0.6428571428571429,
conf_all_three,3082,-0.002487781595259387,0.0006458915539441422,0.1367592348914829,0.5714285714285714,
eff_trail_5,4163,-0.0035365448932216104,-0.002459336393037248,-1.2950599757315087,0.6428571428571429,-0.5029797405708839
eff_trail_10,4163,-0.006597602273571923,-0.003013210818521822,-1.5781604905740172,0.5714285714285714,-0.5587543936636135
eff_trail_15,4163,-0.001352452805053611,-0.0016304183924154558,-0.8545220222869923,0.5357142857142857,-0.9302714089054052
eff_trail_20,4163,0.0002999310263646082,0.004733387559209434,2.4873546281326284,0.5714285714285714,0.9497374275903819
persist_ratio,4163,0.003100439833613633,0.003957940062642218,2.0844179451196316,0.7857142857142857,0.9615897383489397
persist_log,4163,0.003306574388605432,0.004129103617340202,2.1751681988457223,0.7857142857142857,0.9638416663503009
persist_diff,4163,0.0036769245707634624,0.0040835151376547585,2.1460566260200196,0.6428571428571429,0.6811163372576298
ts_slope,4163,0.00509689552831466,0.004500754408577584,2.360891330440926,0.6428571428571429,0.4886165784728938
ts_curve,4163,0.0004103075476707685,0.0027411747661801045,1.4426263287630352,0.5357142857142857,0.8837713701119433
ts_disp,4163,-0.002837109432090118,-0.0010198678269885686,-0.5375685541672336,0.5,-0.2273001679778405
xh_agree,4163,-0.0015777353787688514,-0.0012843199144360973,-0.502210127188032,0.6071428571428571,
xh_ends,4163,-0.0004121421027208222,-0.00020161801834012765,-0.13335671401007562,0.4642857142857143,
mtf_agree,4163,-0.0005608344819199108,-0.0008474760000967567,-0.24683322723242193,0.5,
conf_2of4,4163,-0.0014500976239203245,0.0007910847957236908,0.36622974809607434,0.5,
conf_3of4,4163,-0.002840987395822165,0.0003930223597741121,0.16352896371676345,0.4642857142857143,
conf_4of4,4163,-0.0020476608966673976,-0.0006229573966296184,-0.1929119549970984,0.5714285714285714,
conf_3of4_and_persist,4163,-0.0023443222357725354,-0.0003687816528944831,-0.14061442700981164,0.39285714285714285,
conf_3of4_and_mtf,4163,-0.00238961458972597,5.7165871628859264e-05,0.020029235949629274,0.4642857142857143,
conf_all_three,4163,-0.0010497734529341604,-0.0019982825070477806,-0.6115197374467103,0.5357142857142857,
eff_trail_5,2299,-0.0009444723613502015,0.004429152899693867,2.324631352774628,0.6071428571428571,0.7873212727030464
eff_trail_10,2299,-4.179194697395694e-05,-0.00013815953723758656,-0.07240863365622462,0.5,0.05835003878944983
eff_trail_15,2299,0.0025219824302031846,-0.004356936025326857,-2.285640185924915,0.6428571428571429,-0.6870040192707326
eff_trail_20,2299,0.00554619687969482,-0.010635480281189408,-5.543816018038467,0.8214285714285714,-0.9955467054672814
persist_ratio,2299,0.004038849299484365,-0.012165058756975156,-6.296004959161065,0.8214285714285714,-0.854563279954342
persist_log,2299,0.004288142628836783,-0.012437086073732978,-6.445019646172261,0.8214285714285714,-0.8567182627649929
persist_diff,2299,0.00435118722722605,-0.00984930123966754,-5.127912004734497,0.6785714285714286,-0.927531004875516
ts_slope,2299,0.00577411967332761,-0.009628466832222071,-5.023186777732434,0.7142857142857143,-0.9190395525606548
ts_curve,2299,-0.0026343931529516362,0.0014937914725468848,0.7760630031014663,0.5714285714285714,0.762398022609558
ts_disp,2299,-0.002228176930440473,0.00442504009644254,2.2919448025192524,0.6428571428571429,0.7211562223426968
xh_agree,2299,-0.00030009482527730357,-0.0005535218854812363,-0.21643371412323284,0.42857142857142855,
xh_ends,2299,-0.0018598641259696808,-0.0011938381881250668,-0.7585316701250171,0.5357142857142857,
mtf_agree,2299,0.0007025200398146725,-0.004568745886972662,-1.6087402746978121,0.6071428571428571,
conf_2of4,2299,-0.0020355970765923814,-0.0015017387802590335,-0.6672664063730203,0.6428571428571429,
conf_3of4,2299,-0.002691373702497435,-0.0016259947629848734,-0.7058709169434262,0.5,
conf_4of4,2299,-0.0028479834603128587,-0.0008779793953055512,-0.33699031906208826,0.5357142857142857,
