,team1|NO_CUT,team2|NO_CUT
2016-01-04,-0.003112449914117363,-0.004668674871176046
2016-01-05,0.040183509080819406,0.06027526362122911
2016-01-06,0.09921818159398392,0.1488272723909759
2016-01-07,0.17121707510073886,0.2568256126511083
2016-01-08,0.04417423439584244,0.06626135159376367
2016-01-11,-0.0422483593811036,-0.06337253907165541
2016-01-12,0.0009899510340394223,0.0014849265510591333
2016-01-13,0.11545440383586565,0.1731816057537985
2016-01-14,-0.009029829066421287,-0.01354474359963193
2016-01-15,0.13712823157825604,0.20569234736738407
2016-01-18,-0.006496059263481471,-0.009744088895222207
2016-01-19,-0.0698819327333951,-0.10482289910009267
2016-01-20,-0.08266536402000929,-0.12399804603001394
2016-01-21,-0.2008120060158762,-0.3012180090238143
2016-01-22,-0.0032994249445985418,-0.004949137416897813
2016-01-25,-0.011199721166598987,-0.01679958174989848
2016-01-26,-0.1125445793476046,-0.1688168690214069
2016-01-27,0.17081946116784236,0.25622919175176356
2016-01-28,-0.07062134642364025,-0.1059320196354604
2016-01-29,0.08584976004688231,0.1287746400703235
2016-02-01,-0.19890227219059878,-0.2983534082858982
2016-02-02,-0.2078768988979767,-0.31181534834696506
2016-02-03,-0.02354068114043614,-0.035311021710654214
2016-02-04,0.003240296441101654,0.004860444661652481
2016-02-05,-0.06887043993755994,-0.10330565990633993
2016-02-08,0.1629348208002917,0.24440223120043758
2016-02-09,0.24578337336799586,0.3686750600519938
2016-02-10,0.0972447385625959,0.14586710784389384
2016-02-11,0.2270751947706745,0.34061279215601176
2016-02-12,-0.31699579485025947,-0.47549369227538923
2016-02-15,-0.3290290439665802,-0.49354356594987037
2016-02-16,0.2210339530603839,0.33155092959057586
2016-02-17,-0.0009406250075251597,-0.0014109375112877395
2016-02-18,-0.03215840623614225,-0.04823760935421338
2016-02-19,-0.014222628022532042,-0.021333942033798063
2016-02-22,0.299632420990279,0.4494486314854185
2016-02-23,0.2449135786824612,0.36737036802369183
2016-02-24,0.20648545081405834,0.3097281762210875
2016-02-25,-0.02328118653712513,-0.034921779805687704
2016-02-26,0.057716504140455205,0.08657475621068282
2016-02-29,0.10152242472290512,0.1522836370843577
2016-03-01,-0.08249414738230414,-0.12374122107345621
2016-03-02,-0.08035193896431288,-0.12052790844646932
2016-03-03,-0.19996357113386984,-0.2999453567008048
2016-03-04,0.09197591031819688,0.13796386547729533
2016-03-07,0.10820338791865856,0.16230508187798787
2016-03-08,-0.03417422101271291,-0.05126133151906937
2016-03-09,0.08076590571666277,0.12114885857499416
2016-03-10,-0.2873180108279958,-0.43097701624199375
2016-03-11,-0.027929549306136996,-0.0418943239592055
2016-03-14,-0.041478812970598154,-0.062218219455897235
2016-03-15,0.03902174295239999,0.058532614428599986
2016-03-16,0.01185905424919425,0.017788581373791374
2016-03-17,0.12112889413055007,0.18169334119582511
2016-03-18,-0.11746782169893029,-0.17620173254839547
2016-03-21,-0.10819301356583587,-0.16228952034875382
2016-03-22,0.109157208808078,0.16373581321211703
2016-03-23,-0.08847468334932464,-0.13271202502398696
2016-03-24,-0.12306601710929871,-0.18459902566394806
2016-03-25,-0.03273189795313058,-0.04909784692969586
2016-03-28,-0.20517741815870497,-0.30776612723805746
2016-03-29,0.1226215018487366,0.1839322527731049
2016-03-30,0.21348216988974428,0.32022325483461644
2016-03-31,0.05485048018053376,0.08227572027080064
2016-04-01,0.10742796020651865,0.161141940309778
2016-04-04,-0.12221739478136873,-0.18332609217205312
2016-04-05,0.13606047984131972,0.2040907197619796
2016-04-06,0.14042348873370616,0.21063523310055926
2016-04-07,0.2793916917850101,0.41908753767751517
2016-04-08,-0.1056254191218837,-0.15843812868282556
2016-04-11,-0.1380913140001719,-0.2071369710002579
2016-04-12,-0.1515047108974718,-0.2272570663462077
2016-04-13,-0.04239405695568099,-0.0635910854335215
2016-04-14,-0.057785893266733036,-0.08667883990009956
2016-04-15,0.15303461267827842,0.22955191901741767
2016-04-18,-0.07192793486180354,-0.10789190229270533
2016-04-19,0.15404107260741012,0.2310616089111152
2016-04-20,-0.04463808931648981,-0.06695713397473473
2016-04-21,-0.19908878415109013,-0.2986331762266352
2016-04-22,-0.1937276055285451,-0.29059140829281765
2016-04-25,-0.049282019218876365,-0.07392302882831456
2016-04-26,0.17251982670360366,0.2587797400554055
2016-04-27,-0.26040672383160085,-0.39061008574740125
2016-04-28,0.11020402749454267,0.165306041241814
2016-04-29,-0.030832009204604535,-0.04624801380690681
2016-05-02,-0.007063720418219127,-0.010595580627328691
2016-05-03,-0.17430564146110125,-0.2614584621916519
2016-05-04,0.010188278470125222,0.015282417705187835
2016-05-05,0.05106349163974384,0.07659523745961576
2016-05-06,0.20586701194970908,0.30880051792456364
2016-05-09,0.01903990271163385,0.028559854067450773
2016-05-10,-0.1081715891680209,-0.16225738375203136
2016-05-11,-0.02464831448830576,-0.03697247173245864
2016-05-12,-0.07730813580764756,-0.11596220371147134
2016-05-13,0.0955916327343819,0.14338744910157286
2016-05-16,-0.11081743863482461,-0.16622615795223694
2016-05-17,-0.107208317305598,-0.160812475958397
2016-05-18,0.03171610232137817,0.04757415348206726
2016-05-19,0.023710436036382416,0.035565654054573625
2016-05-20,-0.029549927316167086,-0.04432489097425063
2016-05-23,0.028503174238633865,0.042754761357950796
2016-05-24,0.06996881928416965,0.10495322892625447
2016-05-25,-0.00031203182127714313,-0.0004680477319157147
2016-05-26,-0.038114617252393526,-0.05717192587859029
2016-05-27,0.06536040416987028,0.09804060625480543
2016-05-30,-0.007530730643194561,-0.011296095964791843
2016-05-31,-0.060911279383096296,-0.09136691907464445
2016-06-01,0.0049746549529545575,0.007461982429431836
2016-06-02,0.08633332713494495,0.1294999907024174
2016-06-03,0.20219938023367875,0.3032990703505181
2016-06-06,-0.22597537749481414,-0.3389630662422212
2016-06-07,-0.027156741365958238,-0.04073511204893736
2016-06-08,0.13510360449550435,0.20265540674325655
2016-06-09,0.2848036531168952,0.42720547967534284
2016-06-10,0.16429540156522054,0.24644310234783082
2016-06-13,-0.018702616486190406,-0.028053924729285612
2016-06-14,0.2002143976412154,0.3003215964618231
2016-06-15,-0.11239454850082924,-0.16859182275124385
2016-06-16,0.3646948085494792,0.5470422128242188
2016-06-17,-0.13300418259804442,-0.19950627389706663
2016-06-20,-0.17740672527960943,-0.26611008791941415
2016-06-21,-0.06704936672758303,-0.10057405009137456
2016-06-22,0.16430148780468284,0.2464522317070243
2016-06-23,0.13566540478645217,0.20349810717967826
2016-06-24,0.06457367233098901,0.09686050849648353
2016-06-27,0.15682928742471341,0.23524393113707015
2016-06-28,-0.05679532013499981,-0.08519298020249973
2016-06-29,-0.02007369061340296,-0.03011053592010444
2016-06-30,0.03178485092711634,0.04767727639067451
2016-07-01,0.08416679355590595,0.12625019033385892
2016-07-04,0.06528123690583505,0.09792185535875257
2016-07-05,0.06745538454458054,0.10118307681687083
2016-07-06,0.09601950126332019,0.1440292518949803
2016-07-07,0.08574170117116774,0.12861255175675163
2016-07-08,0.257102502414156,0.385653753621234
2016-07-11,-0.10924671352616423,-0.16387007028924636
2016-07-12,0.08444734739719993,0.12667102109579992
2016-07-13,-0.022782137807282034,-0.034173206710923054
2016-07-14,-0.10413983780851045,-0.15620975671276568
2016-07-15,-0.00996136347744962,-0.014942045216174432
2016-07-18,-0.013644323458535735,-0.020466485187803602
2016-07-19,-0.005774835016088155,-0.008662252524132233
2016-07-20,-0.02328344307442537,-0.03492516461163806
2016-07-21,-0.040308595524966,-0.060462893287449
2016-07-22,0.07744595871396992,0.11616893807095488
2016-07-25,0.0032469467556843837,0.0048704201335265755
2016-07-26,-0.03576733898843275,-0.05365100848264913
2016-07-27,-0.1453472099279502,-0.21802081489192532
2016-07-28,-0.0287357964101023,-0.043103694615153454
2016-07-29,0.07517686758761352,0.1127653013814203
2016-08-01,0.0042809067612132904,0.006421360141819935
2016-08-02,0.15226391225940203,0.22839586838910308
2016-08-03,-0.2692558500054405,-0.40388377500816075
2016-08-04,0.05784094948426514,0.08676142422639771
2016-08-05,-0.012460953432046595,-0.01869143014806989
2016-08-08,-0.09743259317780663,-0.14614888976670995
2016-08-09,0.08655063471150118,0.12982595206725178
2016-08-10,0.03144782665151239,0.04717173997726859
2016-08-11,-0.14259872594985903,-0.21389808892478857
2016-08-12,-0.037693525121430815,-0.05654028768214622
2016-08-15,0.03232910464964618,0.04849365697446927
2016-08-16,0.08614048117792932,0.129210721766894
2016-08-17,-0.02093192913606903,-0.03139789370410355
2016-08-18,0.04165361479128386,0.062480422186925795
2016-08-19,-0.013479534532150528,-0.020219301798225793
2016-08-22,-0.030462735696501153,-0.04569410354475174
2016-08-23,-0.015298407232817182,-0.022947610849225777
2016-08-24,-0.06789543198737363,-0.10184314798106046
2016-08-25,1.7411908520738472e-05,2.611786278110771e-05
2016-08-26,-0.20330759731464562,-0.3049613959719684
2016-08-29,-0.0015849280285495852,-0.002377392042824378
2016-08-30,-0.08693821124346582,-0.1304073168651987
2016-08-31,-0.0353120582570505,-0.05296808738557575
2016-09-01,-0.05199754529328125,-0.07799631793992189
2016-09-02,-0.024253130611255634,-0.036379695916883455
2016-09-05,0.0519646453897114,0.07794696808456711
2016-09-06,0.023862183025145787,0.03579327453771868
2016-09-07,0.009687682400885743,0.014531523601328615
2016-09-08,-0.08746991198507523,-0.13120486797761285
2016-09-09,-0.05306546483245517,-0.07959819724868275
2016-09-12,0.014316729991945278,0.021475094987917918
2016-09-13,0.28061621701597844,0.42092432552396775
2016-09-14,0.17024761686954318,0.2553714253043148
2016-09-15,-0.1136154239953611,-0.17042313599304168
2016-09-16,0.02429770965182338,0.036446564477735074
2016-09-19,0.0046760148400119906,0.007014022260017986
2016-09-20,0.045875878976058146,0.06881381846408723
2016-09-21,-0.016862557974178603,-0.025293836961267902
2016-09-22,-0.0803587111567186,-0.1205380667350779
2016-09-23,0.2056802820345387,0.3085204230518081
2016-09-26,0.1081093696645841,0.16216405449687618
2016-09-27,0.00712384994125464,0.010685774911881961
2016-09-28,-0.1213751099573266,-0.1820626649359899
2016-09-29,-0.15237614021860063,-0.22856421032790095
2016-09-30,-0.08573232900564384,-0.12859849350846578
2016-10-03,0.20129880541510925,0.3019482081226639
2016-10-04,-0.16398801040859234,-0.24598201561288852
2016-10-05,-0.02653448864587085,-0.03980173296880628
2016-10-06,0.014251718447422889,0.021377577671134334
2016-10-07,0.0675462784236393,0.10131941763545896
2016-10-10,0.040980194499133774,0.06147029174870066
2016-10-11,0.011678391721917172,0.017517587582875756
2016-10-12,0.05336098743403537,0.08004148115105306
2016-10-13,-0.06415648574127056,-0.09623472861190585
2016-10-14,0.17212609379715385,0.2581891406957308
2016-10-17,-0.011602378006486651,-0.01740356700972998
2016-10-18,0.04102050450247938,0.06153075675371907
2016-10-19,0.17871782956886595,0.268076744353299
2016-10-20,-0.21712808116850577,-0.3256921217527587
2016-10-21,0.053352613695295856,0.08002892054294379
2016-10-24,-0.03627996972864681,-0.05441995459297023
2016-10-25,0.08733332334001281,0.13099998501001922
2016-10-26,-0.03165473836967653,-0.0474821075545148
2016-10-27,-0.1014439715891314,-0.15216595738369712
2016-10-28,0.011475268054441113,0.017212902081661673
2016-10-31,-0.02797315922008477,-0.04195973883012716
2016-11-01,0.28424055530148407,0.42636083295222615
2016-11-02,0.11931193934123106,0.1789679090118466
2016-11-03,0.16803280978134402,0.2520492146720161
2016-11-04,0.014752582954512075,0.022128874431768114
2016-11-07,0.29671573217088454,0.4450735982563268
2016-11-08,0.23119919003800107,0.3467987850570016
2016-11-09,-0.7987579115805075,-1.1981368673707613
2016-11-10,0.04147800530111329,0.06221700795166994
2016-11-11,-0.003929113308194765,-0.0058936699622921486
2016-11-14,0.04988051589155415,0.07482077383733124
2016-11-15,0.056706228689689754,0.08505934303453463
2016-11-16,0.053522958906260375,0.08028443835939057
