block,kind,days,mean_level,mean_chg21,level_diff,chg21_diff
is,days with a transition into trending,687,93.24737998040656,0.8426754098189503,0.9284856123567238,1.511870310202334
is,days with none,2614,92.31889436804984,-0.6691949003833837,,
oos,days with a transition into trending,518,81.4970077529377,1.6825098162912493,2.3060974511742813,2.0863719088880255
oos,days with none,2131,79.19091030176342,-0.40386209259677636,,
