family,fast,slow,state,lead,is_excess,null,holdout_lift,surrogate,sd,excess,p
rng,72,118,structural M=5,1,0.33472467437658604,sign,1.5751111111111111,1.0251850265899554,0.3062777756971305,0.5499260845211558,0.04477611940298507
rng,72,118,structural M=5,1,0.33472467437658604,iid,1.5751111111111111,0.9878685482622999,0.28454537065030067,0.5872425628488113,0.029850746268656716
