mode,slice,n_controls,floor_expectancy_R,null_exp_only_pct,null_pf_only_pct,null_joint_pct,se_pct,ci95_lo_pct,ci95_hi_pct
A,trend,31828,0.0972206958204911,5.592560010054041,33.42654266683424,5.59256001005404,0.1287964113214711,5.340119043863957,5.8450009762441235
A,chop,25534,0.1099192404755819,6.998511788203963,50.83809822197854,6.998511788203963,0.15965714955307747,6.685583775079931,7.311439801327996
B,trend,31159,0.0897542708738921,5.577842677877981,32.73211592156359,5.57784267787798,0.13001047177773103,5.3230221531936275,5.832663202562333
B,chop,25602,0.092979270256209,7.018982891961565,52.62870088274354,7.018982891961565,0.1596604289007555,6.706048451316085,7.331917332607047
C,trend,31619,0.0968595076648677,6.32214807552421,32.87263986843354,6.32214807552421,0.13686006070318465,6.053902356545969,6.590393794502453
C,chop,25613,0.1182288098064842,6.157029633389294,52.48897044469605,6.157029633389294,0.1501952748929983,5.862646894599018,6.451412372179571
