budget,structure,real_median_year,n,null_mean,null_p95,null_max,pctile_of_real,p_value,p_resolution
team1,NO_CUT,-0.49598487818784615,25,-0.2148186009412493,-0.06600478194545524,-0.00495988171657253,4.0,0.96,0.04
team1,NO_CUT_SLICE_BALANCED,-0.15691070106617022,25,-0.2197242853514645,-0.03544939389579619,-0.0071922525347693205,68.0,0.32,0.04
team2,NO_CUT,-0.7439773172817695,25,-0.32222790141187396,-0.09900717291818288,-0.007439822574858784,4.0,0.96,0.04
team2,NO_CUT_SLICE_BALANCED,-0.23536605159925528,25,-0.3295864280271968,-0.05317409084369429,-0.01078837880215398,68.0,0.32,0.04
