budget,structure,real_median_year,n,null_mean,null_p95,null_max,pctile_of_real,p_value,p_resolution
team1,NO_CUT,-0.4840673454589977,25,-0.4840673454589977,-0.48406734545899777,-0.48406734545899777,100.0,0.0,0.04
team2,NO_CUT,-0.7261010181884965,25,-0.7261010181884966,-0.7261010181884965,-0.7261010181884965,0.0,1.0,0.04
