rank,real_eff,n_runs_reaching,null_med_fired,null_med,null_p90,null_max,adjusted,manufactured_pct,p_emp
1,0.04725,35,0.036823161983414,0.02816310573607615,0.05232810547505019,0.0778853821114496,0.010426838016585997,77.93261795431535,0.2549019607843137
2,0.04724,23,0.0315192660750495,0.0,0.04458832031941686,0.0758462803023591,0.0157207339249505,66.72156239426228,0.09803921568627451
3,0.04649,17,0.0297404010459999,0.0,0.037039576173520695,0.0672438927222749,0.016749598954000095,63.971609047106696,0.0784313725490196
5,0.04372,12,0.0282531811620279,0.0,0.02957392059821741,0.0625974881797211,0.015466818837972102,64.62301272193024,0.058823529411764705
10,0.03667,6,0.03136567424462735,0.0,0.01789500752067999,0.0551557960270609,0.005304325755372652,85.53497203334429,0.058823529411764705
32,0.02855,0,,0.0,0.0,0.0,,,0.0196078431372549
