date,pair,trend_score,chop_score,shape2,activity,scale_28,combined2,settling,m_fail,m_retr,m_space,m_panel,sample
2003-08-18,CADJPY,3.70256,-4.99954,trending,medium,3.91151,medium trending,0.2,1,-0.0871628,9.9,0.0783003,is
2003-08-18,CHFJPY,-1.60805,0.372112,ranging,strong,4.40542,strong neither,0.6,2,-0.793003,-3.2,0.0404047,is
2003-08-19,EURGBP,2.57565,-4.45402,trending,weak,3.51625,weak trending,0.6,2,-0.314165,-3.4,0.0783809,is
2003-08-19,EURAUD,0.477087,1.08869,trend-in-range,medium,3.63409,strong neither,1,1,0.4452,5.4,0.242223,is
2003-08-19,EURNZD,-1.85638,0.039506,ranging,strong,4.18509,strong ranging,1,0,0.403006,8,0.222746,is
2003-08-19,EURUSD,1.0395,-2.43392,trending,medium,3.90877,medium trending,0.4,1,-0.253944,-10.9,0.0796941,is
2003-08-19,EURCAD,-2.07638,2.03904,ranging,medium,4.04624,medium ranging,0.2,2,0.450781,4.3,0.106868,is
2003-08-19,EURCHF,2.4387,-1.44692,trending,weak,3.48339,weak trending,1,2,1.53518,19.1,0.0254952,is
2003-08-19,EURJPY,1.17508,-2.72728,trending,medium,4.29864,medium trending,1,0,-0.0621567,-9.1,0.0301815,is
2003-08-19,GBPAUD,1.15055,-0.451519,trend-in-range,weak,3.64231,medium trend-in-range,1,2,0.200977,12.6,0.115882,is
2003-08-19,GBPNZD,-0.368657,5.42034,trend-in-range,strong,4.32363,strong ranging,1,2,0.293626,0.9,0.0466982,is
2003-08-19,GBPUSD,-0.921155,1.53323,ranging,weak,3.38445,medium ranging,1,2,-0.389278,-5.6,0.0909937,is
2003-08-19,GBPCAD,0.527242,-0.940918,trending,weak,3.81582,weak trending,1,2,-0.459046,4.6,0.0243219,is
2003-08-19,GBPCHF,-1.36904,0.784241,ranging,medium,3.65485,medium ranging,1,4,-0.588477,7.6,0.0960937,is
2003-08-19,GBPJPY,-1.24148,-1.60316,neither,medium,3.91462,medium neither,1,4,0.337558,-0.2,0.0414031,is
2003-08-19,AUDNZD,0.000384855,3.68545,trend-in-range,weak,3.34154,strong trend-in-range,1,2,9.50628,12.2,0.0579271,is
2003-08-19,AUDUSD,2.34869,-3.29816,trending,weak,3.61901,strong trending,1,3,-0.725432,-14.3,0.102649,is
2003-08-19,AUDCAD,-0.976784,-1.6006,neither,weak,3.11226,weak neither,1,1,-0.227725,1.1,0.0230651,is
2003-08-19,AUDCHF,2.68334,-1.13148,trending,medium,3.56262,strong trending,1,1,-0.42857,-0.1,0.195946,is
2003-08-19,AUDJPY,3.16165,-4.11077,trending,medium,4.10816,strong trending,1,1,-0.0111428,-2.3,0.124548,is
2003-08-19,NZDUSD,0.296094,-0.116039,trend-in-range,strong,4.46171,strong trend-in-range,1,1,0.396101,-5.9,0.14597,is
2003-08-19,NZDCAD,-2.25115,-0.675561,neither,weak,3.20297,weak neither,0.4,3,3.39925,-19.4,0.0122348,is
2003-08-19,NZDCHF,0.634503,0.836786,trend-in-range,medium,4.03913,strong trend-in-range,0.6,3,-0.0130227,4.1,0.182685,is
2003-08-19,NZDJPY,0.667782,0.16122,trend-in-range,strong,4.95269,strong trend-in-range,1,2,0.0130876,-9.3,0.0969383,is
2003-08-19,USDCAD,3.15361,-4.73507,trending,medium,3.85985,medium trending,1,4,-0.931563,0.1,0.0835076,is
2003-08-19,USDCHF,-1.67087,0.228326,ranging,medium,3.73846,medium neither,1,2,-0.75697,-6.5,0.0854061,is
2003-08-19,USDJPY,-1.83519,4.21061,ranging,medium,3.64023,medium ranging,1,2,0.458812,-1.3,0.026508,is
2003-08-19,CADCHF,1.31766,0.550603,trend-in-range,medium,3.92551,medium trending,1,3,0.20451,-1.5,0.0510386,is
2003-08-19,CADJPY,3.59543,-5.00273,trending,medium,3.80232,medium trending,0.4,1,-0.0871628,9.9,0.0757006,is
2003-08-19,CHFJPY,-1.7363,0.35804,ranging,strong,4.6235,strong neither,0.8,2,-0.793003,-3.2,0.0374771,is
2003-08-20,EURGBP,-1.22415,-0.457861,trending,weak,3.3789,weak trending,0.8,2,-0.673674,-36.6,0.0770239,is
2003-08-20,EURAUD,0.509005,1.1453,trend-in-range,medium,3.71807,strong neither,1,1,0.4452,5.4,0.240996,is
2003-08-20,EURNZD,-1.4375,0.535044,ranging,strong,4.23492,strong ranging,1,0,0.0478429,-2.6,0.227026,is
2003-08-20,EURUSD,0.982546,-2.43912,trending,medium,3.81439,medium trending,0.6,1,-0.253944,-10.9,0.0785097,is
2003-08-20,EURCAD,-1.62185,2.28898,ranging,medium,3.99823,medium ranging,0.4,2,0.0145761,0.6,0.100569,is
2003-08-20,EURCHF,2.36484,-1.34156,trending,weak,3.54866,weak trending,1,3,1.53518,19.1,0.0223333,is
2003-08-20,EURJPY,1.04182,-2.7298,trending,medium,4.24467,medium trending,1,0,-0.0621567,-9.1,0.0284632,is
2003-08-20,GBPAUD,1.12568,-0.446939,trend-in-range,weak,3.55278,medium trend-in-range,1,2,0.200977,12.6,0.115442,is
2003-08-20,GBPNZD,-0.489659,5.42256,trend-in-range,strong,4.19266,strong ranging,1,2,0.293626,0.9,0.0483391,is
2003-08-20,GBPUSD,-0.991357,1.53423,ranging,weak,3.38293,medium ranging,1,2,-0.389278,-5.6,0.0893794,is
2003-08-20,GBPCAD,0.365922,0.258584,trending,weak,3.84477,weak trending,1,2,-0.459046,4.6,0.0199172,is
2003-08-20,GBPCHF,-0.545928,0.409288,ranging,medium,3.61313,medium ranging,1,4,0.0617942,0.1,0.0941882,is
2003-08-20,GBPJPY,-1.33482,-1.55772,neither,medium,3.98205,medium neither,1,4,0.337558,-0.2,0.0396311,is
2003-08-20,AUDNZD,0.158821,3.68317,trend-in-range,weak,3.40026,strong trend-in-range,1,2,9.50628,12.2,0.0564105,is
2003-08-20,AUDUSD,2.2848,-3.25706,trending,weak,3.47943,strong trending,1,3,-0.725432,-14.3,0.104496,is
2003-08-20,AUDCAD,-0.826373,-1.60161,neither,weak,2.94371,weak neither,1,1,-0.227725,1.1,0.0185508,is
2003-08-20,AUDCHF,2.64315,-1.08699,trending,medium,3.52265,strong trending,1,1,-0.42857,-0.1,0.195188,is
2003-08-20,AUDJPY,3.07127,-4.0684,trending,medium,4.03143,strong trending,1,1,-0.0111428,-2.3,0.125842,is
2003-08-20,NZDUSD,0.138015,-1.09411,trend-in-range,strong,4.31919,strong trend-in-range,1,1,0.396101,-5.9,0.151791,is
2003-08-20,NZDCAD,-2.22705,-0.677698,neither,weak,2.98323,weak neither,0.6,3,3.39925,-19.4,0.011638,is
2003-08-20,NZDCHF,0.472768,0.882441,trend-in-range,medium,4.02256,strong trend-in-range,0.8,3,-0.0130227,4.1,0.18317,is
2003-08-20,NZDJPY,0.494372,0.161855,trend-in-range,strong,4.89333,strong trend-in-range,0.2,2,0.0130876,-9.3,0.0988209,is
2003-08-20,USDCAD,2.94921,-4.69026,trending,medium,3.90771,medium trending,1,4,-0.931563,0.1,0.0742077,is
2003-08-20,USDCHF,-1.62591,0.228417,ranging,weak,3.645,medium neither,1,2,-0.75697,-6.5,0.0851558,is
2003-08-20,USDJPY,-1.81515,4.2118,ranging,medium,3.65159,medium ranging,1,2,0.458812,-1.3,0.0248301,is
2003-08-20,CADCHF,1.14754,0.555027,trend-in-range,medium,3.88262,medium trending,1,3,0.20451,-1.5,0.044582,is
2003-08-20,CADJPY,3.38616,-4.97068,trending,medium,3.88079,medium trending,0.6,1,-0.0871628,9.9,0.0634496,is
2003-08-20,CHFJPY,-1.66022,0.358215,ranging,strong,4.57357,strong neither,1,2,-0.793003,-3.2,0.0375823,is
2003-08-21,EURGBP,-1.165,-0.64351,trending,weak,3.27961,weak trending,1,2,-0.673674,-36.6,0.07754,is
2003-08-21,EURAUD,0.640088,1.19114,trend-in-range,medium,3.60431,strong neither,1,1,0.4452,5.4,0.244055,is
2003-08-21,EURNZD,-1.09765,0.532847,ranging,medium,4.0601,strong ranging,1,0,0.0478429,-2.6,0.225641,is
2003-08-21,EURUSD,1.13409,-2.44279,trending,weak,3.66696,medium trending,0.8,1,-0.253944,-10.9,0.0790672,is
2003-08-21,EURCAD,-1.58219,2.29033,ranging,weak,3.67611,medium ranging,0.6,2,0.0145761,0.6,0.104672,is
2003-08-21,EURCHF,2.09462,-1.311,trending,weak,3.62332,weak trending,0.2,3,1.53518,19.1,0.0220409,is
2003-08-21,EURJPY,0.611982,-2.76857,trending,medium,4.33488,medium trending,1,0,-0.0621567,-9.1,0.0254207,is
2003-08-21,GBPAUD,1.32335,-0.447232,trend-in-range,weak,3.51012,medium trend-in-range,1,2,0.200977,12.6,0.114325,is
2003-08-21,GBPNZD,-0.132016,5.42023,trend-in-range,medium,4.09392,strong ranging,1,2,0.293626,0.9,0.0491223,is
2003-08-21,GBPUSD,-0.892087,1.53262,ranging,weak,3.46696,weak ranging,0.2,2,-0.389278,-5.6,0.085554,is
2003-08-21,GBPCAD,0.455923,0.254793,trending,weak,3.81855,weak trending,1,2,-0.459046,4.6,0.0199284,is
2003-08-21,GBPCHF,-0.758024,1.43132,ranging,weak,3.43939,medium ranging,1,4,0.0617942,0.1,0.0943218,is
2003-08-21,GBPJPY,-1.23096,-1.55727,neither,medium,4.10848,medium neither,1,4,0.337558,-0.2,0.0414847,is
2003-08-21,AUDNZD,-0.122557,3.68098,trend-in-range,weak,3.32133,strong trend-in-range,1,2,9.50628,12.2,0.0558549,is
2003-08-21,AUDUSD,2.49111,-3.23346,trending,weak,3.50538,strong trending,1,3,-0.725432,-14.3,0.104219,is
2003-08-21,AUDCAD,0.0421691,0.507327,neither,weak,3.07022,weak neither,1,1,0.143579,9.1,0.0190861,is
2003-08-21,AUDCHF,2.62739,-1.03933,trending,weak,3.35673,strong trending,1,1,-0.42857,-0.1,0.195596,is
2003-08-21,AUDJPY,2.82073,-4.02117,trending,medium,4.03084,strong trending,1,1,-0.0111428,-2.3,0.126362,is
2003-08-21,NZDUSD,0.509755,0.593691,trend-in-range,strong,4.28547,strong trend-in-range,1,1,0.396101,-5.9,0.153592,is
2003-08-21,NZDCAD,-1.95667,-0.672141,neither,weak,3.11968,weak neither,0.8,3,3.39925,-19.4,0.0120757,is
2003-08-21,NZDCHF,0.631806,0.885418,trend-in-range,medium,3.80286,strong trend-in-range,1,3,-0.0130227,4.1,0.187403,is
2003-08-21,NZDJPY,0.412302,0.162625,trend-in-range,strong,4.74663,strong trend-in-range,0.4,2,0.0130876,-9.3,0.102038,is
2003-08-21,USDCAD,3.13012,-4.64476,trending,medium,3.829,medium trending,1,4,-0.931563,0.1,0.0741417,is
2003-08-21,USDCHF,-1.54438,0.231964,ranging,weak,3.48881,medium neither,1,2,-0.75697,-6.5,0.0847284,is
2003-08-21,USDJPY,-1.30159,3.95482,ranging,medium,3.83841,medium ranging,1,2,0.458812,-1.3,0.0261203,is
2003-08-21,CADCHF,1.04417,0.558246,trend-in-range,weak,3.63144,medium trending,1,3,0.20451,-1.5,0.0463145,is
2003-08-21,CADJPY,2.959,-4.90116,trending,medium,3.95269,medium trending,0.8,1,-0.0871628,9.9,0.0603683,is
2003-08-21,CHFJPY,-1.39903,0.362139,ranging,strong,4.61162,strong neither,1,2,-0.793003,-3.2,0.0367168,is
2003-08-22,EURGBP,-1.53153,-0.595686,trending,weak,3.35157,weak trending,1,2,-0.673674,-36.6,0.0811584,is
2003-08-22,EURAUD,0.816599,1.24441,trend-in-range,medium,3.69154,medium trend-in-range,0.2,1,0.4452,5.4,0.236611,is
2003-08-22,EURNZD,-0.845322,0.495599,ranging,medium,4.07103,strong ranging,1,0,0.0478429,-2.6,0.221603,is
2003-08-22,EURUSD,0.638201,-2.43932,trending,weak,3.95274,medium trending,1,1,-0.253944,-10.9,0.0943426,is
2003-08-22,EURCAD,-1.29548,2.28557,ranging,weak,3.81699,medium ranging,0.8,2,0.0145761,0.6,0.107661,is
2003-08-22,EURCHF,2.15874,-1.26434,trending,weak,3.61799,weak trending,0.4,3,1.53518,19.1,0.0193612,is
2003-08-22,EURJPY,-0.0749471,-2.77488,trending,medium,4.5501,medium trending,1,0,-0.0621567,-9.1,0.0230633,is
2003-08-22,GBPAUD,1.17451,-0.392306,trending,weak,3.60157,medium trend-in-range,1,2,0.200977,12.6,0.10877,is
2003-08-22,GBPNZD,-0.187629,5.42565,trend-in-range,medium,4.28019,strong ranging,1,2,0.293626,0.9,0.0432653,is
2003-08-22,GBPUSD,-1.1904,1.48616,ranging,weak,3.44249,weak ranging,0.4,2,-0.389278,-5.6,0.0883743,is
2003-08-22,GBPCAD,0.491274,0.318913,trending,weak,3.68398,weak trending,0.2,2,-0.459046,4.6,0.016889,is
2003-08-22,GBPCHF,-0.373203,1.47834,ranging,weak,3.48117,medium ranging,1,4,0.0617942,0.1,0.0975089,is
2003-08-22,GBPJPY,-0.957339,-1.60341,neither,medium,4.21472,medium neither,1,4,0.337558,-0.2,0.0422879,is
2003-08-22,AUDNZD,-0.25429,3.6799,ranging,weak,3.18429,strong trend-in-range,0.2,2,9.50628,12.2,0.0501598,is
2003-08-22,AUDUSD,2.19668,-3.21191,trending,weak,3.75912,strong trending,1,2,-0.725432,-14.3,0.110884,is
2003-08-22,AUDCAD,-0.210807,0.416431,neither,weak,3.20188,weak neither,1,1,0.143579,9.1,0.0203856,is
2003-08-22,AUDCHF,2.828,-0.98925,trending,weak,3.39487,strong trending,1,1,-0.42857,-0.1,0.18538,is
2003-08-22,AUDJPY,2.32339,-3.94404,trending,medium,4.17999,strong trending,1,1,-0.0111428,-2.3,0.127482,is
2003-08-22,NZDUSD,0.253156,-0.420765,trend-in-range,strong,4.47782,strong trend-in-range,1,1,0.396101,-5.9,0.157883,is
2003-08-22,NZDCAD,-2.05349,-0.675895,neither,weak,3.05064,weak neither,1,3,3.39925,-19.4,0.0112655,is
2003-08-22,NZDCHF,0.916464,0.844004,trend-in-range,medium,3.77212,medium trend-in-range,0.2,2,-0.0130227,4.1,0.181303,is
2003-08-22,NZDJPY,0.0746208,-1.66965,trend-in-range,strong,4.74487,strong trend-in-range,0.6,2,0.0130876,-9.3,0.104337,is
2003-08-22,USDCAD,2.94666,-4.60842,trending,medium,3.8957,medium trending,1,4,-0.931563,0.1,0.0725339,is
2003-08-22,USDCHF,-1.35344,0.231598,ranging,weak,3.76654,medium neither,1,2,-0.75697,-6.5,0.103885,is
2003-08-22,USDJPY,-1.30045,3.95544,ranging,medium,4.13749,medium ranging,1,2,0.458812,-1.3,0.0277126,is
2003-08-22,CADCHF,1.34068,0.545428,trend-in-range,weak,3.77328,medium trending,1,3,0.20451,-1.5,0.0479598,is
2003-08-22,CADJPY,2.69527,-4.89218,trending,medium,4.14612,medium trending,1,1,-0.0871628,9.9,0.0611865,is
2003-08-22,CHFJPY,-0.852249,0.301274,ranging,strong,4.82991,strong ranging,1,2,-0.793003,-3.2,0.0363201,is
2003-08-25,EURGBP,-1.84939,-0.548861,trending,weak,3.13039,weak trending,1,2,-0.673674,-36.6,0.0845888,is
2003-08-25,EURAUD,0.958286,1.29964,trend-in-range,medium,3.69397,medium trend-in-range,0.4,1,0.4452,5.4,0.232916,is
2003-08-25,EURNZD,-0.46746,0.449901,ranging,medium,4.13978,strong ranging,1,0,0.0478429,-2.6,0.214026,is
2003-08-25,EURUSD,0.362355,-2.44032,trending,medium,4.0735,medium trending,1,1,-0.253944,-10.9,0.0892376,is
2003-08-25,EURCAD,-1.10898,2.28287,ranging,weak,3.77441,medium ranging,1,2,0.0145761,0.6,0.104293,is
2003-08-25,EURCHF,2.12063,-1.22131,trending,weak,3.59518,weak trending,0.6,3,1.53518,19.1,0.0195377,is
2003-08-25,EURJPY,-0.14722,-2.81274,trending,strong,4.56943,medium trending,1,0,-0.0621567,-9.1,0.0204544,is
2003-08-25,GBPAUD,1.06447,-0.362889,trending,weak,3.60133,medium trend-in-range,0.2,2,0.200977,12.6,0.110632,is
2003-08-25,GBPNZD,-0.102517,5.39113,trend-in-range,medium,4.36623,strong ranging,1,2,0.293626,0.9,0.0407265,is
2003-08-25,GBPUSD,-1.26338,1.45125,ranging,weak,3.16557,weak ranging,0.6,2,-0.389278,-5.6,0.0867902,is
2003-08-25,GBPCAD,0.441532,0.359396,trending,weak,3.72012,weak trending,0.4,2,-0.459046,4.6,0.0171305,is
2003-08-25,GBPCHF,-0.0829458,1.5221,ranging,weak,3.30652,medium ranging,1,4,0.0617942,0.1,0.100978,is
2003-08-25,GBPJPY,-1.01999,-1.64927,neither,medium,3.87147,medium neither,1,4,0.337558,-0.2,0.0470577,is
2003-08-25,AUDNZD,-0.627552,3.66631,ranging,weak,3.35584,strong trend-in-range,0.4,2,9.50628,12.2,0.0514196,is
2003-08-25,AUDUSD,2.01453,-3.16836,trending,weak,3.56761,weak trending,0.2,2,-0.725432,-14.3,0.109461,is
2003-08-25,AUDCAD,-0.321144,0.4285,neither,weak,3.28236,weak neither,1,1,0.143579,9.1,0.0189062,is
2003-08-25,AUDCHF,2.93752,-0.934729,trending,weak,3.39667,strong trending,1,1,-0.42857,-0.1,0.182529,is
2003-08-25,AUDJPY,2.25279,-3.89637,trending,medium,3.93461,medium trending,0.2,1,-0.0111428,-2.3,0.123827,is
2003-08-25,NZDUSD,0.262655,-0.420855,trend-in-range,medium,4.1367,strong trend-in-range,1,1,0.396101,-5.9,0.152418,is
2003-08-25,NZDCAD,-1.90673,-0.678425,neither,weak,3.10247,weak neither,1,3,3.39925,-19.4,0.0104408,is
2003-08-25,NZDCHF,1.25792,0.796404,trend-in-range,medium,3.84892,medium trend-in-range,0.4,2,-0.0130227,4.1,0.178257,is
2003-08-25,NZDJPY,0.208309,-1.66965,trend-in-range,strong,4.36115,strong trend-in-range,0.8,2,0.0130876,-9.3,0.104369,is
2003-08-25,USDCAD,2.86794,-4.57138,trending,weak,3.62429,medium trending,1,4,-0.931563,0.1,0.0702683,is
2003-08-25,USDCHF,-1.08303,0.233125,ranging,weak,3.8238,medium neither,1,2,-0.75697,-6.5,0.101385,is
2003-08-25,USDJPY,-1.43584,3.95546,ranging,medium,4.05158,medium ranging,1,2,0.458812,-1.3,0.028449,is
2003-08-25,CADCHF,1.49574,0.538791,trend-in-range,weak,3.75225,medium trending,1,3,0.20451,-1.5,0.0462687,is
2003-08-25,CADJPY,2.73544,-4.89896,trending,medium,3.77785,medium trending,1,1,-0.0871628,9.9,0.0589756,is
2003-08-25,CHFJPY,-0.699602,0.258148,ranging,strong,4.79688,strong ranging,1,2,-0.793003,-3.2,0.034134,is
2003-08-26,EURGBP,-1.65741,-0.50343,neither,weak,3.2394,weak trending,1,2,-0.673674,-36.6,0.0842407,is
2003-08-26,EURAUD,0.932586,1.35763,trend-in-range,weak,3.53338,medium trend-in-range,0.6,1,0.4452,5.4,0.233651,is
2003-08-26,EURNZD,-0.361145,0.184884,ranging,medium,4.09211,strong ranging,1,0,0.0478429,-2.6,0.225208,is
2003-08-26,EURUSD,0.401923,-2.44102,trending,medium,4.07546,medium trending,1,1,-0.253944,-10.9,0.0903752,is
2003-08-26,EURCAD,-1.0385,2.2415,ranging,weak,3.81982,medium ranging,1,2,0.0145761,0.6,0.101148,is
2003-08-26,EURCHF,2.01676,-2.2224,trending,weak,3.29748,weak trending,0.8,3,1.53518,19.1,0.0197814,is
2003-08-26,EURJPY,-0.12694,-2.85576,trending,strong,4.41976,medium trending,1,0,-0.0621567,-9.1,0.0205433,is
2003-08-26,GBPAUD,1.21842,-0.325917,trending,weak,3.48607,medium trend-in-range,0.4,2,0.200977,12.6,0.110703,is
2003-08-26,GBPNZD,0.174796,5.35534,trend-in-range,medium,4.23591,strong ranging,1,2,0.293626,0.9,0.0510447,is
2003-08-26,GBPUSD,-1.31966,1.41108,ranging,weak,3.16715,weak ranging,0.8,1,-0.389278,-5.6,0.0873281,is
2003-08-26,GBPCAD,0.666757,0.35696,trending,weak,3.84349,weak trending,0.6,2,-0.459046,4.6,0.0123109,is
2003-08-26,GBPCHF,-0.369503,1.56413,ranging,weak,3.23671,medium ranging,1,4,0.0617942,0.1,0.100691,is
2003-08-26,GBPJPY,-0.84514,-1.69495,neither,medium,3.78765,medium neither,1,4,0.337558,-0.2,0.0471299,is
2003-08-26,AUDNZD,-0.809174,3.67295,ranging,weak,3.4239,strong trend-in-range,0.6,2,9.50628,12.2,0.0632285,is
2003-08-26,AUDUSD,2.03098,-3.13023,trending,weak,3.44022,weak trending,0.4,2,-0.725432,-14.3,0.110061,is
2003-08-26,AUDCAD,-0.484708,0.282175,neither,weak,3.35908,weak neither,1,1,0.143579,9.1,0.0167381,is
2003-08-26,AUDCHF,2.87123,-0.863321,trending,weak,3.43925,strong trending,1,1,-0.42857,-0.1,0.182616,is
2003-08-26,AUDJPY,2.3009,-3.88344,trending,medium,3.68061,medium trending,0.4,1,-0.0111428,-2.3,0.123254,is
2003-08-26,NZDUSD,0.386009,-0.420635,trend-in-range,medium,4.09855,strong trend-in-range,1,1,0.396101,-5.9,0.160689,is
2003-08-26,NZDCAD,-1.89919,-0.666553,neither,weak,3.35863,weak neither,1,3,3.39925,-19.4,0.0115059,is
2003-08-26,NZDCHF,1.27651,0.750867,trend-in-range,medium,3.99027,medium trend-in-range,0.6,2,-0.0130227,4.1,0.182374,is
2003-08-26,NZDJPY,0.291476,-1.67812,trend-in-range,strong,4.18796,strong trend-in-range,1,2,0.0130876,-9.3,0.10834,is
2003-08-26,USDCAD,2.92274,-4.51538,trending,weak,3.70913,medium trending,1,5,-0.931563,0.1,0.0656482,is
2003-08-26,USDCHF,-1.17847,0.236686,ranging,weak,3.81664,weak ranging,1,2,-0.75697,-6.5,0.101926,is
2003-08-26,USDJPY,-1.37307,3.95583,ranging,medium,3.8891,medium ranging,1,2,0.458812,-1.3,0.0286753,is
2003-08-26,CADCHF,1.5391,0.575519,trend-in-range,weak,3.96109,medium trending,1,3,0.20451,-1.5,0.0461082,is
2003-08-26,CADJPY,2.89789,-3.73171,trending,medium,3.71599,medium trending,1,1,-0.0871628,9.9,0.056898,is
2003-08-26,CHFJPY,-0.763918,0.215105,ranging,strong,4.47117,strong ranging,1,2,-0.793003,-3.2,0.0340846,is
2003-08-27,EURGBP,-1.89959,-0.454603,neither,weak,3.23366,weak trending,1,2,-0.673674,-36.6,0.0850987,is
2003-08-27,EURAUD,0.540536,1.39861,trend-in-range,weak,3.66146,medium trend-in-range,0.8,1,0.4452,5.4,0.230955,is
2003-08-27,EURNZD,-0.754902,0.133482,ranging,medium,4.25441,medium ranging,1,0,0.0478429,-2.6,0.220636,is
2003-08-27,EURUSD,0.341746,-2.4409,trending,medium,3.96139,medium trending,1,1,-0.253944,-10.9,0.0799684,is
2003-08-27,EURCAD,-0.94321,2.1961,ranging,weak,3.83293,weak ranging,0.2,2,0.0145761,0.6,0.0982618,is
2003-08-27,EURCHF,1.79835,-2.13503,trending,weak,3.38103,weak trending,1,3,1.53518,19.1,0.0203328,is
2003-08-27,EURJPY,-0.110563,-2.90663,trending,strong,4.46294,medium trending,1,0,-0.0621567,-9.1,0.0166067,is
2003-08-27,GBPAUD,0.654063,-0.334284,trending,weak,3.62098,medium trend-in-range,0.6,2,0.200977,12.6,0.122167,is
2003-08-27,GBPNZD,-0.368281,6.37547,trend-in-range,medium,4.4146,medium trend-in-range,0.2,2,0.293626,0.9,0.0583361,is
2003-08-27,GBPUSD,-1.24347,1.36666,ranging,weak,3.05772,weak ranging,1,1,-0.389278,-5.6,0.0808765,is
2003-08-27,GBPCAD,0.572322,0.353602,trending,weak,3.83758,weak trending,0.8,2,-0.459046,4.6,0.0133513,is
2003-08-27,GBPCHF,-0.281617,1.61088,ranging,weak,3.26443,weak ranging,1,3,0.0617942,0.1,0.103208,is
2003-08-27,GBPJPY,-1.04925,-1.74231,neither,medium,3.81842,medium neither,1,4,0.337558,-0.2,0.0458525,is
2003-08-27,AUDNZD,-0.761244,3.67248,ranging,weak,3.40202,strong trend-in-range,0.8,2,9.50628,12.2,0.0637989,is
2003-08-27,AUDUSD,1.71963,-3.08729,trending,weak,3.47081,weak trending,0.6,2,-0.725432,-14.3,0.110354,is
2003-08-27,AUDCAD,-1.06681,-1.02418,neither,weak,3.65769,weak neither,1,1,0.143579,9.1,0.0152105,is
2003-08-27,AUDCHF,2.31366,-0.850203,trending,weak,3.5007,weak trending,0.2,1,-0.42857,-0.1,0.176589,is
2003-08-27,AUDJPY,2.01497,-3.87297,trending,medium,3.79812,medium trending,0.6,1,-0.0111428,-2.3,0.121874,is
2003-08-27,NZDUSD,0.0246037,-0.419799,trend-in-range,medium,4.1719,strong trend-in-range,1,1,0.396101,-5.9,0.160518,is
2003-08-27,NZDCAD,-2.23248,0.410862,neither,weak,3.61831,weak neither,1,3,3.39925,-19.4,0.00967199,is
2003-08-27,NZDCHF,0.694001,1.73353,trend-in-range,medium,4.07127,medium trend-in-range,0.8,2,-0.0130227,4.1,0.173549,is
2003-08-27,NZDJPY,0.0119585,-2.71777,trend-in-range,strong,4.35443,strong trend-in-range,1,1,0.0130876,-9.3,0.106451,is
2003-08-27,USDCAD,2.93777,-4.46651,trending,weak,3.60912,medium trending,1,5,-0.931563,0.1,0.0629648,is
2003-08-27,USDCHF,-1.2297,0.236808,ranging,weak,3.88913,weak ranging,1,2,-0.75697,-6.5,0.0970384,is
2003-08-27,USDJPY,-1.39548,4.03366,ranging,medium,3.79069,medium ranging,1,2,0.851197,-0.8,0.0238927,is
2003-08-27,CADCHF,1.52048,0.578914,trend-in-range,weak,3.81154,weak trend-in-range,1,3,0.20451,-1.5,0.043638,is
2003-08-27,CADJPY,3.02517,-3.69283,trending,medium,3.80088,medium trending,0.2,1,-0.0871628,9.9,0.055281,is
2003-08-27,CHFJPY,-0.920627,0.170877,ranging,strong,4.44136,strong ranging,1,2,-0.793003,-3.2,0.0326847,is
2003-08-28,EURGBP,-2.06151,-0.40461,neither,weak,2.9656,weak trending,1,1,-0.673674,-36.6,0.0864828,is
2003-08-28,EURAUD,0.381297,1.39503,trend-in-range,weak,3.45849,medium trend-in-range,1,1,0.4452,5.4,0.230237,is
2003-08-28,EURNZD,-0.985144,1.11335,ranging,medium,3.87879,medium ranging,1,0,0.0478429,-2.6,0.211661,is
2003-08-28,EURUSD,0.258588,-2.4409,trending,medium,3.80563,medium trending,1,1,-0.253944,-10.9,0.0786444,is
2003-08-28,EURCAD,-1.00881,2.14615,ranging,weak,3.53286,weak ranging,0.4,1,0.0145761,0.6,0.0991095,is
2003-08-28,EURCHF,2.0598,-1.94122,trending,weak,3.68086,weak trending,1,3,1.53518,19.1,0.0177604,is
2003-08-28,EURJPY,0.0236809,-2.94654,trending,strong,4.47759,medium trending,1,0,-0.0621567,-9.1,0.0193271,is
2003-08-28,GBPAUD,0.358937,-0.318399,trending,weak,3.65353,weak trending,0.8,2,0.200977,12.6,0.120801,is
2003-08-28,GBPNZD,-0.715679,6.19422,trend-in-range,medium,4.21833,medium trend-in-range,0.4,2,0.293626,0.9,0.0544151,is
2003-08-28,GBPUSD,-1.21036,1.32683,ranging,weak,3.05019,weak ranging,0.2,1,-0.389278,-5.6,0.0781196,is
2003-08-28,GBPCAD,-0.688701,-1.47462,trending,weak,3.74273,weak trending,1,2,0.699414,-12.3,0.0130106,is
2003-08-28,GBPCHF,-0.010512,1.6592,ranging,weak,3.05984,weak ranging,1,3,0.0617942,0.1,0.104597,is
2003-08-28,GBPJPY,-1.04366,-1.78728,neither,medium,3.73227,medium neither,1,4,0.337558,-0.2,0.0443018,is
2003-08-28,AUDNZD,-0.643639,3.70205,ranging,weak,3.31843,weak ranging,1,2,9.50628,12.2,0.0637769,is
2003-08-28,AUDUSD,1.52217,-3.0852,trending,weak,3.41415,weak trending,0.8,2,-0.725432,-14.3,0.110104,is
