budget,structure,real_median_year,n,null_mean,null_p95,null_max,pctile_of_real,p_value,p_resolution,mean_members_step1,mean_members_step2
team1,ALLPASS,2.274351497608397,25,8.54583567682389,9.516253639156579,9.887803729408633,0.0,1.0,0.04,620.0,575.0
team1,FAMILY_CAP,-0.3617766102916921,25,3.384878106717214,4.533956980587075,5.116473411565442,0.0,1.0,0.04,26.64,27.36
team1,PICKED,1.2415209067049437,25,9.153597094630541,14.676492260519383,19.868593862432324,0.0,1.0,0.04,24.52,29.32
team1,STABLE,-0.4935857245885455,25,7.000878852264915,8.307920313581906,8.412513069027106,0.0,1.0,0.04,441.0,16.0
team2,ALLPASS,3.4115272464125947,25,12.818753515235835,14.27438045873487,14.83170559411295,0.0,1.0,0.04,620.0,575.0
team2,FAMILY_CAP,-0.5426649154375383,25,5.077317160075821,6.800935470880614,7.674710117348163,0.0,1.0,0.04,26.64,27.36
team2,PICKED,1.8622813600574162,25,13.658675374883224,22.030484041344145,29.27358915471894,0.0,1.0,0.04,24.52,29.32
team2,STABLE,-0.740378586882818,25,10.501318278397372,12.461880470372858,12.61876960354066,0.0,1.0,0.04,441.0,16.0
