structure,step,build,trade,cut_applied,passers,members,curve_bins,size_scale,scale_binds,cap_pct,cap_bound_days,net_min_votes,curve_mode,opposition,vote_on_entry_day,dip_budget,day_budget,build_median_year_pct
ALLPASS,1,2011-2015,2016-2016,False,28,28,4,0.9908183454342492,DIP95,2.0,0,0.5,fitted,net,False,5.4,3.6,17.96969350202216
ALLPASS,2,2012-2016,2017-2017,False,28,28,4,0.7343853964369516,DIP95,2.0,0,0.5,fitted,net,False,5.4,3.6,15.668302692017157
ALLPASS,3,2013-2017,2018-2018,False,28,28,4,0.7236646884401173,DIP95,2.0,0,0.5,fitted,net,False,5.4,3.6,19.20312315452883
ALLPASS,4,2014-2018,2019-2019,False,28,28,4,0.8017981512463197,DIP95,2.0,0,0.5,fitted,net,False,5.4,3.6,13.588008401973653
ALLPASS,5,2015-2019,2020-2020,False,28,28,4,0.5836115888044486,actual maxDD,2.0,0,0.5,fitted,net,False,5.4,3.6,12.391572955699335
