cell,eff,turn,eff_lift,turn_lift,agree_eff,agree_turn,data_pct,n_pairs
BASELINE,0.21774329717171195,0.5081624946050928,0.0,0.0,,,1.0,28
chop|down,0.19758446187470538,0.5203795924621007,-0.020158835297006572,0.012217097857007975,0.9285714285714286,0.75,0.10824881312041433,28
mid|down,0.21757935099678496,0.49740685603420226,-0.0001639461749269877,-0.010755638570890513,0.4642857142857143,0.7857142857142857,0.10599643936124299,28
trend|down,0.23171575457302973,0.5025958487657721,0.013972457401317778,-0.00556664583932065,0.6428571428571429,0.5357142857142857,0.1096514889943893,28
chop|flat,0.20130638786122554,0.5187067599828308,-0.016436909310486414,0.010544265377738005,0.9259259259259259,0.7037037037037037,0.09604283556322832,27
mid|flat,0.22786383802282528,0.5040250291179257,0.01012054085111333,-0.004137465487167091,0.7142857142857143,0.6071428571428571,0.10595597755718601,28
trend|flat,0.23079928173284067,0.5068293261186264,0.01305598456112872,-0.0013331684864663629,0.7142857142857143,0.5357142857142857,0.1361135088476478,28
chop|up,0.1972621599767356,0.5163733546552723,-0.02048113719497635,0.00821086005017957,0.8571428571428571,0.6785714285714286,0.09748597324126025,28
mid|up,0.21870713352293517,0.4949369589252012,0.0009638363512232129,-0.013225535679891598,0.48148148148148145,0.7407407407407407,0.09915839447561502,27
trend|up,0.2267148809624074,0.5101905764631237,0.008971583790695459,0.002028081858030939,0.6071428571428571,0.5714285714285714,0.13619443245576177,28
