family,fast,slow,state,lead,lift,surr,surr_sd,excess,p
mas,2,200,product M=5,1,0.9461060202335304,0.9913491749791354,0.051010549198497984,-0.04524315474560503,0.8571428571428571
mas,2,200,structural M=5,1,1.027913494077834,1.0005028759181287,0.06015472736984615,0.027410618159705358,0.38095238095238093
mas,2,200,nine-box,1,1.072955067865789,1.0859944772857033,0.026534982613879352,-0.013039409419914216,0.7619047619047619
mas,2,200,product M=5,3,1.0008978693613073,1.025570270645194,0.030419600804957737,-0.02467240128388659,0.7619047619047619
mas,2,200,structural M=5,3,1.023247354005091,1.0125363346116647,0.030603695811366446,0.010711019393426335,0.38095238095238093
mas,2,200,nine-box,3,1.0144051782578214,1.0458141174583522,0.011948924360670483,-0.03140893920053078,1.0
mas,3,4,product M=5,1,0.9809004996075137,1.0175601988072274,0.03502646901794888,-0.03665969919971368,0.8571428571428571
mas,3,4,structural M=5,1,0.942853619337078,0.9104779419545889,0.05453436954580903,0.03237567738248914,0.19047619047619047
mas,3,4,nine-box,1,0.9875981611891365,0.9884713527240484,0.027929376426266864,-0.0008731915349119435,0.5714285714285714
mas,3,4,product M=5,3,0.9567913168805294,0.9674767265368118,0.016963297550202865,-0.010685409656282396,0.9047619047619048
mas,3,4,structural M=5,3,0.9363239437899351,0.9525627666586901,0.022692855127457466,-0.016238822868755,0.8571428571428571
mas,3,4,nine-box,3,1.0059731487646868,1.006834674862191,0.010790698327067723,-0.0008615260975042283,0.5238095238095238
mas,3,5,product M=5,1,0.9237391389459937,0.9783777946221758,0.04586400890717979,-0.05463865567618209,0.8571428571428571
mas,3,5,structural M=5,1,0.9141157376820456,0.8869745726568512,0.049514404955908434,0.02714116502519437,0.2857142857142857
mas,3,5,nine-box,1,1.0061363294283518,0.995464354718733,0.03164831116662801,0.010671974709618892,0.47619047619047616
mas,3,5,product M=5,3,0.9367237101221909,0.9504296021777309,0.024651999695040096,-0.013705892055539959,0.6190476190476191
mas,3,5,structural M=5,3,0.8970065092074445,0.9083221897630928,0.03209579989885413,-0.011315680555648244,0.5714285714285714
