sig,fam,spread_is,t_is,n_is,agree_is,spread_oos,t_oos,n_oos,agree_oos,held,p_is,fdr_pass
maxdu_20,maxdu,-0.027385735618216667,-16.34178943206873,95452.0,0.8928571428571429,-0.016963859221764993,-9.49675455006731,76524.0,0.6428571428571429,True,4.9770511336453737e-60,True
panelvol_15,panelvol,-0.027420258947781162,-16.29522966154095,96012.0,0.9285714285714286,-0.028915709682873325,-15.83959158378681,76524.0,0.8571428571428571,True,1.0670210420633767e-59,True
panelvol_180,panelvol,-0.027686730559383116,-16.261122422670656,91476.0,0.8214285714285714,-0.0219787715801171,-11.9543699954736,76524.0,0.6785714285714286,True,1.8629366411328068e-59,True
maxdu_90,maxdu,-0.026824480720928745,-15.942483976110692,91532.0,0.9642857142857143,-0.016975494899920035,-9.587216043222293,76524.0,0.75,True,3.21323196458815e-57,True
z_paneldisp_180,z_paneldisp,-0.02938235178589821,-15.816984291113968,77504.0,0.8571428571428571,-0.02070969236748557,-11.432012999295052,76524.0,0.8214285714285714,True,2.376040654649102e-56,True
paneldisp_180,paneldisp,-0.02690694960100312,-15.791367344983335,91476.0,0.7857142857142857,-0.01935145737869398,-10.529770628703604,76524.0,0.6071428571428571,True,3.567618917938252e-56,True
maxdu_30,maxdu,-0.026244831404515667,-15.637080107426172,94892.0,0.8571428571428571,-0.02098571562341281,-11.828696205247592,76524.0,0.75,True,4.069653721331819e-55,True
panelvol_10,panelvol,-0.025601032589163103,-15.332692748669274,96012.0,0.8571428571428571,-0.024538701134068613,-13.34943316597372,76524.0,0.8214285714285714,True,4.624130868514257e-53,True
maxdd_60,maxdd,0.025638840560402193,15.259787563732319,93212.0,0.8928571428571429,0.011868709964411583,6.540090180301677,76524.0,0.6071428571428571,True,1.4170891664469145e-52,True
maxdu_60,maxdu,-0.025674042957169657,-15.25457107354974,93212.0,0.9285714285714286,-0.020684442349842597,-11.621511071949746,76524.0,0.7142857142857143,True,1.5350037724581574e-52,True
z_panelvol_180,z_panelvol,-0.028546392385448732,-15.180452330156266,77504.0,0.7857142857142857,-0.03374332349215234,-18.4269852732259,76524.0,0.8928571428571429,True,4.764845579081473e-52,True
maxdu_40,maxdu,-0.025363801313298073,-15.13927235384463,94332.0,0.9285714285714286,-0.022869842925242023,-13.002522667708982,76524.0,0.7857142857142857,True,8.919511176370103e-52,True
duarea_30,duarea,-0.024952714464494152,-14.96815602901422,94892.0,0.75,-0.010334372520446777,-5.7317778628378,76524.0,0.6071428571428571,True,1.1856322725057377e-50,True
paneldisp_120,paneldisp,-0.024610336869955063,-14.613829546798454,93156.0,0.8214285714285714,-0.012947197471346178,-7.047302793816489,76524.0,0.5357142857142857,True,2.2926054931817395e-48,True
maxdd_40,maxdd,0.024225900215761986,14.497773545234645,94332.0,0.8571428571428571,0.017118935074125013,9.433138840891667,76524.0,0.7857142857142857,True,1.25143594189045e-47,True
panelvol_120,panelvol,-0.024373325918401995,-14.425593195806771,93156.0,0.8214285714285714,-0.016066354832478924,-8.769358795856084,76524.0,0.6785714285714286,True,3.571856651465648e-47,True
paneldisp_10,paneldisp,-0.0234060154429504,-13.816739827465199,96012.0,0.8928571428571429,-0.02788982433932166,-15.159958915644848,76524.0,0.8571428571428571,True,2.0201376167817653e-43,True
volrank_120,volrank,-0.023206915706396103,-13.774883611494818,93156.0,0.9285714285714286,-0.010555541941097812,-5.872353616074957,76524.0,0.6428571428571429,True,3.609643512657396e-43,True
reldisp_90,reldisp,-0.02332611275570734,-13.75590481087099,93996.0,0.8928571428571429,-0.009008336812257767,-4.993370426024007,76524.0,0.6785714285714286,True,4.69371434458214e-43,True
z_duarea_30,z_duarea,-0.024667577551943903,-13.685024728578753,80920.0,0.75,-0.012808929596628466,-7.161734123006696,76524.0,0.6785714285714286,True,1.2476469790666776e-42,True
reldisp_120,reldisp,-0.023140206933021545,-13.601691988303113,93156.0,0.8571428571428571,-0.011779620711292543,-6.526404871449131,76524.0,0.6785714285714286,True,3.912755357492988e-42,True
maxdd_10,maxdd,0.022152640989848538,13.562675588432816,96012.0,0.8571428571428571,0.013411692210606174,7.447380771623578,76524.0,0.7142857142857143,True,6.665946945708947e-42,True
