si,ti,mi,ai,so,to,mo,ao,agree_dir,n_pairs,dec,held,signal,target
-0.020351852940486803,-12.328800613110271,-0.40836444766532987,0.7857142857142857,-0.02375717083618767,-13.076955341447805,-0.9723093465880825,0.9642857142857143,0.8214285714285714,28,1.060683496458038,True,zb_cx1.5_s90,eff_abs
-0.02000780749681988,-12.186854189661746,-0.8958723126877975,0.8571428571428571,-0.026714743296846644,-14.73049270893025,-0.975470323843225,0.8928571428571429,0.8214285714285714,28,1.2087198615559298,True,zb_cx2_s90,eff_abs
-0.020667839625954976,-12.592031517272735,-0.9011432657567865,0.8571428571428571,-0.023615473357007033,-12.862093365049885,-0.9710924047309529,0.8571428571428571,0.7142857142857143,28,1.0214470435057839,True,zb_cx2_m150,eff_abs
-0.021386544343326902,-13.012406857841357,-0.8650463686898232,0.75,-0.03845935267943304,-20.4564115900635,-0.9551075843631985,0.8928571428571429,0.7857142857142857,28,1.5720697802909795,True,zb_cx3_x30,eff_abs
-0.022380806590124397,-13.622910725144846,-0.6641323843863297,0.8571428571428571,-0.025598002946678328,-14.249728682994826,-0.9665622011038156,0.8928571428571429,0.75,28,1.0460120432774336,True,zb_cx3_m120,eff_abs
-0.024119792789477318,-14.058716699389691,-0.6270211992000692,0.75,-0.029069932432801954,-15.883983190427266,-0.956828452498888,0.8571428571428571,0.6785714285714286,28,1.1298316574738867,True,zc_cx3_m50,eff_abs
-0.02323304491718628,-13.809991390254085,-0.7498262009638053,0.75,-0.02347491712987415,-12.72362637829003,-0.9950815653005987,0.8571428571428571,0.6785714285714286,28,0.9213348523351926,True,zc_cx4_m40,eff_abs
-0.028317274176995894,-11.010693095758384,-0.5116473262618575,0.7857142857142857,-0.04372400719856309,-15.954243381672969,-0.9840566208509306,0.8928571428571429,0.8214285714285714,28,1.4489772117814248,True,zd_cx3_x375,eff_abs
-0.02061323406419152,-12.4728241488171,-0.9940663385497783,0.75,-0.01716380291207631,-8.54478750649985,-0.9561069679288208,0.8571428571428571,0.6071428571428571,28,0.6850723945555042,True,zd_cx2_m75_pl,eff_abs
-0.0246284320860502,-15.352721489732314,-0.861595815078648,0.8571428571428571,-0.030887932619730996,-16.801887315745688,-0.9623836281398948,0.8571428571428571,0.7857142857142857,28,1.094391461929571,True,ra_cx2_x75,eff_abs
-0.02229782888746895,-13.623386048184406,-0.90600269970452,0.8214285714285714,-0.016817323189587896,-9.145024417613875,-0.9783493541059144,0.8928571428571429,0.7142857142857143,28,0.6712739685470953,True,ra_cx2.5_m10,eff_abs
-0.024008307127030004,-14.650976267091181,-0.651376922566873,0.8928571428571429,-0.026139372601201805,-14.283231591090658,-0.9614200480440792,0.9642857142857143,0.9285714285714286,28,0.974899647006695,True,ra_cx2.5_m120,eff_abs
-0.0252790739079346,-15.628442529986193,-0.9500639764287827,0.7857142857142857,-0.0291008277356041,-15.670485546019,-0.9630906269262103,0.8571428571428571,0.7857142857142857,28,1.0026901603248142,True,ra_cx3_x40,eff_abs
-0.023211958702726493,-15.266433711971564,-0.7830695555896182,0.8214285714285714,-0.035586790556257936,-19.564777728875153,-0.9889156615926666,0.8928571428571429,0.7857142857142857,28,1.281555214400396,True,rc_cx3_s30,eff_abs
-0.020230720555982185,-12.447573541328557,-0.8371745533517765,0.8571428571428571,-0.02236242175664921,-12.023829379869289,-0.9861154688580684,0.8571428571428571,0.7857142857142857,28,0.9659576896611738,True,rd_cx2_m375,eff_abs
-0.020605737248290096,-12.482353828553265,-0.8226802083319377,0.7857142857142857,-0.02522315827931429,-13.00713059544806,-0.9756518867740431,0.8571428571428571,0.7142857142857143,28,1.0420414910603137,True,ats_10_120_ph,eff_abs
-0.023756823869361732,-14.593408669233506,-0.6692954187048377,0.8571428571428571,-0.027754631488733666,-14.543193286920843,-0.9815449298949638,0.8571428571428571,0.7857142857142857,28,0.9965590367918271,True,cx2_x10_ph,eff_abs
-0.02546111375967386,-15.542672160002924,-0.5278666480177875,0.9285714285714286,-0.0328489363426665,-16.701617208682084,-0.9595644533500387,0.8571428571428571,0.7857142857142857,28,1.0745653666723767,True,cx2_s25_ph,eff_abs
-0.021990659566091697,-13.388128698647677,-0.5791649462947374,0.8214285714285714,-0.03295897967280473,-17.14529486167412,-0.9772057636416579,0.8571428571428571,0.75,28,1.280634153405319,True,cx2.5_x20_ph,eff_abs
-0.02401986615184365,-14.610946922243716,-0.4565294138197637,0.8214285714285714,-0.03082403058627453,-15.718671546259854,-0.9578358844492714,0.8571428571428571,0.6785714285714286,28,1.0758147045438744,True,cx3_m50_ph,eff_abs
-0.02075428371706134,-12.836070991502027,-0.574184576062474,0.75,-0.03526089933267307,-17.903580607917917,-0.9669756399199905,0.8928571428571429,0.6428571428571429,28,1.3947866617262226,True,cx3_m60_ph,eff_abs
-0.020473395604860195,-12.638504807689895,-0.7005732671646454,0.7857142857142857,-0.026548012778019825,-14.571507134131762,-0.9593185599004596,0.8571428571428571,0.7142857142857143,28,1.1529454912471713,True,dts_20_250_ch,eff_abs
-0.02208283518258833,-14.10246729783371,-0.8510722235338639,0.8214285714285714,-0.02352615895163432,-12.761879839543909,-0.9872600095248366,0.9285714285714286,0.8928571428571429,28,0.9049395095214487,True,cx1.5_m5_ch,eff_abs
-0.021145236794604005,-13.487689856610357,-0.691758175098327,0.7857142857142857,-0.022741916727296224,-12.399118888542583,-0.9595117419712476,0.8571428571428571,0.7857142857142857,28,0.9192915184408498,True,cx1.5_m10_ch,eff_abs
-0.020086777289054863,-12.90994368284366,-0.9314622673578349,0.75,-0.020126376924619938,-10.943950627069324,-0.9725300176440619,0.8571428571428571,0.6785714285714286,28,0.8477148232345125,True,cx1.5_m25_ch,eff_abs
-0.021292347865957406,-13.660858941680353,-0.9565640622999408,0.75,-0.01923319970098536,-10.48636974856343,-0.9576471925377762,0.8928571428571429,0.7142857142857143,28,0.7676215524463614,True,cx1.5_m30_ch,eff_abs
-0.022347619665593843,-14.267966177688683,-0.7438227994404885,0.8571428571428571,-0.028369258307250983,-15.38381219283093,-0.9758595477760285,0.8928571428571429,0.8214285714285714,28,1.0782063821322436,True,cx1.5_x150_ch,eff_abs
-0.020508300459719297,-13.357187210184861,-0.8926621849868932,0.75,-0.028188438120135495,-15.284125576925533,-0.9763618845838021,0.8571428571428571,0.6785714285714286,28,1.1442622863945022,True,cx2_s20_ch,eff_abs
-0.02691732925330756,-12.487249492137781,-0.6900215695854743,0.75,-0.034460703064502746,-14.86642154774663,-0.9895906362108354,0.8571428571428571,0.6071428571428571,28,1.1905281108627501,True,za_rch60_250_ph,eff_abs
-0.022629318933754666,-12.496054730598955,-0.8362485915231341,0.8571428571428571,-0.026772571604065126,-14.834721732024317,-0.9738434825276698,0.8928571428571429,0.75,28,1.1871524294542894,True,za_cx4_m750_ch,eff_abs
-0.02377364427266418,-14.418292309388367,-0.7276418220648299,0.7857142857142857,-0.023601119910687612,-12.674518808606942,-0.9781512498808228,0.8214285714285714,0.75,28,0.8790582502169152,True,zb_cx2_m30_ch,eff_abs
-0.02436443366869212,-14.407832467975012,-0.9920343591644285,0.9285714285714286,-0.024659963375134014,-13.293028928001066,-0.9662720750869063,0.8928571428571429,0.8928571428571429,28,0.9226251733248652,True,zb_cx2_s90_ch,eff_abs
-0.020740899622901737,-12.425456019852705,-0.5299427083583507,0.7857142857142857,-0.025509001072958587,-13.728714331030629,-0.9706374582197675,0.8571428571428571,0.6428571428571429,28,1.1048861554131817,True,zb_cx2.5_m10_ch,eff_abs
-0.02003158683593592,-11.691172732112076,-0.8057026902141703,0.75,-0.023038672826337536,-12.517932517225306,-0.9499636434181244,0.8571428571428571,0.6785714285714286,28,1.0707165828490732,True,zc_cx1.5_m50_ch,eff_abs
-0.021054477569002195,-12.240706729933036,-0.9290098001766228,0.7142857142857143,-0.021722184285195817,-11.781838964155908,-0.9698519799928796,0.8571428571428571,0.6428571428571429,28,0.9625129679273315,True,zc_cx1.5_m60_ch,eff_abs
-0.022182027237055424,-12.558742615563515,-0.8459983550769542,0.7857142857142857,-0.025767596342536836,-13.795104072787357,-0.9802522371682616,0.8928571428571429,0.75,28,1.098446277232537,True,zc_cx2_s150_ch,eff_abs
-0.02286939771361529,-13.401774292083308,-0.8335604823683114,0.7857142857142857,-0.021392774522497188,-11.675513611496754,-0.9544241823704245,0.8571428571428571,0.6428571428571429,28,0.8711916315732694,True,zc_bvr_120_ch,eff_abs
-0.023272673429865304,-13.68031531297264,-0.48660777937179883,0.8214285714285714,-0.02008019939744979,-10.877277767591695,-0.9683040243999242,0.8571428571428571,0.75,28,0.7951043173162166,True,ra_cx1.5_x30_ch,eff_abs
-0.02570448139777637,-15.307954840431469,-0.9565253497219784,0.8571428571428571,-0.023915072371353152,-12.855420914235875,-0.9761312358986379,0.8571428571428571,0.8571428571428571,28,0.8397869635911164,True,ra_cx1.5_s75_ch,eff_abs
-0.023827662968560898,-14.02922709002528,-0.6763191188843432,0.7857142857142857,-0.025337763706895527,-13.821549508128168,-0.9706075320130763,0.8928571428571429,0.8928571428571429,28,0.9851967909162458,True,ra_cx2_x25_ch,eff_abs
-0.026311466987272242,-15.736658973287419,-0.946174672140932,0.75,-0.023234314160278713,-12.503009705951644,-0.9918977733212487,0.8571428571428571,0.8214285714285714,28,0.7945148793765683,True,ra_cx2_s60_ch,eff_abs
-0.022498696762820125,-13.557183450271177,-0.9049428473082541,0.7857142857142857,-0.022995395795572804,-12.440420745381791,-0.995613316929242,0.9285714285714286,0.7857142857142857,28,0.9176257584043352,True,ra_cx2_m75_ch,eff_abs
-0.025531401183459534,-15.131912239912896,-0.6326021316442405,0.8571428571428571,-0.02720343525274213,-14.60001679574571,-0.9895498202692881,0.8571428571428571,0.8571428571428571,28,0.9648494231440078,True,ra_bd5_75_ch,eff_abs
-0.022089546045317127,-12.366868924617954,-0.5602747923629355,0.7857142857142857,-0.022499636464794387,-12.34634780332105,-0.9573356942929548,0.8571428571428571,0.7857142857142857,28,0.998340637276744,True,rb_dts_5_750_ch,eff_abs
-0.02228481395206669,-12.335365230678486,-0.9005160066679853,0.75,-0.03260532483394568,-17.782550704420732,-0.9553852537108387,0.9285714285714286,0.8214285714285714,28,1.4415909356453351,True,rb_dts_60_750_ch,eff_abs
0.025919065229436544,15.949241275388191,0.942971491493957,0.8571428571428571,0.02973331180819397,16.104554931752006,0.9807359205138605,0.8928571428571429,0.9642857142857143,28,1.0097379965405304,True,rb_pdm_50_ch,eff_abs
-0.02405983080982016,-15.021651291431585,-0.7741390082369506,0.8571428571428571,-0.01959943251788454,-10.678016975216526,-0.9698738823785603,0.8214285714285714,0.8214285714285714,28,0.7108417555470292,True,rb_bdd_60_ch,eff_abs
-0.022303870156599015,-12.983266690169922,-0.8424432681033657,0.7857142857142857,-0.019470150812600562,-10.52156285457021,-0.9819463861016594,0.9285714285714286,0.7857142857142857,28,0.8103941100228995,True,rc_ats_60_500_ch,eff_abs
-0.022762805890268606,-12.777184601948864,-0.9597757293780282,0.8928571428571429,-0.023301752568930745,-12.779498651795729,-0.9564920645199715,0.9285714285714286,0.9642857142857143,28,1.0001811079607092,True,rc_ats_120_750_ch,eff_abs
-0.02315798003278055,-13.974353296048662,-0.7293948865590774,0.8214285714285714,-0.018940069463810605,-10.40562672255508,-0.9592649854779816,0.8928571428571429,0.8571428571428571,28,0.7446231322559548,True,rc_cx1.5_x180_ch,eff_abs
0.024574727732272678,15.057483185503065,0.6976303624506921,0.8928571428571429,0.017331756768722506,9.405839674430466,0.9761977691190393,0.8571428571428571,0.8214285714285714,28,0.6246621403161288,True,rc_pdd_75_ch,eff_abs
-0.021014480156474197,-12.282258693015786,-0.8039203125129544,0.8214285714285714,-0.02102078923273948,-11.335176913315504,-0.9965547637161409,0.9285714285714286,0.75,28,0.9228902595709996,True,rd_dts_40_500_ch,eff_abs
-0.021737942893875845,-12.681328460913614,-0.6861495711252564,0.8571428571428571,-0.023688689321972017,-12.773754951496246,-0.9911531866908585,0.9642857142857143,0.8214285714285714,28,1.0072883918169542,True,rd_ats_40_500_ch,eff_abs
-0.020720540435560764,-11.985934033149013,-0.677830260180683,0.8571428571428571,-0.02089926587133145,-11.388423665466037,-0.9733379347878655,0.8928571428571429,0.75,28,0.9501490358589939,True,rd_dts_60_500_ch,eff_abs
-0.02049335268010269,-11.87960760332482,-0.6601711364266719,0.8928571428571429,-0.021507125641318764,-11.67101181779841,-0.9825361453958822,0.9285714285714286,0.8214285714285714,28,0.9824408522156887,True,rd_ats_60_500_ch,eff_abs
-0.02026528887718873,-12.856731510990452,-0.9102446654658825,0.8928571428571429,-0.022541284885769036,-12.458299105098838,-0.9585230024779667,0.8571428571428571,0.75,28,0.9690098213880396,True,hz500_sg1.5_v10_pl,eff_abs
-0.022938968290288075,-13.98127748501831,-0.9143232855419704,0.9642857142857143,-0.022215823640880927,-12.161827623597851,-0.9628519778360978,0.8571428571428571,0.8214285714285714,28,0.869865263501844,True,hz750_sg1_v20_pl,eff_abs
-0.022126902053523884,-14.077707772966262,-0.8385188752693458,0.8571428571428571,-0.022980852747136543,-12.62046195370522,-0.9749132897954217,0.8214285714285714,0.6785714285714286,28,0.8964855754386788,True,ts_sg1_v20_ol,eff_abs
-0.022771509693382652,-13.64220798159466,-0.9393580632642917,1.0,-0.01867708718685171,-10.159294296402749,-0.9711214470281357,0.8571428571428571,0.8571428571428571,28,0.7446957494057507,True,ra_ts_su1_v10_pl,eff_abs
-0.02356885652883045,-14.322205953079417,-0.9136823641067495,0.8928571428571429,-0.02125136677410039,-11.656767465599739,-0.9619347293979564,0.8571428571428571,0.75,28,0.8138946963748568,True,hz750_sd1_v60_pl,eff_abs
-0.02153404121874597,-13.791874260655112,-0.8520441037627434,0.8214285714285714,-0.020814131866944613,-11.433662645966804,-0.9497547236808048,0.8571428571428571,0.75,28,0.8290144203666563,True,ts_sd1_v120_pl,eff_abs
-0.023079454767491903,-13.746223850906533,-0.9644340222738053,0.8928571428571429,-0.020140224870163287,-11.049561211647482,-0.9530938748304394,0.8571428571428571,0.75,28,0.8038252054886177,True,ra_ts_sd1_v60_pl,eff_abs
-0.02018790739884896,-12.216391519778421,-0.9416813729157778,0.8928571428571429,-0.02174428325828609,-11.73020035129058,-0.9706407242700225,0.8928571428571429,0.7857142857142857,28,0.9602017365192747,True,hz750_md_5_pl,eff_abs
0.020924097132433928,12.54586171485995,0.8716415024321779,0.75,0.023293815722101846,12.818232350437981,0.9620919046523384,0.9285714285714286,0.6785714285714286,28,1.021709998226381,True,ra_ts_sg2.5_v250,eff_abs
0.021664820572283777,12.988751082944532,0.8753625145941898,0.7857142857142857,0.022115472372357142,12.172247094817859,0.9511713879591667,0.8571428571428571,0.7142857142857143,28,0.9371376060013329,True,ra_ts_sg2.5_v250_ch,eff_abs
-0.020010064907265673,-11.993045790601956,-0.882317199952952,0.8571428571428571,-0.019141367656971692,-10.463508288707008,-0.9738160044097425,0.8928571428571429,0.75,28,0.8724646325378386,True,ra_ts_mu_5_pl,eff_abs
-0.021019203166601608,-11.870656948024854,-0.9206095977218035,0.8928571428571429,-0.01726239862039966,-9.37645511481017,-0.9697426597241343,0.8571428571428571,0.75,28,0.7898851054212555,True,ra_hz750_md_5_pl,eff_abs
-0.020479373394039074,-12.234022838472098,-0.9190632332648908,0.8571428571428571,-0.02075158315781883,-11.275095280499869,-0.9612959518543392,0.8571428571428571,0.7142857142857143,28,0.9216179689515775,True,ra_ts_md_8_pl,eff_abs
-0.02006152866834568,-12.092939521677149,-0.8818368614086837,0.8928571428571429,-0.02322003760899613,-12.680210875516408,-0.9746056278986329,0.8928571428571429,0.7857142857142857,28,1.0485631597500797,True,ra_ts_fl_2_pl,eff_abs
-0.02368542425832254,-14.984119119126836,-0.8308069086426251,0.8214285714285714,-0.030038816415237757,-16.174156183905037,-0.9482995372336345,0.8928571428571429,0.7142857142857143,28,1.0794198881707466,True,ts_dd0.02_ol,eff_abs
0.020554672253967038,12.075297595327893,0.9863853765027589,0.7857142857142857,0.02254248044023191,12.311139200373232,0.9691964378875229,0.8928571428571429,0.75,28,1.0195309145123337,True,za_oc750_mu_20_pl,eff_abs
0.020554672253967038,12.075297595327893,0.9863853765027589,0.7857142857142857,0.02254248044023191,12.311139200373232,0.9691964378875229,0.8928571428571429,0.75,28,1.0195309145123337,True,za_ep750_mu_20_pl,eff_abs
0.02461807603058966,13.476957826076838,0.9419728350348638,0.7857142857142857,0.02466642230145155,13.652633424990976,0.9647338412874344,0.8571428571428571,0.7857142857142857,28,1.0130352562634142,True,zb_oc750_fl_1_pl,eff_abs
0.022745455617473487,12.638466341086204,0.9111004561368576,0.8214285714285714,0.024001584811623622,13.321210898753824,0.9729863790951895,0.8571428571428571,0.75,28,1.0540211556720371,True,zb_ep750_fl_8_pl,eff_abs
0.021976221532534312,13.472851500055915,0.9353903120777767,0.8214285714285714,0.021634354010307666,11.898510670834265,0.9617633496145742,0.8571428571428571,0.6785714285714286,28,0.883147169757262,True,zb_oc120_mu_20_pl,eff_abs
0.021976221532534312,13.472851500055915,0.9353903120777767,0.8214285714285714,0.021634354010307666,11.898510670834265,0.9617633496145742,0.8571428571428571,0.6785714285714286,28,0.883147169757262,True,zb_ep120_mu_20_pl,eff_abs
0.02306673485015759,12.910770631747333,0.9539188884820319,0.8571428571428571,0.027177515251143397,14.82136702660211,0.9759279838230093,0.8571428571428571,0.7857142857142857,28,1.147984690406989,True,zb_oc750_mu_20_pl,eff_abs
0.02306673485015759,12.910770631747333,0.9539188884820319,0.8571428571428571,0.027177515251143397,14.82136702660211,0.9759279838230093,0.8571428571428571,0.7857142857142857,28,1.147984690406989,True,zb_ep750_mu_20_pl,eff_abs
0.022584404109881745,12.445735766995305,0.9678010095235147,0.8214285714285714,0.024516689418306897,13.641505928770231,0.9730936806584486,0.8571428571428571,0.75,28,1.0960787039160813,True,ra_oc750_fl_1_pl,eff_abs
0.02264690282727916,12.631185923015543,0.8436726918229277,0.8214285714285714,0.025478416186011377,14.258711379746682,0.97852371720993,0.8928571428571429,0.7857142857142857,28,1.128849774411569,True,ra_oc750_fl_8_pl,eff_abs
0.022595542059011986,12.63474798508337,0.9146993910230732,0.8928571428571429,0.024436165293680978,13.593389946388935,0.9909141022047081,0.9642857142857143,0.8571428571428571,28,1.0758734533080787,True,ra_ep750_fl_8_pl,eff_abs
0.021164919106569813,12.333024816831646,0.8538133218722294,0.8214285714285714,0.029306042820547468,16.355550834423163,0.9969109096272148,0.8571428571428571,0.6785714285714286,28,1.3261589169999664,True,rb_ep750_fl_8_pl,eff_abs
0.020180981116305036,11.045087731625143,0.8746001939251042,0.8214285714285714,0.02386004475646583,13.200493414864763,0.9696007970960517,0.8571428571428571,0.8214285714285714,28,1.195146089882844,True,zb_ep750_sg1_v10_pl,eff_abs
-0.02383783021398936,-14.434778902018744,-0.9834434684941847,0.8571428571428571,-0.028757748557307145,-13.747169247304097,-0.9681208881421339,0.8928571428571429,0.75,28,0.9523643791580013,True,za_xsctop_r20_pv,eff_abs
-0.029790638479228554,-17.944613223585268,-0.870348499121511,0.8928571428571429,-0.03134821362816631,-17.29671345152118,-0.9527570178398285,0.8571428571428571,0.8214285714285714,28,0.9638944699453019,True,za_xsctop_r20_pd,eff_abs
-0.020097890455853,-12.838409147573131,-0.8413392131407901,0.6785714285714286,-0.031011664301360348,-16.789420677441,-0.9955693980504295,0.8571428571428571,0.6785714285714286,28,1.3077493079128684,True,zd_xsctop_r15_pd,eff_abs
-0.020138295182593163,-12.874959954388547,-0.8885363691814756,0.7857142857142857,-0.029638432650066687,-16.06082762441156,-0.9861351005532093,0.8571428571428571,0.6428571428571429,28,1.247446802266525,True,ze_xsctop_r15_pd,eff_abs
-0.031473613147274704,-20.062785839646274,-0.9861698662920129,1.0,-0.023031567701591038,-12.496818860892267,-0.96324763491814,0.8571428571428571,0.8571428571428571,28,0.6228855235147442,True,ze_xsctop_r20_pd,eff_abs
-0.021373674656178482,-13.116502696327242,-0.8897647837560538,0.6785714285714286,-0.03661088803946719,-19.96797133471893,-0.9961049398585485,0.8928571428571429,0.5714285714285714,28,1.5223548377960665,True,rb_xsctop_r20_pd,eff_abs
-0.02322093602723757,-14.648849462541616,-0.791304544890749,0.8214285714285714,-0.03504996844218833,-18.66707692904842,-0.9543635268509756,0.8571428571428571,0.75,28,1.2743032807308015,True,rb_xsctop_r40_pd,eff_abs
-0.02142804346688132,-13.721217863802783,-0.9104928698873841,0.7142857142857143,-0.03194012276665267,-17.149332803760476,-0.9667258593929213,0.8928571428571429,0.6071428571428571,28,1.2498404277218877,True,rc_xsctop_r15_pd,eff_abs
-0.02170137854588383,-13.816783444247028,-0.8095153332334288,0.7857142857142857,-0.02234074223042981,-12.002065500177137,-0.9529944149781878,0.8571428571428571,0.6428571428571429,28,0.8686584362132783,True,rc_xsctop_r120_pd,eff_abs
-0.023578538377244496,-14.92152374681558,-0.8614434924239766,0.7857142857142857,-0.027718931937383146,-15.038971979716976,-0.9853127118486834,0.8928571428571429,0.6785714285714286,28,1.0078710616217368,True,rd_xsctop_r15_pd,eff_abs
-0.0013546802144162318,-0.8990400531692846,-0.7947728307057622,0.5357142857142857,0.0028113652051319216,1.513881682286735,0.46338872390185715,0.6785714285714286,0.5,28,1.6838868045422652,False,eff_trail_5,eff_abs
-0.004751865930864074,-3.1759030358179148,-0.5597982021534572,0.6785714285714286,0.0016999569181557483,0.9242335967259651,0.5514607158663999,0.6071428571428571,0.6428571428571429,28,0.2910144252839067,False,eff_trail_10,eff_abs
-0.006853577295360402,-4.552958217060709,-0.9282582174054662,0.75,-0.0022802183002845755,-1.255290053687488,-0.21179330912426017,0.4642857142857143,0.5714285714285714,28,0.27570866980147163,True,eff_trail_15,eff_abs
-0.0080129802521611,-5.343078363427983,-0.9455402351718448,0.6071428571428571,-0.010090706413283856,-5.53859051922006,-0.8129203844421745,0.6428571428571429,0.5357142857142857,28,1.0365916691640362,True,eff_trail_20,eff_abs
-0.0033313034379915674,-2.2067622799314113,-0.8787298995321514,0.5714285714285714,-0.0062036632089981225,-3.3381808941000535,-0.7809236633944173,0.5714285714285714,0.5714285714285714,28,1.5127052535100465,True,persist_ratio,eff_abs
-0.003212456602830871,-2.1286105953967884,-0.8623742849584534,0.5714285714285714,-0.006219444381480449,-3.348690042636113,-0.7798393050701833,0.5714285714285714,0.5714285714285714,28,1.5731811397903395,True,persist_log,eff_abs
-0.0016600219401402272,-1.1087261791271599,-0.511653779525044,0.5357142857142857,-0.008093438433300737,-4.354541428161127,-0.9041144929089839,0.7142857142857143,0.6785714285714286,28,3.9275174611545856,True,persist_diff,eff_abs
-0.0022357097505237566,-1.4935546863208562,-0.48919979878089576,0.5,-0.007671277924892306,-4.140025229042549,-0.911560234062159,0.7857142857142857,0.6428571428571429,28,2.7719274472907776,True,ts_slope,eff_abs
0.002458391958848616,1.6396603393831215,0.7664355499126578,0.5714285714285714,-0.0017281032009301422,-0.927314176687818,-0.3023273005066267,0.42857142857142855,0.5714285714285714,28,0.5655526052649997,False,ts_curve,eff_abs
0.005033912901954346,3.347325929636105,0.7989405400194155,0.6428571428571429,0.008686302298702125,4.7252001343700245,0.8346388423990463,0.6428571428571429,0.5,28,1.4116343115962153,True,ts_disp,eff_abs
-0.022135152223225818,-8.04849607827754,-0.36032363235696147,0.6428571428571429,0.007202291029821457,2.246701108072434,0.531041507181921,0.6071428571428571,0.39285714285714285,28,0.27914545602328866,False,z_paneldisp_40,signed
-0.025708208518721215,-9.335792362818998,-0.28615089246980036,0.7142857142857143,0.001003686712948702,0.31660905868302125,0.47027953527264105,0.4642857142857143,0.4642857142857143,28,0.03391346405088848,False,z_panelvol_40,signed
