# VOTE-TIMING LEAK (HANDOFF 0d, 15 Sep 2026): built with entry-day votes -- every number in this file is contaminated and may not be quoted. Readers pass comment='#'.
budget,draw,median_year_pct,total_return_pct,max_dd_pct,trades
team1,0,3.19446361218987,18.848408041580665,1.8344996081371843,1680144
team2,0,4.791695418284805,28.272612062370996,2.7517494122057755,1680144
team1,1,3.0866860749590135,21.416349858156465,2.2391860933523127,1613056
team2,1,4.63002911243852,32.1245247872347,3.3587791400284708,1613056
team1,2,2.9960514099966016,19.900847109493185,2.2562855393069654,1530380
team2,2,4.494077114994902,29.851270664239777,3.3844283089604694,1530380
team1,3,2.4335735705300814,15.902696544107647,1.8926417187238123,1615768
team2,3,3.650360355795122,23.85404481616147,2.838962578085731,1615768
team1,4,3.42377437481169,19.947937465680653,2.5218739355235193,1586612
team2,4,5.135661562217535,29.921906198520976,3.7828109032852844,1586612
team1,5,3.022258227066289,17.622766040328166,1.734768839872272,1621372
team2,5,4.533387340599433,26.434149060492253,2.6021532598084125,1621372
team1,6,3.7361909533264543,17.74353970154099,1.9524323733001108,1593429
team2,6,5.604286429989682,26.615309552311487,2.9286485599501635,1593429
team1,7,4.295523276102237,22.853066671859175,2.1783392441934524,1511089
team2,7,6.443284914153356,34.27960000778876,3.2675088662901715,1511089
team1,8,3.7696865236197783,17.120650974714458,2.511748413581607,1587480
team2,8,5.654529785429667,25.68097646207169,3.7676226203724106,1587480
team1,9,2.311681506776881,18.275690737111702,2.63768467001254,1555821
team2,9,3.467522260165322,27.413536105667557,3.9565270050188204,1555821
team1,10,4.310215367173304,26.4042668708203,1.7340046591159286,1542207
team2,10,6.465323050759956,39.606400306230455,2.601006988673902,1542207
team1,11,3.16252043457309,21.223590177997327,2.0186353949564797,1575667
team2,11,4.743780651859636,31.835385266995992,3.027953092434725,1575667
team1,12,3.320801929278667,20.242802135616056,2.72886867220949,1656167
team2,12,4.981202893918001,30.36420320342409,4.093303008314216,1656167
team1,13,4.7923017727599415,23.555303173112947,2.287668357124705,1578466
team2,13,7.188452659139913,35.33295475966942,3.431502535687045,1578466
team1,14,3.10256529552415,18.59431903909227,2.595871404959908,1501733
team2,14,4.653847943286225,27.891478558638404,3.893807107439873,1501733
team1,15,4.108246135458758,23.824154095138965,1.4749683449108488,1542123
team2,15,6.162369203188138,35.73623114270845,2.2124525173662732,1542123
team1,16,2.483242018463596,19.914089831244183,2.275634460261756,1575291
team2,16,3.7248630276953945,29.871134746866275,3.4134516903926517,1575291
team1,17,5.130282733597644,24.76684165647506,2.040362193784567,1612482
team2,17,7.695424100396467,37.15026248471259,3.060543290676847,1612482
team1,18,3.650099852851746,16.948814961719474,2.921927167433461,1681390
team2,18,5.475149779277619,25.423222442579217,4.382890751150189,1681390
team1,19,4.181052235285847,22.63677333781899,2.1570383023371065,1610515
team2,19,6.27157835292877,33.95516000672849,3.235557453505649,1610515
team1,20,4.851195149321817,27.5153914632892,1.7462668504225007,1597942
team2,20,7.276792723982727,41.273087194933794,2.61940027563373,1597942
team1,21,3.6445913917737798,24.37824172887219,2.4977467331172356,1647805
team2,21,5.46688708766067,36.56736259330829,3.7466200996758374,1647805
team1,22,3.8244187257180635,22.21134937227041,2.1074331910453807,1561761
team2,22,5.7366280885770955,33.31702405840561,3.161149786568078,1561761
team1,23,4.19143579599278,22.107020936869986,2.441057684725507,1670683
team2,23,6.287153693989171,33.16053140530498,3.661586527088275,1670683
team1,24,4.274782977119464,23.394381850895584,1.667117765246008,1636092
team2,24,6.412174465679195,35.09157277634338,2.500676647869021,1636092
