structure,step,build,trade,cut_applied,passers,members,curve_bins,size_scale,scale_binds,cap_pct,cap_bound_days,net_min_votes,curve_mode,opposition,vote_on_entry_day,dip_budget,day_budget,build_median_year_pct
ALLPASS,1,2011-2015,2016-2016,False,28,28,4,0.7958812465293927,DIP95,2.0,0,0.5,fitted,net,False,5.4,3.6,22.00702083834907
ALLPASS,2,2012-2016,2017-2017,False,28,28,4,0.31962318413786367,actual maxDD,2.0,0,0.5,fitted,net,False,5.4,3.6,8.425224789294955
ALLPASS,3,2013-2017,2018-2018,False,28,28,4,0.8190026535613606,DIP95,2.0,0,0.5,fitted,net,False,5.4,3.6,17.709624473605952
ALLPASS,4,2014-2018,2019-2019,False,28,28,4,0.7592373303043103,DIP95,2.0,0,0.5,fitted,net,False,5.4,3.6,15.381167236010983
ALLPASS,5,2015-2019,2020-2020,False,28,28,4,0.5640535042661068,actual maxDD,2.0,0,0.5,fitted,net,False,5.4,3.6,9.568714594429085
