N,B,D,R,A_real,A_surr,A_corr,A_z,B_real,B_surr,B_corr,B_z,agree
3,2,0.5,0.62,0.45840263835870027,0.4549672752922051,0.0034353630664951673,0.11808888763675074,0.46427890805213873,0.44360129311882746,0.020677614933311272,0.5546468151275502,True
3,2,0.5,0.75,0.45737652997145106,0.4543266967136175,0.0030498332578335896,0.10503410124539936,0.4639262907354071,0.4434317428788834,0.020494547856523715,0.5513543821545427,True
3,2,0.5,1.0,0.4584103772565149,0.4540925435362885,0.004317833720226427,0.14889383011564827,0.4628099335080298,0.44334073654988904,0.019469196958140755,0.5238811558072752,True
3,2,1.0,0.5,0.6094656378292557,0.5892294618398974,0.02023617598935823,0.4343623610734512,0.5048112954835292,0.5618429123577526,-0.05703161687422342,-1.128587521293117,False
3,2,1.0,0.62,0.6111893829468211,0.5881680703704871,0.023021312576333997,0.4983386490530702,0.5051763623934875,0.5613624176225294,-0.056186055229041854,-1.1117232891419777,False
3,2,1.0,0.75,0.6108018551371126,0.587742783797988,0.02305907133912455,0.49962054456777205,0.5052548023029967,0.5611362231682877,-0.05588142086529102,-1.1038822486174185,False
3,2,1.0,1.0,0.6112438989580913,0.5874406037313398,0.02380329522675151,0.5146353121756447,0.5058934233860459,0.5610698561934717,-0.05517643280742579,-1.0886824944492486,False
3,3,0.25,0.5,0.47225063333593503,0.4570773108892716,0.015173322446663418,0.4985870611383616,0.442374280042221,0.4498652179884142,-0.00749093794619321,-0.2140708037337313,False
3,3,0.25,0.62,0.4719849777962099,0.4552057796606908,0.01677919813551909,0.5466981974988274,0.4428848776288057,0.4484747130046287,-0.005589835375823027,-0.16009879709718727,False
3,3,0.25,0.75,0.4709755232998087,0.4544511196325335,0.0165244036672752,0.5375758473151242,0.4432534472477782,0.4480704652553122,-0.00481701800753398,-0.13748216659112233,False
3,3,0.25,1.0,0.4711132219052296,0.4542283166086921,0.016884905296537467,0.55092312589318,0.44337227552755826,0.447999345128345,-0.004627069600786737,-0.13203955456967778,False
3,3,0.5,0.5,0.4756583671890053,0.5438475527064858,-0.06818918551748049,-1.2320832218342461,0.4818824355336795,0.5485987719580194,-0.06671633642433994,-1.489756522540058,True
3,3,0.5,0.62,0.4771543642685584,0.541813876134778,-0.06465951186621965,-1.1654068704315337,0.48269381317703275,0.5472305983940439,-0.06453678521701112,-1.4400847167833999,True
