,,n,mfe,mae,bars,eff,fav20,ratio
trending (straight+large),young (<= typical),1697,0.014309450694736497,-0.01575905724805907,10.026517383618149,0.21615552029987983,0.474366529169122,0.9080143862348675
trending (straight+large),old (> typical),1115,0.014523446975350364,-0.016910469345122928,9.817937219730942,0.20146386529051727,0.45829596412556056,0.8588435175241902
drifting (straight+small),young (<= typical),1614,0.01326199840291673,-0.015022589230260187,10.029739776951672,0.21440393614768874,0.46592317224287483,0.8828037696859156
drifting (straight+small),old (> typical),1198,0.01270552996571622,-0.015336968583372397,10.186143572621035,0.21727163950935727,0.4599332220367279,0.8284251152141594
volatile chop (choppy+large),young (<= typical),1474,0.015128662265855054,-0.015375419424686976,10.311397557666215,0.2246564618242579,0.5027137042062415,0.9839511917030552
volatile chop (choppy+large),old (> typical),1036,0.015166854638918597,-0.014418417907267831,10.196911196911197,0.2231194185787374,0.5048262548262549,1.0519083811042476
dead (choppy+small),young (<= typical),1729,0.014145353743750508,-0.014631744092552877,10.173510699826489,0.2218213521278381,0.4939271255060729,0.9667578693472416
dead (choppy+small),old (> typical),1360,0.013428169990030905,-0.01498157554093447,9.669117647058824,0.21890143362457964,0.46176470588235297,0.8963122705846817
