median_year_pct,mean_year_pct,worst_year_pct,best_year_pct,total_return_pct,max_dd_pct,dip95_pct,worst_day_pct,worst_month_pct,sortino,sharpe,calmar,profit_factor,win_rate_pct,trading_days,n_years,structure,members_step1,members_step2,build_median_year_pct,retention,retention_flag,budget,dip_budget,day_budget,kind,cut_applied
-0.49598487818784615,-0.40551224438332767,-2.7705848381531397,1.879375680459431,-2.0275612219166375,4.744686143848637,7.9736439410715025,0.6772951239930718,1.6164545847328151,-0.29048637965109625,-0.2069683329314534,-0.42733305437817387,0.9637279955771535,49.45987654320987,1296,5,NO_CUT,250,250,3.3676325465251145,-0.14727998715288199,FIT,team1,3.6,3.6,real,False
-0.7439773172817695,-0.6082683665749915,-4.15587725722971,2.819063520689147,-3.041341832874957,7.117029215772959,11.960465911607251,1.015942685989608,2.424681877099223,-0.2904863796510963,-0.20696833293145345,-0.4273330543781737,0.9637279955771534,49.45987654320987,1296,5,NO_CUT,250,250,5.051448819787671,-0.14727998715288207,FIT,team2,5.4,3.6,real,False
