si,ti,mi,ai,cti,so,to,mo,ao,cto,dec,held,signal,kind,scorable,was_independent,n_pairs
0.0009164737903961107,0.5128199034758676,0.42481581831167864,0.47619047619047616,21.0,0.008353135501703385,3.8846096645863635,0.14248302105798977,0.5714285714285714,21.0,7.574997846722941,True,differential (level),direct,True,,
-0.0029183378649135505,-1.5970628390550505,-0.2700857153186756,0.5238095238095238,21.0,-0.002499860201726961,-1.1571259044363333,-0.4705744810001271,0.47619047619047616,21.0,0.7245337353920157,True,differential (250d z),direct,True,,
-0.00039146569224504657,-0.24688574938996405,-0.2999209793470334,0.5357142857142857,28.0,0.019815237995938706,10.70770548917085,0.6652204860771775,0.6428571428571429,28.0,43.37109580293224,False,z_paneldisp_40,construction,True,False,28.0
0.0005628009553310109,0.3410347315477368,0.19601886810782992,0.4642857142857143,28.0,0.006554424533917025,3.4889956666717716,-0.15339109260875464,0.6428571428571429,28.0,10.230616837286542,True,z_panelvol_40,construction,True,True,28.0
-0.003242665104765341,-1.963072640909328,-0.25549229235154586,0.5357142857142857,28.0,-0.011158074689820358,-5.928107606462248,-0.757710444371258,0.6428571428571429,28.0,3.019810618783954,True,z_panelvol_60,construction,True,False,28.0
0.0005628009553310109,0.3410347315477368,0.19601886810782992,0.4642857142857143,28.0,0.006554424533917025,3.4889956666717716,-0.15339109260875464,0.6428571428571429,28.0,10.230616837286542,True,zz_panelvol_D40,construction,True,False,28.0
-0.00039146569224504657,-0.24688574938996405,-0.2999209793470334,0.5357142857142857,28.0,0.019815237995938706,10.70770548917085,0.6652204860771775,0.6428571428571429,28.0,43.37109580293224,False,zz_paneldisp_D40,construction,True,False,28.0
-0.003242665104765341,-1.963072640909328,-0.25549229235154586,0.5357142857142857,28.0,-0.011158074689820358,-5.928107606462248,-0.757710444371258,0.6428571428571429,28.0,3.019810618783954,True,zz_panelvol_D60,construction,True,False,28.0
0.010381411451843292,6.210398222484986,0.2533847164784924,0.6785714285714286,28.0,0.0019596946657919334,1.0593114833423112,0.4384527362206935,0.5,28.0,0.17057062130203393,True,zz_coex3_D120,construction,True,False,28.0
-0.008245054929459983,-5.291563213961637,-0.2640262314281369,0.6428571428571429,28.0,-0.02675721568646608,-14.262486361152547,-0.916495777973998,0.8928571428571429,28.0,2.695325707065426,True,cx4_m375,construction,True,True,28.0
0.010381411451843292,6.210398222484986,0.2533847164784924,0.6785714285714286,28.0,0.0019596946657919334,1.0593114833423112,0.4384527362206935,0.5,28.0,0.17057062130203393,True,zb_cx3_m120,construction,True,False,28.0
0.03617582498169816,12.723825436447889,0.6656114523487566,0.75,28.0,-0.018783091420890186,-6.902610907096959,-0.7392635508771551,0.6071428571428571,28.0,0.5424949392439921,False,zd_cx3_x375,construction,True,True,28.0
0.0062354596421685116,3.8733913397755075,0.7279760321624149,0.6071428571428571,28.0,0.007181374460613343,3.9482710397634735,0.33990095133318726,0.6428571428571429,28.0,1.0193318189202916,True,ra_cx2.5_m10,construction,True,True,28.0
