budget,structure,real_median_year,n,null_mean,null_p95,null_max,pctile_of_real,p_value,p_resolution
team1,NO_CUT,5.020837480513013,25,-0.0020675219963847678,0.0,0.0,100.0,0.0,0.04
team1,NO_CUT_SLICE_BALANCED,5.815629336583578,25,0.0,0.0,0.0,100.0,0.0,0.04
team2,NO_CUT,7.531256220769518,25,-0.0031012829945771514,0.0,0.0,100.0,0.0,0.04
team2,NO_CUT_SLICE_BALANCED,8.723444004875368,25,0.0,0.0,0.0,100.0,0.0,0.04
