c1,c2,vol,base,exit_ind,slice,mode,crosses_label,expectancy_R,total_R,profit_factor,win_rate,sharpe,sortino,max_dd_R,ulcer_R,calmar,n_blind,n_w2,n_w3,risk_atr_len,risk_atr_mult,risk_be_pct,risk_tp_mult,risk_trail_arm,risk_trail_mult,ip2,ip1,risk1,stage,stage_w1,cheap_gain_R,base_R_w1w2,final_R_w1w2,cheap_ip,cheap_risk,cheap_ip_w1,cheap_risk_w1,cheap_gain_R_w1,resumed
adx_dmi_signals,center_of_gravity_signals,damiani_volatmeter_volume_signals,t3_baseline,adx_dmi_exit,trend,A,False,-0.054562105249927,-7.529570524489929,0.8502763960528426,0.2246376811594203,-1.0480175345831564,-12.484637155488723,12.370712416118542,6.341756937279599,-0.6086610270463648,138,108,30,2,1.05,0.05,2.45,1.0,0.95,"{""base"": {""length"": 10, ""volume_factor"": 1.993625}, ""c1"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 40}, ""c2"": {""length"": 10, ""signal_length"": 3}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""lag"": 1.4, ""sedimentation"": 41, ""threshold"": 1.4, ""viscosity"": 4}}","{""base"": {""length"": 10, ""volume_factor"": 0.7}, ""c1"": {""adx_smoothing"": 11, ""adx_threshold"": 25, ""di_length"": 17}, ""c2"": {""length"": 8, ""signal_length"": 4}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""lag"": 1.4, ""sedimentation"": 41, ""threshold"": 1.4, ""viscosity"": 6}}","{""atr_len"": 22, ""atr_mult"": 1.0, ""be_pct"": 0.01, ""tp_mult"": 3.0, ""trail_arm"": 1.1, ""trail_mult"": 1.45}",full,full,,0.1310755804213679,0.4839573107415872,,,,,,False
adx_dmi_signals,center_of_gravity_signals,efficiency_ratio_volume_signals,frama_baseline,adx_dmi_exit,trend,A,False,-0.0629884844612585,-9.700226607033816,0.8042403976186963,0.3116883116883117,-1.4991351842737948,-15.012951090444773,15.442920148985545,8.249808976986595,-0.6281342203061919,154,98,56,2,1.0,0.01,1.0,1.0,0.5,"{""base"": {""length"": 12}, ""c1"": {""adx_smoothing"": 11, ""adx_threshold"": 25, ""di_length"": 7}, ""c2"": {""length"": 8, ""signal_length"": 9}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""er_threshold"": 0.3, ""length"": 66}}","{""base"": {""length"": 28}, ""c1"": {""adx_smoothing"": 40, ""adx_threshold"": 25, ""di_length"": 40}, ""c2"": {""length"": 10, ""signal_length"": 13}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""er_threshold"": 0.045597, ""length"": 66}}","{""atr_len"": 41, ""atr_mult"": 1.0, ""be_pct"": 0.05, ""tp_mult"": 2.25, ""trail_arm"": 1.1, ""trail_mult"": 0.5}",full,full,,0.0542210905875419,0.9346853082344434,,,,,,False
adx_dmi_signals,coral_signals,efficiency_ratio_volume_signals,frama_baseline,adx_dmi_exit,trend,A,False,0.0839295028077795,9.567963320086871,1.2883143276170013,0.3684210526315789,1.6709380086736931,16.944922330361685,8.215594634195664,3.2400659224396597,1.1646099577822715,114,88,26,19,1.0,0.05,2.9,1.8,1.05,"{""base"": {""length"": 12}, ""c1"": {""adx_smoothing"": 2, ""adx_threshold"": 25, ""di_length"": 61}, ""c2"": {""const_d"": 11, ""smooth_period"": 10}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""er_threshold"": 0.3, ""length"": 43}}","{""base"": {""length"": 10}, ""c1"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""c2"": {""const_d"": 40, ""smooth_period"": 10}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""er_threshold"": 0.3, ""length"": 66}}","{""atr_len"": 3, ""atr_mult"": 1.0, ""be_pct"": 0.05, ""tp_mult"": 1.5, ""trail_arm"": 1.2, ""trail_mult"": 0.95}",full,full,,0.0463695836697406,0.5978442574016495,,,,,,False
adx_dmi_signals,dpo_signals,variance_volume_signals,wma_baseline,adx_dmi_exit,trend,A,False,-0.0452300541852391,-6.151287369192525,0.8601980143365335,0.3382352941176471,-1.0482752464996448,,19.9489205396118,8.76006840256728,-0.3083518908693908,136,84,52,5,1.0,0.01,2.05,1.0,1.45,"{""base"": {""ma_length"": 20}, ""c1"": {""adx_smoothing"": 5, ""adx_threshold"": 25, ""di_length"": 40}, ""c2"": {""len"": 216}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""ema_len"": 2, ""filter_lookback"": 25, ""hline"": 0, ""lookback"": 132}}","{""base"": {""ma_length"": 20}, ""c1"": {""adx_smoothing"": 17, ""adx_threshold"": 25, ""di_length"": 40}, ""c2"": {""len"": 142}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""ema_len"": 12, ""filter_lookback"": 16, ""hline"": 0, ""lookback"": 25}}","{""atr_len"": 35, ""atr_mult"": 1.05, ""be_pct"": 0.05, ""tp_mult"": 1.7, ""trail_arm"": 1.0, ""trail_mult"": 1.4}",full,full,,0.0581692089356261,0.3892824163883292,,,,,,False
adx_dmi_signals,dspo_signals,variance_volume_signals,wma_baseline,adx_dmi_exit,trend,A,False,0.2080039448641873,24.960473383702475,1.7341315701088953,0.4,3.7098017106766057,,7.588853452070552,2.5040536005729885,3.289096770855712,120,74,46,7,1.0,0.05,3.0,1.75,0.5,"{""base"": {""ma_length"": 200}, ""c1"": {""adx_smoothing"": 11, ""adx_threshold"": 25, ""di_length"": 14}, ""c2"": {""len"": 17}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""ema_len"": 8, ""filter_lookback"": 132, ""hline"": 0, ""lookback"": 20}}","{""base"": {""ma_length"": 200}, ""c1"": {""adx_smoothing"": 11, ""adx_threshold"": 25, ""di_length"": 14}, ""c2"": {""len"": 11}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""ema_len"": 10, ""filter_lookback"": 16, ""hline"": 0, ""lookback"": 25}}","{""atr_len"": 46, ""atr_mult"": 1.15, ""be_pct"": 0.01, ""tp_mult"": 2.55, ""trail_arm"": 1.9, ""trail_mult"": 0.5}",full,full,,0.06702903764889,0.3744102010170773,,,,,,False
adx_dmi_signals,ehlers_reverse_ema_signals,variance_volume_signals,wma_baseline,adx_dmi_exit,trend,A,False,0.070144543268519,6.73387615377783,1.224462538459261,0.3541666666666667,1.4026991475147097,,9.63020471313394,3.5800624586949703,0.6992453799651821,96,76,20,33,1.0,0.05,3.0,2.0,1.4,"{""base"": {""ma_length"": 20}, ""c1"": {""adx_smoothing"": 17, ""adx_threshold"": 25, ""di_length"": 40}, ""c2"": {""alpha"": 0.1}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""ema_len"": 10, ""filter_lookback"": 25, ""hline"": 0, ""lookback"": 20}}","{""base"": {""ma_length"": 200}, ""c1"": {""adx_smoothing"": 11, ""adx_threshold"": 25, ""di_length"": 14}, ""c2"": {""alpha"": 0.1}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""ema_len"": 10, ""filter_lookback"": 20, ""hline"": 0, ""lookback"": 25}}","{""atr_len"": 41, ""atr_mult"": 1.0, ""be_pct"": 0.01, ""tp_mult"": 2.0, ""trail_arm"": 1.4, ""trail_mult"": 0.55}",full,full,,0.0862128698872041,0.4701582445211463,,,,,,False
adx_dmi_signals,halftrend_signals,variance_volume_signals,wma_baseline,adx_dmi_exit,trend,A,False,0.0825046798186119,8.085458622223967,1.2563187823354225,0.3469387755102041,1.5599985171703548,32.79518127636242,8.598078513558237,3.1559102771331453,0.9403797150112176,98,68,30,32,1.0,0.01,3.0,1.1,1.05,"{""base"": {""ma_length"": 20}, ""c1"": {""adx_smoothing"": 11, ""adx_threshold"": 25, ""di_length"": 26}, ""c2"": {""amplitude"": 50}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""ema_len"": 10, ""filter_lookback"": 57, ""hline"": 0, ""lookback"": 11}}","{""base"": {""ma_length"": 20}, ""c1"": {""adx_smoothing"": 11, ""adx_threshold"": 25, ""di_length"": 11}, ""c2"": {""amplitude"": 12}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""ema_len"": 12, ""filter_lookback"": 25, ""hline"": 0, ""lookback"": 11}}","{""atr_len"": 32, ""atr_mult"": 1.0, ""be_pct"": 0.05, ""tp_mult"": 2.45, ""trail_arm"": 1.0, ""trail_mult"": 1.05}",full,full,,0.0744710199534235,0.4541818233731443,,,,,,False
adx_dmi_signals,j_tpo_signals,variance_volume_signals,wma_baseline,adx_dmi_exit,trend,A,False,0.1278408420940292,15.08521936709545,1.5329299365377185,0.4491525423728814,2.8195763010936035,19.034425946175094,6.051692140085145,2.5876121538009484,2.4927274914026287,118,78,40,50,1.0,0.05,3.0,1.0,1.55,"{""base"": {""ma_length"": 20}, ""c1"": {""adx_smoothing"": 61, ""adx_threshold"": 25, ""di_length"": 17}, ""c2"": {""ema_len"": 200, ""len"": 49}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""ema_len"": 28, ""filter_lookback"": 200, ""hline"": 0, ""lookback"": 11}}","{""base"": {""ma_length"": 20}, ""c1"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 26}, ""c2"": {""ema_len"": 200, ""len"": 75}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""ema_len"": 12, ""filter_lookback"": 16, ""hline"": 0, ""lookback"": 25}}","{""atr_len"": 33, ""atr_mult"": 1.37, ""be_pct"": 0.05, ""tp_mult"": 1.5, ""trail_arm"": 1.0, ""trail_mult"": 1.4}",full,full,,0.0495819903366164,0.4914990718110645,,,,,,False
adx_dmi_signals,kalman_filter_signals,variance_volume_signals,wma_baseline,adx_dmi_exit,trend,A,True,0.1450780139136547,17.40936166963857,1.505034329059063,0.3833333333333333,2.8340859902403475,51.952469356464555,7.956711691606612,3.288175370592536,2.1880096130670896,120,70,50,50,1.15,0.01,2.3,1.9,0.6,"{""base"": {""ma_length"": 200}, ""c1"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""c2"": {""k"": 3, ""sharpness"": 7}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""ema_len"": 8, ""filter_lookback"": 25, ""hline"": 0, ""lookback"": 20}}","{""base"": {""ma_length"": 200}, ""c1"": {""adx_smoothing"": 11, ""adx_threshold"": 25, ""di_length"": 14}, ""c2"": {""k"": 1, ""sharpness"": 1}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""ema_len"": 10, ""filter_lookback"": 16, ""hline"": 0, ""lookback"": 25}}","{""atr_len"": 46, ""atr_mult"": 1.15, ""be_pct"": 0.01, ""tp_mult"": 2.55, ""trail_arm"": 1.9, ""trail_mult"": 0.5}",full,full,,0.0753653517745154,0.337121332867889,,,,,,False
adx_dmi_signals,kuskus_starlight_signals,variance_volume_signals,wma_baseline,adx_dmi_exit,trend,A,False,0.2094656559401167,20.10870297025121,1.74476677667597,0.3958333333333333,3.755497594783508,,6.697049583393916,2.55603243112886,3.002621187113947,96,70,26,34,1.0,0.05,3.0,1.5,0.9,"{""base"": {""ma_length"": 25}, ""c1"": {""adx_smoothing"": 26, ""adx_threshold"": 25, ""di_length"": 40}, ""c2"": {""index_smooth"": 0.7, ""price_smooth"": 0.245783, ""range_periods"": 30}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""ema_len"": 4, ""filter_lookback"": 16, ""hline"": 0, ""lookback"": 37}}","{""base"": {""ma_length"": 200}, ""c1"": {""adx_smoothing"": 11, ""adx_threshold"": 25, ""di_length"": 14}, ""c2"": {""index_smooth"": 0.7, ""price_smooth"": 0.7, ""range_periods"": 11}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""ema_len"": 12, ""filter_lookback"": 16, ""hline"": 0, ""lookback"": 25}}","{""atr_len"": 50, ""atr_mult"": 1.15, ""be_pct"": 0.01, ""tp_mult"": 2.6, ""trail_arm"": 1.9, ""trail_mult"": 0.5}",full,full,,0.0732785261064579,0.5227355027172582,,,,,,False
