s,ta,spa,aga,moa,cta,tb,spb,agb,mob,ctb,tsb,b
ze_msfail_8_120,-0.073,-0.00016,0.429,0.087,28.0,2.966,0.00659,0.714,0.372,28.0,4,trend-nonmomentum
ze_mssr_8_120,3.523,0.00757,0.607,0.799,28.0,-0.192,-0.00042,0.429,-0.424,28.0,2,trend-nonmomentum
ze_mshh_8_250,5.496,0.01258,0.571,0.794,28.0,-1.371,-0.00307,0.571,-0.308,28.0,2,trend-nonmomentum
ze_msll_8_250,1.106,0.00259,0.5,0.245,28.0,7.939,0.01784,0.75,0.716,28.0,4,trend-nonmomentum
ze_mshl_8_250,10.52,0.0244,0.786,0.761,28.0,-4.814,-0.01079,0.679,-0.604,28.0,2,trend-nonmomentum
ze_mslh_8_250,2.932,0.00679,0.464,0.398,28.0,1.025,0.00232,0.536,0.481,28.0,3,trend-nonmomentum
ze_msseq_8_250,3.634,0.00812,0.714,0.506,28.0,-7.556,-0.01622,0.714,-0.695,28.0,4,trend-nonmomentum
ze_msfail_8_250,3.693,0.00839,0.643,0.813,28.0,5.439,0.0121,0.536,0.797,28.0,4,trend-nonmomentum
ze_mssr_8_250,7.93,0.0178,0.786,0.908,28.0,5.764,0.01266,0.643,0.861,28.0,6,trend-nonmomentum
ze_mshh_8_500,2.744,0.00681,0.607,0.599,28.0,1.079,0.00242,0.536,0.001,28.0,4,trend-nonmomentum
ze_msll_8_500,-2.592,-0.00658,0.536,-0.385,28.0,4.607,0.01038,0.679,0.868,28.0,3,trend-nonmomentum
ze_mshl_8_500,5.686,0.01411,0.536,0.646,28.0,-2.167,-0.00487,0.5,-0.491,28.0,3,trend-nonmomentum
ze_mslh_8_500,2.396,0.00587,0.571,0.517,28.0,3.529,0.00793,0.607,0.735,28.0,6,trend-nonmomentum
ze_msseq_8_500,4.013,0.00967,0.607,0.745,28.0,-3.249,-0.00702,0.536,-0.808,28.0,3,trend-nonmomentum
ze_msfail_8_500,4.612,0.01133,0.607,0.624,28.0,2.038,0.00455,0.5,0.528,28.0,5,trend-nonmomentum
ze_mssr_8_500,5.116,0.0124,0.607,0.935,28.0,1.198,0.00263,0.536,0.593,28.0,5,trend-nonmomentum
ze_mshh_8_750,6.104,0.01653,0.679,0.891,28.0,-0.851,-0.00197,0.607,-0.047,28.0,1,trend-nonmomentum
ze_msll_8_750,-3.223,-0.00898,0.464,-0.51,28.0,4.6,0.01048,0.607,0.493,28.0,3,trend-nonmomentum
ze_mshl_8_750,7.879,0.02093,0.75,0.865,28.0,2.123,0.00479,0.643,0.81,28.0,4,trend-nonmomentum
ze_mslh_8_750,2.676,0.00727,0.5,0.058,28.0,1.331,0.00306,0.571,0.412,28.0,5,trend-nonmomentum
ze_msseq_8_750,2.008,0.00529,0.5,0.583,28.0,-2.446,-0.00543,0.643,-0.721,28.0,2,trend-nonmomentum
ze_msfail_8_750,1.063,0.00283,0.607,0.572,28.0,10.72,0.02365,0.714,0.712,28.0,5,trend-nonmomentum
ze_mssr_8_750,6.52,0.01722,0.714,0.972,28.0,5.658,0.01244,0.643,0.806,28.0,5,trend-nonmomentum
ze_mstsh_10,-5.039,-0.01033,0.643,-0.45,28.0,-1.902,-0.0042,0.536,-0.661,28.0,5,trend-nonmomentum
ze_mstsl_10,-5.586,-0.01162,0.714,-0.52,28.0,-8.567,-0.01886,0.821,-0.951,28.0,6,trend-nonmomentum
ze_msbrk_10,-0.099,-0.00022,0.5,0.083,28.0,1.548,0.00363,0.571,-0.026,28.0,3,trend-nonmomentum
ze_mspb_10,-0.112,-0.00024,0.464,-0.363,28.0,-0.538,-0.00117,0.5,0.025,28.0,3,trend-nonmomentum
ze_msimp_10,-6.984,-0.01586,0.75,-0.931,28.0,-1.6,-0.0035,0.464,-0.613,28.0,5,trend-nonmomentum
ze_mshh_10_20,-0.01,-2e-05,0.357,0.38,28.0,2.824,0.00707,0.571,0.444,28.0,4,trend-nonmomentum
ze_msll_10_20,7.72,0.01776,0.679,0.671,28.0,6.872,0.0169,0.679,0.844,28.0,6,trend-nonmomentum
ze_mshl_10_20,-0.089,-0.00021,0.571,0.329,28.0,0.374,0.00093,0.464,0.057,28.0,3,trend-nonmomentum
ze_mslh_10_20,0.047,0.00011,0.5,0.349,28.0,-2.607,-0.00628,0.571,0.07,28.0,4,trend-nonmomentum
ze_msseq_10_20,-1.863,-0.00392,0.536,-0.424,28.0,-1.533,-0.00339,0.571,-0.23,28.0,2,trend-nonmomentum
ze_msfail_10_20,0.576,0.00124,0.5,0.497,28.0,1.336,0.00304,0.5,0.618,28.0,4,trend-nonmomentum
ze_mssr_10_20,6.632,0.014,0.643,0.953,28.0,-1.686,-0.0037,0.571,-0.106,28.0,3,trend-nonmomentum
ze_mshh_10_40,4.713,0.01054,0.607,0.902,28.0,1.594,0.00383,0.5,0.524,28.0,4,trend-nonmomentum
ze_msll_10_40,-1.514,-0.00346,0.536,0.215,28.0,1.434,0.00342,0.571,0.535,28.0,3,trend-nonmomentum
ze_mshl_10_40,2.687,0.006,0.464,0.551,28.0,2.897,0.00684,0.679,0.544,28.0,3,trend-nonmomentum
ze_mslh_10_40,1.161,0.00263,0.536,-0.028,28.0,4.206,0.0099,0.571,0.391,28.0,4,trend-nonmomentum
ze_msseq_10_40,0.714,0.00156,0.571,0.243,28.0,-1.016,-0.00233,0.536,-0.209,28.0,3,trend-nonmomentum
ze_msfail_10_40,1.257,0.00271,0.607,0.073,28.0,4.686,0.01037,0.571,0.734,28.0,5,trend-nonmomentum
ze_mssr_10_40,3.196,0.00662,0.679,0.687,28.0,1.684,0.00371,0.571,0.697,28.0,4,trend-nonmomentum
ze_mshh_10_60,5.439,0.01197,0.714,0.838,28.0,3.874,0.00885,0.643,0.715,28.0,5,trend-nonmomentum
ze_msll_10_60,7.468,0.01653,0.679,0.959,28.0,-0.332,-0.00076,0.607,0.12,28.0,1,trend-nonmomentum
ze_mshl_10_60,-0.287,-0.00064,0.536,-0.966,28.0,5.389,0.0121,0.607,0.695,28.0,5,trend-nonmomentum
ze_mslh_10_60,-2.133,-0.00473,0.5,-0.91,28.0,-3.944,-0.00896,0.536,-0.702,28.0,3,trend-nonmomentum
ze_msseq_10_60,1.191,0.00257,0.607,0.029,28.0,3.946,0.00878,0.714,0.606,28.0,3,trend-nonmomentum
ze_msfail_10_60,-1.548,-0.00333,0.536,-0.502,28.0,2.775,0.00615,0.571,0.137,28.0,2,trend-nonmomentum
ze_mssr_10_60,2.503,0.0053,0.464,0.649,28.0,-0.212,-0.00047,0.5,0.053,28.0,3,trend-nonmomentum
ze_mshh_10_90,-0.364,-0.00083,0.5,0.138,28.0,3.267,0.00758,0.643,0.8,28.0,4,trend-nonmomentum
ze_msll_10_90,4.084,0.00938,0.643,0.746,28.0,3.133,0.00721,0.571,0.506,28.0,5,trend-nonmomentum
ze_mshl_10_90,3.74,0.00849,0.571,0.829,28.0,-2.812,-0.00648,0.571,0.043,28.0,3,trend-nonmomentum
ze_mslh_10_90,0.763,0.00169,0.5,0.499,28.0,-4.404,-0.01017,0.607,-0.914,28.0,3,trend-nonmomentum
ze_msseq_10_90,-1.03,-0.00224,0.571,-0.226,28.0,-0.844,-0.00188,0.571,0.3,28.0,4,trend-nonmomentum
ze_msfail_10_90,-0.843,-0.00183,0.607,-0.506,28.0,-1.099,-0.00246,0.464,-0.114,28.0,3,trend-nonmomentum
ze_mssr_10_90,5.514,0.01175,0.607,0.76,28.0,-0.739,-0.00166,0.464,-0.317,28.0,1,trend-nonmomentum
ze_mshh_10_120,1.397,0.0032,0.536,0.563,28.0,2.371,0.00555,0.5,0.491,28.0,5,trend-nonmomentum
ze_msll_10_120,7.953,0.0183,0.679,0.977,28.0,4.689,0.01114,0.5,0.299,28.0,6,trend-nonmomentum
ze_mshl_10_120,-2.634,-0.00604,0.536,-0.826,28.0,-0.873,-0.00199,0.607,-0.246,28.0,3,trend-nonmomentum
ze_mslh_10_120,1.86,0.00414,0.536,0.37,28.0,0.204,0.00046,0.536,0.134,28.0,2,trend-nonmomentum
ze_msseq_10_120,-4.496,-0.00958,0.679,-0.818,28.0,0.488,0.00109,0.464,0.124,28.0,2,trend-nonmomentum
ze_msfail_10_120,-0.804,-0.00175,0.536,-0.334,28.0,1.981,0.00439,0.607,0.263,28.0,4,trend-nonmomentum
ze_mssr_10_120,2.782,0.00598,0.571,0.844,28.0,1.114,0.00245,0.5,-0.079,28.0,3,trend-nonmomentum
ze_mshh_10_250,6.281,0.01475,0.643,0.401,28.0,0.859,0.00201,0.5,-0.171,28.0,4,trend-nonmomentum
ze_msll_10_250,2.567,0.00606,0.607,0.842,28.0,3.42,0.00785,0.679,0.574,28.0,3,trend-nonmomentum
ze_mshl_10_250,2.114,0.00497,0.536,0.641,28.0,1.402,0.00318,0.536,0.588,28.0,4,trend-nonmomentum
ze_mslh_10_250,3.503,0.0083,0.536,0.515,28.0,2.628,0.0061,0.571,0.591,28.0,4,trend-nonmomentum
ze_msseq_10_250,1.413,0.00317,0.643,0.156,28.0,-1.702,-0.00371,0.5,-0.112,28.0,3,trend-nonmomentum
ze_msfail_10_250,-2.165,-0.00493,0.643,-0.755,28.0,6.931,0.01563,0.679,0.878,28.0,4,trend-nonmomentum
ze_mssr_10_250,2.669,0.00597,0.571,0.604,28.0,5.73,0.01244,0.607,0.813,28.0,4,trend-nonmomentum
ze_mshh_10_500,4.503,0.01149,0.536,0.593,28.0,-1.364,-0.00317,0.393,-0.526,28.0,3,trend-nonmomentum
ze_msll_10_500,-0.003,-1e-05,0.5,-0.325,28.0,3.6,0.0083,0.607,0.874,28.0,4,trend-nonmomentum
ze_mshl_10_500,6.121,0.0152,0.714,0.825,28.0,-3.936,-0.00902,0.643,-0.83,28.0,4,trend-nonmomentum
ze_mslh_10_500,2.387,0.00605,0.536,-0.021,28.0,0.818,0.00185,0.5,0.357,28.0,4,trend-nonmomentum
ze_msseq_10_500,6.036,0.01462,0.607,0.831,28.0,-4.294,-0.00935,0.571,-0.936,28.0,3,trend-nonmomentum
ze_msfail_10_500,0.629,0.00154,0.571,0.508,28.0,-4.086,-0.00911,0.571,-0.482,28.0,3,trend-nonmomentum
ze_mssr_10_500,4.019,0.00968,0.607,0.925,28.0,-1.811,-0.00397,0.5,-0.001,28.0,2,trend-nonmomentum
ze_mshh_10_750,5.293,0.01461,0.536,0.79,28.0,1.536,0.00359,0.464,0.726,28.0,4,trend-nonmomentum
ze_msll_10_750,-0.811,-0.00229,0.464,0.183,28.0,-1.859,-0.00439,0.607,-0.265,28.0,3,trend-nonmomentum
ze_mshl_10_750,6.733,0.01839,0.643,0.821,28.0,3.415,0.0078,0.536,0.958,28.0,5,trend-nonmomentum
ze_mslh_10_750,-2.377,-0.00669,0.571,-0.572,28.0,-0.498,-0.00113,0.536,-0.191,28.0,1,trend-nonmomentum
ze_msseq_10_750,2.91,0.00773,0.607,0.619,28.0,1.718,0.00374,0.571,0.334,28.0,4,trend-nonmomentum
ze_msfail_10_750,-0.919,-0.00246,0.5,-0.402,28.0,7.042,0.01591,0.75,0.595,28.0,2,trend-nonmomentum
ze_mssr_10_750,2.06,0.00546,0.571,0.352,28.0,4.101,0.00903,0.536,0.683,28.0,3,trend-nonmomentum
ze_mstsh_12,-1.092,-0.00224,0.607,-0.279,28.0,-3.369,-0.00743,0.536,-0.778,28.0,3,trend-nonmomentum
ze_mstsl_12,-3.421,-0.00712,0.607,-0.563,28.0,-4.098,-0.00905,0.643,-0.671,28.0,5,trend-nonmomentum
ze_msbrk_12,0.883,0.00207,0.571,0.108,28.0,4.861,0.01161,0.643,0.795,28.0,3,trend-nonmomentum
ze_mspb_12,2.27,0.00478,0.571,0.071,28.0,-2.134,-0.0046,0.536,-0.157,28.0,3,trend-nonmomentum
ze_msimp_12,-3.579,-0.00815,0.607,-0.375,28.0,-5.217,-0.01153,0.571,-0.46,28.0,5,trend-nonmomentum
ze_mshh_12_20,1.831,0.00435,0.571,0.44,28.0,3.308,0.00884,0.607,0.84,28.0,3,trend-nonmomentum
ze_msll_12_20,1.912,0.00474,0.464,0.433,28.0,3.417,0.00861,0.571,0.946,28.0,3,trend-nonmomentum
ze_mshl_12_20,-2.251,-0.00545,0.571,-0.044,28.0,1.265,0.00332,0.571,0.046,28.0,3,trend-nonmomentum
ze_mslh_12_20,1.989,0.0049,0.571,0.639,28.0,0.456,0.00112,0.571,0.419,28.0,3,trend-nonmomentum
ze_msseq_12_20,-3.183,-0.00657,0.5,-0.485,28.0,-4.385,-0.00966,0.607,-0.704,28.0,4,trend-nonmomentum
ze_msfail_12_20,0.423,0.00093,0.5,0.434,28.0,1.063,0.00249,0.536,0.471,28.0,3,trend-nonmomentum
ze_mssr_12_20,4.77,0.01008,0.571,0.661,28.0,-0.05,-0.00011,0.5,0.248,28.0,2,trend-nonmomentum
ze_mshh_12_40,0.46,0.00107,0.5,0.419,28.0,0.97,0.00243,0.536,0.457,28.0,3,trend-nonmomentum
ze_msll_12_40,1.938,0.0046,0.5,0.655,28.0,-2.882,-0.00705,0.679,-0.484,28.0,3,trend-nonmomentum
ze_mshl_12_40,-0.772,-0.00177,0.5,0.279,28.0,3.693,0.00902,0.571,0.859,28.0,3,trend-nonmomentum
ze_mslh_12_40,1.275,0.00295,0.464,0.544,28.0,6.938,0.0167,0.714,0.685,28.0,5,trend-nonmomentum
ze_msseq_12_40,-0.235,-0.00052,0.5,-0.497,28.0,0.008,2e-05,0.429,-0.009,28.0,3,trend-nonmomentum
ze_msfail_12_40,0.352,0.00076,0.607,0.281,28.0,5.91,0.01341,0.643,0.811,28.0,5,trend-nonmomentum
ze_mssr_12_40,5.65,0.01197,0.607,0.9,28.0,6.884,0.01534,0.679,0.875,28.0,5,trend-nonmomentum
ze_mshh_12_60,4.826,0.01098,0.571,0.618,28.0,1.843,0.00438,0.571,0.612,28.0,4,trend-nonmomentum
ze_msll_12_60,5.613,0.01303,0.536,0.98,28.0,2.324,0.00551,0.5,0.163,28.0,6,trend-nonmomentum
ze_mshl_12_60,2.473,0.00555,0.5,0.68,28.0,-0.457,-0.00108,0.571,-0.553,28.0,3,trend-nonmomentum
ze_mslh_12_60,0.57,0.0013,0.536,0.522,28.0,3.114,0.00717,0.571,0.15,28.0,5,trend-nonmomentum
ze_msseq_12_60,0.996,0.00213,0.571,-0.067,28.0,1.144,0.00262,0.536,0.377,28.0,5,trend-nonmomentum
ze_msfail_12_60,4.471,0.00968,0.643,0.779,28.0,3.888,0.00866,0.571,0.76,28.0,5,trend-nonmomentum
ze_mssr_12_60,6.083,0.01285,0.643,0.87,28.0,3.124,0.00681,0.643,0.785,28.0,6,trend-nonmomentum
ze_mshh_12_90,0.058,0.00014,0.536,-0.082,28.0,4.946,0.01176,0.643,0.891,28.0,4,trend-nonmomentum
ze_msll_12_90,8.324,0.01975,0.75,0.878,28.0,1.167,0.00275,0.464,-0.036,28.0,5,trend-nonmomentum
ze_mshl_12_90,1.135,0.00261,0.536,0.587,28.0,-1.287,-0.00304,0.643,0.067,28.0,4,trend-nonmomentum
ze_mslh_12_90,3.618,0.0084,0.464,0.861,28.0,-5.106,-0.01196,0.571,-0.578,28.0,2,trend-nonmomentum
ze_msseq_12_90,-3.881,-0.00853,0.679,-0.516,28.0,3.535,0.00799,0.607,0.853,28.0,3,trend-nonmomentum
ze_msfail_12_90,2.704,0.00594,0.5,0.545,28.0,2.314,0.00517,0.607,0.814,28.0,5,trend-nonmomentum
ze_mssr_12_90,7.948,0.017,0.714,0.906,28.0,1.317,0.0029,0.536,0.635,28.0,4,trend-nonmomentum
ze_mshh_12_120,0.972,0.00226,0.607,-0.099,28.0,3.957,0.00943,0.607,0.921,28.0,6,trend-nonmomentum
ze_msll_12_120,8.057,0.01927,0.643,0.935,28.0,5.452,0.01308,0.536,0.388,28.0,5,trend-nonmomentum
ze_mshl_12_120,0.835,0.00195,0.536,0.246,28.0,-0.752,-0.00174,0.464,-0.239,28.0,3,trend-nonmomentum
ze_mslh_12_120,5.52,0.01283,0.643,0.566,28.0,-1.719,-0.004,0.464,-0.12,28.0,2,trend-nonmomentum
ze_msseq_12_120,-3.915,-0.00846,0.571,-0.819,28.0,0.129,0.00029,0.464,0.423,28.0,1,trend-nonmomentum
ze_msfail_12_120,1.612,0.00358,0.5,0.391,28.0,3.298,0.00724,0.536,0.493,28.0,4,trend-nonmomentum
ze_mssr_12_120,7.682,0.01657,0.643,0.962,28.0,4.905,0.01062,0.571,0.66,28.0,5,trend-nonmomentum
ze_mshh_12_250,6.495,0.01557,0.75,0.741,28.0,2.721,0.00658,0.607,0.59,28.0,5,trend-nonmomentum
ze_msll_12_250,4.504,0.01124,0.607,0.869,28.0,0.452,0.00106,0.429,0.002,28.0,4,trend-nonmomentum
ze_mshl_12_250,1.94,0.00469,0.536,0.29,28.0,0.85,0.00199,0.571,0.707,28.0,4,trend-nonmomentum
ze_mslh_12_250,-0.469,-0.00115,0.571,-0.17,28.0,2.175,0.00514,0.5,0.702,28.0,3,trend-nonmomentum
ze_msseq_12_250,0.959,0.00217,0.571,-0.059,28.0,-2.036,-0.00447,0.536,0.061,28.0,3,trend-nonmomentum
ze_msfail_12_250,2.472,0.00565,0.5,0.307,28.0,2.185,0.0049,0.536,0.577,28.0,4,trend-nonmomentum
ze_mssr_12_250,4.006,0.00896,0.5,0.891,28.0,4.235,0.00947,0.536,0.692,28.0,4,trend-nonmomentum
ze_mshh_12_500,3.304,0.00869,0.679,0.822,28.0,2.68,0.00636,0.643,0.379,28.0,4,trend-nonmomentum
ze_msll_12_500,3.392,0.00911,0.643,0.346,28.0,4.134,0.00984,0.607,0.747,28.0,5,trend-nonmomentum
ze_mshl_12_500,5.539,0.0141,0.679,0.575,28.0,-2.787,-0.00656,0.607,-0.575,28.0,3,trend-nonmomentum
ze_mslh_12_500,2.2,0.00578,0.607,0.498,28.0,-0.144,-0.00034,0.464,-0.261,28.0,3,trend-nonmomentum
ze_msseq_12_500,2.645,0.00637,0.464,0.356,28.0,-2.903,-0.00634,0.464,-0.762,28.0,3,trend-nonmomentum
ze_msfail_12_500,4.078,0.01014,0.536,0.619,28.0,2.991,0.00668,0.536,0.686,28.0,4,trend-nonmomentum
ze_mssr_12_500,7.349,0.0177,0.679,0.973,28.0,2.285,0.00502,0.536,0.776,28.0,5,trend-nonmomentum
ze_mshh_12_750,2.982,0.0084,0.5,0.804,28.0,1.367,0.00338,0.643,0.516,28.0,3,trend-nonmomentum
ze_msll_12_750,0.998,0.00291,0.464,-0.012,28.0,-0.241,-0.00059,0.464,-0.328,28.0,2,trend-nonmomentum
ze_mshl_12_750,4.203,0.01167,0.571,0.743,28.0,2.328,0.00561,0.571,0.427,28.0,3,trend-nonmomentum
ze_mslh_12_750,-1.09,-0.00317,0.536,0.004,28.0,2.422,0.00583,0.607,0.116,28.0,2,trend-nonmomentum
ze_msseq_12_750,1.922,0.00495,0.607,0.598,28.0,1.289,0.00287,0.571,0.679,28.0,3,trend-nonmomentum
ze_msfail_12_750,4.323,0.01156,0.571,0.81,28.0,7.428,0.01671,0.75,0.827,28.0,5,trend-nonmomentum
ze_mssr_12_750,5.482,0.01422,0.643,0.812,28.0,7.581,0.01686,0.75,0.905,28.0,5,trend-nonmomentum
ze_mstsh_15,-1.009,-0.00213,0.536,-0.459,28.0,-0.904,-0.00199,0.571,-0.523,28.0,3,trend-nonmomentum
ze_mstsl_15,-3.808,-0.00804,0.679,-0.814,28.0,-0.551,-0.00121,0.464,-0.022,28.0,4,trend-nonmomentum
ze_msbrk_15,0.905,0.0022,0.536,-0.251,28.0,-0.21,-0.00051,0.5,-0.407,28.0,4,trend-nonmomentum
ze_mspb_15,1.289,0.00273,0.536,0.773,28.0,-2.675,-0.0058,0.571,-0.912,28.0,3,trend-nonmomentum
ze_msimp_15,-3.607,-0.0083,0.571,-0.818,28.0,-5.964,-0.01313,0.643,-0.275,28.0,5,trend-nonmomentum
ze_mshh_15_20,6.781,0.01751,0.714,0.964,28.0,-1.491,-0.00414,0.571,-0.079,28.0,3,trend-nonmomentum
ze_msll_15_20,-0.407,-0.00108,0.571,-0.007,28.0,0.805,0.00214,0.536,0.109,28.0,1,trend-nonmomentum
ze_mshl_15_20,5.623,0.01408,0.643,0.67,28.0,2.28,0.00622,0.607,0.454,28.0,4,trend-nonmomentum
ze_mslh_15_20,-2.288,-0.00594,0.571,-0.502,28.0,-1.661,-0.00454,0.5,-0.276,28.0,5,trend-nonmomentum
ze_msseq_15_20,3.88,0.00817,0.679,0.796,28.0,3.208,0.00707,0.607,0.377,28.0,5,trend-nonmomentum
ze_msfail_15_20,-0.044,-0.0001,0.464,0.257,28.0,5.353,0.01301,0.714,0.816,28.0,3,trend-nonmomentum
ze_mssr_15_20,2.395,0.00506,0.643,0.523,28.0,0.009,2e-05,0.464,0.366,28.0,4,trend-nonmomentum
ze_mshh_15_40,8.176,0.01992,0.714,0.865,28.0,1.008,0.00266,0.429,0.556,28.0,4,trend-nonmomentum
ze_msll_15_40,-0.385,-0.00097,0.571,0.096,28.0,-3.938,-0.01002,0.714,-0.826,28.0,4,trend-nonmomentum
ze_mshl_15_40,4.497,0.01097,0.679,0.834,28.0,5.78,0.01468,0.571,0.679,28.0,5,trend-nonmomentum
ze_mslh_15_40,-2.482,-0.00607,0.607,-0.184,28.0,4.818,0.01236,0.571,0.372,28.0,3,trend-nonmomentum
ze_msseq_15_40,7.086,0.01561,0.75,0.867,28.0,3.329,0.00772,0.536,0.52,28.0,6,trend-nonmomentum
ze_msfail_15_40,2.0,0.00433,0.464,0.292,28.0,6.126,0.01439,0.643,0.98,28.0,5,trend-nonmomentum
ze_mssr_15_40,1.245,0.0026,0.429,0.528,28.0,4.283,0.00963,0.607,0.837,28.0,4,trend-nonmomentum
ze_mshh_15_60,5.638,0.01344,0.679,0.941,28.0,2.852,0.00715,0.571,0.905,28.0,4,trend-nonmomentum
ze_msll_15_60,4.151,0.00996,0.607,0.857,28.0,-3.007,-0.00743,0.643,-0.338,28.0,3,trend-nonmomentum
ze_mshl_15_60,2.142,0.00497,0.429,0.588,28.0,1.769,0.00441,0.571,0.511,28.0,4,trend-nonmomentum
ze_mslh_15_60,0.902,0.00208,0.607,0.227,28.0,0.899,0.0022,0.607,-0.279,28.0,3,trend-nonmomentum
ze_msseq_15_60,2.051,0.00454,0.607,0.076,28.0,2.513,0.00608,0.607,0.537,28.0,4,trend-nonmomentum
ze_msfail_15_60,0.375,0.00081,0.571,-0.257,28.0,5.338,0.01207,0.679,0.991,28.0,5,trend-nonmomentum
ze_mssr_15_60,2.836,0.00605,0.643,0.824,28.0,2.217,0.00484,0.643,0.796,28.0,4,trend-nonmomentum
ze_mshh_15_90,6.013,0.01461,0.75,0.793,28.0,5.154,0.01297,0.679,0.83,28.0,5,trend-nonmomentum
ze_msll_15_90,7.26,0.01761,0.643,0.946,28.0,0.432,0.00106,0.536,0.498,28.0,5,trend-nonmomentum
ze_mshl_15_90,-1.929,-0.00467,0.536,0.163,28.0,-2.161,-0.00531,0.607,-0.067,28.0,4,trend-nonmomentum
ze_mslh_15_90,1.711,0.00413,0.536,0.773,28.0,1.126,0.00275,0.571,0.058,28.0,3,trend-nonmomentum
ze_msseq_15_90,-0.737,-0.00167,0.464,-0.36,28.0,0.329,0.00076,0.643,0.528,28.0,2,trend-nonmomentum
ze_msfail_15_90,-5.219,-0.01143,0.75,-0.631,28.0,8.821,0.0199,0.607,0.984,28.0,3,trend-nonmomentum
ze_mssr_15_90,3.124,0.00672,0.643,0.709,28.0,6.438,0.01431,0.607,0.906,28.0,4,trend-nonmomentum
ze_mshh_15_120,2.99,0.00731,0.571,0.455,28.0,5.28,0.01301,0.643,0.67,28.0,4,trend-nonmomentum
ze_msll_15_120,4.5,0.011,0.571,0.771,28.0,6.458,0.0155,0.643,0.365,28.0,5,trend-nonmomentum
ze_mshl_15_120,3.135,0.00749,0.643,0.735,28.0,-0.994,-0.00245,0.464,0.146,28.0,3,trend-nonmomentum
ze_mslh_15_120,4.085,0.01024,0.643,0.958,28.0,-1.125,-0.00278,0.5,0.103,28.0,1,trend-nonmomentum
ze_msseq_15_120,0.766,0.00167,0.464,-0.208,28.0,1.523,0.00343,0.571,0.829,28.0,2,trend-nonmomentum
ze_msfail_15_120,-0.382,-0.00083,0.536,-0.02,28.0,6.314,0.01436,0.607,0.812,28.0,4,trend-nonmomentum
ze_mssr_15_120,1.688,0.00367,0.571,0.725,28.0,6.421,0.01421,0.643,0.833,28.0,4,trend-nonmomentum
ze_mshh_15_250,8.01,0.02002,0.607,0.77,28.0,-0.2,-0.00051,0.571,-0.067,28.0,3,trend-nonmomentum
ze_msll_15_250,1.665,0.00423,0.607,0.399,28.0,-0.415,-0.00099,0.536,-0.042,28.0,4,trend-nonmomentum
ze_mshl_15_250,5.235,0.01329,0.714,0.735,28.0,-1.73,-0.00425,0.5,0.121,28.0,3,trend-nonmomentum
ze_mslh_15_250,-4.261,-0.01084,0.643,-0.84,28.0,4.384,0.01101,0.607,0.93,28.0,3,trend-nonmomentum
ze_msseq_15_250,3.242,0.00734,0.607,0.735,28.0,-1.299,-0.00282,0.5,-0.278,28.0,2,trend-nonmomentum
ze_msfail_15_250,-3.177,-0.00734,0.571,-0.62,28.0,5.826,0.01339,0.571,0.819,28.0,3,trend-nonmomentum
ze_mssr_15_250,-0.141,-0.00032,0.5,0.033,28.0,5.059,0.01139,0.607,0.778,28.0,4,trend-nonmomentum
ze_mshh_15_500,6.568,0.0182,0.607,0.859,28.0,-1.541,-0.00386,0.429,-0.311,28.0,3,trend-nonmomentum
ze_msll_15_500,3.883,0.0111,0.679,0.408,28.0,1.594,0.00399,0.571,0.276,28.0,4,trend-nonmomentum
ze_mshl_15_500,4.465,0.01179,0.536,0.7,28.0,-4.175,-0.01045,0.643,-0.478,28.0,3,trend-nonmomentum
ze_mslh_15_500,-1.576,-0.00438,0.679,-0.049,28.0,4.918,0.01203,0.643,0.925,28.0,4,trend-nonmomentum
ze_msseq_15_500,4.317,0.01042,0.571,0.556,28.0,-3.987,-0.00872,0.643,-0.719,28.0,1,trend-nonmomentum
ze_msfail_15_500,0.324,0.0008,0.5,0.217,28.0,4.057,0.00931,0.571,0.711,28.0,4,trend-nonmomentum
ze_mssr_15_500,6.445,0.01575,0.607,0.77,28.0,4.994,0.01124,0.607,0.578,28.0,5,trend-nonmomentum
ze_mshh_15_750,4.155,0.01226,0.679,0.727,28.0,3.533,0.00904,0.571,0.837,28.0,3,trend-nonmomentum
ze_msll_15_750,1.057,0.00318,0.464,0.258,28.0,-0.964,-0.00237,0.5,-0.458,28.0,3,trend-nonmomentum
ze_mshl_15_750,9.883,0.02903,0.75,0.902,28.0,0.423,0.00106,0.5,0.251,28.0,4,trend-nonmomentum
ze_mslh_15_750,3.559,0.01055,0.643,0.563,28.0,4.98,0.0125,0.5,0.644,28.0,4,trend-nonmomentum
ze_msseq_15_750,3.136,0.00826,0.679,0.712,28.0,0.528,0.00117,0.429,0.138,28.0,2,trend-nonmomentum
ze_msfail_15_750,4.585,0.01251,0.571,0.922,28.0,7.528,0.01727,0.643,0.879,28.0,5,trend-nonmomentum
ze_mssr_15_750,8.359,0.02222,0.714,0.995,28.0,8.368,0.01865,0.679,0.968,28.0,5,trend-nonmomentum
ze_mstsh_20,-4.7,-0.01004,0.679,-0.771,28.0,-1.55,-0.00336,0.5,-0.697,28.0,4,trend-nonmomentum
ze_mstsl_20,0.076,0.00016,0.607,-0.237,28.0,3.649,0.00787,0.571,0.555,28.0,3,trend-nonmomentum
ze_msbrk_20,-1.988,-0.00532,0.5,-0.737,28.0,-3.479,-0.0092,0.571,-0.827,28.0,3,trend-nonmomentum
