window_end,block,mean_kappa,neff_equicorr,neff_eigen
2019-01-15,oos,0.023333915391165305,17.177748492047716,16.027417237390903
2019-02-14,oos,0.027682785615156916,16.02348391172364,16.368167592631
2019-03-19,oos,0.029168447278591348,15.663914368378624,16.601965474653227
2019-04-17,oos,0.03035456034826215,15.388224604737688,15.830820332665898
2019-05-16,oos,0.0471061379075865,12.324672057116144,15.106696874381797
2019-06-17,oos,0.05492131692557779,11.277246626865884,14.992040638267069
2019-07-17,oos,0.051293984441664824,11.740349196426815,15.578193316295277
2019-08-15,oos,0.05148563368108146,11.714931651116352,16.074154876463627
2019-09-16,oos,0.07454699840427274,9.293776057978212,15.038736714168392
2019-10-16,oos,0.08085180140357905,8.796736406554906,14.217913367213802
2019-11-15,oos,0.0891510894904828,8.218182372418962,13.329576843881773
2019-12-17,oos,0.09436822726118013,7.891898719396336,13.006856266167901
2020-01-17,oos,0.09914829704907328,7.614895127997527,12.74444208543267
2020-02-19,oos,0.09903654779984285,7.6211487944570555,13.133560688703014
2020-03-19,oos,0.09900452231730245,7.622942885680452,13.533657189694964
2020-04-17,oos,0.11489509250551602,6.825659853247725,13.561061088995949
2020-05-18,oos,0.09396921647461824,7.9159353789533,14.822520208483127
2020-06-17,oos,0.07858721613509385,8.969026900378681,15.748692652284934
2020-07-17,oos,0.06341024418563927,10.32419219727893,16.046331816109802
2020-08-17,oos,0.06486554709096665,10.176749156178175,15.323119354555601
2020-09-16,oos,0.05292661477154255,11.527289257261316,15.130456075563668
2020-10-16,oos,0.05626169505693703,11.115231833938466,14.902984071891584
2020-11-17,oos,0.062449606224319346,10.423882071412228,14.717105648014542
2020-12-18,oos,0.06416992669860729,10.24669645999666,14.92772900565827
2021-01-25,oos,0.06272676827606703,10.394922625318314,15.117659385043371
2021-02-24,oos,0.0652791963263455,10.135606080747076,15.419034791695308
2021-03-25,oos,0.0701945574317093,9.67100267579525,14.7580608745355
2021-04-23,oos,0.06974937812327485,9.711319885401124,14.6854867424342
2021-05-24,oos,0.07237456120868403,9.478309920197095,14.056577915718332
2021-06-23,oos,0.06426844112894309,10.236732068308715,14.158652173188958
2021-07-23,oos,0.06022820323479284,10.66194905948724,13.56649656793114
2021-08-23,oos,0.05033612806232112,11.869056544509398,13.560890288040325
2021-09-22,oos,0.052294293845138874,11.608883767833294,13.897742153139081
2021-10-22,oos,0.056868708923194865,11.043382132081792,13.510177082244345
2021-11-23,oos,0.05200771589398558,11.646245319366145,13.815181111062207
2021-12-23,oos,0.04220244094627313,13.087378456171344,14.141170683762349
2022-01-26,oos,0.04844619436090444,12.131467424405413,13.634186973427605
2022-02-25,oos,0.05569643779992495,11.182984772869654,13.104589245654255
2022-03-28,oos,0.0548600718407437,11.284762379372046,12.602934090012372
2022-04-26,oos,0.03821495148077359,13.78085891765626,13.62917020928288
2022-05-25,oos,0.03466505555918892,14.463134888919846,14.555995312027875
2022-06-27,oos,0.0358232493524831,14.233227570543825,15.49487899548126
2022-07-27,oos,0.04158223066361104,13.190621934888467,16.92284739916927
2022-08-25,oos,0.04106121485440226,13.278620352201651,17.328690434493872
2022-09-26,oos,0.04514418102348194,12.618905651573012,17.519001898046696
2022-10-26,oos,0.046610022038490344,12.397770447621667,17.315753706948293
2022-11-28,oos,0.05402705211349502,11.387991102867996,16.9565579077622
2022-12-28,oos,0.056269611112689744,11.114288827232656,16.73558406521118
2023-01-30,oos,0.0503801098435364,11.863084921472037,17.523409642104525
2023-03-01,oos,0.03850130187391157,13.728618500065108,17.917439455861786
2023-03-30,oos,0.0354987359336977,14.296904748715365,18.35322937114759
2023-04-28,oos,0.0382901865776946,13.76709491300334,18.121407403855486
2023-05-30,oos,0.0426017029558837,13.021766003947596,17.76734418927429
2023-06-29,oos,0.04002447219655851,13.45726352041043,16.956067429290904
2023-07-31,oos,0.03301351849367121,14.804122953492188,16.015963622424774
2023-08-29,oos,0.035059557176918006,14.383994810621829,15.320952856551685
2023-09-28,oos,0.03455860826534861,14.4846384533178,14.643908912462948
2023-10-30,oos,0.03071954626701933,15.305332507445856,14.782784062794015
2023-11-30,oos,0.03016476797266341,15.431684266328007,15.693633977805334
2024-01-02,oos,0.028416972086808115,15.84375122194372,16.51376236347173
2024-02-01,oos,0.025035165571804515,16.706947610222578,16.415139502573982
2024-03-04,oos,0.03749945798215584,13.913144651757555,16.0231603519131
2024-04-02,oos,0.049278351658679824,12.014509263149469,14.707446575587884
2024-05-01,oos,0.050515817463368924,11.844697045625491,15.014615349364568
2024-05-31,oos,0.04718926309241354,12.312508509137594,15.251754529742527
2024-07-02,oos,0.04590673642552999,12.502891944083753,15.362383716447704
2024-08-01,oos,0.04869971673068226,12.095594846599981,15.956994778336064
2024-08-30,oos,0.04885643253409319,12.073525987656655,16.516939926443804
2024-10-01,oos,0.05122257135790821,11.74984861021012,16.870459985463853
2024-10-31,oos,0.055106530365061135,11.254578765239158,15.578479838715495
2024-12-03,oos,0.0419408060535369,13.130733841993314,15.40763772749641
2025-01-03,oos,0.04447715034381885,12.722166169573955,15.601670565313047
2025-02-04,oos,0.04966256484519339,11.961266424795241,15.351281881227012
2025-03-06,oos,0.04885929808387742,12.073123208076593,14.632725512228454
2025-04-04,oos,0.04287875399740548,12.97662231222975,14.346624774181915
2025-05-05,oos,0.04246957854889057,13.043405625991566,13.928250136531494
2025-06-04,oos,0.04287727483357006,12.976862501377113,14.080516835086497
2025-07-07,oos,0.043155706967455194,12.931806361170837,14.216911849044871
2025-08-05,oos,0.04332693793454549,12.90425265056567,15.210154621719933
2025-09-04,oos,0.04532790519737048,12.59075777757081,16.179741527649835
2025-10-03,oos,0.04382190212045288,12.825261471921957,16.65858007280095
2025-11-04,oos,0.03309513809799826,14.786893961869632,17.21632946730635
2025-12-05,oos,0.03393738187885598,14.611419901386716,15.612940394231558
2026-01-07,oos,0.03569921414753614,14.257499116987553,13.872298576984251
2026-02-06,oos,0.023930886272292323,17.00955159281846,13.741247918424756
2026-03-10,oos,0.020196975985924095,18.11924382483889,14.43244183441415
2026-04-08,oos,0.023879617424722527,17.02386721989201,15.183759139577237
2026-05-07,oos,0.026665251012800727,16.279431536677407,15.75154990585374
2026-06-08,oos,0.028864726617825926,15.736104460999702,16.37455835516277
2026-07-09,oos,0.03210847537101628,14.997893585878675,16.338186452376238
2026-08-07,oos,0.032993473841116935,14.808360299432584,15.982651867980183
