budget,structure,draw,median_year_pct,total_return_pct
team1,NO_CUT,0,-0.2443029263386837,-0.26927615026638585
team1,NO_CUT_SLICE_BALANCED,0,-0.05761283778942949,0.06243538908040529
team1,NO_CUT,1,-0.15571842309572356,0.11473863015998007
team1,NO_CUT_SLICE_BALANCED,1,0.0008088691936392924,-0.19852139228880228
team1,NO_CUT,2,0.17556635700403314,0.2598558578660387
team1,NO_CUT_SLICE_BALANCED,2,-0.0011824361881092593,0.27592287950945527
team1,NO_CUT,3,-0.16151084212286965,-0.004724277524809417
team1,NO_CUT_SLICE_BALANCED,3,-0.011985493364392145,-0.25388044346245164
team1,NO_CUT,4,0.012642791106001475,-0.3664197008945515
team1,NO_CUT_SLICE_BALANCED,4,0.010889740940680596,-0.09946684744325919
team1,NO_CUT,5,0.12274442507296504,0.22863690427264283
team1,NO_CUT_SLICE_BALANCED,5,0.044741405993789854,0.2338076901618867
team1,NO_CUT,6,-0.1279011541414698,-0.7183423790324129
team1,NO_CUT_SLICE_BALANCED,6,-0.013065666455870786,0.2255674784485494
team1,NO_CUT,7,0.029480712683486357,-0.3582576775906985
team1,NO_CUT_SLICE_BALANCED,7,0.017812419728688078,-0.11635603385322724
team1,NO_CUT,8,0.07350730553632057,0.5261071610441846
team1,NO_CUT_SLICE_BALANCED,8,0.023274811680494757,-0.0016037204739862837
team1,NO_CUT,9,0.11371104373929164,0.10443732181510304
team1,NO_CUT_SLICE_BALANCED,9,-0.09819733002466788,-0.2910258573580336
team1,NO_CUT,10,-0.1678126048359381,-0.22609209595184648
team1,NO_CUT_SLICE_BALANCED,10,-0.03781339834950035,0.1211112011735597
team1,NO_CUT,11,0.1378296608698167,0.3110914094976078
team1,NO_CUT_SLICE_BALANCED,11,-0.044400336552485306,-0.01669930738919219
team1,NO_CUT,12,-0.03649180470116127,-0.936103395436843
team1,NO_CUT_SLICE_BALANCED,12,-0.05335854563299367,0.02790186238320292
team1,NO_CUT,13,-0.3116120946203111,-1.078322049420712
team1,NO_CUT_SLICE_BALANCED,13,-0.10675120491954385,-0.3665461486228519
team1,NO_CUT,14,-0.05962315167085594,-0.18722730377758473
team1,NO_CUT_SLICE_BALANCED,14,-0.016488624280221388,-0.15632882630329203
team1,NO_CUT,15,0.10225135285420454,0.7210283093525304
team1,NO_CUT_SLICE_BALANCED,15,-0.011964116539292236,-0.2267190559643188
team1,NO_CUT,16,-0.06161345384889973,0.21484417535051148
team1,NO_CUT_SLICE_BALANCED,16,-0.03248566048887616,0.0033386240905968756
team1,NO_CUT,17,-0.06458887639704092,0.040926632485077885
team1,NO_CUT_SLICE_BALANCED,17,0.02466362939049331,0.18964817099442716
team1,NO_CUT,18,0.04747068741652248,-0.0700539142098448
team1,NO_CUT_SLICE_BALANCED,18,-0.04967605468254048,-0.26486188831226765
team1,NO_CUT,19,-0.0702623836105439,-0.5948388924284329
team1,NO_CUT_SLICE_BALANCED,19,-0.046919694628514724,-0.21795066256099346
team1,NO_CUT,20,-0.2943891616208775,-0.7985082448456176
team1,NO_CUT_SLICE_BALANCED,20,-0.05250436537920041,-0.010837584421563656
team1,NO_CUT,21,0.05193655201138403,-0.16638152301974468
team1,NO_CUT_SLICE_BALANCED,21,0.01997734327872864,-0.019574270137306816
team1,NO_CUT,22,-0.3394227351045328,-0.7833353959629517
team1,NO_CUT_SLICE_BALANCED,22,0.03217518809574547,0.3835972176960088
team1,NO_CUT,23,0.08416205655771922,-0.01600368576973807
team1,NO_CUT_SLICE_BALANCED,23,-0.05414802331222361,-0.2980883511890649
team1,NO_CUT,24,-0.1701780755417131,-0.40689908853707085
team1,NO_CUT_SLICE_BALANCED,24,-0.017529404011247515,-0.12907389054611434
team2,NO_CUT,0,-0.3664543895080255,-0.4039142253995791
team2,NO_CUT_SLICE_BALANCED,0,-0.08641925668414423,0.09365308362060808
team2,NO_CUT,1,-0.23357763464358539,0.17210794523997025
team2,NO_CUT_SLICE_BALANCED,1,0.0012133037904589264,-0.2977820884332032
team2,NO_CUT,2,0.26334953550604967,0.3897837867990578
team2,NO_CUT_SLICE_BALANCED,2,-0.001773654282163882,0.413884319264183
team2,NO_CUT,3,-0.24226626318430455,-0.007086416287214181
team2,NO_CUT_SLICE_BALANCED,3,-0.01797824004658821,-0.3808206651936775
team2,NO_CUT,4,0.018964186659002187,-0.5496295513418274
team2,NO_CUT_SLICE_BALANCED,4,0.016334611411020904,-0.14920027116488885
team2,NO_CUT,5,0.18411663760944771,0.3429553564089647
team2,NO_CUT_SLICE_BALANCED,5,0.06711210899068479,0.35071153524282994
team2,NO_CUT,6,-0.1918517312122048,-1.0775135685486188
team2,NO_CUT_SLICE_BALANCED,6,-0.01959849968380618,0.33835121767282417
team2,NO_CUT,7,0.04422106902522965,-0.5373865163860472
team2,NO_CUT_SLICE_BALANCED,7,0.02671862959303212,-0.17453405077984085
team2,NO_CUT,8,0.11026095830448096,0.789160741566277
team2,NO_CUT_SLICE_BALANCED,8,0.03491221752074222,-0.0024055807109793492
team2,NO_CUT,9,0.17056656560893751,0.15665598272265502
team2,NO_CUT_SLICE_BALANCED,9,-0.14729599503700183,-0.43653878603705054
team2,NO_CUT,10,-0.2517189072539072,-0.339138143927769
team2,NO_CUT_SLICE_BALANCED,10,-0.05672009752425052,0.1816668017603396
team2,NO_CUT,11,0.20674449130472508,0.46663711424641197
team2,NO_CUT_SLICE_BALANCED,11,-0.06660050482872794,-0.025048961083788332
team2,NO_CUT,12,-0.05473770705174183,-1.4041550931552642
team2,NO_CUT_SLICE_BALANCED,12,-0.08003781844949051,0.0418527935748044
team2,NO_CUT,13,-0.46741814193046655,-1.617483074131068
team2,NO_CUT_SLICE_BALANCED,13,-0.16012680737931578,-0.549819222934278
team2,NO_CUT,14,-0.08943472750628392,-0.2808409556663769
team2,NO_CUT_SLICE_BALANCED,14,-0.024732936420332086,-0.23449323945493813
team2,NO_CUT,15,0.15337702928130675,1.0815424640287954
team2,NO_CUT_SLICE_BALANCED,15,-0.017946174808938353,-0.34007858394647794
team2,NO_CUT,16,-0.09242018077334957,0.3222662630257668
team2,NO_CUT_SLICE_BALANCED,16,-0.04872849073331423,0.00500793613589548
team2,NO_CUT,17,-0.09688331459556127,0.06138994872761752
team2,NO_CUT_SLICE_BALANCED,17,0.03699544408573997,0.2844722564916407
team2,NO_CUT,18,0.07120603112478383,-0.10508087131476723
team2,NO_CUT_SLICE_BALANCED,18,-0.07451408202381071,-0.3972928324684014
team2,NO_CUT,19,-0.10539357541581586,-0.8922583386426488
team2,NO_CUT_SLICE_BALANCED,19,-0.0703795419427721,-0.3269259938414902
team2,NO_CUT,20,-0.4415837424313164,-1.197762367268426
team2,NO_CUT_SLICE_BALANCED,20,-0.07875654806880064,-0.016256376632345554
team2,NO_CUT,21,0.07790482801707616,-0.2495722845296168
team2,NO_CUT_SLICE_BALANCED,21,0.029966014918092976,-0.02936140520596016
team2,NO_CUT,22,-0.5091341026567993,-1.1750030939444274
team2,NO_CUT_SLICE_BALANCED,22,0.04826278214361822,0.5753958265440131
team2,NO_CUT,23,0.1262430848365789,-0.024005528654607033
team2,NO_CUT_SLICE_BALANCED,23,-0.08122203496833542,-0.4471325267835973
team2,NO_CUT,24,-0.2552671133125696,-0.6103486328056063
team2,NO_CUT_SLICE_BALANCED,24,-0.02629410601687128,-0.19361083581917157
