,A-chop|chop|parabolic_sar_signals|lemantrend_signals|variance_volume_signals|wma_baseline::OFFICIAL,B|trend|mama_fama_signals|polychromatic_momentum_signals|chaikin_volatility_volume_signals|t3_baseline::OFFICIAL,A-chop|chop|supertrend_signals|fx_sniper_ergodic_cci_signals|chaikin_volatility_volume_signals|super_smoother_2pole_baseline::OFFICIAL,A-trend|trend|kase_peak_oscillator_signals|relative_vigor_index_signals|variance_volume_signals|rma_baseline::OFFICIAL,A-chop|chop|j_tpo_signals|linreg_slope_signals|efficiency_ratio_volume_signals|fantail_vma::OFFICIAL,B|chop|waddah_attar_explosion_signals|ssl_channel_signals|waddah_attar_explosion_volume_signals|fantail_vma::OFFICIAL,B|chop|parabolic_sar_signals|waddah_attar_explosion_signals|variance_volume_signals|ema_baseline::OFFICIAL,B|chop|dspo_signals|ssl_channel_signals|waddah_attar_explosion_volume_signals|sma_baseline::OFFICIAL,A-chop|chop|coral_signals|relative_vigor_index_signals|waddah_attar_explosion_volume_signals|t3_baseline::OFFICIAL,B|chop|volatility_quality_signals|aroon_signals|waddah_attar_explosion_volume_signals|fantail_vma::OFFICIAL,A-trend|trend|lemantrend_signals|laguerre_filter_signals|volatility_ratio_volume_signals|alma_baseline::OFFICIAL,B|chop|center_of_gravity_signals|price_momentum_oscillator_signals|damiani_volatmeter_volume_signals|mcginley_dynamic_index::OFFICIAL,A-chop|chop|bears_bulls_impulse_signals|polychromatic_momentum_signals|volatility_ratio_volume_signals|super_smoother_2pole_baseline::OFFICIAL,A-trend|trend|bears_bulls_impulse_signals|aroon_signals|waddah_attar_explosion_volume_signals|sma_baseline::OFFICIAL,A-trend|trend|coral_signals|lemantrend_signals|williams_vix_fix_volume_signals|rma_baseline::OFFICIAL,A-chop|chop|bears_bulls_impulse_signals|didi_index_signals|variance_volume_signals|ema_baseline::OFFICIAL,B|trend|adx_dmi_signals|dspo_signals|variance_volume_signals|sma_baseline::OFFICIAL,B|chop|ehlers_reverse_ema_signals|waddah_attar_explosion_signals|damiani_volatmeter_volume_signals|fantail_vma::OFFICIAL,A-chop|chop|polychromatic_momentum_signals|schaff_trend_cycle_signals|efficiency_ratio_volume_signals|alma_baseline::OFFICIAL,B|chop|ehlers_reverse_ema_signals|linreg_slope_signals|variance_volume_signals|fantail_vma::OFFICIAL,B|trend|kuskus_starlight_signals|coral_signals|variance_volume_signals|mcginley_dynamic_index::OFFICIAL,B|chop|center_of_gravity_signals|aroon_signals|waddah_attar_explosion_volume_signals|sma_baseline::OFFICIAL,B|chop|lemantrend_signals|hieken_ashi_smoothed_signals|choppiness_index_volume_signals|frama_baseline::OFFICIAL,B|trend|qqe_mod_signals|j_tpo_signals|waddah_attar_explosion_volume_signals|sma_baseline::OFFICIAL,A-trend|trend|lemantrend_signals|vortex_signals|chaikin_volatility_volume_signals|kama_baseline::OFFICIAL
A-chop|chop|parabolic_sar_signals|lemantrend_signals|variance_volume_signals|wma_baseline::OFFICIAL,1.0,0.0504,0.0644,-0.0134,0.0589,0.0366,0.2413,0.0841,0.0091,0.1765,0.0038,-0.0582,0.163,0.0667,-0.0088,0.0733,0.0322,0.1134,0.0986,0.1036,-0.0678,0.0921,0.0243,0.0613,0.0188
B|trend|mama_fama_signals|polychromatic_momentum_signals|chaikin_volatility_volume_signals|t3_baseline::OFFICIAL,0.0504,1.0,0.0342,0.0657,-0.0855,0.0193,0.1011,-0.0122,-0.0304,0.0728,0.0986,-0.0151,0.0557,0.074,0.2168,0.0096,0.1804,-0.0028,0.0152,0.0333,0.062,0.0069,0.0317,0.037,0.0734
A-chop|chop|supertrend_signals|fx_sniper_ergodic_cci_signals|chaikin_volatility_volume_signals|super_smoother_2pole_baseline::OFFICIAL,0.0644,0.0342,1.0,0.0108,0.1518,0.0462,0.0496,0.0534,-0.0375,0.0072,-0.0503,0.0278,0.0581,-0.0083,-0.0107,0.0536,0.072,0.0545,0.1046,0.1083,0.0461,0.0533,0.1073,-0.0256,-0.0245
A-trend|trend|kase_peak_oscillator_signals|relative_vigor_index_signals|variance_volume_signals|rma_baseline::OFFICIAL,-0.0134,0.0657,0.0108,1.0,-0.0061,0.1011,-0.0732,-0.0455,0.0171,0.0117,0.1013,0.0534,-0.0064,0.0364,0.1338,0.0078,0.0125,0.0126,0.0342,-0.1146,0.1842,-0.0119,-0.0172,0.067,0.0951
A-chop|chop|j_tpo_signals|linreg_slope_signals|efficiency_ratio_volume_signals|fantail_vma::OFFICIAL,0.0589,-0.0855,0.1518,-0.0061,1.0,-0.0037,0.0052,0.1119,-0.0219,0.058,-0.025,0.0244,0.103,0.0518,-0.0154,0.1343,0.0286,0.0532,0.1859,0.2269,-0.0403,0.0512,0.1811,-0.0042,0.0185
B|chop|waddah_attar_explosion_signals|ssl_channel_signals|waddah_attar_explosion_volume_signals|fantail_vma::OFFICIAL,0.0366,0.0193,0.0462,0.1011,-0.0037,1.0,-0.067,0.0563,0.0968,0.0786,0.0285,-0.028,0.0166,0.0456,0.0202,0.0423,-0.1127,0.0301,0.0854,0.0418,0.012,0.0552,-0.0202,0.0181,0.0184
B|chop|parabolic_sar_signals|waddah_attar_explosion_signals|variance_volume_signals|ema_baseline::OFFICIAL,0.2413,0.1011,0.0496,-0.0732,0.0052,-0.067,1.0,-0.0356,0.005,0.0832,0.007,-0.0183,0.1279,0.0823,0.0006,0.1396,0.1704,0.0653,0.0896,0.1189,0.0228,0.035,0.1446,-0.0011,-0.0221
B|chop|dspo_signals|ssl_channel_signals|waddah_attar_explosion_volume_signals|sma_baseline::OFFICIAL,0.0841,-0.0122,0.0534,-0.0455,0.1119,0.0563,-0.0356,1.0,0.0053,0.1166,0.0106,-0.0131,0.1372,0.018,0.0055,0.1323,0.0101,0.162,0.0579,0.148,-0.0081,0.0843,0.0632,0.0377,-0.0025
A-chop|chop|coral_signals|relative_vigor_index_signals|waddah_attar_explosion_volume_signals|t3_baseline::OFFICIAL,0.0091,-0.0304,-0.0375,0.0171,-0.0219,0.0968,0.005,0.0053,1.0,0.0611,-0.0057,0.0028,-0.001,-0.0202,0.0115,0.0358,-0.0198,0.028,0.0347,-0.0416,-0.0284,0.0111,-0.0626,0.0045,0.0411
B|chop|volatility_quality_signals|aroon_signals|waddah_attar_explosion_volume_signals|fantail_vma::OFFICIAL,0.1765,0.0728,0.0072,0.0117,0.058,0.0786,0.0832,0.1166,0.0611,1.0,0.0375,0.0395,0.1171,0.0493,0.0328,0.0843,-0.005,0.139,0.0966,0.0996,-0.0249,0.1641,-0.0279,0.0592,0.0223
A-trend|trend|lemantrend_signals|laguerre_filter_signals|volatility_ratio_volume_signals|alma_baseline::OFFICIAL,0.0038,0.0986,-0.0503,0.1013,-0.025,0.0285,0.007,0.0106,-0.0057,0.0375,1.0,0.0138,0.0789,-0.0282,0.0481,-0.0477,-0.0547,0.0495,0.0567,-0.0221,0.0635,-0.0109,-0.0106,0.3625,0.2697
B|chop|center_of_gravity_signals|price_momentum_oscillator_signals|damiani_volatmeter_volume_signals|mcginley_dynamic_index::OFFICIAL,-0.0582,-0.0151,0.0278,0.0534,0.0244,-0.028,-0.0183,-0.0131,0.0028,0.0395,0.0138,1.0,0.0795,0.0187,0.027,0.0316,-0.0016,-0.041,-0.0052,0.0006,0.1086,-0.0801,-0.0195,0.0404,-0.0253
A-chop|chop|bears_bulls_impulse_signals|polychromatic_momentum_signals|volatility_ratio_volume_signals|super_smoother_2pole_baseline::OFFICIAL,0.163,0.0557,0.0581,-0.0064,0.103,0.0166,0.1279,0.1372,-0.001,0.1171,0.0789,0.0795,1.0,0.0945,-0.0031,0.1497,0.002,0.0536,0.1206,0.093,-0.025,0.0889,0.0435,0.0874,0.0243
A-trend|trend|bears_bulls_impulse_signals|aroon_signals|waddah_attar_explosion_volume_signals|sma_baseline::OFFICIAL,0.0667,0.074,-0.0083,0.0364,0.0518,0.0456,0.0823,0.018,-0.0202,0.0493,-0.0282,0.0187,0.0945,1.0,-0.0237,0.0595,0.0324,0.0241,0.0118,0.0394,0.0538,0.0282,0.0039,0.1066,-0.0351
A-trend|trend|coral_signals|lemantrend_signals|williams_vix_fix_volume_signals|rma_baseline::OFFICIAL,-0.0088,0.2168,-0.0107,0.1338,-0.0154,0.0202,0.0006,0.0055,0.0115,0.0328,0.0481,0.027,-0.0031,-0.0237,1.0,0.0035,0.0343,0.0286,-0.0202,-0.0749,0.146,0.0125,-0.025,0.1023,0.1986
A-chop|chop|bears_bulls_impulse_signals|didi_index_signals|variance_volume_signals|ema_baseline::OFFICIAL,0.0733,0.0096,0.0536,0.0078,0.1343,0.0423,0.1396,0.1323,0.0358,0.0843,-0.0477,0.0316,0.1497,0.0595,0.0035,1.0,0.0017,0.0925,0.1716,0.0961,0.0209,0.1327,0.1047,0.0072,0.024
