day,pair,dir,size,entry,stop
2018-10-17,NZDJPY,-1,0.5746211507836442,0.0,0.0
2018-10-17,USDCAD,1,0.5746211507836442,0.0,0.0
2018-10-18,AUDCHF,1,1.7238634523509324,0.0,0.0
2018-10-18,AUDNZD,-1,3.447726904701865,0.0,0.0
2018-10-18,CADCHF,1,0.5746211507836442,0.0,0.0
2018-10-18,CADJPY,-1,0.5746211507836442,0.0,0.0
2018-10-18,EURAUD,-1,1.7238634523509324,0.0,0.0
2018-10-18,EURCAD,1,0.5746211507836442,0.0,0.0
2018-10-18,EURNZD,-1,3.447726904701865,0.0,0.0
2018-10-18,GBPUSD,1,1.7238634523509324,0.0,0.0
2018-10-18,NZDJPY,-1,0.5746211507836442,0.0,0.0
2018-10-18,USDCAD,1,0.5746211507836442,0.0,0.0
2018-10-19,AUDCHF,1,2.2984846031345763,0.0,0.0
2018-10-19,AUDNZD,-1,2.2984846031345763,0.0,0.0
2018-10-19,CADCHF,1,0.7661615343781921,0.0,0.0
2018-10-19,EURAUD,-1,2.2984846031345763,0.0,0.0
2018-10-19,EURCAD,1,0.7661615343781921,0.0,0.0
2018-10-19,EURNZD,-1,4.5969692062691525,0.0,0.0
2018-10-19,NZDJPY,-1,0.7661615343781921,0.0,0.0
2018-10-19,USDCAD,1,0.7661615343781921,0.0,0.0
2018-10-22,AUDNZD,-1,2.068636142821119,0.0,0.0
2018-10-22,CADCHF,1,0.689545380940373,0.0,0.0
2018-10-22,EURCAD,1,0.689545380940373,0.0,0.0
2018-10-22,EURNZD,-1,4.137272285642238,0.0,0.0
2018-10-22,GBPNZD,-1,0.689545380940373,0.0,0.0
2018-10-22,NZDJPY,-1,0.689545380940373,0.0,0.0
2018-10-22,USDCAD,1,0.689545380940373,0.0,0.0
2018-10-23,AUDNZD,-1,0.8619317261754662,0.0,0.0
2018-10-23,CADCHF,1,0.8619317261754662,0.0,0.0
2018-10-23,EURCAD,1,0.8619317261754662,0.0,0.0
2018-10-23,EURNZD,-1,5.171590357052797,0.0,0.0
2018-10-23,GBPJPY,-1,0.8619317261754662,0.0,0.0
2018-10-23,GBPNZD,-1,0.8619317261754662,0.0,0.0
2018-10-23,GBPUSD,-1,2.5857951785263986,0.0,0.0
2018-10-23,USDCAD,1,0.8619317261754662,0.0,0.0
2018-10-24,AUDNZD,-1,0.8619317261754662,0.0,0.0
2018-10-24,CADCHF,1,0.8619317261754662,0.0,0.0
2018-10-24,EURCAD,1,0.8619317261754662,0.0,0.0
2018-10-24,EURNZD,-1,5.171590357052797,0.0,0.0
2018-10-24,GBPJPY,-1,2.5857951785263986,0.0,0.0
2018-10-24,GBPNZD,-1,0.8619317261754662,0.0,0.0
2018-10-24,GBPUSD,-1,2.5857951785263986,0.0,0.0
2018-10-24,USDCAD,1,0.8619317261754662,0.0,0.0
2018-10-25,AUDNZD,-1,0.8619317261754662,0.0,0.0
2018-10-25,CADCHF,1,0.8619317261754662,0.0,0.0
2018-10-25,CADJPY,1,0.8619317261754662,0.0,0.0
2018-10-25,EURNZD,-1,5.171590357052797,0.0,0.0
2018-10-25,GBPJPY,-1,2.5857951785263986,0.0,0.0
2018-10-25,GBPNZD,-1,0.8619317261754662,0.0,0.0
2018-10-25,GBPUSD,-1,2.5857951785263986,0.0,0.0
2018-10-25,NZDJPY,-1,0.8619317261754662,0.0,0.0
2018-10-25,USDCAD,1,0.8619317261754662,0.0,0.0
2018-10-26,AUDNZD,-1,0.7661615343781921,0.0,0.0
2018-10-26,CADCHF,1,0.7661615343781921,0.0,0.0
2018-10-26,EURNZD,-1,4.5969692062691525,0.0,0.0
2018-10-26,GBPJPY,-1,0.7661615343781921,0.0,0.0
2018-10-26,GBPNZD,-1,0.7661615343781921,0.0,0.0
2018-10-26,GBPUSD,-1,2.2984846031345763,0.0,0.0
2018-10-26,NZDJPY,-1,2.2984846031345763,0.0,0.0
2018-10-26,USDCAD,1,4.5969692062691525,0.0,0.0
2018-10-29,AUDNZD,-1,0.7661615343781921,0.0,0.0
2018-10-29,CADCHF,1,0.7661615343781921,0.0,0.0
2018-10-29,CADJPY,-1,0.7661615343781921,0.0,0.0
2018-10-29,EURNZD,-1,4.5969692062691525,0.0,0.0
2018-10-29,GBPJPY,-1,0.7661615343781921,0.0,0.0
2018-10-29,GBPNZD,-1,0.7661615343781921,0.0,0.0
2018-10-29,GBPUSD,-1,2.2984846031345763,0.0,0.0
2018-10-29,NZDJPY,-1,2.2984846031345763,0.0,0.0
2018-10-29,USDCAD,1,4.5969692062691525,0.0,0.0
2018-10-30,AUDJPY,1,0.7661615343781921,0.0,0.0
2018-10-30,AUDNZD,-1,0.7661615343781921,0.0,0.0
2018-10-30,CADCHF,1,0.7661615343781921,0.0,0.0
2018-10-30,CADJPY,-1,0.7661615343781921,0.0,0.0
2018-10-30,EURNZD,-1,4.5969692062691525,0.0,0.0
2018-10-30,GBPJPY,-1,0.7661615343781921,0.0,0.0
2018-10-30,GBPNZD,-1,0.7661615343781921,0.0,0.0
2018-10-30,GBPUSD,-1,2.2984846031345763,0.0,0.0
2018-10-30,NZDJPY,-1,2.2984846031345763,0.0,0.0
2018-10-30,USDCAD,1,4.5969692062691525,0.0,0.0
2018-10-31,AUDJPY,1,0.8619317261754662,0.0,0.0
2018-10-31,AUDNZD,-1,0.8619317261754662,0.0,0.0
2018-10-31,CADCHF,1,0.8619317261754662,0.0,0.0
2018-10-31,EURNZD,-1,5.171590357052797,0.0,0.0
2018-10-31,GBPJPY,-1,0.8619317261754662,0.0,0.0
2018-10-31,GBPNZD,-1,0.8619317261754662,0.0,0.0
2018-10-31,USDCAD,1,5.171590357052797,0.0,0.0
2018-11-01,AUDJPY,1,0.5746211507836442,0.0,0.0
2018-11-01,AUDNZD,-1,0.5746211507836442,0.0,0.0
2018-11-01,CADCHF,1,0.5746211507836442,0.0,0.0
2018-11-01,EURNZD,-1,3.447726904701865,0.0,0.0
2018-11-01,GBPNZD,-1,0.5746211507836442,0.0,0.0
2018-11-01,NZDCAD,1,0.5746211507836442,0.0,0.0
2018-11-01,NZDUSD,1,1.7238634523509324,0.0,0.0
2018-11-01,USDCAD,1,3.447726904701865,0.0,0.0
2018-11-02,AUDJPY,1,0.5746211507836442,0.0,0.0
2018-11-02,AUDNZD,-1,0.5746211507836442,0.0,0.0
2018-11-02,CADCHF,1,0.5746211507836442,0.0,0.0
2018-11-02,EURNZD,-1,3.447726904701865,0.0,0.0
2018-11-02,GBPJPY,1,0.5746211507836442,0.0,0.0
2018-11-02,GBPNZD,-1,0.5746211507836442,0.0,0.0
2018-11-02,GBPUSD,-1,1.7238634523509324,0.0,0.0
2018-11-02,NZDCAD,1,0.5746211507836442,0.0,0.0
2018-11-02,NZDUSD,1,1.7238634523509324,0.0,0.0
2018-11-02,USDCAD,1,3.447726904701865,0.0,0.0
2018-11-05,AUDJPY,1,0.5746211507836442,0.0,0.0
2018-11-05,AUDNZD,-1,0.5746211507836442,0.0,0.0
2018-11-05,CADCHF,1,0.5746211507836442,0.0,0.0
2018-11-05,EURNZD,-1,3.447726904701865,0.0,0.0
2018-11-05,GBPJPY,1,0.5746211507836442,0.0,0.0
2018-11-05,GBPNZD,-1,0.5746211507836442,0.0,0.0
2018-11-05,GBPUSD,-1,1.7238634523509324,0.0,0.0
2018-11-05,NZDCAD,1,0.5746211507836442,0.0,0.0
2018-11-05,NZDUSD,1,1.7238634523509324,0.0,0.0
2018-11-05,USDCAD,1,3.447726904701865,0.0,0.0
2018-11-06,AUDJPY,1,0.5746211507836442,0.0,0.0
2018-11-06,AUDNZD,-1,0.5746211507836442,0.0,0.0
2018-11-06,CADCHF,-1,0.5746211507836442,0.0,0.0
2018-11-06,EURNZD,-1,3.447726904701865,0.0,0.0
2018-11-06,GBPJPY,1,0.5746211507836442,0.0,0.0
2018-11-06,GBPNZD,-1,0.5746211507836442,0.0,0.0
2018-11-06,NZDCAD,1,0.5746211507836442,0.0,0.0
2018-11-06,NZDUSD,1,1.7238634523509324,0.0,0.0
2018-11-06,USDCAD,1,3.447726904701865,0.0,0.0
2018-11-07,AUDJPY,1,0.5746211507836442,0.0,0.0
2018-11-07,AUDNZD,-1,0.5746211507836442,0.0,0.0
2018-11-07,CADCHF,-1,0.5746211507836442,0.0,0.0
2018-11-07,EURNZD,-1,3.447726904701865,0.0,0.0
2018-11-07,GBPJPY,1,0.5746211507836442,0.0,0.0
2018-11-07,GBPNZD,-1,0.5746211507836442,0.0,0.0
2018-11-07,NZDCAD,1,0.5746211507836442,0.0,0.0
2018-11-07,NZDUSD,1,1.7238634523509324,0.0,0.0
2018-11-07,USDCAD,1,3.447726904701865,0.0,0.0
2018-11-08,AUDJPY,1,0.7661615343781921,0.0,0.0
2018-11-08,AUDNZD,-1,0.7661615343781921,0.0,0.0
2018-11-08,CADCHF,-1,0.7661615343781921,0.0,0.0
2018-11-08,EURJPY,1,0.7661615343781921,0.0,0.0
2018-11-08,EURNZD,-1,4.5969692062691525,0.0,0.0
2018-11-08,GBPJPY,1,0.7661615343781921,0.0,0.0
2018-11-08,GBPNZD,-1,0.7661615343781921,0.0,0.0
2018-11-08,NZDUSD,1,0.7661615343781921,0.0,0.0
2018-11-08,USDCAD,1,4.5969692062691525,0.0,0.0
2018-11-09,AUDNZD,-1,0.7661615343781921,0.0,0.0
2018-11-09,CADCHF,1,0.7661615343781921,0.0,0.0
2018-11-09,EURJPY,1,0.7661615343781921,0.0,0.0
2018-11-09,EURNZD,-1,4.5969692062691525,0.0,0.0
2018-11-09,GBPJPY,1,0.7661615343781921,0.0,0.0
2018-11-09,GBPNZD,-1,0.7661615343781921,0.0,0.0
2018-11-09,GBPUSD,-1,2.2984846031345763,0.0,0.0
2018-11-09,USDCAD,1,4.5969692062691525,0.0,0.0
2018-11-12,AUDNZD,-1,0.8619317261754662,0.0,0.0
2018-11-12,CADCHF,1,0.8619317261754662,0.0,0.0
2018-11-12,EURJPY,1,0.8619317261754662,0.0,0.0
2018-11-12,EURNZD,-1,5.171590357052797,0.0,0.0
2018-11-12,GBPJPY,1,0.8619317261754662,0.0,0.0
2018-11-12,GBPNZD,-1,0.8619317261754662,0.0,0.0
2018-11-12,GBPUSD,-1,2.5857951785263986,0.0,0.0
2018-11-12,USDCAD,1,2.5857951785263986,0.0,0.0
2018-11-13,AUDNZD,-1,0.9850648299148184,0.0,0.0
2018-11-13,CADCHF,1,0.9850648299148184,0.0,0.0
2018-11-13,EURJPY,-1,0.9850648299148184,0.0,0.0
2018-11-13,EURNZD,-1,5.910388979488911,0.0,0.0
2018-11-13,GBPJPY,1,2.9551944897444553,0.0,0.0
2018-11-13,GBPUSD,-1,2.9551944897444553,0.0,0.0
2018-11-13,USDCAD,1,2.9551944897444553,0.0,0.0
2018-11-14,CADCHF,1,0.9850648299148184,0.0,0.0
2018-11-14,EURJPY,-1,0.9850648299148184,0.0,0.0
2018-11-14,EURNZD,-1,5.910388979488911,0.0,0.0
2018-11-14,GBPJPY,1,2.9551944897444553,0.0,0.0
2018-11-14,GBPUSD,-1,2.9551944897444553,0.0,0.0
2018-11-14,USDCAD,1,2.9551944897444553,0.0,0.0
2018-11-15,CADCHF,1,0.7661615343781921,0.0,0.0
2018-11-15,EURJPY,-1,0.7661615343781921,0.0,0.0
2018-11-15,EURNZD,-1,4.5969692062691525,0.0,0.0
2018-11-15,GBPJPY,1,0.7661615343781921,0.0,0.0
2018-11-15,GBPUSD,-1,4.5969692062691525,0.0,0.0
2018-11-15,USDCAD,1,2.2984846031345763,0.0,0.0
2018-11-16,EURJPY,-1,0.689545380940373,0.0,0.0
2018-11-16,EURNZD,-1,4.137272285642238,0.0,0.0
2018-11-16,GBPCHF,-1,2.068636142821119,0.0,0.0
2018-11-16,GBPJPY,-1,0.689545380940373,0.0,0.0
2018-11-16,GBPUSD,-1,4.137272285642238,0.0,0.0
2018-11-16,USDCAD,1,2.068636142821119,0.0,0.0
2018-11-16,USDCHF,-1,0.689545380940373,0.0,0.0
2018-11-19,CADCHF,-1,0.5746211507836442,0.0,0.0
2018-11-19,EURJPY,-1,0.5746211507836442,0.0,0.0
2018-11-19,EURNZD,-1,0.5746211507836442,0.0,0.0
2018-11-19,GBPCHF,-1,1.7238634523509324,0.0,0.0
2018-11-19,GBPJPY,-1,1.7238634523509324,0.0,0.0
2018-11-19,GBPUSD,-1,3.447726904701865,0.0,0.0
2018-11-19,USDCAD,1,1.7238634523509324,0.0,0.0
2018-11-19,USDCHF,-1,0.5746211507836442,0.0,0.0
2018-11-20,CADCHF,-1,1.7238634523509324,0.0,0.0
2018-11-20,EURJPY,-1,0.5746211507836442,0.0,0.0
2018-11-20,GBPCHF,-1,1.7238634523509324,0.0,0.0
2018-11-20,GBPJPY,-1,1.7238634523509324,0.0,0.0
2018-11-20,GBPUSD,-1,3.447726904701865,0.0,0.0
2018-11-20,USDCAD,1,1.7238634523509324,0.0,0.0
2018-11-20,USDCHF,-1,0.5746211507836442,0.0,0.0
2018-11-21,CADCHF,-1,1.7238634523509324,0.0,0.0
2018-11-21,EURJPY,-1,0.5746211507836442,0.0,0.0
2018-11-21,GBPCHF,-1,1.7238634523509324,0.0,0.0
2018-11-21,GBPJPY,-1,1.7238634523509324,0.0,0.0
2018-11-21,GBPUSD,-1,3.447726904701865,0.0,0.0
2018-11-21,USDCAD,1,0.5746211507836442,0.0,0.0
2018-11-21,USDCHF,-1,0.5746211507836442,0.0,0.0
2018-11-22,CADCHF,-1,1.7238634523509324,0.0,0.0
2018-11-22,EURJPY,-1,0.5746211507836442,0.0,0.0
2018-11-22,GBPCHF,-1,1.7238634523509324,0.0,0.0
2018-11-22,GBPJPY,-1,1.7238634523509324,0.0,0.0
2018-11-22,GBPUSD,-1,3.447726904701865,0.0,0.0
2018-11-22,USDCAD,1,0.5746211507836442,0.0,0.0
2018-11-22,USDCHF,-1,0.5746211507836442,0.0,0.0
2018-11-23,CADCHF,-1,1.379090761880746,0.0,0.0
2018-11-23,EURJPY,-1,0.4596969206269153,0.0,0.0
2018-11-23,GBPCHF,-1,1.379090761880746,0.0,0.0
2018-11-23,GBPJPY,-1,2.758181523761492,0.0,0.0
2018-11-23,GBPUSD,-1,2.758181523761492,0.0,0.0
2018-11-23,USDCAD,1,0.4596969206269153,0.0,0.0
2018-11-23,USDCHF,-1,0.4596969206269153,0.0,0.0
2018-11-26,CADCHF,-1,1.379090761880746,0.0,0.0
2018-11-26,EURJPY,-1,0.4596969206269153,0.0,0.0
2018-11-26,GBPCHF,-1,1.379090761880746,0.0,0.0
2018-11-26,GBPJPY,-1,2.758181523761492,0.0,0.0
2018-11-26,GBPUSD,-1,2.758181523761492,0.0,0.0
2018-11-26,USDCAD,1,0.4596969206269153,0.0,0.0
2018-11-27,CADCHF,-1,1.379090761880746,0.0,0.0
2018-11-27,EURJPY,-1,0.4596969206269153,0.0,0.0
2018-11-27,GBPCHF,-1,1.379090761880746,0.0,0.0
2018-11-27,GBPJPY,-1,2.758181523761492,0.0,0.0
2018-11-27,GBPUSD,-1,2.758181523761492,0.0,0.0
2018-11-27,USDCAD,1,0.4596969206269153,0.0,0.0
2018-11-28,CADCHF,-1,1.379090761880746,0.0,0.0
2018-11-28,EURCAD,1,0.4596969206269153,0.0,0.0
2018-11-28,EURJPY,-1,0.4596969206269153,0.0,0.0
2018-11-28,GBPCAD,1,0.4596969206269153,0.0,0.0
2018-11-28,GBPCHF,-1,1.379090761880746,0.0,0.0
2018-11-28,GBPJPY,-1,2.758181523761492,0.0,0.0
2018-11-28,GBPUSD,-1,2.758181523761492,0.0,0.0
2018-11-28,USDCAD,1,0.4596969206269153,0.0,0.0
2018-11-29,CADCHF,-1,1.379090761880746,0.0,0.0
2018-11-29,EURCAD,1,0.4596969206269153,0.0,0.0
2018-11-29,EURJPY,-1,0.4596969206269153,0.0,0.0
2018-11-29,GBPCAD,1,0.4596969206269153,0.0,0.0
2018-11-29,GBPCHF,-1,1.379090761880746,0.0,0.0
2018-11-29,GBPJPY,-1,2.758181523761492,0.0,0.0
2018-11-29,GBPUSD,-1,2.758181523761492,0.0,0.0
2018-11-30,CADCHF,-1,1.379090761880746,0.0,0.0
2018-11-30,EURCAD,1,0.4596969206269153,0.0,0.0
2018-11-30,EURJPY,-1,0.4596969206269153,0.0,0.0
2018-11-30,GBPCAD,1,0.4596969206269153,0.0,0.0
2018-11-30,GBPCHF,-1,1.379090761880746,0.0,0.0
2018-11-30,GBPJPY,-1,2.758181523761492,0.0,0.0
2018-11-30,GBPUSD,-1,2.758181523761492,0.0,0.0
2018-12-03,CADCHF,-1,1.379090761880746,0.0,0.0
2018-12-03,EURCAD,-1,0.4596969206269153,0.0,0.0
2018-12-03,EURJPY,-1,0.4596969206269153,0.0,0.0
2018-12-03,GBPCAD,1,0.4596969206269153,0.0,0.0
2018-12-03,GBPCHF,-1,1.379090761880746,0.0,0.0
2018-12-03,GBPJPY,-1,2.758181523761492,0.0,0.0
2018-12-03,GBPUSD,-1,2.758181523761492,0.0,0.0
2018-12-03,USDCAD,-1,1.379090761880746,0.0,0.0
2018-12-04,CADCHF,-1,0.4596969206269153,0.0,0.0
2018-12-04,CHFJPY,-1,0.4596969206269153,0.0,0.0
2018-12-04,EURCAD,-1,0.4596969206269153,0.0,0.0
2018-12-04,EURJPY,-1,0.4596969206269153,0.0,0.0
2018-12-04,GBPCHF,-1,1.379090761880746,0.0,0.0
2018-12-04,GBPJPY,-1,2.758181523761492,0.0,0.0
2018-12-04,GBPUSD,-1,2.758181523761492,0.0,0.0
2018-12-04,USDCAD,-1,1.379090761880746,0.0,0.0
2018-12-05,CADCHF,-1,0.4596969206269153,0.0,0.0
2018-12-05,CHFJPY,-1,0.4596969206269153,0.0,0.0
2018-12-05,EURJPY,-1,0.4596969206269153,0.0,0.0
2018-12-05,GBPCHF,-1,1.379090761880746,0.0,0.0
2018-12-05,GBPJPY,-1,2.758181523761492,0.0,0.0
2018-12-05,GBPUSD,-1,2.758181523761492,0.0,0.0
2018-12-05,USDCAD,-1,1.379090761880746,0.0,0.0
2018-12-06,AUDJPY,-1,0.4596969206269153,0.0,0.0
2018-12-06,CADCHF,-1,0.4596969206269153,0.0,0.0
2018-12-06,CHFJPY,-1,0.4596969206269153,0.0,0.0
2018-12-06,EURJPY,-1,0.4596969206269153,0.0,0.0
2018-12-06,GBPCHF,-1,1.379090761880746,0.0,0.0
2018-12-06,GBPJPY,-1,2.758181523761492,0.0,0.0
2018-12-06,GBPUSD,-1,2.758181523761492,0.0,0.0
2018-12-07,AUDJPY,-1,0.4309658630877331,0.0,0.0
2018-12-07,CHFJPY,-1,0.4309658630877331,0.0,0.0
2018-12-07,EURGBP,1,0.4309658630877331,0.0,0.0
2018-12-07,EURJPY,-1,0.4309658630877331,0.0,0.0
2018-12-07,GBPCHF,-1,1.2928975892631993,0.0,0.0
2018-12-07,GBPJPY,-1,2.5857951785263986,0.0,0.0
2018-12-07,GBPUSD,-1,2.5857951785263986,0.0,0.0
2018-12-10,AUDJPY,-1,1.2928975892631993,0.0,0.0
2018-12-10,EURGBP,1,0.4309658630877331,0.0,0.0
2018-12-10,EURJPY,-1,0.4309658630877331,0.0,0.0
2018-12-10,GBPCHF,-1,1.2928975892631993,0.0,0.0
2018-12-10,GBPJPY,-1,2.5857951785263986,0.0,0.0
2018-12-10,GBPUSD,-1,2.5857951785263986,0.0,0.0
2018-12-11,AUDJPY,-1,2.2984846031345763,0.0,0.0
2018-12-11,EURJPY,-1,0.7661615343781921,0.0,0.0
2018-12-11,GBPCAD,-1,0.7661615343781921,0.0,0.0
2018-12-11,GBPCHF,-1,0.7661615343781921,0.0,0.0
2018-12-11,GBPJPY,-1,0.7661615343781921,0.0,0.0
2018-12-11,GBPUSD,-1,4.5969692062691525,0.0,0.0
2018-12-12,AUDJPY,-1,2.5857951785263986,0.0,0.0
2018-12-12,EURJPY,-1,0.8619317261754662,0.0,0.0
2018-12-12,GBPCAD,-1,2.5857951785263986,0.0,0.0
2018-12-12,GBPCHF,-1,0.8619317261754662,0.0,0.0
2018-12-12,GBPJPY,-1,0.8619317261754662,0.0,0.0
2018-12-12,GBPUSD,-1,2.5857951785263986,0.0,0.0
2018-12-13,AUDJPY,-1,3.0,0.0,0.0
2018-12-13,EURJPY,-1,1.0,0.0,0.0
2018-12-13,GBPCAD,-1,1.0,0.0,0.0
2018-12-13,GBPUSD,-1,1.0,0.0,0.0
2018-12-14,AUDJPY,-1,6.0,0.0,0.0
2018-12-14,GBPCAD,-1,3.0,0.0,0.0
2018-12-14,GBPUSD,-1,1.0,0.0,0.0
2018-12-17,AUDJPY,-1,5.910388979488911,0.0,0.0
2018-12-17,GBPCAD,-1,2.9551944897444553,0.0,0.0
2018-12-17,GBPJPY,-1,0.9850648299148184,0.0,0.0
2018-12-17,GBPUSD,-1,0.9850648299148184,0.0,0.0
2018-12-18,AUDJPY,-1,5.910388979488911,0.0,0.0
2018-12-18,GBPCAD,-1,2.9551944897444553,0.0,0.0
2018-12-18,GBPJPY,-1,0.9850648299148184,0.0,0.0
2018-12-18,GBPUSD,-1,0.9850648299148184,0.0,0.0
2018-12-19,AUDJPY,-1,5.171590357052797,0.0,0.0
2018-12-19,EURJPY,-1,0.8619317261754662,0.0,0.0
2018-12-19,GBPJPY,-1,0.8619317261754662,0.0,0.0
2018-12-19,GBPUSD,-1,0.8619317261754662,0.0,0.0
2018-12-20,AUDJPY,-1,5.171590357052797,0.0,0.0
2018-12-20,EURJPY,-1,0.8619317261754662,0.0,0.0
2018-12-20,GBPCAD,1,0.8619317261754662,0.0,0.0
2018-12-20,GBPJPY,-1,0.8619317261754662,0.0,0.0
2018-12-20,GBPUSD,-1,0.8619317261754662,0.0,0.0
2018-12-20,USDCHF,-1,0.8619317261754662,0.0,0.0
2018-12-21,AUDJPY,-1,1.0,0.0,0.0
2018-12-21,EURJPY,-1,1.0,0.0,0.0
2018-12-21,GBPCAD,1,3.0,0.0,0.0
2018-12-21,GBPUSD,-1,1.0,0.0,0.0
2018-12-21,USDCHF,-1,1.0,0.0,0.0
2018-12-24,EURJPY,-1,1.0,0.0,0.0
2018-12-24,GBPCAD,1,3.0,0.0,0.0
2018-12-24,GBPUSD,-1,1.0,0.0,0.0
2018-12-25,GBPCAD,1,3.0,0.0,0.0
2018-12-26,GBPCAD,1,6.0,0.0,0.0
2018-12-27,GBPCAD,1,6.0,0.0,0.0
2018-12-27,USDCHF,-1,3.0,0.0,0.0
2018-12-28,GBPCAD,1,6.0,0.0,0.0
2018-12-28,USDCHF,-1,3.0,0.0,0.0
2018-12-31,GBPCAD,1,3.0,0.0,0.0
2018-12-31,USDCHF,-1,3.0,0.0,0.0
2019-01-01,GBPCAD,1,1.0,0.0,0.0
2019-01-01,USDCHF,-1,3.0,0.0,0.0
2019-01-02,EURCAD,-1,1.0,0.0,0.0
2019-01-02,GBPCAD,1,1.0,0.0,0.0
2019-01-02,USDCHF,-1,3.0,0.0,0.0
2019-01-03,EURCAD,-1,1.0,0.0,0.0
2019-01-03,GBPCAD,1,1.0,0.0,0.0
2019-01-03,USDCHF,-1,3.0,0.0,0.0
2019-01-04,EURCAD,-1,1.0,0.0,0.0
2019-01-04,GBPAUD,-1,1.0,0.0,0.0
2019-01-04,USDCHF,-1,3.0,0.0,0.0
2019-01-07,CADJPY,1,1.0,0.0,0.0
2019-01-07,GBPAUD,-1,1.0,0.0,0.0
2019-01-07,USDCHF,-1,3.0,0.0,0.0
2019-01-08,CADJPY,1,1.0,0.0,0.0
2019-01-08,GBPAUD,-1,1.0,0.0,0.0
2019-01-08,USDCHF,-1,3.0,0.0,0.0
2019-01-09,CADJPY,1,1.0,0.0,0.0
2019-01-09,GBPAUD,-1,1.0,0.0,0.0
2019-01-09,USDCHF,-1,3.0,0.0,0.0
2019-01-10,CADCHF,1,1.0,0.0,0.0
2019-01-10,CADJPY,1,1.0,0.0,0.0
2019-01-10,GBPAUD,-1,1.0,0.0,0.0
2019-01-10,GBPCAD,-1,1.0,0.0,0.0
2019-01-10,USDCHF,-1,1.0,0.0,0.0
2019-01-11,CADCHF,1,1.0,0.0,0.0
2019-01-11,CADJPY,1,1.0,0.0,0.0
2019-01-11,GBPAUD,-1,3.0,0.0,0.0
2019-01-11,USDCHF,-1,1.0,0.0,0.0
2019-01-14,CADCHF,1,1.0,0.0,0.0
2019-01-14,CADJPY,1,1.0,0.0,0.0
2019-01-14,GBPAUD,-1,3.0,0.0,0.0
2019-01-14,GBPCAD,1,1.0,0.0,0.0
2019-01-14,USDCHF,-1,1.0,0.0,0.0
2019-01-15,CADCHF,1,1.0,0.0,0.0
2019-01-15,CADJPY,1,3.0,0.0,0.0
2019-01-15,GBPCAD,1,1.0,0.0,0.0
2019-01-15,USDCHF,-1,1.0,0.0,0.0
2019-01-16,CADCHF,1,0.9850648299148184,0.0,0.0
2019-01-16,CADJPY,1,2.9551944897444553,0.0,0.0
2019-01-16,NZDCAD,-1,2.9551944897444553,0.0,0.0
2019-01-16,USDCHF,-1,0.9850648299148184,0.0,0.0
2019-01-17,CADCHF,1,0.8619317261754662,0.0,0.0
2019-01-17,CADJPY,1,2.5857951785263986,0.0,0.0
2019-01-17,EURCAD,-1,0.8619317261754662,0.0,0.0
2019-01-17,NZDCAD,-1,2.5857951785263986,0.0,0.0
2019-01-18,CADCHF,1,0.6268594372185209,0.0,0.0
2019-01-18,CADJPY,1,3.761156623311125,0.0,0.0
2019-01-18,EURCAD,-1,0.6268594372185209,0.0,0.0
2019-01-18,NZDCAD,-1,1.8805783116555623,0.0,0.0
2019-01-21,CADCHF,1,0.6268594372185209,0.0,0.0
2019-01-21,CADJPY,1,3.761156623311125,0.0,0.0
2019-01-21,EURCAD,-1,0.6268594372185209,0.0,0.0
2019-01-21,NZDCAD,-1,1.8805783116555623,0.0,0.0
2019-01-22,CADCHF,1,0.6268594372185209,0.0,0.0
2019-01-22,CADJPY,1,3.761156623311125,0.0,0.0
2019-01-22,EURCAD,-1,0.6268594372185209,0.0,0.0
2019-01-22,NZDCAD,-1,1.8805783116555623,0.0,0.0
2019-01-23,CADCHF,1,1.0,0.0,0.0
2019-01-23,CADJPY,1,3.0,0.0,0.0
2019-01-23,EURCAD,-1,1.0,0.0,0.0
2019-01-23,GBPAUD,1,1.0,0.0,0.0
2019-01-23,NZDJPY,1,1.0,0.0,0.0
2019-01-24,CADCHF,1,1.0,0.0,0.0
2019-01-24,CADJPY,1,3.0,0.0,0.0
2019-01-24,GBPAUD,1,1.0,0.0,0.0
2019-01-24,NZDJPY,1,1.0,0.0,0.0
2019-01-25,AUDUSD,1,3.0,0.0,0.0
2019-01-25,CADCHF,1,1.0,0.0,0.0
2019-01-25,CADJPY,1,3.0,0.0,0.0
2019-01-25,NZDJPY,1,1.0,0.0,0.0
2019-01-25,USDCHF,-1,1.0,0.0,0.0
2019-01-28,AUDUSD,1,3.0,0.0,0.0
2019-01-28,CADCHF,1,1.0,0.0,0.0
2019-01-28,CADJPY,1,3.0,0.0,0.0
2019-01-28,NZDJPY,1,1.0,0.0,0.0
2019-01-28,USDCHF,-1,1.0,0.0,0.0
2019-01-29,AUDUSD,1,3.0,0.0,0.0
2019-01-29,CADCHF,1,1.0,0.0,0.0
2019-01-29,CADJPY,1,3.0,0.0,0.0
2019-01-29,NZDJPY,1,1.0,0.0,0.0
2019-01-30,AUDUSD,1,6.0,0.0,0.0
2019-01-30,CADCHF,1,1.0,0.0,0.0
2019-01-30,CADJPY,1,3.0,0.0,0.0
2019-01-30,NZDJPY,1,1.0,0.0,0.0
2019-01-31,AUDUSD,1,6.0,0.0,0.0
2019-01-31,CADJPY,1,3.0,0.0,0.0
2019-01-31,NZDJPY,1,1.0,0.0,0.0
2019-01-31,USDCHF,1,1.0,0.0,0.0
