day,pair,dir,size,entry,stop
2017-02-20,AUDNZD,1,0.9850648299148184,0.0,0.0
2017-02-20,CHFJPY,-1,5.910388979488911,0.0,0.0
2017-02-20,EURJPY,-1,0.9850648299148184,0.0,0.0
2017-02-21,AUDNZD,1,0.9850648299148184,0.0,0.0
2017-02-21,CHFJPY,-1,5.910388979488911,0.0,0.0
2017-02-21,EURJPY,-1,0.9850648299148184,0.0,0.0
2017-02-21,USDCHF,1,0.9850648299148184,0.0,0.0
2017-02-22,AUDNZD,1,0.8619317261754662,0.0,0.0
2017-02-22,CHFJPY,-1,5.171590357052797,0.0,0.0
2017-02-22,EURJPY,-1,0.8619317261754662,0.0,0.0
2017-02-22,GBPCHF,1,0.8619317261754662,0.0,0.0
2017-02-22,USDCHF,1,0.8619317261754662,0.0,0.0
2017-02-23,AUDNZD,1,0.6268594372185209,0.0,0.0
2017-02-23,CHFJPY,-1,3.761156623311125,0.0,0.0
2017-02-23,EURJPY,-1,0.6268594372185209,0.0,0.0
2017-02-23,GBPCHF,1,0.6268594372185209,0.0,0.0
2017-02-23,NZDCHF,1,0.6268594372185209,0.0,0.0
2017-02-23,USDCHF,1,1.8805783116555623,0.0,0.0
2017-02-24,AUDNZD,1,0.6268594372185209,0.0,0.0
2017-02-24,CHFJPY,-1,3.761156623311125,0.0,0.0
2017-02-24,EURJPY,-1,0.6268594372185209,0.0,0.0
2017-02-24,GBPCHF,1,0.6268594372185209,0.0,0.0
2017-02-24,NZDCHF,1,0.6268594372185209,0.0,0.0
2017-02-24,USDCHF,1,1.8805783116555623,0.0,0.0
2017-02-27,AUDNZD,1,0.8619317261754662,0.0,0.0
2017-02-27,CHFJPY,-1,5.171590357052797,0.0,0.0
2017-02-27,EURJPY,-1,0.8619317261754662,0.0,0.0
2017-02-27,GBPCHF,1,0.8619317261754662,0.0,0.0
2017-02-27,USDCHF,1,0.8619317261754662,0.0,0.0
2017-02-28,AUDNZD,1,0.8619317261754662,0.0,0.0
2017-02-28,CHFJPY,-1,5.171590357052797,0.0,0.0
2017-02-28,EURJPY,-1,0.8619317261754662,0.0,0.0
2017-02-28,GBPCHF,1,0.8619317261754662,0.0,0.0
2017-02-28,NZDCAD,1,0.8619317261754662,0.0,0.0
2017-02-28,USDCHF,1,0.8619317261754662,0.0,0.0
2017-03-01,AUDNZD,1,0.9850648299148184,0.0,0.0
2017-03-01,CHFJPY,-1,5.910388979488911,0.0,0.0
2017-03-01,EURJPY,-1,0.9850648299148184,0.0,0.0
2017-03-01,NZDCAD,1,0.9850648299148184,0.0,0.0
2017-03-01,NZDUSD,-1,0.9850648299148184,0.0,0.0
2017-03-01,USDCAD,1,0.9850648299148184,0.0,0.0
2017-03-01,USDCHF,1,0.9850648299148184,0.0,0.0
2017-03-01,USDJPY,1,2.9551944897444553,0.0,0.0
2017-03-02,CHFJPY,-1,5.910388979488911,0.0,0.0
2017-03-02,NZDCHF,-1,0.9850648299148184,0.0,0.0
2017-03-02,NZDUSD,-1,0.9850648299148184,0.0,0.0
2017-03-02,USDCAD,1,0.9850648299148184,0.0,0.0
2017-03-02,USDCHF,1,0.9850648299148184,0.0,0.0
2017-03-02,USDJPY,1,2.9551944897444553,0.0,0.0
2017-03-03,CADCHF,-1,1.0,0.0,0.0
2017-03-03,NZDCHF,-1,1.0,0.0,0.0
2017-03-03,NZDUSD,-1,1.0,0.0,0.0
2017-03-03,USDCAD,1,1.0,0.0,0.0
2017-03-03,USDCHF,1,1.0,0.0,0.0
2017-03-03,USDJPY,1,3.0,0.0,0.0
2017-03-06,CADCHF,-1,1.0,0.0,0.0
2017-03-06,NZDCHF,-1,1.0,0.0,0.0
2017-03-06,USDCAD,1,1.0,0.0,0.0
2017-03-06,USDCHF,1,1.0,0.0,0.0
2017-03-06,USDJPY,1,3.0,0.0,0.0
2017-03-07,CADCHF,-1,1.0,0.0,0.0
2017-03-07,GBPCHF,-1,1.0,0.0,0.0
2017-03-07,NZDCHF,-1,1.0,0.0,0.0
2017-03-07,USDCAD,1,1.0,0.0,0.0
2017-03-07,USDCHF,1,1.0,0.0,0.0
2017-03-07,USDJPY,1,3.0,0.0,0.0
2017-03-08,CADCHF,-1,1.0,0.0,0.0
2017-03-08,GBPAUD,1,1.0,0.0,0.0
2017-03-08,GBPCHF,-1,1.0,0.0,0.0
2017-03-08,USDCAD,1,1.0,0.0,0.0
2017-03-08,USDCHF,1,1.0,0.0,0.0
2017-03-08,USDJPY,1,3.0,0.0,0.0
2017-03-09,AUDCHF,-1,1.0,0.0,0.0
2017-03-09,CADCHF,-1,1.0,0.0,0.0
2017-03-09,GBPAUD,1,1.0,0.0,0.0
2017-03-09,GBPCAD,1,1.0,0.0,0.0
2017-03-09,GBPCHF,-1,3.0,0.0,0.0
2017-03-09,USDCAD,1,1.0,0.0,0.0
2017-03-09,USDCHF,1,1.0,0.0,0.0
2017-03-10,AUDCHF,-1,1.0,0.0,0.0
2017-03-10,CADCHF,-1,1.0,0.0,0.0
2017-03-10,GBPAUD,1,1.0,0.0,0.0
2017-03-10,GBPCAD,1,1.0,0.0,0.0
2017-03-10,GBPCHF,-1,3.0,0.0,0.0
2017-03-10,USDCAD,1,1.0,0.0,0.0
2017-03-10,USDCHF,1,1.0,0.0,0.0
2017-03-13,AUDCHF,-1,1.0,0.0,0.0
2017-03-13,CADCHF,-1,1.0,0.0,0.0
2017-03-13,EURUSD,1,3.0,0.0,0.0
2017-03-13,GBPAUD,1,1.0,0.0,0.0
2017-03-13,GBPCAD,1,1.0,0.0,0.0
2017-03-13,GBPCHF,-1,3.0,0.0,0.0
2017-03-13,USDCAD,1,1.0,0.0,0.0
2017-03-13,USDCHF,1,1.0,0.0,0.0
2017-03-14,CADCHF,-1,1.0,0.0,0.0
2017-03-14,EURUSD,1,3.0,0.0,0.0
2017-03-14,GBPAUD,1,1.0,0.0,0.0
2017-03-14,GBPCAD,1,1.0,0.0,0.0
2017-03-14,GBPCHF,-1,3.0,0.0,0.0
2017-03-14,USDCAD,1,1.0,0.0,0.0
2017-03-14,USDCHF,1,1.0,0.0,0.0
2017-03-15,AUDCHF,1,1.0,0.0,0.0
2017-03-15,CADCHF,-1,1.0,0.0,0.0
2017-03-15,EURUSD,1,3.0,0.0,0.0
2017-03-15,GBPCHF,-1,3.0,0.0,0.0
2017-03-15,USDCAD,1,1.0,0.0,0.0
2017-03-15,USDCHF,1,1.0,0.0,0.0
2017-03-16,AUDCHF,1,1.0,0.0,0.0
2017-03-16,CADCHF,-1,1.0,0.0,0.0
2017-03-16,EURUSD,1,3.0,0.0,0.0
2017-03-16,GBPCAD,1,1.0,0.0,0.0
2017-03-16,GBPCHF,-1,3.0,0.0,0.0
2017-03-16,USDCAD,1,1.0,0.0,0.0
2017-03-17,CADCHF,-1,1.0,0.0,0.0
2017-03-17,EURUSD,1,3.0,0.0,0.0
2017-03-17,GBPCAD,1,1.0,0.0,0.0
2017-03-17,GBPCHF,-1,3.0,0.0,0.0
2017-03-17,USDCAD,1,1.0,0.0,0.0
2017-03-17,USDCHF,-1,1.0,0.0,0.0
2017-03-20,CADCHF,-1,0.9850648299148184,0.0,0.0
2017-03-20,EURUSD,1,2.9551944897444553,0.0,0.0
2017-03-20,GBPAUD,-1,0.9850648299148184,0.0,0.0
2017-03-20,GBPCAD,1,0.9850648299148184,0.0,0.0
2017-03-20,GBPCHF,-1,2.9551944897444553,0.0,0.0
2017-03-20,USDCAD,1,0.9850648299148184,0.0,0.0
2017-03-20,USDCHF,-1,0.9850648299148184,0.0,0.0
2017-03-20,USDJPY,-1,2.9551944897444553,0.0,0.0
2017-03-21,CADCHF,-1,0.9850648299148184,0.0,0.0
2017-03-21,EURUSD,1,2.9551944897444553,0.0,0.0
2017-03-21,GBPCAD,1,0.9850648299148184,0.0,0.0
2017-03-21,GBPCHF,-1,2.9551944897444553,0.0,0.0
2017-03-21,USDCAD,1,0.9850648299148184,0.0,0.0
2017-03-21,USDCHF,-1,0.9850648299148184,0.0,0.0
2017-03-21,USDJPY,-1,2.9551944897444553,0.0,0.0
2017-03-22,CADCHF,-1,0.9850648299148184,0.0,0.0
2017-03-22,EURJPY,-1,2.9551944897444553,0.0,0.0
2017-03-22,EURUSD,1,2.9551944897444553,0.0,0.0
2017-03-22,GBPAUD,1,0.9850648299148184,0.0,0.0
2017-03-22,GBPCAD,1,0.9850648299148184,0.0,0.0
2017-03-22,GBPCHF,-1,0.9850648299148184,0.0,0.0
2017-03-22,USDCAD,1,0.9850648299148184,0.0,0.0
2017-03-22,USDCHF,-1,0.9850648299148184,0.0,0.0
2017-03-22,USDJPY,-1,2.9551944897444553,0.0,0.0
2017-03-23,CADCHF,-1,0.7661615343781921,0.0,0.0
2017-03-23,EURJPY,-1,4.5969692062691525,0.0,0.0
2017-03-23,EURUSD,1,2.2984846031345763,0.0,0.0
2017-03-23,GBPAUD,1,0.7661615343781921,0.0,0.0
2017-03-23,GBPCHF,-1,0.7661615343781921,0.0,0.0
2017-03-23,USDCAD,1,0.7661615343781921,0.0,0.0
2017-03-23,USDCHF,-1,0.7661615343781921,0.0,0.0
2017-03-23,USDJPY,-1,2.2984846031345763,0.0,0.0
2017-03-24,CADCHF,-1,0.7661615343781921,0.0,0.0
2017-03-24,EURJPY,-1,4.5969692062691525,0.0,0.0
2017-03-24,EURUSD,1,2.2984846031345763,0.0,0.0
2017-03-24,GBPAUD,1,0.7661615343781921,0.0,0.0
2017-03-24,USDCAD,1,0.7661615343781921,0.0,0.0
2017-03-24,USDCHF,-1,0.7661615343781921,0.0,0.0
2017-03-24,USDJPY,-1,2.2984846031345763,0.0,0.0
2017-03-27,CADCHF,-1,0.7661615343781921,0.0,0.0
2017-03-27,EURJPY,-1,4.5969692062691525,0.0,0.0
2017-03-27,EURUSD,1,2.2984846031345763,0.0,0.0
2017-03-27,GBPAUD,1,2.2984846031345763,0.0,0.0
2017-03-27,USDCAD,1,0.7661615343781921,0.0,0.0
2017-03-27,USDCHF,-1,0.7661615343781921,0.0,0.0
2017-03-27,USDJPY,-1,2.2984846031345763,0.0,0.0
2017-03-28,EURJPY,-1,5.910388979488911,0.0,0.0
2017-03-28,EURUSD,1,0.9850648299148184,0.0,0.0
2017-03-28,GBPAUD,1,2.9551944897444553,0.0,0.0
2017-03-28,USDCAD,1,0.9850648299148184,0.0,0.0
2017-03-28,USDJPY,-1,0.9850648299148184,0.0,0.0
2017-03-29,EURJPY,-1,5.910388979488911,0.0,0.0
2017-03-29,EURUSD,1,0.9850648299148184,0.0,0.0
2017-03-29,GBPAUD,1,0.9850648299148184,0.0,0.0
2017-03-29,USDCAD,1,0.9850648299148184,0.0,0.0
2017-03-29,USDJPY,-1,0.9850648299148184,0.0,0.0
2017-03-30,EURJPY,-1,5.910388979488911,0.0,0.0
2017-03-30,GBPAUD,1,0.9850648299148184,0.0,0.0
2017-03-30,USDCAD,1,0.9850648299148184,0.0,0.0
2017-03-30,USDJPY,-1,0.9850648299148184,0.0,0.0
2017-03-31,EURJPY,-1,5.910388979488911,0.0,0.0
2017-03-31,GBPAUD,1,0.9850648299148184,0.0,0.0
2017-03-31,USDCAD,1,0.9850648299148184,0.0,0.0
2017-03-31,USDCHF,1,0.9850648299148184,0.0,0.0
2017-03-31,USDJPY,-1,0.9850648299148184,0.0,0.0
2017-04-03,EURJPY,-1,4.137272285642238,0.0,0.0
2017-04-03,GBPAUD,1,0.689545380940373,0.0,0.0
2017-04-03,GBPJPY,-1,2.068636142821119,0.0,0.0
2017-04-03,USDCAD,1,0.689545380940373,0.0,0.0
2017-04-03,USDCHF,1,0.689545380940373,0.0,0.0
2017-04-03,USDJPY,-1,0.689545380940373,0.0,0.0
2017-04-04,EURJPY,-1,4.137272285642238,0.0,0.0
2017-04-04,GBPAUD,1,0.689545380940373,0.0,0.0
2017-04-04,GBPJPY,-1,2.068636142821119,0.0,0.0
2017-04-04,USDCAD,1,0.689545380940373,0.0,0.0
2017-04-04,USDJPY,-1,0.689545380940373,0.0,0.0
2017-04-05,EURJPY,-1,4.137272285642238,0.0,0.0
2017-04-05,GBPAUD,1,0.689545380940373,0.0,0.0
2017-04-05,GBPJPY,-1,2.068636142821119,0.0,0.0
2017-04-05,USDCAD,1,0.689545380940373,0.0,0.0
2017-04-05,USDCHF,1,0.689545380940373,0.0,0.0
2017-04-05,USDJPY,-1,0.689545380940373,0.0,0.0
2017-04-06,EURJPY,-1,4.137272285642238,0.0,0.0
2017-04-06,GBPAUD,1,0.689545380940373,0.0,0.0
2017-04-06,GBPJPY,-1,2.068636142821119,0.0,0.0
2017-04-06,USDCAD,1,0.689545380940373,0.0,0.0
2017-04-06,USDCHF,1,0.689545380940373,0.0,0.0
2017-04-06,USDJPY,-1,0.689545380940373,0.0,0.0
2017-04-07,AUDNZD,-1,2.068636142821119,0.0,0.0
2017-04-07,EURJPY,-1,4.137272285642238,0.0,0.0
2017-04-07,GBPAUD,1,0.689545380940373,0.0,0.0
2017-04-07,GBPCAD,-1,0.689545380940373,0.0,0.0
2017-04-07,GBPJPY,-1,2.068636142821119,0.0,0.0
2017-04-07,USDCAD,1,0.689545380940373,0.0,0.0
2017-04-07,USDCHF,1,0.689545380940373,0.0,0.0
2017-04-07,USDJPY,-1,0.689545380940373,0.0,0.0
2017-04-10,AUDNZD,-1,2.068636142821119,0.0,0.0
2017-04-10,EURJPY,-1,4.137272285642238,0.0,0.0
2017-04-10,GBPAUD,1,0.689545380940373,0.0,0.0
2017-04-10,GBPCAD,-1,0.689545380940373,0.0,0.0
2017-04-10,GBPJPY,-1,2.068636142821119,0.0,0.0
2017-04-10,USDCAD,1,0.689545380940373,0.0,0.0
2017-04-10,USDCHF,1,0.689545380940373,0.0,0.0
2017-04-10,USDJPY,-1,0.689545380940373,0.0,0.0
2017-04-11,AUDNZD,-1,2.068636142821119,0.0,0.0
2017-04-11,EURJPY,-1,4.137272285642238,0.0,0.0
2017-04-11,GBPAUD,1,0.689545380940373,0.0,0.0
2017-04-11,GBPCAD,-1,0.689545380940373,0.0,0.0
2017-04-11,GBPJPY,-1,2.068636142821119,0.0,0.0
2017-04-11,USDCAD,1,0.689545380940373,0.0,0.0
2017-04-11,USDCHF,1,0.689545380940373,0.0,0.0
2017-04-11,USDJPY,-1,0.689545380940373,0.0,0.0
2017-04-12,AUDNZD,-1,2.9551944897444553,0.0,0.0
2017-04-12,EURJPY,-1,2.9551944897444553,0.0,0.0
2017-04-12,GBPJPY,-1,2.9551944897444553,0.0,0.0
2017-04-12,USDCAD,1,0.9850648299148184,0.0,0.0
2017-04-12,USDCHF,1,0.9850648299148184,0.0,0.0
2017-04-12,USDJPY,-1,0.9850648299148184,0.0,0.0
2017-04-13,AUDNZD,-1,2.9551944897444553,0.0,0.0
2017-04-13,EURJPY,-1,2.9551944897444553,0.0,0.0
2017-04-13,GBPJPY,-1,2.9551944897444553,0.0,0.0
2017-04-13,USDCAD,1,0.9850648299148184,0.0,0.0
2017-04-13,USDCHF,1,0.9850648299148184,0.0,0.0
2017-04-13,USDJPY,-1,0.9850648299148184,0.0,0.0
2017-04-14,AUDNZD,-1,2.9551944897444553,0.0,0.0
2017-04-14,EURJPY,-1,2.9551944897444553,0.0,0.0
2017-04-14,GBPJPY,-1,2.9551944897444553,0.0,0.0
2017-04-14,USDCAD,1,0.9850648299148184,0.0,0.0
2017-04-14,USDCHF,1,0.9850648299148184,0.0,0.0
2017-04-14,USDJPY,-1,0.9850648299148184,0.0,0.0
2017-04-17,AUDNZD,-1,3.0,0.0,0.0
2017-04-17,EURJPY,-1,3.0,0.0,0.0
2017-04-17,GBPJPY,-1,1.0,0.0,0.0
2017-04-17,USDCAD,1,1.0,0.0,0.0
2017-04-17,USDCHF,1,1.0,0.0,0.0
2017-04-17,USDJPY,-1,1.0,0.0,0.0
2017-04-18,AUDNZD,-1,3.0,0.0,0.0
2017-04-18,EURJPY,-1,3.0,0.0,0.0
2017-04-18,GBPJPY,1,1.0,0.0,0.0
2017-04-18,USDCAD,1,1.0,0.0,0.0
2017-04-18,USDCHF,1,1.0,0.0,0.0
2017-04-18,USDJPY,-1,1.0,0.0,0.0
2017-04-19,AUDNZD,-1,3.0,0.0,0.0
2017-04-19,GBPJPY,1,3.0,0.0,0.0
2017-04-19,USDCAD,1,1.0,0.0,0.0
2017-04-19,USDJPY,-1,1.0,0.0,0.0
2017-04-20,AUDCHF,-1,1.0,0.0,0.0
2017-04-20,AUDNZD,-1,1.0,0.0,0.0
2017-04-20,GBPJPY,1,3.0,0.0,0.0
2017-04-20,USDCAD,1,1.0,0.0,0.0
2017-04-20,USDJPY,-1,1.0,0.0,0.0
2017-04-21,AUDCHF,-1,1.0,0.0,0.0
2017-04-21,AUDNZD,-1,1.0,0.0,0.0
2017-04-21,GBPJPY,1,3.0,0.0,0.0
2017-04-21,USDCAD,1,1.0,0.0,0.0
2017-04-21,USDCHF,-1,1.0,0.0,0.0
2017-04-24,AUDCHF,-1,1.0,0.0,0.0
2017-04-24,AUDNZD,-1,1.0,0.0,0.0
2017-04-24,EURGBP,1,1.0,0.0,0.0
2017-04-24,GBPJPY,1,3.0,0.0,0.0
2017-04-24,USDCAD,1,1.0,0.0,0.0
2017-04-24,USDCHF,-1,1.0,0.0,0.0
2017-04-25,AUDCHF,-1,1.0,0.0,0.0
2017-04-25,AUDNZD,-1,1.0,0.0,0.0
2017-04-25,EURGBP,1,1.0,0.0,0.0
2017-04-25,GBPJPY,1,3.0,0.0,0.0
2017-04-25,USDCAD,1,1.0,0.0,0.0
2017-04-25,USDCHF,-1,1.0,0.0,0.0
2017-04-26,AUDCHF,-1,1.0,0.0,0.0
2017-04-26,AUDNZD,-1,1.0,0.0,0.0
2017-04-26,EURGBP,1,1.0,0.0,0.0
2017-04-26,GBPJPY,1,3.0,0.0,0.0
2017-04-26,USDCHF,-1,1.0,0.0,0.0
2017-04-27,AUDCHF,-1,1.0,0.0,0.0
2017-04-27,AUDNZD,-1,1.0,0.0,0.0
2017-04-27,EURGBP,1,1.0,0.0,0.0
2017-04-27,GBPJPY,1,3.0,0.0,0.0
2017-04-27,USDCHF,-1,1.0,0.0,0.0
2017-04-28,AUDCHF,-1,1.0,0.0,0.0
2017-04-28,AUDNZD,-1,1.0,0.0,0.0
2017-04-28,GBPJPY,1,1.0,0.0,0.0
2017-04-28,USDCHF,-1,1.0,0.0,0.0
2017-05-01,AUDCHF,-1,1.0,0.0,0.0
2017-05-01,GBPJPY,1,1.0,0.0,0.0
2017-05-02,AUDCHF,-1,1.0,0.0,0.0
2017-05-02,GBPJPY,1,1.0,0.0,0.0
2017-05-02,USDCHF,-1,1.0,0.0,0.0
2017-05-03,AUDCHF,-1,1.0,0.0,0.0
2017-05-03,GBPJPY,1,1.0,0.0,0.0
2017-05-03,NZDCAD,1,1.0,0.0,0.0
2017-05-03,USDCHF,-1,3.0,0.0,0.0
2017-05-04,AUDCHF,-1,1.0,0.0,0.0
2017-05-04,GBPJPY,1,1.0,0.0,0.0
2017-05-04,NZDCAD,1,1.0,0.0,0.0
2017-05-04,USDCHF,-1,3.0,0.0,0.0
2017-05-05,GBPJPY,1,1.0,0.0,0.0
2017-05-05,NZDCAD,1,1.0,0.0,0.0
2017-05-05,NZDUSD,1,1.0,0.0,0.0
2017-05-05,USDCHF,-1,3.0,0.0,0.0
2017-05-08,GBPJPY,1,1.0,0.0,0.0
2017-05-08,NZDCAD,1,1.0,0.0,0.0
2017-05-08,NZDCHF,1,1.0,0.0,0.0
2017-05-08,NZDUSD,1,1.0,0.0,0.0
2017-05-08,USDCHF,-1,1.0,0.0,0.0
2017-05-09,GBPJPY,1,1.0,0.0,0.0
2017-05-09,NZDCAD,1,1.0,0.0,0.0
2017-05-09,NZDCHF,1,1.0,0.0,0.0
2017-05-09,NZDUSD,1,1.0,0.0,0.0
2017-05-10,GBPJPY,1,1.0,0.0,0.0
2017-05-10,NZDCAD,1,1.0,0.0,0.0
2017-05-10,NZDCHF,1,1.0,0.0,0.0
2017-05-10,NZDUSD,1,1.0,0.0,0.0
2017-05-10,USDCHF,1,1.0,0.0,0.0
2017-05-11,GBPJPY,1,1.0,0.0,0.0
2017-05-11,NZDCAD,1,1.0,0.0,0.0
2017-05-11,NZDUSD,1,1.0,0.0,0.0
2017-05-11,USDCHF,1,1.0,0.0,0.0
2017-05-12,AUDCAD,-1,1.0,0.0,0.0
2017-05-12,USDCHF,1,1.0,0.0,0.0
2017-05-15,AUDCAD,-1,1.0,0.0,0.0
2017-05-15,CADJPY,1,3.0,0.0,0.0
2017-05-16,AUDCAD,-1,2.9551944897444553,0.0,0.0
2017-05-16,CADJPY,1,2.9551944897444553,0.0,0.0
2017-05-16,NZDCAD,-1,0.9850648299148184,0.0,0.0
2017-05-17,AUDCAD,-1,3.0,0.0,0.0
2017-05-17,NZDCAD,-1,1.0,0.0,0.0
2017-05-17,NZDUSD,1,1.0,0.0,0.0
2017-05-18,AUDCAD,-1,3.0,0.0,0.0
2017-05-18,CADJPY,-1,3.0,0.0,0.0
2017-05-18,NZDUSD,1,1.0,0.0,0.0
2017-05-19,AUDCAD,-1,3.0,0.0,0.0
2017-05-19,CADJPY,-1,3.0,0.0,0.0
2017-05-19,NZDUSD,1,1.0,0.0,0.0
2017-05-22,AUDCAD,-1,3.0,0.0,0.0
2017-05-22,NZDCAD,1,3.0,0.0,0.0
2017-05-22,NZDUSD,1,1.0,0.0,0.0
2017-05-23,AUDCAD,-1,3.0,0.0,0.0
2017-05-23,CADJPY,1,3.0,0.0,0.0
2017-05-23,NZDCAD,1,3.0,0.0,0.0
2017-05-23,NZDUSD,1,1.0,0.0,0.0
2017-05-24,AUDCAD,-1,3.0,0.0,0.0
2017-05-24,CADJPY,1,3.0,0.0,0.0
2017-05-24,NZDCAD,1,3.0,0.0,0.0
2017-05-25,AUDCAD,-1,3.0,0.0,0.0
2017-05-25,CADJPY,1,3.0,0.0,0.0
2017-05-25,NZDCAD,1,3.0,0.0,0.0
2017-05-26,AUDCAD,-1,3.0,0.0,0.0
2017-05-26,CADJPY,1,3.0,0.0,0.0
2017-05-26,GBPCHF,-1,1.0,0.0,0.0
2017-05-26,NZDCAD,1,6.0,0.0,0.0
2017-05-29,AUDCAD,-1,3.0,0.0,0.0
2017-05-29,CADJPY,1,3.0,0.0,0.0
2017-05-29,GBPCHF,-1,1.0,0.0,0.0
2017-05-29,NZDCAD,1,6.0,0.0,0.0
2017-05-30,AUDCAD,-1,3.0,0.0,0.0
2017-05-30,AUDJPY,-1,1.0,0.0,0.0
2017-05-30,CADJPY,1,3.0,0.0,0.0
2017-05-30,NZDCAD,1,6.0,0.0,0.0
2017-05-31,AUDCAD,-1,3.0,0.0,0.0
2017-05-31,AUDJPY,-1,3.0,0.0,0.0
2017-05-31,NZDCAD,1,6.0,0.0,0.0
2017-06-01,AUDCAD,-1,3.0,0.0,0.0
2017-06-01,AUDJPY,-1,3.0,0.0,0.0
2017-06-01,NZDCAD,1,3.0,0.0,0.0
2017-06-02,AUDJPY,-1,3.0,0.0,0.0
2017-06-02,GBPCAD,-1,3.0,0.0,0.0
2017-06-02,NZDCAD,1,3.0,0.0,0.0
2017-06-05,AUDJPY,-1,3.0,0.0,0.0
2017-06-05,GBPCAD,-1,3.0,0.0,0.0
2017-06-05,NZDCAD,1,1.0,0.0,0.0
2017-06-06,AUDJPY,-1,3.0,0.0,0.0
2017-06-06,AUDUSD,1,3.0,0.0,0.0
2017-06-06,GBPCAD,-1,3.0,0.0,0.0
2017-06-06,NZDCAD,1,1.0,0.0,0.0
2017-06-07,AUDJPY,-1,3.0,0.0,0.0
2017-06-07,AUDUSD,1,3.0,0.0,0.0
2017-06-07,GBPCAD,-1,3.0,0.0,0.0
2017-06-07,NZDCAD,1,1.0,0.0,0.0
2017-06-08,AUDJPY,-1,3.0,0.0,0.0
2017-06-08,AUDUSD,1,3.0,0.0,0.0
2017-06-08,GBPCAD,-1,3.0,0.0,0.0
2017-06-09,AUDJPY,-1,1.0,0.0,0.0
2017-06-09,AUDUSD,1,3.0,0.0,0.0
2017-06-09,GBPCAD,-1,6.0,0.0,0.0
2017-06-12,AUDJPY,-1,0.689545380940373,0.0,0.0
2017-06-12,AUDUSD,1,2.068636142821119,0.0,0.0
2017-06-12,EURCAD,-1,2.068636142821119,0.0,0.0
2017-06-12,GBPCAD,-1,4.137272285642238,0.0,0.0
2017-06-12,USDCAD,-1,0.689545380940373,0.0,0.0
2017-06-13,AUDJPY,-1,0.5304195238002869,0.0,0.0
2017-06-13,AUDUSD,1,1.591258571400861,0.0,0.0
2017-06-13,CADJPY,1,3.182517142801722,0.0,0.0
2017-06-13,EURCAD,-1,1.591258571400861,0.0,0.0
2017-06-13,GBPCAD,-1,1.591258571400861,0.0,0.0
2017-06-13,USDCAD,-1,0.5304195238002869,0.0,0.0
2017-06-14,AUDJPY,-1,0.6268594372185209,0.0,0.0
2017-06-14,AUDUSD,1,1.8805783116555623,0.0,0.0
2017-06-14,CADJPY,1,3.761156623311125,0.0,0.0
2017-06-14,EURCAD,-1,1.8805783116555623,0.0,0.0
2017-06-14,GBPCAD,-1,0.6268594372185209,0.0,0.0
2017-06-14,USDCAD,-1,0.6268594372185209,0.0,0.0
2017-06-15,AUDUSD,1,0.689545380940373,0.0,0.0
2017-06-15,CADJPY,1,4.137272285642238,0.0,0.0
2017-06-15,EURCAD,-1,2.068636142821119,0.0,0.0
2017-06-15,USDCAD,-1,0.689545380940373,0.0,0.0
2017-06-16,AUDJPY,1,0.689545380940373,0.0,0.0
2017-06-16,AUDUSD,1,0.689545380940373,0.0,0.0
2017-06-16,CADJPY,1,4.137272285642238,0.0,0.0
2017-06-16,EURCAD,-1,2.068636142821119,0.0,0.0
2017-06-16,USDCAD,-1,0.689545380940373,0.0,0.0
2017-06-19,AUDJPY,1,0.689545380940373,0.0,0.0
2017-06-19,AUDUSD,1,0.689545380940373,0.0,0.0
2017-06-19,CADJPY,1,4.137272285642238,0.0,0.0
2017-06-19,EURCAD,-1,2.068636142821119,0.0,0.0
2017-06-19,USDCAD,-1,0.689545380940373,0.0,0.0
2017-06-20,AUDJPY,1,0.689545380940373,0.0,0.0
2017-06-20,CADJPY,1,4.137272285642238,0.0,0.0
2017-06-20,EURCAD,-1,2.068636142821119,0.0,0.0
2017-06-20,USDCAD,-1,0.689545380940373,0.0,0.0
2017-06-21,AUDJPY,1,0.689545380940373,0.0,0.0
2017-06-21,CADJPY,1,4.137272285642238,0.0,0.0
2017-06-21,EURCAD,-1,2.068636142821119,0.0,0.0
2017-06-21,USDCAD,-1,0.689545380940373,0.0,0.0
2017-06-22,AUDJPY,1,0.689545380940373,0.0,0.0
2017-06-22,CADJPY,1,4.137272285642238,0.0,0.0
2017-06-22,EURCAD,-1,2.068636142821119,0.0,0.0
2017-06-22,USDCAD,-1,0.689545380940373,0.0,0.0
2017-06-23,AUDJPY,1,0.689545380940373,0.0,0.0
2017-06-23,CADJPY,1,4.137272285642238,0.0,0.0
2017-06-23,EURCAD,-1,2.068636142821119,0.0,0.0
2017-06-23,USDCAD,-1,0.689545380940373,0.0,0.0
2017-06-26,AUDCAD,1,2.068636142821119,0.0,0.0
2017-06-26,AUDJPY,1,0.689545380940373,0.0,0.0
2017-06-26,CADJPY,1,4.137272285642238,0.0,0.0
2017-06-26,EURCAD,-1,2.068636142821119,0.0,0.0
2017-06-26,EURUSD,-1,0.689545380940373,0.0,0.0
2017-06-26,USDCAD,-1,0.689545380940373,0.0,0.0
2017-06-27,AUDCAD,1,2.068636142821119,0.0,0.0
2017-06-27,AUDJPY,1,0.689545380940373,0.0,0.0
2017-06-27,CADJPY,1,4.137272285642238,0.0,0.0
2017-06-27,EURCAD,-1,2.068636142821119,0.0,0.0
