slice,c1,base,survivors,combos_in_core,survival_rate_pct,base_rate_pct,enrichment
chop,trend_direction_force_index_signals,lsma_baseline,817,18252,4.476221783914092,1.5810841944964233,2.831109057629769
chop,volatility_quality_signals,fantail_vma,791,18252,4.333771641463949,1.5810841944964233,2.74101256375171
chop,supertrend_signals,mcginley_dynamic_index,786,18252,4.30637738330046,1.5810841944964233,2.7236863149290067
chop,ichimoku_signals,mcginley_dynamic_index,778,18252,4.262546570238878,1.5810841944964233,2.695964316812681
chop,polychromatic_momentum_signals,super_smoother_2pole_baseline,778,18252,4.262546570238878,1.5810841944964233,2.695964316812681
chop,bears_bulls_impulse_signals,t3_baseline,771,18252,4.224194608809993,1.5810841944964233,2.6717075684608957
chop,polychromatic_momentum_signals,t3_baseline,750,18252,4.10913872452334,1.5810841944964233,2.5989373234055404
chop,lemantrend_signals,frama_baseline,749,18252,4.103659872890642,1.5810841944964233,2.595472073641
chop,parabolic_sar_signals,fantail_vma,749,18252,4.103659872890642,1.5810841944964233,2.595472073641
chop,center_of_gravity_signals,frama_baseline,747,18252,4.092702169625246,1.5810841944964233,2.5885415741119187
chop,ssl_channel_signals,fantail_vma,744,18252,4.076265614727153,1.5810841944964233,2.578145824818296
chop,dspo_signals,sma_baseline,728,18252,3.9886039886039883,1.5810841944964233,2.5227018285856446
chop,kuskus_starlight_signals,mcginley_dynamic_index,721,18252,3.950252027175104,1.5810841944964233,2.4984450802338594
chop,dpo_signals,sma_baseline,709,18252,3.8845058075827303,1.5810841944964233,2.456862083059371
chop,aroon_signals,ema_baseline,708,18252,3.879026955950033,1.5810841944964233,2.4533968332948306
chop,halftrend_signals,mcginley_dynamic_index,699,18252,3.829717291255753,1.5810841944964233,2.4222095854139636
chop,ehlers_reverse_ema_signals,ema_baseline,688,18252,3.7694499232960768,1.5810841944964233,2.3840918380040157
chop,fisher_transform_signals,kama_baseline,660,18252,3.616042077580539,1.5810841944964233,2.2870648445968755
chop,supertrend_signals,tma_baseline,657,18252,3.599605522682446,1.5810841944964233,2.276669095303254
chop,linreg_slope_signals,vidya,642,18252,3.5174227481919793,1.5810841944964233,2.224690348835143
chop,dspo_signals,kama_baseline,637,18252,3.49002849002849,1.5810841944964233,2.207364100012439
chop,chandelier_exit_signals,ema_baseline,632,18252,3.4626342318650014,1.5810841944964233,2.190037851189736
chop,dspo_signals,tma_baseline,623,18252,3.413324567170721,1.5810841944964233,2.1588506033088692
chop,polychromatic_momentum_signals,wma_baseline,621,18252,3.4023668639053253,1.5810841944964233,2.1519201037797875
chop,bears_bulls_impulse_signals,fantail_vma,619,18252,3.39140916063993,1.5810841944964233,2.144989604250706
chop,kase_peak_oscillator_signals,mcginley_dynamic_index,619,18252,3.39140916063993,1.5810841944964233,2.144989604250706
chop,donchian_breakout_signals,frama_baseline,617,18252,3.3804514573745346,1.5810841944964233,2.138059104721625
chop,qqe_mod_signals,fantail_vma,614,18252,3.3640149024764407,1.5810841944964233,2.1276633554280022
chop,supertrend_signals,rma_baseline,610,18252,3.3420994959456496,1.5810841944964233,2.1138023563698396
chop,fx_sniper_ergodic_cci_signals,frama_baseline,605,18252,3.314705237782161,1.5810841944964233,2.096476107547136
chop,dspo_signals,vidya,604,18252,3.309226386149463,1.5810841944964233,2.093010857782595
chop,aroon_signals,mcginley_dynamic_index,601,18252,3.29278983125137,1.5810841944964233,2.0826151084889735
chop,lemantrend_signals,vidya,599,18252,3.2818321279859743,1.5810841944964233,2.0756846089598917
chop,kalman_filter_signals,fantail_vma,595,18252,3.259916721455183,1.5810841944964233,2.061823609901729
chop,supertrend_signals,ema_baseline,595,18252,3.259916721455183,1.5810841944964233,2.061823609901729
chop,bears_bulls_impulse_signals,frama_baseline,593,18252,3.2489590181897876,1.5810841944964233,2.0548931103726478
chop,glitch_index_signals,fantail_vma,591,18252,3.238001314924392,1.5810841944964233,2.047962610843566
chop,bears_bulls_impulse_signals,rma_baseline,576,18252,3.155818540433925,1.5810841944964233,1.9959838643754553
chop,fisher_transform_signals,t3_baseline,575,18252,3.150339688801227,1.5810841944964233,1.9925186146109144
chop,supertrend_signals,sma_baseline,572,18252,3.133903133903134,1.5810841944964233,1.9821228653172924
chop,supertrend_signals,wma_baseline,567,18252,3.106508875739645,1.5810841944964233,1.9647966164945887
chop,ehlers_reverse_ema_signals,rma_baseline,565,18252,3.0955511724742495,1.5810841944964233,1.9578661169655072
chop,chandelier_exit_signals,fantail_vma,559,18252,3.0626780626780628,1.5810841944964233,1.937074618378263
chop,kuskus_starlight_signals,ema_baseline,554,18252,3.035283804514574,1.5810841944964233,1.9197483695555593
chop,dspo_signals,super_smoother_2pole_baseline,552,18252,3.0243261012491782,1.5810841944964233,1.912817870026478
chop,laguerre_filter_signals,mcginley_dynamic_index,542,18252,2.9695375849222003,1.5810841944964233,1.8781653723810707
chop,waddah_attar_explosion_signals,vidya,512,18252,2.8051720359412666,1.5810841944964233,1.774207879444849
chop,waddah_attar_explosion_signals,ema_baseline,508,18252,2.7832566294104755,1.5810841944964233,1.760346880386686
chop,hieken_ashi_smoothed_signals,fantail_vma,502,18252,2.7503835196142887,1.5810841944964233,1.7395553817994418
chop,donchian_breakout_signals,ema_baseline,497,18252,2.7229892614508,1.5810841944964233,1.7222291329767383
chop,donchian_breakout_signals,wma_baseline,495,18252,2.712031558185404,1.5810841944964233,1.7152986334476568
chop,price_momentum_oscillator_signals,fantail_vma,495,18252,2.712031558185404,1.5810841944964233,1.7152986334476568
chop,parabolic_sar_signals,ema_baseline,487,18252,2.668200745123822,1.5810841944964233,1.687576635331331
chop,j_tpo_signals,fantail_vma,477,18252,2.6134122287968444,1.5810841944964233,1.6529241376859238
chop,fisher_transform_signals,rma_baseline,472,18252,2.586017970633355,1.5810841944964233,1.63559788886322
chop,aroon_signals,super_smoother_2pole_baseline,470,18252,2.5750602673679595,1.5810841944964233,1.6286673893341388
chop,mama_fama_signals,mcginley_dynamic_index,465,18252,2.5476660092044705,1.5810841944964233,1.611341140511435
chop,waddah_attar_explosion_signals,mcginley_dynamic_index,463,18252,2.536708305939075,1.5810841944964233,1.6044106409823538
chop,lemantrend_signals,wma_baseline,457,18252,2.5038351961428886,1.5810841944964233,1.5836191423951094
chop,coppock_curve_signals,rma_baseline,454,18252,2.4873986412447953,1.5810841944964233,1.5732233931014872
chop,fisher_transform_signals,sma_baseline,453,18252,2.4819197896120975,1.5810841944964233,1.5697581433369465
chop,vortex_signals,fantail_vma,453,18252,2.4819197896120975,1.5810841944964233,1.5697581433369465
chop,lemantrend_signals,mcginley_dynamic_index,442,18252,2.4216524216524213,1.5810841944964233,1.5316403959269984
chop,lemantrend_signals,sma_baseline,440,18252,2.4106947183870258,1.5810841944964233,1.524709896397917
chop,aroon_signals,tma_baseline,439,18252,2.405215866754328,1.5810841944964233,1.5212446466333764
chop,didi_index_signals,fantail_vma,435,18252,2.3833004602235373,1.5810841944964233,1.5073836475752136
chop,lemantrend_signals,ema_baseline,434,18252,2.3778216085908395,1.5810841944964233,1.5039183978106727
chop,hieken_ashi_smoothed_signals,mcginley_dynamic_index,429,18252,2.3504273504273505,1.5810841944964233,1.4865921489879692
chop,supertrend_signals,super_smoother_2pole_baseline,425,18252,2.3285119438965594,1.5810841944964233,1.4727311499298064
chop,mama_fama_signals,ema_baseline,424,18252,2.3230330922638616,1.5810841944964233,1.4692659001652657
chop,qqe_mod_signals,rma_baseline,421,18252,2.306596537365768,1.5810841944964233,1.4588701508716435
chop,trend_direction_force_index_signals,ema_baseline,421,18252,2.306596537365768,1.5810841944964233,1.4588701508716435
chop,volatility_quality_signals,mcginley_dynamic_index,419,18252,2.2956388341003726,1.5810841944964233,1.451939651342562
chop,dpo_signals,lsma_baseline,415,18252,2.2737234275695815,1.5810841944964233,1.4380786522843991
chop,rex_oscillator_signals,fantail_vma,410,18252,2.2463291694060925,1.5810841944964233,1.4207524034616954
chop,supertrend_signals,lsma_baseline,404,18252,2.2134560596099058,1.5810841944964233,1.3999609048744512
chop,dspo_signals,lsma_baseline,402,18252,2.20249835634451,1.5810841944964233,1.3930304053453697
chop,dspo_signals,wma_baseline,398,18252,2.180582949813719,1.5810841944964233,1.3791694062872069
chop,kase_peak_oscillator_signals,rma_baseline,393,18252,2.15318869165023,1.5810841944964233,1.3618431574645034
chop,trend_direction_force_index_signals,fantail_vma,390,18252,2.1367521367521367,1.5810841944964233,1.3514474081708812
chop,lemantrend_signals,tma_baseline,389,18252,2.131273285119439,1.5810841944964233,1.3479821584063405
chop,ichimoku_signals,sma_baseline,387,18252,2.1203155818540433,1.5810841944964233,1.341051658877259
chop,waddah_attar_explosion_signals,rma_baseline,386,18252,2.1148367302213456,1.5810841944964233,1.3375864091127183
chop,trend_direction_force_index_signals,vidya,384,18252,2.10387902695595,1.5810841944964233,1.3306559095836368
chop,linreg_slope_signals,frama_baseline,383,18252,2.098400175323252,1.5810841944964233,1.3271906598190961
chop,qqe_mod_signals,ema_baseline,380,18252,2.0819636204251593,1.5810841944964233,1.316794910525474
chop,kuskus_starlight_signals,wma_baseline,374,18252,2.049090510628972,1.5810841944964233,1.2960034119382295
chop,trend_direction_force_index_signals,super_smoother_2pole_baseline,373,18252,2.0436116589962743,1.5810841944964233,1.2925381621736889
chop,dspo_signals,t3_baseline,371,18252,2.0326539557308787,1.5810841944964233,1.2856076626446074
chop,supertrend_signals,fantail_vma,369,18252,2.021696252465483,1.5810841944964233,1.2786771631155258
chop,fisher_transform_signals,ema_baseline,368,18252,2.0162174008327853,1.5810841944964233,1.2752119133509852
chop,chandelier_exit_signals,wma_baseline,367,18252,2.0107385492000875,1.5810841944964233,1.2717466635864445
chop,laguerre_filter_signals,fantail_vma,367,18252,2.0107385492000875,1.5810841944964233,1.2717466635864445
chop,ichimoku_signals,ema_baseline,365,18252,1.999780845934692,1.5810841944964233,1.264816164057363
chop,fisher_transform_signals,frama_baseline,362,18252,1.9833442910365988,1.5810841944964233,1.254420414763741
chop,volatility_quality_signals,rma_baseline,362,18252,1.9833442910365988,1.5810841944964233,1.254420414763741
chop,donchian_breakout_signals,mcginley_dynamic_index,349,18252,1.9121192198115275,1.5810841944964233,1.2093721678247116
chop,kase_peak_oscillator_signals,fantail_vma,347,18252,1.9011615165461322,1.5810841944964233,1.2024416682956303
chop,vortex_signals,rma_baseline,337,18252,1.846373000219154,1.5810841944964233,1.1677891706502228
chop,halftrend_signals,fantail_vma,336,18252,1.8408941485864563,1.5810841944964233,1.1643239208856822
chop,chandelier_exit_signals,mcginley_dynamic_index,334,18252,1.8299364453210607,1.5810841944964233,1.1573934213566006
chop,ehlers_reverse_ema_signals,mcginley_dynamic_index,331,18252,1.8134998904229673,1.5810841944964233,1.1469976720629786
chop,ssl_channel_signals,frama_baseline,331,18252,1.8134998904229673,1.5810841944964233,1.1469976720629786
chop,kase_peak_oscillator_signals,ema_baseline,328,18252,1.797063335524874,1.5810841944964233,1.1366019227693565
chop,parabolic_sar_signals,mcginley_dynamic_index,327,18252,1.7915844838921762,1.5810841944964233,1.1331366730048158
chop,linreg_slope_signals,ema_baseline,325,18252,1.7806267806267806,1.5810841944964233,1.1262061734757343
chop,supertrend_signals,vidya,315,18252,1.725838264299803,1.5810841944964233,1.091553675830327
chop,price_momentum_oscillator_signals,rma_baseline,312,18252,1.7094017094017095,1.5810841944964233,1.081157926536705
chop,chandelier_exit_signals,rma_baseline,309,18252,1.692965154503616,1.5810841944964233,1.0707621772430826
chop,supertrend_signals,kama_baseline,309,18252,1.692965154503616,1.5810841944964233,1.0707621772430826
chop,donchian_breakout_signals,rma_baseline,307,18252,1.6820074512382204,1.5810841944964233,1.0638316777140011
chop,parabolic_sar_signals,wma_baseline,307,18252,1.6820074512382204,1.5810841944964233,1.0638316777140011
chop,relative_vigor_index_signals,fantail_vma,307,18252,1.6820074512382204,1.5810841944964233,1.0638316777140011
chop,volatility_quality_signals,frama_baseline,306,18252,1.6765285996055226,1.5810841944964233,1.0603664279494605
chop,fisher_transform_signals,wma_baseline,305,18252,1.6710497479728248,1.5810841944964233,1.0569011781849198
chop,trend_direction_force_index_signals,hma_baseline,304,18252,1.665570896340127,1.5810841944964233,1.0534359284203791
chop,coral_signals,frama_baseline,303,18252,1.6600920447074292,1.5810841944964233,1.0499706786558383
chop,coral_signals,t3_baseline,302,18252,1.6546131930747314,1.5810841944964233,1.0465054288912976
chop,dpo_signals,tma_baseline,302,18252,1.6546131930747314,1.5810841944964233,1.0465054288912976
chop,aroon_signals,wma_baseline,301,18252,1.6491343414420336,1.5810841944964233,1.043040179126757
chop,coral_signals,fantail_vma,301,18252,1.6491343414420336,1.5810841944964233,1.043040179126757
chop,rex_oscillator_signals,rma_baseline,301,18252,1.6491343414420336,1.5810841944964233,1.043040179126757
chop,aroon_signals,rma_baseline,298,18252,1.6326977865439403,1.5810841944964233,1.0326444298331348
chop,halftrend_signals,sma_baseline,292,18252,1.5998246767477537,1.5810841944964233,1.0118529312458906
chop,laguerre_filter_signals,ema_baseline,286,18252,1.566951566951567,1.5810841944964233,0.9910614326586462
chop,fx_sniper_ergodic_cci_signals,kama_baseline,284,18252,1.5559938636861714,1.5810841944964233,0.9841309331295647
chop,linreg_slope_signals,rma_baseline,284,18252,1.5559938636861714,1.5810841944964233,0.9841309331295647
chop,supertrend_signals,hma_baseline,284,18252,1.5559938636861714,1.5810841944964233,0.9841309331295647
chop,chandelier_exit_signals,sma_baseline,280,18252,1.5340784571553803,1.5810841944964233,0.9702699340714018
chop,linreg_slope_signals,wma_baseline,279,18252,1.5285996055226825,1.5810841944964233,0.9668046843068611
chop,donchian_breakout_signals,sma_baseline,276,18252,1.5121630506245891,1.5810841944964233,0.956408935013239
chop,coral_signals,wma_baseline,272,18252,1.490247644093798,1.5810841944964233,0.9425479359550761
chop,waddah_attar_explosion_signals,sma_baseline,268,18252,1.4683322375630068,1.5810841944964233,0.9286869368969132
chop,dpo_signals,rma_baseline,267,18252,1.462853385930309,1.5810841944964233,0.9252216871323724
chop,dspo_signals,frama_baseline,267,18252,1.462853385930309,1.5810841944964233,0.9252216871323724
chop,coral_signals,sma_baseline,266,18252,1.4573745342976112,1.5810841944964233,0.9217564373678317
chop,ssl_channel_signals,rma_baseline,266,18252,1.4573745342976112,1.5810841944964233,0.9217564373678317
chop,waddah_attar_explosion_signals,wma_baseline,263,18252,1.4409379793995178,1.5810841944964233,0.9113606880742096
chop,coppock_curve_signals,fantail_vma,262,18252,1.43545912776682,1.5810841944964233,0.9078954383096689
chop,coral_signals,ema_baseline,261,18252,1.4299802761341223,1.5810841944964233,0.9044301885451281
chop,ssl_channel_signals,vidya,259,18252,1.4190225728687267,1.5810841944964233,0.8974996890160467
chop,mama_fama_signals,frama_baseline,256,18252,1.4025860179706333,1.5810841944964233,0.8871039397224245
chop,fx_sniper_ergodic_cci_signals,fantail_vma,255,18252,1.3971071663379357,1.5810841944964233,0.8836386899578839
chop,donchian_breakout_signals,tma_baseline,252,18252,1.3806706114398422,1.5810841944964233,0.8732429406642616
chop,waddah_attar_explosion_signals,frama_baseline,252,18252,1.3806706114398422,1.5810841944964233,0.8732429406642616
chop,chandelier_exit_signals,lsma_baseline,250,18252,1.3697129081744466,1.5810841944964233,0.8663124411351801
chop,trend_direction_force_index_signals,mcginley_dynamic_index,249,18252,1.3642340565417488,1.5810841944964233,0.8628471913706395
chop,chandelier_exit_signals,hma_baseline,248,18252,1.358755204909051,1.5810841944964233,0.8593819416060987
chop,lemantrend_signals,super_smoother_2pole_baseline,248,18252,1.358755204909051,1.5810841944964233,0.8593819416060987
chop,waddah_attar_explosion_signals,kama_baseline,248,18252,1.358755204909051,1.5810841944964233,0.8593819416060987
chop,dpo_signals,fantail_vma,243,18252,1.3313609467455623,1.5810841944964233,0.8420556927833952
chop,aroon_signals,hma_baseline,242,18252,1.3258820951128645,1.5810841944964233,0.8385904430188544
chop,fx_sniper_ergodic_cci_signals,ema_baseline,242,18252,1.3258820951128645,1.5810841944964233,0.8385904430188544
chop,j_tpo_signals,rma_baseline,242,18252,1.3258820951128645,1.5810841944964233,0.8385904430188544
chop,chandelier_exit_signals,tma_baseline,241,18252,1.3204032434801667,1.5810841944964233,0.8351251932543138
chop,coral_signals,kama_baseline,235,18252,1.2875301336839797,1.5810841944964233,0.8143336946670694
chop,schaff_trend_cycle_signals,frama_baseline,234,18252,1.282051282051282,1.5810841944964233,0.8108684449025286
chop,kase_peak_oscillator_signals,kama_baseline,233,18252,1.2765724304185841,1.5810841944964233,0.807403195137988
chop,schaff_trend_cycle_signals,wma_baseline,232,18252,1.2710935787858864,1.5810841944964233,0.8039379453734472
chop,schaff_trend_cycle_signals,sma_baseline,231,18252,1.2656147271531886,1.5810841944964233,0.8004726956089065
chop,dpo_signals,frama_baseline,230,18252,1.260135875520491,1.5810841944964233,0.7970074458443658
chop,hieken_ashi_smoothed_signals,ema_baseline,229,18252,1.2546570238877932,1.5810841944964233,0.7935421960798251
chop,lemantrend_signals,rma_baseline,229,18252,1.2546570238877932,1.5810841944964233,0.7935421960798251
chop,qqe_mod_signals,kama_baseline,215,18252,1.1779531010300242,1.5810841944964233,0.7450286993762549
chop,parabolic_sar_signals,sma_baseline,214,18252,1.1724742493973264,1.5810841944964233,0.7415634496117143
chop,fx_sniper_ergodic_cci_signals,mcginley_dynamic_index,213,18252,1.1669953977646286,1.5810841944964233,0.7380981998471735
chop,halftrend_signals,ema_baseline,213,18252,1.1669953977646286,1.5810841944964233,0.7380981998471735
chop,lemantrend_signals,lsma_baseline,213,18252,1.1669953977646286,1.5810841944964233,0.7380981998471735
chop,schaff_trend_cycle_signals,rma_baseline,212,18252,1.1615165461319308,1.5810841944964233,0.7346329500826329
chop,aroon_signals,vidya,211,18252,1.156037694499233,1.5810841944964233,0.7311677003180921
chop,bears_bulls_impulse_signals,tma_baseline,208,18252,1.1396011396011396,1.5810841944964233,0.72077195102447
chop,coral_signals,hma_baseline,208,18252,1.1396011396011396,1.5810841944964233,0.72077195102447
chop,rex_oscillator_signals,sma_baseline,208,18252,1.1396011396011396,1.5810841944964233,0.72077195102447
chop,coral_signals,rma_baseline,206,18252,1.128643436335744,1.5810841944964233,0.7138414514953886
chop,relative_vigor_index_signals,t3_baseline,206,18252,1.128643436335744,1.5810841944964233,0.7138414514953886
chop,chandelier_exit_signals,super_smoother_2pole_baseline,204,18252,1.1176857330703485,1.5810841944964233,0.706910951966307
chop,mama_fama_signals,tma_baseline,201,18252,1.101249178172255,1.5810841944964233,0.6965152026726849
chop,polychromatic_momentum_signals,hma_baseline,201,18252,1.101249178172255,1.5810841944964233,0.6965152026726849
chop,relative_vigor_index_signals,wma_baseline,200,18252,1.0957703265395573,1.5810841944964233,0.6930499529081441
chop,relative_vigor_index_signals,tma_baseline,198,18252,1.0848126232741617,1.5810841944964233,0.6861194533790627
chop,didi_index_signals,rma_baseline,196,18252,1.0738549200087661,1.5810841944964233,0.6791889538499812
chop,qqe_mod_signals,mcginley_dynamic_index,196,18252,1.0738549200087661,1.5810841944964233,0.6791889538499812
chop,glitch_index_signals,mcginley_dynamic_index,194,18252,1.0628972167433706,1.5810841944964233,0.6722584543208998
chop,trend_direction_force_index_signals,frama_baseline,194,18252,1.0628972167433706,1.5810841944964233,0.6722584543208998
chop,laguerre_filter_signals,lsma_baseline,188,18252,1.0300241069471838,1.5810841944964233,0.6514669557336554
chop,dpo_signals,ema_baseline,186,18252,1.0190664036817882,1.5810841944964233,0.644536456204574
chop,schaff_trend_cycle_signals,ema_baseline,184,18252,1.0081087004163927,1.5810841944964233,0.6376059566754926
chop,fx_sniper_ergodic_cci_signals,sma_baseline,183,18252,1.0026298487836949,1.5810841944964233,0.6341407069109519
chop,linreg_slope_signals,mcginley_dynamic_index,183,18252,1.0026298487836949,1.5810841944964233,0.6341407069109519
chop,qqe_mod_signals,frama_baseline,183,18252,1.0026298487836949,1.5810841944964233,0.6341407069109519
chop,j_tpo_signals,kama_baseline,182,18252,0.9971509971509971,1.5810841944964233,0.6306754571464112
chop,laguerre_filter_signals,vidya,182,18252,0.9971509971509971,1.5810841944964233,0.6306754571464112
chop,lemantrend_signals,kama_baseline,181,18252,0.9916721455182994,1.5810841944964233,0.6272102073818705
chop,center_of_gravity_signals,tma_baseline,178,18252,0.975235590620206,1.5810841944964233,0.6168144580882483
chop,ehlers_reverse_ema_signals,t3_baseline,178,18252,0.975235590620206,1.5810841944964233,0.6168144580882483
chop,laguerre_filter_signals,super_smoother_2pole_baseline,178,18252,0.975235590620206,1.5810841944964233,0.6168144580882483
chop,trend_direction_force_index_signals,wma_baseline,178,18252,0.975235590620206,1.5810841944964233,0.6168144580882483
chop,waddah_attar_explosion_signals,alma_baseline,176,18252,0.9642778873548105,1.5810841944964233,0.6098839585591669
chop,volatility_quality_signals,wma_baseline,175,18252,0.9587990357221127,1.5810841944964233,0.6064187087946262
chop,waddah_attar_explosion_signals,lsma_baseline,175,18252,0.9587990357221127,1.5810841944964233,0.6064187087946262
chop,price_momentum_oscillator_signals,ema_baseline,171,18252,0.9368836291913214,1.5810841944964233,0.5925577097364632
chop,parabolic_sar_signals,kama_baseline,169,18252,0.9259259259259258,1.5810841944964233,0.5856272102073817
chop,mama_fama_signals,kama_baseline,168,18252,0.9204470742932281,1.5810841944964233,0.5821619604428411
chop,chandelier_exit_signals,frama_baseline,165,18252,0.9040105193951348,1.5810841944964233,0.5717662111492189
chop,ehlers_reverse_ema_signals,kama_baseline,164,18252,0.898531667762437,1.5810841944964233,0.5683009613846782
chop,waddah_attar_explosion_signals,tma_baseline,164,18252,0.898531667762437,1.5810841944964233,0.5683009613846782
chop,volatility_quality_signals,vidya,158,18252,0.8656585579662504,1.5810841944964233,0.547509462797434
chop,laguerre_filter_signals,kama_baseline,157,18252,0.8601797063335526,1.5810841944964233,0.5440442130328932
chop,price_momentum_oscillator_signals,tma_baseline,157,18252,0.8601797063335526,1.5810841944964233,0.5440442130328932
chop,mama_fama_signals,t3_baseline,155,18252,0.8492220030681569,1.5810841944964233,0.5371137135038117
chop,mama_fama_signals,wma_baseline,155,18252,0.8492220030681569,1.5810841944964233,0.5371137135038117
chop,schaff_trend_cycle_signals,tma_baseline,155,18252,0.8492220030681569,1.5810841944964233,0.5371137135038117
chop,fx_sniper_ergodic_cci_signals,t3_baseline,153,18252,0.8382642998027613,1.5810841944964233,0.5301832139747302
chop,laguerre_filter_signals,alma_baseline,149,18252,0.8163488932719701,1.5810841944964233,0.5163222149165674
chop,dpo_signals,mcginley_dynamic_index,148,18252,0.8108700416392725,1.5810841944964233,0.5128569651520267
chop,ehlers_reverse_ema_signals,sma_baseline,147,18252,0.8053911900065747,1.5810841944964233,0.509391715387486
