budget,structure,real_median_year,n,null_mean,null_p95,null_max,pctile_of_real,p_value,p_resolution
team1,NO_CUT,-0.8229844115667966,25,-0.3597908001584757,-0.16327190392332258,-0.08055545722643698,0.0,1.0,0.04
team1,NO_CUT_SLICE_BALANCED,-1.051958391504945,25,-0.7533289179513319,-0.468835600953953,-0.243812043800075,0.0,1.0,0.04
team2,NO_CUT,-1.2344766173501949,25,-0.5396862002377136,-0.24490785588498393,-0.12083318583965551,0.0,1.0,0.04
team2,NO_CUT_SLICE_BALANCED,-1.5779375872574175,25,-1.1299933769269979,-0.7032534014309296,-0.3657180657001125,0.0,1.0,0.04
