budget,structure,real_median_year,n,null_mean,null_p95,null_max,pctile_of_real,p_value,p_resolution
team1,NO_CUT,-0.5916860237597823,25,-0.5916860237597823,-0.5916860237597823,-0.5916860237597823,0.0,1.0,0.04
team2,NO_CUT,-0.8875290356396738,25,-0.8875290356396738,-0.8875290356396738,-0.8875290356396738,0.0,1.0,0.04
