date,open,high,low,close
2003-12-01,0.641190,0.643087,0.640985,0.644288
2003-12-02,0.643791,0.643998,0.643418,0.646204
2003-12-03,0.647417,0.649815,0.647207,0.649519
2003-12-04,0.645120,0.647585,0.645120,0.645911
2003-12-05,0.645411,0.645411,0.644081,0.645120
2003-12-08,0.646705,0.647291,0.646705,0.647207
2003-12-09,0.648298,0.648298,0.647794,0.648719
2003-12-10,0.649014,0.649393,0.648593,0.648593
2003-12-11,0.648887,0.648887,0.644995,0.644995
2003-12-12,0.648719,0.649309,0.648508,0.648803
2003-12-15,0.646914,0.647417,0.646914,0.647417
2003-12-16,0.649519,0.652614,0.649182,0.650618
2003-12-17,0.653808,0.653808,0.647585,0.648088
2003-12-18,0.649014,0.650280,0.645786,0.645786
2003-12-19,0.647710,0.648382,0.644205,0.644205
2003-12-22,0.642880,0.643294,0.642385,0.641190
2003-12-23,0.641807,0.643583,0.640410,0.641890
2003-12-29,0.649182,0.649815,0.648803,0.649815
2003-12-30,0.653979,0.654407,0.652614,0.654407
2004-01-02,0.655093,0.657592,0.655093,0.657592
2004-01-05,0.668405,0.669882,0.667601,0.671096
2004-01-06,0.671186,0.674900,0.671186,0.670691
2004-01-07,0.670691,0.673401,0.669299,0.672405
2004-01-08,0.671501,0.674218,0.671186,0.677690
2004-01-09,0.680318,0.681106,0.679717,0.680504
2004-01-12,0.683013,0.683807,0.681106,0.683480
2004-01-13,0.684978,0.686577,0.684182,0.684978
2004-01-14,0.681710,0.683807,0.681106,0.683387
2004-01-15,0.678196,0.678196,0.676819,0.673900
2004-01-16,0.671817,0.671817,0.669613,0.669613
2004-01-19,0.658285,0.658588,0.658285,0.653894
2004-01-20,0.657981,0.666978,0.656599,0.668092
2004-01-21,0.669389,0.673219,0.669389,0.672585
2004-01-22,0.672902,0.677782,0.672902,0.677094
2004-01-23,0.677094,0.678104,0.676178,0.676178
2004-01-26,0.672993,0.676178,0.672812,0.675813
2004-01-27,0.670691,0.673900,0.670107,0.678979
2004-01-28,0.677599,0.677599,0.675813,0.676682
2004-01-29,0.676407,0.676407,0.670601,0.669792
2004-01-30,0.668003,0.671006,0.664717,0.670601
2004-02-02,0.672314,0.676407,0.672314,0.672495
2004-02-03,0.682594,0.682920,0.678380,0.679995
2004-02-04,0.679995,0.682920,0.678380,0.682920
2004-02-05,0.680782,0.682501,0.680782,0.690417
2004-02-06,0.687191,0.691515,0.685918,0.691515
2004-02-09,0.695991,0.696379,0.693722,0.696379
2004-02-10,0.698910,0.700378,0.698324,0.698812
2004-02-11,0.695991,0.696913,0.693385,0.696913
2004-02-12,0.699399,0.699888,0.697399,0.698910
2004-02-13,0.704176,0.705020,0.703284,0.704920
2004-02-16,0.703383,0.705617,0.703383,0.708015
2004-02-17,0.706814,0.707914,0.706814,0.707914
2004-02-18,0.709019,0.709019,0.705916,0.705517
2004-02-19,0.701705,0.702593,0.699594,0.703383
2004-02-20,0.695410,0.697983,0.687900,0.687900
2004-02-23,0.683293,0.686813,0.682780,0.682780
2004-02-24,0.680596,0.687994,0.680596,0.688705
2004-02-25,0.691994,0.694782,0.690417,0.691802
2004-02-26,0.690799,0.691515,0.685777,0.685918
2004-02-27,0.683620,0.683995,0.682594,0.683620
2004-03-01,0.694589,0.694589,0.689417,0.689703
2004-03-02,0.692089,0.692089,0.688800,0.684416
2004-03-03,0.671321,0.672585,0.665203,0.662296
2004-03-04,0.671682,0.673809,0.668717,0.669792
2004-03-05,0.670196,0.675721,0.669478,0.675721
2004-03-08,0.674309,0.676682,0.673900,0.675904
2004-03-09,0.681013,0.682314,0.680180,0.680180
2004-03-10,0.681013,0.682314,0.668405,0.660589
2004-03-11,0.659109,0.659109,0.644621,0.645494
2004-03-12,0.640205,0.646496,0.640205,0.643915
2004-03-15,0.644912,0.646287,0.642013,0.642715
2004-03-16,0.648719,0.652316,0.648719,0.652316
2004-03-17,0.654279,0.654279,0.650280,0.650915
2004-03-18,0.653680,0.657808,0.650915,0.657678
2004-03-19,0.656211,0.657895,0.655308,0.656599
2004-03-22,0.657808,0.662120,0.657203,0.661989
2004-03-23,0.661113,0.661113,0.659413,0.660415
2004-03-24,0.657808,0.657808,0.652103,0.655179
2004-03-25,0.653381,0.653381,0.646287,0.648214
2004-03-26,0.643915,0.650195,0.643915,0.649815
2004-03-28,0.648719,0.650491,0.648088,0.651084
2004-03-29,0.654879,0.658805,0.653509,0.657289
2004-03-30,0.661813,0.667601,0.661813,0.666711
2004-03-31,0.664408,0.667512,0.663306,0.667512
2004-04-01,0.666978,0.667111,0.657419,0.659413
2004-04-04,0.655910,0.655996,0.650787,0.650195
2004-04-05,0.648803,0.658892,0.648803,0.656383
2004-04-06,0.654493,0.661989,0.653680,0.661989
2004-04-07,0.662296,0.662296,0.656814,0.658588
2004-04-12,0.664011,0.664011,0.654879,0.654579
2004-04-13,0.644413,0.645911,0.631114,0.634598
2004-04-14,0.637308,0.637796,0.634518,0.636416
2004-04-15,0.640615,0.641890,0.636699,0.641890
2004-04-18,0.642797,0.648508,0.642591,0.644081
2004-04-19,0.640615,0.640615,0.634317,0.634397
2004-04-20,0.625313,0.627786,0.621118,0.626409
2004-04-21,0.621388,0.626292,0.621195,0.624883
2004-04-22,0.631512,0.631991,0.624688,0.625508
2004-04-25,0.626488,0.630318,0.626096,0.629485
2004-04-26,0.630001,0.631792,0.626213,0.629882
2004-04-27,0.628614,0.630001,0.622084,0.622084
2004-04-28,0.618582,0.623791,0.615915,0.620117
2004-04-29,0.623714,0.626999,0.621813,0.624805
2004-05-02,0.627195,0.627195,0.625195,0.625900
2004-05-03,0.625587,0.633192,0.625587,0.632991
2004-05-04,0.633593,0.636092,0.632911,0.636092
2004-05-05,0.633192,0.635203,0.632511,0.632791
2004-05-06,0.627392,0.630517,0.619310,0.619310
2004-05-09,0.611210,0.611284,0.602809,0.603100
2004-05-10,0.605694,0.608606,0.602991,0.603282
2004-05-11,0.611995,0.614515,0.610016,0.610911
2004-05-12,0.605583,0.608014,0.599305,0.602011
2004-05-13,0.600998,0.605290,0.597300,0.602700
2004-05-16,0.606208,0.607792,0.603792,0.604997
2004-05-17,0.596587,0.604011,0.596587,0.600312
2004-05-18,0.606907,0.609905,0.606907,0.608495
2004-05-20,0.610314,0.614590,0.610314,0.612407
2004-05-23,0.608717,0.611396,0.608717,0.608606
2004-05-24,0.610612,0.616789,0.610612,0.617284
2004-05-25,0.619387,0.622394,0.619387,0.619387
2004-05-26,0.627117,0.635890,0.627117,0.633995
2004-05-27,0.634397,0.634397,0.628891,0.629802
2004-05-31,0.636699,0.637511,0.632391,0.629406
2004-06-01,0.630994,0.630994,0.623986,0.623286
2004-06-02,0.622781,0.626017,0.620809,0.619310
2004-06-03,0.623092,0.623791,0.619310,0.621118
2004-06-06,0.628220,0.630597,0.626802,0.630120
2004-06-07,0.632111,0.633714,0.626802,0.627589
2004-06-08,0.625195,0.626096,0.620001,0.620001
2004-06-09,0.626213,0.635082,0.624805,0.635082
2004-06-10,0.630318,0.630915,0.627983,0.629208
2004-06-13,0.627117,0.630517,0.622510,0.625000
2004-06-14,0.623208,0.631393,0.620887,0.636294
2004-06-15,0.634115,0.636416,0.629406,0.629683
2004-06-16,0.627313,0.631114,0.624610,0.624688
2004-06-17,0.622781,0.627510,0.622781,0.627510
2004-06-20,0.626999,0.629010,0.626999,0.630199
2004-06-21,0.624610,0.628101,0.624610,0.627904
2004-06-22,0.628101,0.629208,0.623519,0.625117
2004-06-23,0.627510,0.633794,0.626999,0.636902
2004-06-24,0.637714,0.638081,0.634115,0.636699
2004-06-27,0.636780,0.642797,0.636699,0.641396
2004-06-28,0.639795,0.640082,0.631512,0.633112
2004-06-29,0.628220,0.634518,0.627983,0.634317
2004-06-30,0.637308,0.641396,0.635809,0.639591
2004-07-01,0.638610,0.648298,0.638081,0.646998
2004-07-04,0.648593,0.648593,0.646998,0.649014
2004-07-05,0.652103,0.654407,0.649688,0.652103
2004-07-06,0.652997,0.657117,0.652997,0.657117
2004-07-07,0.657203,0.657419,0.653894,0.657203
2004-07-08,0.657678,0.658415,0.654707,0.657981
2004-07-11,0.657505,0.660589,0.657505,0.660589
2004-07-12,0.657678,0.659587,0.656685,0.656082
2004-07-13,0.656987,0.659109,0.651890,0.652018
2004-07-14,0.651381,0.651381,0.648508,0.649899
2004-07-15,0.652316,0.659413,0.649604,0.658979
2004-07-18,0.660110,0.660415,0.659500,0.659109
2004-07-19,0.657203,0.657203,0.653979,0.656901
2004-07-20,0.652188,0.653296,0.637308,0.637918
2004-07-21,0.639182,0.642880,0.639018,0.643791
2004-07-22,0.639918,0.639918,0.634880,0.635203
2004-07-25,0.638407,0.639386,0.637999,0.637999
2004-07-26,0.638284,0.640492,0.636780,0.627510
2004-07-27,0.630795,0.630795,0.625313,0.627786
2004-07-28,0.631792,0.634518,0.629604,0.634518
2004-07-29,0.634115,0.634397,0.634115,0.634880
2004-08-01,0.638203,0.640492,0.638203,0.639304
2004-08-02,0.637511,0.644787,0.637511,0.644787
2004-08-03,0.644288,0.645286,0.643418,0.646287
2004-08-04,0.645703,0.646705,0.644205,0.644205
2004-08-05,0.644205,0.654407,0.644205,0.654407
2004-08-08,0.653894,0.654407,0.652997,0.653595
2004-08-09,0.654707,0.655695,0.654407,0.652316
2004-08-10,0.651890,0.652614,0.651084,0.652614
2004-08-11,0.655695,0.658415,0.655695,0.658415
2004-08-12,0.654407,0.665912,0.654407,0.665380
2004-08-15,0.664099,0.665602,0.664099,0.664496
2004-08-16,0.666400,0.666400,0.664011,0.664187
2004-08-17,0.665292,0.665380,0.663790,0.664099
2004-08-18,0.663086,0.663790,0.663086,0.671682
2004-08-19,0.672721,0.674218,0.672721,0.669389
2004-08-22,0.671682,0.671682,0.668583,0.668583
2004-08-23,0.660589,0.660895,0.653211,0.648298
2004-08-24,0.651806,0.652188,0.648719,0.652018
2004-08-25,0.650618,0.655179,0.648887,0.650787
2004-08-26,0.657419,0.657592,0.655093,0.655308
2004-08-29,0.647291,0.653296,0.647082,0.652486
2004-08-30,0.652188,0.655609,0.651508,0.655996
2004-08-31,0.656297,0.656297,0.656297,0.656297
2004-09-01,0.653296,0.653808,0.648803,0.648803
2004-09-02,0.651508,0.651721,0.646789,0.646789
2004-09-05,0.648719,0.649098,0.647501,0.648004
2004-09-06,0.649519,0.649604,0.646789,0.647710
2004-09-07,0.645786,0.649984,0.641684,0.654707
2004-09-08,0.654193,0.654493,0.652103,0.651211
2004-09-09,0.652103,0.652103,0.652103,0.656814
2004-09-12,0.657203,0.657981,0.655996,0.655996
2004-09-13,0.661419,0.663878,0.660197,0.662691
2004-09-14,0.661989,0.662515,0.658198,0.657203
2004-09-15,0.658588,0.658979,0.656082,0.658979
2004-09-16,0.661113,0.661288,0.660982,0.660982
2004-09-19,0.659892,0.661507,0.659805,0.660502
2004-09-20,0.660982,0.662778,0.660982,0.664187
2004-09-21,0.663218,0.664584,0.662120,0.662691
2004-09-22,0.663482,0.668583,0.663482,0.667780
2004-09-23,0.666711,0.668003,0.666311,0.666978
2004-09-26,0.666578,0.667913,0.666311,0.667289
2004-09-27,0.667601,0.670916,0.667379,0.670017
2004-09-28,0.669120,0.670511,0.668717,0.669613
2004-09-29,0.669299,0.676087,0.668986,0.676087
2004-09-30,0.677782,0.678196,0.673718,0.671817
2004-10-03,0.670691,0.671592,0.670286,0.668986
2004-10-04,0.670511,0.673900,0.670196,0.673401
2004-10-05,0.673809,0.675904,0.672088,0.674309
2004-10-06,0.675402,0.676087,0.674992,0.677186
2004-10-07,0.677920,0.677920,0.676819,0.682594
2004-10-10,0.683107,0.683387,0.682780,0.683387
2004-10-11,0.680596,0.680782,0.677507,0.679394
2004-10-12,0.678610,0.678610,0.673310,0.677690
2004-10-13,0.678795,0.683200,0.678196,0.681989
2004-10-14,0.683714,0.688895,0.683620,0.688895
2004-10-17,0.687522,0.688516,0.686483,0.686577
2004-10-18,0.684182,0.688800,0.683480,0.685495
2004-10-19,0.686577,0.693193,0.686577,0.690512
2004-10-20,0.692713,0.695120,0.691611,0.695024
2004-10-21,0.692521,0.694589,0.692521,0.692617
2004-10-24,0.699594,0.704077,0.699594,0.702198
2004-10-25,0.700378,0.700378,0.698617,0.697107
2004-10-26,0.697496,0.699888,0.695894,0.695894
2004-10-28,0.689608,0.689798,0.682221,0.684322
2004-11-01,0.686295,0.686295,0.683013,0.683620
2004-11-02,0.683200,0.684791,0.682408,0.684182
2004-11-03,0.684322,0.687805,0.683620,0.687805
2004-11-04,0.688089,0.692281,0.687994,0.692281
2004-11-05,0.691994,0.694203,0.690179,0.694203
2004-11-08,0.694493,0.695217,0.692809,0.692809
2004-11-09,0.692281,0.694782,0.692185,0.694300
2004-11-10,0.688089,0.688800,0.683714,0.684322
2004-11-11,0.684885,0.685683,0.684416,0.687900
2004-11-12,0.690990,0.694203,0.690990,0.692281
2004-11-15,0.697691,0.701902,0.697691,0.698617
2004-11-16,0.697885,0.702001,0.697593,0.701213
2004-11-17,0.703383,0.708215,0.703284,0.709320
2004-11-18,0.712504,0.712504,0.707114,0.705219
2004-11-19,0.705119,0.711086,0.704920,0.712200
2004-11-22,0.709220,0.710581,0.709119,0.710581
2004-11-23,0.706015,0.707914,0.706015,0.711896
2004-11-24,0.709421,0.710379,0.709320,0.710379
2004-11-25,0.712809,0.717721,0.712809,0.716897
2004-11-26,0.719580,0.719580,0.714388,0.717103
2004-11-29,0.717618,0.717618,0.715512,0.717206
2004-11-30,0.714694,0.716486,0.711086,0.714184
2004-12-01,0.719683,0.719891,0.715001,0.717000
2004-12-02,0.722022,0.724218,0.718701,0.717000
2004-12-03,0.717978,0.719217,0.716384,0.719114
2004-12-06,0.726111,0.726111,0.720409,0.720409
2004-12-07,0.724008,0.724008,0.719580,0.718597
2004-12-08,0.712911,0.713012,0.705119,0.705119
2004-12-09,0.712809,0.713725,0.706215,0.708115
2004-12-10,0.707314,0.707314,0.700182,0.703977
2004-12-13,0.706614,0.710783,0.706614,0.709522
2004-12-14,0.710985,0.711997,0.709975,0.709220
2004-12-15,0.711896,0.714796,0.711288,0.719217
2004-12-16,0.717515,0.719424,0.713521,0.709623
2004-12-17,0.711997,0.715615,0.711592,0.713216
2004-12-20,0.714796,0.717721,0.714796,0.717515
2004-12-21,0.713878,0.713878,0.710278,0.711491
2004-12-22,0.711997,0.715205,0.711997,0.711288
2004-12-23,0.714388,0.714898,0.712708,0.713114
2004-12-27,0.718804,0.721188,0.717618,0.721188
2004-12-28,0.724218,0.724795,0.722022,0.719114
2004-12-29,0.720305,0.720981,0.716281,0.713419
2004-12-30,0.714490,0.717978,0.713521,0.717875
2005-01-03,0.713012,0.717000,0.713012,0.715820
2005-01-04,0.715615,0.715615,0.710581,0.702593
2005-01-05,0.701115,0.701607,0.699105,0.702988
2005-01-06,0.697983,0.700378,0.696185,0.698178
2005-01-07,0.701213,0.704622,0.696621,0.696621
2005-01-10,0.696282,0.696282,0.694879,0.695120
2005-01-11,0.697983,0.697983,0.697301,0.697399
2005-01-12,0.697885,0.704176,0.696185,0.706914
2005-01-13,0.705716,0.706514,0.704821,0.704424
2005-01-14,0.699888,0.701607,0.698714,0.700084
2005-01-17,0.700476,0.700820,0.696621,0.697496
2005-01-18,0.692809,0.696282,0.691515,0.697885
2005-01-19,0.699496,0.704523,0.699496,0.702099
2005-01-20,0.702889,0.705318,0.701804,0.704722
2005-01-21,0.706015,0.711491,0.706015,0.712301
2005-01-24,0.714592,0.715717,0.714286,0.714490
2005-01-25,0.713012,0.714694,0.711389,0.711086
2005-01-26,0.712301,0.719011,0.712301,0.717000
