date,open,high,low,close
2003-12-01,1.660500,1.661300,1.642000,1.643300
2003-12-02,1.643500,1.654700,1.639700,1.650500
2003-12-03,1.649600,1.653800,1.640200,1.644100
2003-12-04,1.643800,1.648400,1.637200,1.641200
2003-12-05,1.641500,1.656300,1.640600,1.654200
2003-12-08,1.652400,1.653000,1.643500,1.649800
2003-12-09,1.649700,1.654900,1.648100,1.654100
2003-12-10,1.654100,1.656300,1.645700,1.649400
2003-12-11,1.649200,1.656500,1.647800,1.651300
2003-12-12,1.651400,1.659100,1.646300,1.655900
2003-12-15,1.648100,1.656400,1.646800,1.654700
2003-12-16,1.655600,1.659300,1.653400,1.656900
2003-12-17,1.656700,1.682200,1.656000,1.677400
2003-12-18,1.677100,1.685300,1.669300,1.676100
2003-12-19,1.675700,1.684100,1.675200,1.681400
2003-12-22,1.683800,1.693600,1.682500,1.687700
2003-12-23,1.688300,1.691700,1.629900,1.678800
2003-12-24,1.678500,1.680500,1.671600,1.676400
2003-12-25,1.677700,1.680900,1.674900,1.675100
2003-12-26,1.675400,1.679000,1.672200,1.674100
2003-12-29,1.675700,1.682700,1.673800,1.677800
2003-12-30,1.677800,1.679800,1.670300,1.675100
2003-12-31,1.675000,1.681900,1.668500,1.675400
2004-01-01,1.673100,1.675400,1.657800,1.672100
2004-01-02,1.672400,1.673400,1.657100,1.657500
2004-01-05,1.661900,1.664600,1.646700,1.652200
2004-01-06,1.651800,1.659200,1.646100,1.654100
2004-01-07,1.653900,1.658900,1.642600,1.645100
2004-01-08,1.645200,1.649100,1.636000,1.648700
2004-01-09,1.648200,1.658000,1.640200,1.657400
2004-01-12,1.651400,1.659000,1.636500,1.640200
2004-01-13,1.640000,1.641900,1.631600,1.638400
2004-01-14,1.638300,1.678500,1.624200,1.633400
2004-01-15,1.632400,1.638200,1.629100,1.632200
2004-01-16,1.632000,1.635600,1.615500,1.624200
2004-01-19,1.626900,1.643100,1.626100,1.635800
2004-01-20,1.636400,1.640800,1.630400,1.639100
2004-01-21,1.638100,1.639300,1.625600,1.635000
2004-01-22,1.635000,1.642400,1.629000,1.635900
2004-01-23,1.635100,1.640600,1.627700,1.631900
2004-01-26,1.628500,1.630100,1.616300,1.621900
2004-01-27,1.621900,1.624300,1.610900,1.621200
2004-01-28,1.621200,1.624700,1.612800,1.615200
2004-01-29,1.614800,1.634200,1.612500,1.627800
2004-01-30,1.628100,1.640100,1.621700,1.634800
2004-02-02,1.630600,1.644400,1.628700,1.637500
2004-02-03,1.644300,1.647300,1.638100,1.644100
2004-02-04,1.644300,1.647300,1.638100,1.644600
2004-02-05,1.644300,1.649500,1.641000,1.647600
2004-02-06,1.647500,1.654600,1.640500,1.650800
2004-02-09,1.648300,1.648300,1.630200,1.632700
2004-02-10,1.633700,1.636800,1.622600,1.625200
2004-02-11,1.625800,1.633000,1.623600,1.628900
2004-02-12,1.628800,1.631600,1.619700,1.623100
2004-02-13,1.623200,1.624700,1.610500,1.611200
2004-02-16,1.608600,1.614500,1.607400,1.611600
2004-02-17,1.611800,1.615000,1.605100,1.610800
2004-02-18,1.612000,1.616300,1.604100,1.608500
2004-02-19,1.608900,1.610400,1.603100,1.607300
2004-02-20,1.607200,1.634400,1.606300,1.626500
2004-02-23,1.622500,1.629700,1.616500,1.623800
2004-02-24,1.624500,1.630400,1.619400,1.625800
2004-02-25,1.625800,1.628000,1.614600,1.618100
2004-02-26,1.617900,1.619400,1.609800,1.613700
2004-02-27,1.614200,1.618800,1.609100,1.613900
2004-03-01,1.617000,1.618100,1.605800,1.610200
2004-03-02,1.609700,1.610500,1.595300,1.606400
2004-03-03,1.606600,1.630300,1.603300,1.626800
2004-03-04,1.627100,1.627900,1.614200,1.625100
2004-03-05,1.624700,1.634300,1.619400,1.626500
2004-03-08,1.630200,1.637500,1.627600,1.632300
2004-03-09,1.632800,1.633400,1.619500,1.623300
2004-03-10,1.632800,1.641900,1.619500,1.629500
