date,open,high,low,close
2003-12-01,1.561600,1.566700,1.554200,1.559600
2003-12-02,1.559800,1.570800,1.559000,1.567000
2003-12-03,1.566500,1.576200,1.564800,1.575900
2003-12-04,1.575400,1.590900,1.569000,1.582900
2003-12-05,1.583300,1.588600,1.575200,1.587600
2003-12-08,1.587700,1.593900,1.582700,1.584600
2003-12-09,1.585000,1.603600,1.584100,1.600400
2003-12-10,1.600300,1.604400,1.591500,1.595200
2003-12-11,1.595600,1.615000,1.592900,1.608600
2003-12-12,1.608700,1.620700,1.603300,1.613900
2003-12-15,1.612100,1.618800,1.606600,1.616700
2003-12-16,1.614600,1.637400,1.614600,1.634300
2003-12-17,1.634000,1.647100,1.633400,1.645000
2003-12-18,1.644900,1.654900,1.642500,1.654200
2003-12-19,1.654300,1.661500,1.650300,1.653300
2003-12-22,1.651300,1.663800,1.648300,1.649400
2003-12-23,1.649400,1.653400,1.614700,1.638000
2003-12-24,1.637600,1.640800,1.625500,1.627300
2003-12-25,1.627500,1.636500,1.627000,1.629900
2003-12-26,1.630000,1.632800,1.622700,1.623800
2003-12-29,1.629800,1.638200,1.629500,1.634200
2003-12-30,1.634300,1.640000,1.619700,1.623800
2003-12-31,1.623700,1.634800,1.621100,1.633000
2004-01-01,1.632700,1.632800,1.612700,1.628400
2004-01-02,1.628400,1.632200,1.619600,1.623400
2004-01-05,1.625100,1.632500,1.617900,1.624400
2004-01-06,1.624600,1.641800,1.621600,1.636100
2004-01-07,1.636100,1.639000,1.626300,1.629100
2004-01-08,1.629500,1.634500,1.623200,1.633100
2004-01-09,1.633000,1.636900,1.625300,1.629800
2004-01-12,1.633400,1.637700,1.624000,1.625200
2004-01-13,1.625600,1.630900,1.618600,1.624900
2004-01-14,1.624700,1.640300,1.612700,1.631500
2004-01-15,1.631700,1.636800,1.626300,1.631400
2004-01-16,1.631900,1.632900,1.605700,1.607600
2004-01-19,1.609000,1.615000,1.605300,1.607400
2004-01-20,1.607700,1.626500,1.607100,1.625400
2004-01-21,1.625000,1.646300,1.622200,1.645200
2004-01-22,1.645100,1.654200,1.643500,1.646800
2004-01-23,1.646700,1.669900,1.645200,1.652300
2004-01-26,1.652700,1.653400,1.635500,1.638900
2004-01-27,1.638100,1.651700,1.632900,1.650300
2004-01-28,1.650300,1.669700,1.643700,1.649700
2004-01-29,1.649200,1.663800,1.648200,1.650200
2004-01-30,1.650300,1.661300,1.644400,1.650800
