c1,c2,vol,base,exit_ind,slice,mode,ex_n,ex_total_R,ex_expectancy_R,ex_win_rate,ex_profit_factor,ex_sharpe,ex_sortino,ex_max_dd_R,ex_ulcer_R,ex_calmar,ex_max_trade_share,cr_n,cr_total_R,cr_expectancy_R,cr_win_rate,cr_profit_factor,cr_sharpe,cr_sortino,cr_max_dd_R,cr_ulcer_R,cr_calmar,cr_max_trade_share,all_total_R,crisis_share_of_total_R,risk_atr_len,risk_atr_mult,risk_tp_mult,risk_trail_mult,risk_trail_arm,risk_be_pct
lemantrend_signals,hieken_ashi_smoothed_signals,chaikin_volatility_volume_signals,sma_baseline,adx_dmi_exit,trend,A,464,69.51797720863593,0.14982322674274984,0.3254310344827586,1.706686152496988,2.5057680637305797,14.556017369427181,8.614570285119399,2.8349407178007477,8.069813688643253,0.11287224483197325,6,7.013148517072572,1.1688580861787619,0.6666666666666666,12.960379946117786,13.495294160484416,,0.5863650275883554,0.2676377937852344,11.960379946117792,0.4531743093150715,76.53112572570849,0.09163785911379455,16,1.0,2.9,1.7,1.9,0.01
lemantrend_signals,hieken_ashi_smoothed_signals,fractal_dimension_volume_signals,t3_baseline,adx_dmi_exit,trend,A,235,40.274001663521354,0.1713787304830696,0.3276595744680851,1.9566288522405038,3.565437387643378,17.125037026153063,7.80681422689705,2.396001278594398,5.158826698445588,0.09135401633650671,3,2.5164638704493973,0.8388212901497991,0.3333333333333333,6.074911394522693,7.074214149856974,,0.4958636072277818,0.3200785821305891,5.074911394522698,1.197047775273336,42.790465533970746,0.05880898557767763,24,1.0,3.0,0.5,1.4,0.05
lemantrend_signals,j_tpo_signals,volatility_ratio_volume_signals,super_smoother_2pole_baseline,adx_dmi_exit,trend,A,188,22.17823785846737,0.11796935031099665,0.39361702127659576,1.6218821546815407,3.212548222264257,11.198882818701398,5.345484940541905,1.8252945700309942,4.148966483893793,0.08328481298940912,16,-2.8707034951732218,-0.17941896844832636,0.25,0.4914210267909433,-5.240368600998403,-27.758146582561913,3.680835333338505,2.212443364197931,-0.779905438630286,-0.3574449184705355,19.307534363294153,-0.14868307061676192,48,1.05,1.5,0.5,1.0,0.13
lemantrend_signals,j_tpo_signals,volatility_ratio_volume_signals,vidya,adx_dmi_exit,trend,A,214,16.736934309455446,0.07820997340867031,0.35046728971962615,1.4151273365989387,2.1670149640257637,8.22701441135994,8.124632709985404,2.578633351285364,2.0600234997559066,0.14610944635595263,4,1.8021502852407223,0.4505375713101806,0.5,5.597564662970291,8.837051223402698,,0.19598966163060225,0.09799483081530112,9.19512932594058,0.8211545431787013,18.539084594696167,0.09720815912109804,28,1.05,1.5,0.6,1.05,0.05
lemantrend_signals,j_tpo_signals,waddah_attar_explosion_volume_signals,super_smoother_2pole_baseline,adx_dmi_exit,trend,A,148,9.905455968980533,0.06692875654716576,0.31756756756756754,1.3281698031264224,1.775882939079005,7.001376658534256,6.158843673610988,2.11553932003739,1.6083304746673122,0.22993715814642085,2,-1.0000000000000049,-0.5000000000000024,0.0,0.0,,,0.5000000000000024,0.3535533905932755,-2.0,0.5,8.905455968980528,-0.1122907129610436,3,1.0,1.8,0.5,1.0,0.01
lemantrend_signals,kalman_filter_signals,chaikin_volatility_volume_signals,mcginley_dynamic_index,adx_dmi_exit,trend,A,153,32.87911571802552,0.21489618116356546,0.32679738562091504,2.1504499415571696,3.908771569473395,19.52127639969859,5.1314087990325525,2.185990796047042,6.407424745466462,0.13751462821680374,3,4.52259686553428,1.5075322885114266,0.3333333333333333,9.202635073027935,7.748244850461958,,0.5513590236880788,0.3559007194208516,8.202635073027944,1.1219120430321494,37.4017125835598,0.12091951285466594,16,1.0,2.2,1.5,2.0,0.05
lemantrend_signals,laguerre_filter_signals,chaikin_volatility_volume_signals,frama_baseline,adx_dmi_exit,trend,A,162,22.547215727369405,0.13918034399610743,0.3950617283950617,1.8339742440072675,3.368298025839744,13.357131740434832,4.589807977531965,1.750340571413458,4.91245294743104,0.08581244172087206,10,-1.317558595902422,-0.13175585959024222,0.2,0.6228495684091545,-3.2123313217091845,-17.839668434491944,1.499999999999991,0.932980675073247,-0.8783723972682868,-0.8257309500905695,21.22965713146698,-0.06206217028109762,7,1.0,2.9,1.5,2.0,0.05
lemantrend_signals,laguerre_filter_signals,chaikin_volatility_volume_signals,hma_baseline,adx_dmi_exit,trend,A,143,20.084226149881943,0.14044913391525835,0.45454545454545453,1.7051593965849678,3.431981991196032,13.80938852760094,4.058350062670099,1.6950908134959717,4.948864893302965,0.1438864855090206,5,-2.270908866459134,-0.45418177329182685,0.0,0.0,-246.15204638348942,-246.15204638348942,1.8139725680962804,1.1255663751416194,-1.2518981303242072,0.22017616267429285,17.81331728342281,-0.12748377128904884,15,1.0,2.1,0.5,1.3,0.09
lemantrend_signals,laguerre_filter_signals,chaikin_volatility_volume_signals,lsma_baseline,adx_dmi_exit,trend,A,157,24.45518033018263,0.15576547981008043,0.4840764331210191,1.8667525296006902,3.8724083566346126,14.049184954030142,4.1597801974018935,1.6987816102910898,5.878959745386737,0.1007284680855475,5,-2.499999999999996,-0.4999999999999992,0.0,0.0,-1.1393305993581068e+16,,1.9999999999999973,1.2247448713915876,-1.2499999999999996,0.2000000000000005,21.955180330182635,-0.11386834279667242,4,1.0,2.1,1.5,2.0,0.17
lemantrend_signals,laguerre_filter_signals,choppiness_index_volume_signals,alma_baseline,adx_dmi_exit,trend,A,138,18.16863909758385,0.13165680505495542,0.4927536231884058,1.9741817033640796,3.927611307726031,12.820125537843358,4.694151764472302,1.4083132574316384,3.870483957313275,0.10815664524461913,6,-0.3133733277693741,-0.05222888796156235,0.3333333333333333,0.843313336115313,-1.1952241426798607,,1.4999999999999984,0.8094481015403844,-0.2089155518462496,-2.691082046191072,17.855265769814476,-0.01755075123547882,4,1.0,3.0,1.5,2.0,0.05
