date,open,high,low,close,suspect,suspect_spike,suspect_flat
2003-12-01,85.306999,85.412003,84.038002,84.038002,False,False,False
2003-12-02,84.078003,84.802002,83.873001,84.447998,False,False,False
2003-12-03,84.416000,84.521004,83.760002,84.213997,False,False,False
2003-12-04,84.248001,84.346001,83.642998,84.055000,False,False,False
2003-12-05,83.980003,84.540001,83.758003,84.253998,False,False,False
2003-12-08,84.328003,84.924004,84.167999,84.710999,False,False,False
2003-12-09,84.731003,85.077003,84.422997,84.761002,False,False,False
2003-12-10,84.747002,85.751999,84.459999,85.361000,False,False,False
2003-12-11,85.290001,85.501999,84.553001,85.050003,False,False,False
2003-12-12,85.089996,85.474998,84.889999,85.290001,False,False,False
2003-12-15,84.746002,85.459999,84.689003,85.407997,False,False,False
2003-12-16,85.447998,85.629997,85.199997,85.369003,False,False,False
2003-12-17,85.308998,85.763000,85.081001,85.595001,False,False,False
2003-12-18,85.603996,86.199997,85.544998,86.109001,False,False,False
2003-12-19,86.029999,86.155998,85.625000,85.839996,False,False,False
2003-12-22,85.778000,85.986000,85.394997,85.468002,False,False,False
2003-12-23,85.446999,86.193001,85.140999,85.449997,False,False,False
2003-12-24,85.407997,86.112000,85.310997,85.977997,False,False,False
2003-12-25,85.984001,86.000000,85.769997,85.916000,False,False,False
2003-12-26,85.903000,85.991997,85.424004,85.651001,False,False,False
2003-12-29,85.587997,85.800003,85.370003,85.620003,False,False,False
2003-12-30,85.609001,86.214996,85.563004,86.119003,False,False,False
2003-12-31,86.070999,86.783997,86.026001,86.657997,False,False,False
2004-01-01,86.657997,86.657997,85.690002,86.515999,False,False,False
2004-01-02,86.499001,86.591003,85.995003,86.375999,False,False,False
2004-01-05,86.570000,87.000000,85.903000,86.242996,False,False,False
2004-01-06,86.211998,86.714996,86.021004,86.110001,False,False,False
2004-01-07,86.143997,86.315002,85.510002,85.599998,False,False,False
2004-01-08,85.625999,86.699997,85.008003,86.544998,False,False,False
2004-01-09,86.543999,87.529999,86.430000,87.333000,False,False,False
