Trade number,Type,Date and time,Signal,Price USD,Size (qty),Size (value),Net PnL USD,Return %,Commission USD,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative PnL USD,Cumulative PnL %,Duration (bars)
11,Entry long,2003-11-13,1.6743150528,1.6876,88417,149212.5292,1762.15,1.18,0,1762.15,1.18,-433.24,-0.29,19224.34,1.92,5
12,Exit long,2004-01-16,Exit Long 2,1.7972,88417,149212.5292,9690.5,6.49,0,15083.94,10.11,-433.24,-0.29,28914.84,2.89,44
12,Entry long,2003-11-13,1.6743150528,1.6876,88417,149212.5292,9690.5,6.49,0,15083.94,10.11,-433.24,-0.29,28914.84,2.89,44
13,Exit long,2004-07-08,SL/TP 1,1.85864,77235,141618.096,1933.96,1.37,0,1933.96,1.37,-486.58,-0.34,30848.81,3.08,4
13,Entry long,2004-07-02,1.8169087522,1.8336,77235,141618.096,1933.96,1.37,0,1933.96,1.37,-486.58,-0.34,30848.81,3.08,4
14,Exit long,2004-07-21,Exit Long 2,1.8422,77235,141618.096,664.22,0.47,0,3390.62,2.39,-486.58,-0.34,31513.03,3.15,13
14,Entry long,2004-07-02,1.8169087522,1.8336,77235,141618.096,664.22,0.47,0,3390.62,2.39,-486.58,-0.34,31513.03,3.15,13
15,Exit short,2004-10-11,SL/TP 1,1.79877,91576,163408.2144,-1315.95,-0.81,0,869.97,0.53,-1315.95,-0.81,30197.08,3.02,5
15,Entry short,2004-10-04,1.7987609847,1.7844,91576,163408.2144,-1315.95,-0.81,0,869.97,0.53,-1315.95,-0.81,30197.08,3.02,5
16,Exit short,2004-10-11,BL Exit Short 2,1.7989,91576,163408.2144,-1327.85,-0.81,0,869.97,0.53,-1337.01,-0.82,28869.23,2.89,5
16,Entry short,2004-10-04,1.7987609847,1.7844,91576,163408.2144,-1327.85,-0.81,0,869.97,0.53,-1337.01,-0.82,28869.23,2.89,5
17,Exit short,2004-10-14,BL Exit Short 1,1.7968,98804,177027.1268,-503.9,-0.28,0,731.15,0.41,-1294.33,-0.73,28365.33,2.84,2
17,Entry short,2004-10-12,1.8048773327,1.7917,98804,177027.1268,-503.9,-0.28,0,731.15,0.41,-1294.33,-0.73,28365.33,2.84,2
18,Exit short,2004-10-14,BL Exit Short 2,1.7968,98804,177027.1268,-503.9,-0.28,0,731.15,0.41,-1294.33,-0.73,27861.43,2.79,2
18,Entry short,2004-10-12,1.8048773327,1.7917,98804,177027.1268,-503.9,-0.28,0,731.15,0.41,-1294.33,-0.73,27861.43,2.79,2
19,Exit short,2005-02-10,SL/TP 1,1.873,80965,150368.198,-1279.25,-0.85,0,485.79,0.32,-1279.25,-0.85,26582.18,2.66,3
19,Entry short,2005-02-07,1.8729920804,1.8572,80965,150368.198,-1279.25,-0.85,0,485.79,0.32,-1279.25,-0.85,26582.18,2.66,3
20,Exit short,2005-02-14,Exit Short 2,1.8874,80965,150368.198,-2445.14,-1.63,0,485.79,0.32,-2809.49,-1.87,24137.04,2.41,5
20,Entry short,2005-02-07,1.8729920804,1.8572,80965,150368.198,-2445.14,-1.63,0,485.79,0.32,-2809.49,-1.87,24137.04,2.41,5
21,Exit short,2005-06-30,SL/TP 1,1.78758,95394,172386.4974,1862.09,1.08,0,1862.09,1.08,-343.42,-0.20,25999.13,2.60,1
21,Entry short,2005-06-29,1.8201130297,1.8071,95394,172386.4974,1862.09,1.08,0,1862.09,1.08,-343.42,-0.20,25999.13,2.60,1
22,Exit short,2005-07-28,Exit Short 2,1.7558,95394,172386.4974,4893.71,2.84,0,7602.9,4.41,-343.42,-0.20,30892.84,3.09,20
22,Entry short,2005-06-29,1.8201130297,1.8071,95394,172386.4974,4893.71,2.84,0,7602.9,4.41,-343.42,-0.20,30892.84,3.09,20
23,Exit short,2005-11-16,SL/TP 1,1.7292,84654,148347.6696,1963.97,1.32,0,1963.97,1.32,0,0.00,32856.82,3.29,8
23,Entry short,2005-11-04,1.7678620981,1.7524,84654,148347.6696,1963.97,1.32,0,1963.97,1.32,0,0.00,32856.82,3.29,8
24,Exit short,2005-11-28,Exit Short 2,1.7288,84654,148347.6696,1997.83,1.35,0,3995.67,2.69,0,0.00,34854.65,3.49,16
24,Entry short,2005-11-04,1.7678620981,1.7524,84654,148347.6696,1997.83,1.35,0,3995.67,2.69,0,0.00,34854.65,3.49,16
25,Exit short,2006-03-27,SL/TP 1,1.74571,120399,208832.0655,-1349.67,-0.65,0,397.32,0.19,-1349.67,-0.65,33504.98,3.35,2
25,Entry short,2006-03-23,1.7457006447,1.7345,120399,208832.0655,-1349.67,-0.65,0,397.32,0.19,-1349.67,-0.65,33504.98,3.35,2
26,Exit short,2006-03-27,BL Exit Short 2,1.7464,120399,208832.0655,-1432.75,-0.69,0,397.32,0.19,-1830.06,-0.88,32072.23,3.21,2
26,Entry short,2006-03-23,1.7457006447,1.7345,120399,208832.0655,-1432.75,-0.69,0,397.32,0.19,-1830.06,-0.88,32072.23,3.21,2
27,Exit short,2006-03-30,BL Exit Short 1,1.7462,120001,209149.7429,-396,-0.19,0,1320.01,0.63,-672.01,-0.32,31676.23,3.17,2
27,Entry short,2006-03-28,1.7540252975,1.7429,120001,209149.7429,-396,-0.19,0,1320.01,0.63,-672.01,-0.32,31676.23,3.17,2
28,Exit short,2006-03-30,BL Exit Short 2,1.7462,120001,209149.7429,-396,-0.19,0,1320.01,0.63,-672.01,-0.32,31280.22,3.13,2
28,Entry short,2006-03-28,1.7540252975,1.7429,120001,209149.7429,-396,-0.19,0,1320.01,0.63,-672.01,-0.32,31280.22,3.13,2
29,Exit short,2006-04-04,SL/TP 1,1.74846,113352,196869.7536,-1321.68,-0.67,0,1303.55,0.66,-1321.68,-0.67,29958.54,3.00,2
29,Entry short,2006-03-31,1.7484514499,1.7368,113352,196869.7536,-1321.68,-0.67,0,1303.55,0.66,-1321.68,-0.67,29958.54,3.00,2
30,Exit short,2006-04-04,Exit Short 2,1.7556,113352,196869.7536,-2131.02,-1.08,0,1303.55,0.66,-2403.06,-1.22,27827.52,2.78,2
30,Entry short,2006-03-31,1.7484514499,1.7368,113352,196869.7536,-2131.02,-1.08,0,1303.55,0.66,-2403.06,-1.22,27827.52,2.78,2
31,Exit short,2006-07-19,SL/TP 1,1.83451,88127,160391.14,-1278.72,-0.80,0,114.57,0.07,-1278.72,-0.80,26548.8,2.65,2
31,Entry short,2006-07-17,1.834504948,1.82,88127,160391.14,-1278.72,-0.80,0,114.57,0.07,-1278.72,-0.80,26548.8,2.65,2
32,Exit short,2006-07-19,BL Exit Short 2,1.8425,88127,160391.14,-1982.86,-1.24,0,114.57,0.07,-2150.3,-1.34,24565.94,2.46,2
32,Entry short,2006-07-17,1.834504948,1.82,88127,160391.14,-1982.86,-1.24,0,114.57,0.07,-2150.3,-1.34,24565.94,2.46,2
33,Exit long,2006-09-22,SL/TP 1,1.90629,100555,189817.6735,1869.32,0.98,0,1869.32,0.98,-100.55,-0.05,26435.26,2.64,2
33,Entry long,2006-09-20,1.8753121587,1.8877,100555,189817.6735,1869.32,0.98,0,1869.32,0.98,-100.55,-0.05,26435.26,2.64,2
34,Exit long,2006-09-28,Exit Long 2,1.8758,100555,189817.6735,-1196.6,-0.63,0,1990.99,1.05,-1498.27,-0.79,25238.65,2.52,6
34,Entry long,2006-09-20,1.8753121587,1.8877,100555,189817.6735,-1196.6,-0.63,0,1990.99,1.05,-1498.27,-0.79,25238.65,2.52,6
35,Exit long,2007-01-23,SL/TP 1,1.98098,85871,168229.8761,1878.86,1.12,0,1878.86,1.12,-137.39,-0.08,27117.51,2.71,7
35,Entry long,2007-01-12,1.9445154792,1.9591,85871,168229.8761,1878.86,1.12,0,1878.86,1.12,-137.39,-0.08,27117.51,2.71,7
36,Exit long,2007-01-26,Exit Long 2,1.9596,85871,168229.8761,42.94,0.03,0,2816.57,1.67,-257.61,-0.15,27160.45,2.72,10
36,Entry long,2007-01-12,1.9445154792,1.9591,85871,168229.8761,42.94,0.03,0,2816.57,1.67,-257.61,-0.15,27160.45,2.72,10
37,Exit short,2007-03-05,SL/TP 1,1.9255,104809,203717.2533,1907.52,0.94,0,1907.52,0.94,-136.25,-0.07,29067.97,2.91,1
37,Entry short,2007-03-02,1.9558325776,1.9437,104809,203717.2533,1907.52,0.94,0,1907.52,0.94,-136.25,-0.07,29067.97,2.91,1
38,Exit short,2007-03-16,Exit Short 2,1.9425,104809,203717.2533,125.77,0.06,0,2630.71,1.29,-754.62,-0.37,29193.74,2.92,10
38,Entry short,2007-03-02,1.9558325776,1.9437,104809,203717.2533,125.77,0.06,0,2630.71,1.29,-754.62,-0.37,29193.74,2.92,10
39,Exit long,2007-10-01,SL/TP 1,2.04922,87634,177642.8814,1938.46,1.09,0,1938.46,1.09,-648.49,-0.37,31132.21,3.11,2
39,Entry long,2007-09-27,2.0123576665,2.0271,87634,177642.8814,1938.46,1.09,0,1938.46,1.09,-648.49,-0.37,31132.21,3.11,2
40,Exit long,2007-10-16,BL Exit Long 2,2.0328,87634,177642.8814,499.51,0.28,0,1989.29,1.12,-648.49,-0.37,31631.72,3.16,13
