Trade number,Type,Date and time,Signal,Price USD,Size (qty),Size (value),Net PnL USD,Return %,Commission USD,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative PnL USD,Cumulative PnL %,Duration (bars)
40,Entry long,2007-09-27,2.0123576665,2.0271,87634,177642.8814,499.51,0.28,0,1989.29,1.12,-648.49,-0.37,31631.72,3.16,13
41,Exit short,2008-02-14,Exit Short 1,1.969,76126,149534.3018,-357.79,-0.24,0,1925.99,1.29,-738.42,-0.49,31273.93,3.13,7
41,Entry short,2008-02-05,1.9815912001,1.9643,76126,149534.3018,-357.79,-0.24,0,1925.99,1.29,-738.42,-0.49,31273.93,3.13,7
42,Exit short,2008-02-14,Exit Short 2,1.969,76126,149534.3018,-357.79,-0.24,0,1925.99,1.29,-738.42,-0.49,30916.14,3.09,7
42,Entry short,2008-02-05,1.9815912001,1.9643,76126,149534.3018,-357.79,-0.24,0,1925.99,1.29,-738.42,-0.49,30916.14,3.09,7
43,Exit short,2008-02-21,SL/TP 1,1.96414,84801,165251.7087,-1309.33,-0.79,0,1043.05,0.63,-1309.33,-0.79,29606.81,2.96,2
43,Entry short,2008-02-19,1.9641379248,1.9487,84801,165251.7087,-1309.33,-0.79,0,1043.05,0.63,-1309.33,-0.79,29606.81,2.96,2
44,Exit short,2008-02-21,Exit Short 2,1.9635,84801,165251.7087,-1255.05,-0.76,0,1043.05,0.63,-1348.34,-0.82,28351.75,2.84,2
44,Entry short,2008-02-19,1.9641379248,1.9487,84801,165251.7087,-1255.05,-0.76,0,1043.05,0.63,-1348.34,-0.82,28351.75,2.84,2
45,Exit short,2008-04-30,SL/TP 1,1.98888,68000,133960,-1283.84,-0.96,0,496.4,0.37,-1283.84,-0.96,27067.91,2.71,1
45,Entry short,2008-04-29,1.9888752007,1.97,68000,133960,-1283.84,-0.96,0,496.4,0.37,-1283.84,-0.96,27067.91,2.71,1
46,Exit short,2008-04-30,BL Exit Short 2,1.9878,68000,133960,-1210.4,-0.90,0,496.4,0.37,-1346.4,-1.01,25857.51,2.59,1
46,Entry short,2008-04-29,1.9888752007,1.97,68000,133960,-1210.4,-0.90,0,496.4,0.37,-1346.4,-1.01,25857.51,2.59,1
47,Exit short,2008-05-09,SL/TP 1,1.94736,65207,128888.1562,1906.65,1.48,0,1906.65,1.48,-873.77,-0.68,27764.16,2.78,6
47,Entry short,2008-05-01,1.9960867802,1.9766,65207,128888.1562,1906.65,1.48,0,1906.65,1.48,-873.77,-0.68,27764.16,2.78,6
48,Exit short,2008-05-20,Exit Short 2,1.9676,65207,128888.1562,586.86,0.46,0,2595.24,2.01,-873.77,-0.68,28351.03,2.84,13
48,Entry short,2008-05-01,1.9960867802,1.9766,65207,128888.1562,586.86,0.46,0,2595.24,2.01,-873.77,-0.68,28351.03,2.84,13
49,Exit short,2008-10-06,SL/TP 1,1.74231,46637,83181.7532,1925.64,2.31,0,1925.64,2.31,-191.21,-0.23,30276.67,3.03,4
49,Entry short,2008-09-30,1.8111212025,1.7836,46637,83181.7532,1925.64,2.31,0,1925.64,2.31,-191.21,-0.23,30276.67,3.03,4
50,Exit short,2008-11-24,Exit Short 2,1.5188,46637,83181.7532,12349.48,14.85,0,15268.95,18.36,-191.21,-0.23,42626.15,4.26,39
50,Entry short,2008-09-30,1.8111212025,1.7836,46637,83181.7532,12349.48,14.85,0,15268.95,18.36,-191.21,-0.23,42626.15,4.26,39
51,Exit short,2009-01-06,Exit Short 1,1.4908,37766,55988.095,-313.46,-0.56,0,1778.78,3.18,-645.8,-1.15,42312.69,4.23,9
51,Entry short,2008-12-22,1.5202652774,1.4825,37766,55988.095,-313.46,-0.56,0,1778.78,3.18,-645.8,-1.15,42312.69,4.23,9
52,Exit short,2009-01-06,Exit Short 2,1.4908,37766,55988.095,-313.46,-0.56,0,1778.78,3.18,-645.8,-1.15,41999.23,4.20,9
52,Entry short,2008-12-22,1.5202652774,1.4825,37766,55988.095,-313.46,-0.56,0,1778.78,3.18,-645.8,-1.15,41999.23,4.20,9
53,Exit short,2009-01-16,SL/TP 1,1.48593,40889,59338.1168,-1420.07,-2.39,0,134.93,0.23,-1420.07,-2.39,40579.16,4.06,3
53,Entry short,2009-01-13,1.4859273422,1.4512,40889,59338.1168,-1420.07,-2.39,0,134.93,0.23,-1420.07,-2.39,40579.16,4.06,3
54,Exit short,2009-01-30,Exit Short 2,1.45,40889,59338.1168,49.07,0.08,0,4117.52,6.94,-1929.96,-3.25,40628.22,4.06,13
54,Entry short,2009-01-13,1.4859273422,1.4512,40889,59338.1168,49.07,0.08,0,4117.52,6.94,-1929.96,-3.25,40628.22,4.06,13
55,Exit short,2009-03-18,SL/TP 1,1.43399,46125,64736.4375,-1406.35,-2.17,0,1738.91,2.69,-1406.35,-2.17,39221.87,3.92,12
55,Entry short,2009-03-02,1.4339880457,1.4035,46125,64736.4375,-1406.35,-2.17,0,1738.91,2.69,-1406.35,-2.17,39221.87,3.92,12
56,Exit short,2009-03-18,Exit Short 2,1.4287,46125,64736.4375,-1162.35,-1.80,0,1738.91,2.69,-1411.42,-2.18,38059.52,3.81,12
56,Entry short,2009-03-02,1.4339880457,1.4035,46125,64736.4375,-1162.35,-1.80,0,1738.91,2.69,-1411.42,-2.18,38059.52,3.81,12
57,Exit long,2009-08-03,SL/TP 1,1.6743,64118,105281.756,2071.01,1.97,0,2071.01,1.97,-1000.24,-0.95,40130.54,4.01,13
57,Entry long,2009-07-15,1.6204681251,1.642,64118,105281.756,2071.01,1.97,0,2071.01,1.97,-1000.24,-0.95,40130.54,4.01,13
58,Exit long,2009-08-10,Exit Long 2,1.6483,64118,105281.756,403.94,0.38,0,3988.14,3.79,-1000.24,-0.95,40534.48,4.05,18
58,Entry long,2009-07-15,1.6204681251,1.642,64118,105281.756,403.94,0.38,0,3988.14,3.79,-1000.24,-0.95,40534.48,4.05,18
59,Exit short,2010-02-01,SL/TP 1,1.5907,87137,140717.5413,2108.72,1.50,0,2108.72,1.50,-1106.64,-0.79,42643.19,4.26,4
59,Entry short,2010-01-26,1.6310279106,1.6149,87137,140717.5413,2108.72,1.50,0,2108.72,1.50,-1106.64,-0.79,42643.19,4.26,4
60,Exit short,2010-03-12,Exit Short 2,1.5184,87137,140717.5413,8408.72,5.98,0,11929.06,8.48,-1106.64,-0.79,51051.91,5.11,33
60,Entry short,2010-01-26,1.6310279106,1.6149,87137,140717.5413,8408.72,5.98,0,11929.06,8.48,-1106.64,-0.79,51051.91,5.11,33
61,Exit long,2010-11-04,SL/TP 1,1.61788,94129,150022.8002,2266.63,1.51,0,2266.63,1.51,-583.6,-0.39,53318.54,5.33,5
61,Entry long,2010-10-28,1.5777527855,1.5938,94129,150022.8002,2266.63,1.51,0,2266.63,1.51,-583.6,-0.39,53318.54,5.33,5
62,Exit long,2010-11-16,Exit Long 2,1.5878,94129,150022.8002,-564.77,-0.38,0,3388.64,2.26,-941.29,-0.63,52753.77,5.28,13
62,Entry long,2010-10-28,1.5777527855,1.5938,94129,150022.8002,-564.77,-0.38,0,3388.64,2.26,-941.29,-0.63,52753.77,5.28,13
63,Exit long,2011-03-10,SL/TP 1,1.60755,122769,198885.78,-1528.47,-0.77,0,135.05,0.07,-1528.47,-0.77,51225.29,5.12,1
