Trade number,Type,Date and time,Signal,Price USD,Size (qty),Size (value),Net PnL USD,Return %,Commission USD,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative PnL USD,Cumulative PnL %,Duration (bars)
86,Exit short,2016-10-28,Exit Short 2,1.09834,162423,181046.4212,2650.74,1.46,0,4802.85,2.65,-950.17,-0.52,14346.38,1.43,16
86,Entry short,2016-10-06,1.1214351129,1.11466,162423,181046.4212,2650.74,1.46,0,4802.85,2.65,-950.17,-0.52,14346.38,1.43,16
87,Exit long,2018-03-08,SL/TP 1,1.2319,118629,147282.6487,-1143.58,-0.78,0,361.82,0.25,-1143.58,-0.78,13202.79,1.32,2
87,Entry long,2018-03-06,1.2319010332,1.24154,118629,147282.6487,-1143.58,-0.78,0,361.82,0.25,-1143.58,-0.78,13202.79,1.32,2
88,Exit long,2018-03-08,BL Exit Long 2,1.23066,118629,147282.6487,-1290.68,-0.88,0,361.82,0.25,-1393.89,-0.95,11912.11,1.19,2
88,Entry long,2018-03-06,1.2319010332,1.24154,118629,147282.6487,-1290.68,-0.88,0,361.82,0.25,-1393.89,-0.95,11912.11,1.19,2
89,Exit long,2018-03-28,SL/TP 1,1.23647,121391,151215.5548,-1119.22,-0.74,0,236.71,0.16,-1119.22,-0.74,10792.89,1.08,2
89,Entry long,2018-03-26,1.2364708636,1.24569,121391,151215.5548,-1119.22,-0.74,0,236.71,0.16,-1119.22,-0.74,10792.89,1.08,2
90,Exit long,2018-03-28,BL Exit Long 2,1.23123,121391,151215.5548,-1755.31,-1.16,0,236.71,0.16,-1904.62,-1.26,9037.57,0.90,2
90,Entry long,2018-03-26,1.2364708636,1.24569,121391,151215.5548,-1755.31,-1.16,0,236.71,0.16,-1904.62,-1.26,9037.57,0.90,2
91,Exit short,2018-07-25,Exit Short 1,1.17377,133519,156007.6052,-712.99,-0.46,0,272.38,0.17,-726.34,-0.47,8324.58,0.83,1
91,Entry short,2018-07-24,1.1765964303,1.16843,133519,156007.6052,-712.99,-0.46,0,272.38,0.17,-726.34,-0.47,8324.58,0.83,1
92,Exit short,2018-07-25,Exit Short 2,1.17377,133519,156007.6052,-712.99,-0.46,0,272.38,0.17,-726.34,-0.47,7611.59,0.76,1
92,Entry short,2018-07-24,1.1765964303,1.16843,133519,156007.6052,-712.99,-0.46,0,272.38,0.17,-726.34,-0.47,7611.59,0.76,1
93,Exit short,2018-08-10,SL/TP 1,1.14704,140814,163134.4271,1615.14,0.99,0,1615.14,0.99,-602.68,-0.37,9226.73,0.92,6
93,Entry short,2018-08-02,1.1661520834,1.15851,140814,163134.4271,1615.14,0.99,0,1615.14,0.99,-602.68,-0.37,9226.73,0.92,6
94,Exit short,2018-08-21,Exit Short 2,1.15758,140814,163134.4271,130.96,0.08,0,4001.93,2.45,-602.68,-0.37,9357.68,0.94,13
94,Entry short,2018-08-02,1.1661520834,1.15851,140814,163134.4271,130.96,0.08,0,4001.93,2.45,-602.68,-0.37,9357.68,0.94,13
95,Exit short,2018-11-28,SL/TP 1,1.13758,138889,156902.9033,-1094.45,-0.70,0,418.06,0.27,-1094.45,-0.70,8263.24,0.83,1
95,Entry short,2018-11-27,1.1375737431,1.1297,138889,156902.9033,-1094.45,-0.70,0,418.06,0.27,-1094.45,-0.70,8263.24,0.83,1
96,Exit short,2018-11-28,BL Exit Short 2,1.13674,138889,156902.9033,-977.78,-0.62,0,418.06,0.27,-1254.17,-0.80,7285.46,0.73,1
96,Entry short,2018-11-27,1.1375737431,1.1297,138889,156902.9033,-977.78,-0.62,0,418.06,0.27,-1254.17,-0.80,7285.46,0.73,1
97,Exit short,2018-12-04,SL/TP 1,1.1396,132882,150358.6406,-1073.69,-0.71,0,0,0.00,-1073.69,-0.71,6211.77,0.62,2
97,Entry short,2018-11-30,1.1395937513,1.13152,132882,150358.6406,-1073.69,-0.71,0,0,0.00,-1073.69,-0.71,6211.77,0.62,2
98,Exit short,2018-12-06,BL Exit Short 2,1.13756,132882,150358.6406,-802.61,-0.53,0,53.15,0.04,-1372.67,-0.91,5409.16,0.54,4
98,Entry short,2018-11-30,1.1395937513,1.13152,132882,150358.6406,-802.61,-0.53,0,53.15,0.04,-1372.67,-0.91,5409.16,0.54,4
99,Exit long,2019-01-02,SL/TP 1,1.13509,133145,152186.0665,-1054.51,-0.69,0,886.75,0.58,-1054.51,-0.69,4354.66,0.44,4
99,Entry long,2018-12-27,1.1350931682,1.14301,133145,152186.0665,-1054.51,-0.69,0,886.75,0.58,-1054.51,-0.69,4354.66,0.44,4
100,Exit long,2019-01-02,Exit Long 2,1.13117,133145,152186.0665,-1576.44,-1.04,0,886.75,0.58,-1621.71,-1.07,2778.22,0.28,4
100,Entry long,2018-12-27,1.1350931682,1.14301,133145,152186.0665,-1576.44,-1.04,0,886.75,0.58,-1621.71,-1.07,2778.22,0.28,4
101,Exit long,2019-01-15,SL/TP 1,1.13983,128328,147300.0115,-1027.91,-0.70,0,1169.07,0.79,-1027.91,-0.70,1750.31,0.18,6
101,Entry long,2019-01-07,1.1398309998,1.14784,128328,147300.0115,-1027.91,-0.70,0,1169.07,0.79,-1027.91,-0.70,1750.31,0.18,6
102,Exit long,2019-01-15,BL Exit Long 2,1.1414,128328,147300.0115,-826.43,-0.56,0,1169.07,0.79,-1242.22,-0.84,923.88,0.09,6
102,Entry long,2019-01-07,1.1398309998,1.14784,128328,147300.0115,-826.43,-0.56,0,1169.07,0.79,-1242.22,-0.84,923.88,0.09,6
103,Exit short,2019-04-09,Exit Short 1,1.12654,155776,175618.7469,130.85,0.07,0,1408.22,0.80,-182.26,-0.10,1054.73,0.11,10
103,Entry short,2019-03-26,1.1338587858,1.12738,155776,175618.7469,130.85,0.07,0,1408.22,0.80,-182.26,-0.10,1054.73,0.11,10
104,Exit short,2019-04-09,Exit Short 2,1.12654,155776,175618.7469,130.85,0.07,0,1408.22,0.80,-182.26,-0.10,1185.58,0.12,10
104,Entry short,2019-03-26,1.1338587858,1.12738,155776,175618.7469,130.85,0.07,0,1408.22,0.80,-182.26,-0.10,1185.58,0.12,10
105,Exit short,2019-12-02,SL/TP 1,1.10645,223847,246661.4862,-1014.03,-0.41,0,859.57,0.35,-1014.03,-0.41,171.56,0.02,6
105,Entry short,2019-11-22,1.1064403001,1.10192,223847,246661.4862,-1014.03,-0.41,0,859.57,0.35,-1014.03,-0.41,171.56,0.02,6
106,Exit short,2019-12-02,Exit Short 2,1.10756,223847,246661.4862,-1262.5,-0.51,0,859.57,0.35,-1571.41,-0.64,-1090.94,-0.11,6
106,Entry short,2019-11-22,1.1064403001,1.10192,223847,246661.4862,-1262.5,-0.51,0,859.57,0.35,-1571.41,-0.64,-1090.94,-0.11,6
107,Exit short,2020-04-29,Exit Short 1,1.08769,94514,102129.9381,-671.99,-0.66,0,748.55,0.73,-775.96,-0.76,-1762.93,-0.18,5
107,Entry short,2020-04-22,1.0910449949,1.08058,94514,102129.9381,-671.99,-0.66,0,748.55,0.73,-775.96,-0.76,-1762.93,-0.18,5
108,Exit short,2020-04-29,Exit Short 2,1.08769,94514,102129.9381,-671.99,-0.66,0,748.55,0.73,-775.96,-0.76,-2434.93,-0.24,5
108,Entry short,2020-04-22,1.0910449949,1.08058,94514,102129.9381,-671.99,-0.66,0,748.55,0.73,-775.96,-0.76,-2434.93,-0.24,5
109,Exit short,2020-05-13,SL/TP 1,1.08916,103804,112083.407,-975.76,-0.87,0,328.02,0.29,-975.76,-0.87,-3410.69,-0.34,5
109,Entry short,2020-05-06,1.0891589237,1.07976,103804,112083.407,-975.76,-0.87,0,328.02,0.29,-975.76,-0.87,-3410.69,-0.34,5
110,Exit short,2020-05-18,Exit Short 2,1.09136,103804,112083.407,-1204.13,-1.07,0,328.02,0.29,-1337,-1.19,-4614.81,-0.46,8
110,Entry short,2020-05-06,1.0891589237,1.07976,103804,112083.407,-1204.13,-1.07,0,328.02,0.29,-1337,-1.19,-4614.81,-0.46,8
111,Exit long,2020-07-15,SL/TP 1,1.14396,112155,126869.736,1431.1,1.13,0,1431.1,1.13,-646.01,-0.51,-3183.72,-0.32,7
111,Entry long,2020-07-06,1.122695278,1.1312,112155,126869.736,1431.1,1.13,0,1431.1,1.13,-646.01,-0.51,-3183.72,-0.32,7
112,Exit long,2020-08-10,Exit Long 2,1.17356,112155,126869.736,4750.89,3.74,0,6764.07,5.33,-646.01,-0.51,1567.17,0.16,25
112,Entry long,2020-07-06,1.122695278,1.1312,112155,126869.736,4750.89,3.74,0,6764.07,5.33,-646.01,-0.51,1567.17,0.16,25
113,Exit long,2020-09-03,SL/TP 1,1.18136,110214,131218.5841,-1016.17,-0.77,0,1152.84,0.88,-1016.17,-0.77,551,0.06,4
113,Entry long,2020-08-28,1.1813645335,1.19058,110214,131218.5841,-1016.17,-0.77,0,1152.84,0.88,-1016.17,-0.77,551,0.06,4
114,Exit long,2020-09-03,BL Exit Long 2,1.18409,110214,131218.5841,-715.29,-0.55,0,1152.84,0.88,-1291.71,-0.98,-164.29,-0.02,4
114,Entry long,2020-08-28,1.1813645335,1.19058,110214,131218.5841,-715.29,-0.55,0,1152.84,0.88,-1291.71,-0.98,-164.29,-0.02,4
115,Exit short,2021-02-18,BL Exit Short 1,1.20914,152864,184121.6307,-712.35,-0.39,0,146.75,0.08,-771.96,-0.42,-876.64,-0.09,1
115,Entry short,2021-02-17,1.2110110102,1.20448,152864,184121.6307,-712.35,-0.39,0,146.75,0.08,-771.96,-0.42,-876.64,-0.09,1
116,Exit short,2021-02-18,BL Exit Short 2,1.20914,152864,184121.6307,-712.35,-0.39,0,146.75,0.08,-771.96,-0.42,-1588.98,-0.16,1
116,Entry short,2021-02-17,1.2110110102,1.20448,152864,184121.6307,-712.35,-0.39,0,146.75,0.08,-771.96,-0.42,-1588.98,-0.16,1
117,Exit short,2021-08-19,SL/TP 1,1.16721,171287,201404.3932,1476.49,0.73,0,1476.49,0.73,-784.49,-0.39,-112.49,-0.01,9
117,Entry short,2021-08-06,1.1815753874,1.17583,171287,201404.3932,1476.49,0.73,0,1476.49,0.73,-784.49,-0.39,-112.49,-0.01,9
118,Exit short,2021-08-25,Exit Short 2,1.17713,171287,201404.3932,-222.67,-0.11,0,1625.51,0.81,-784.49,-0.39,-335.16,-0.03,13
118,Entry short,2021-08-06,1.1815753874,1.17583,171287,201404.3932,-222.67,-0.11,0,1625.51,0.81,-784.49,-0.39,-335.16,-0.03,13
119,Exit short,2021-11-03,BL Exit Short 1,1.16149,164813,190558.4387,-870.21,-0.46,0,270.29,0.14,-889.99,-0.47,-1205.38,-0.12,3
119,Entry short,2021-10-29,1.1622571529,1.15621,164813,190558.4387,-870.21,-0.46,0,270.29,0.14,-889.99,-0.47,-1205.38,-0.12,3
120,Exit short,2021-11-03,BL Exit Short 2,1.16149,164813,190558.4387,-870.21,-0.46,0,270.29,0.14,-889.99,-0.47,-2075.59,-0.21,3
120,Entry short,2021-10-29,1.1622571529,1.15621,164813,190558.4387,-870.21,-0.46,0,270.29,0.14,-889.99,-0.47,-2075.59,-0.21,3
121,Exit short,2021-11-11,SL/TP 1,1.14639,163955,189451.642,1495.27,0.79,0,1495.27,0.79,-872.24,-0.46,-580.32,-0.06,5
121,Entry short,2021-11-04,1.161588766,1.15551,163955,189451.642,1495.27,0.79,0,1495.27,0.79,-872.24,-0.46,-580.32,-0.06,5
122,Exit short,2021-11-30,Exit Short 2,1.13297,163955,189451.642,3695.55,1.95,0,6054.86,3.20,-872.24,-0.46,3115.23,0.31,18
122,Entry short,2021-11-04,1.161588766,1.15551,163955,189451.642,3695.55,1.95,0,6054.86,3.20,-872.24,-0.46,3115.23,0.31,18
123,Exit short,2022-01-05,BL Exit Short 1,1.13104,152350,171890.411,-423.53,-0.25,0,89.89,0.05,-967.42,-0.56,2691.69,0.27,1
123,Entry short,2022-01-04,1.1350282848,1.12826,152350,171890.411,-423.53,-0.25,0,89.89,0.05,-967.42,-0.56,2691.69,0.27,1
124,Exit short,2022-01-05,BL Exit Short 2,1.13104,152350,171890.411,-423.53,-0.25,0,89.89,0.05,-967.42,-0.56,2268.16,0.23,1
124,Entry short,2022-01-04,1.1350282848,1.12826,152350,171890.411,-423.53,-0.25,0,89.89,0.05,-967.42,-0.56,2268.16,0.23,1
125,Exit short,2022-01-07,SL/TP 1,1.13609,155416,175534.6012,-1031.96,-0.59,0,74.6,0.04,-1031.96,-0.59,1236.2,0.12,1
125,Entry short,2022-01-06,1.1360847966,1.12945,155416,175534.6012,-1031.96,-0.59,0,74.6,0.04,-1031.96,-0.59,1236.2,0.12,1
126,Exit short,2022-01-07,Exit Short 2,1.13595,155416,175534.6012,-1010.2,-0.58,0,74.6,0.04,-1087.91,-0.62,225.99,0.02,1
126,Entry short,2022-01-06,1.1360847966,1.12945,155416,175534.6012,-1010.2,-0.58,0,74.6,0.04,-1087.91,-0.62,225.99,0.02,1
127,Exit short,2022-08-22,SL/TP 1,1.00032,95182,96716.33384,1503.88,1.55,0,1503.88,1.55,-393.1,-0.41,1729.87,0.17,5
127,Entry short,2022-08-15,1.0266498968,1.01612,95182,96716.33384,1503.88,1.55,0,1503.88,1.55,-393.1,-0.41,1729.87,0.17,5
128,Exit short,2022-09-08,BL Exit Short 2,1.00096,95182,96716.33384,1442.96,1.49,0,2831.66,2.93,-393.1,-0.41,3172.83,0.32,18
128,Entry short,2022-08-15,1.0266498968,1.01612,95182,96716.33384,1442.96,1.49,0,2831.66,2.93,-393.1,-0.41,3172.83,0.32,18
129,Exit long,2022-11-10,SL/TP 1,1.02052,82307,82447.74497,1548.19,1.88,0,1548.19,1.88,-673.27,-0.82,4721.02,0.47,3
129,Entry long,2022-11-07,0.9891749458,1.00171,82307,82447.74497,1548.19,1.88,0,1548.19,1.88,-673.27,-0.82,4721.02,0.47,3
130,Exit long,2023-01-03,Exit Long 2,1.05452,82307,82447.74497,4346.63,5.27,0,5911.29,7.17,-673.27,-0.82,9067.66,0.91,41
130,Entry long,2022-11-07,0.9891749458,1.00171,82307,82447.74497,4346.63,5.27,0,5911.29,7.17,-673.27,-0.82,9067.66,0.91,41
131,Exit long,2023-01-18,SL/TP 1,1.08804,110763,118877.4974,1637.08,1.38,0,1637.08,1.38,-230.39,-0.19,10704.73,1.07,7
131,Entry long,2023-01-09,1.0634130967,1.07326,110763,118877.4974,1637.08,1.38,0,1637.08,1.38,-230.39,-0.19,10704.73,1.07,7
132,Exit long,2023-02-03,Exit Long 2,1.07941,110763,118877.4974,681.19,0.57,0,3325.11,2.80,-230.39,-0.19,11385.93,1.14,19
132,Entry long,2023-01-09,1.0634130967,1.07326,110763,118877.4974,681.19,0.57,0,3325.11,2.80,-230.39,-0.19,11385.93,1.14,19
133,Exit long,2023-05-08,BL Exit Long 1,1.09961,134775,148392.666,-192.73,-0.13,0,1083.59,0.73,-593.01,-0.40,11193.2,1.12,4
133,Entry long,2023-05-02,1.0927754269,1.10104,134775,148392.666,-192.73,-0.13,0,1083.59,0.73,-593.01,-0.40,11193.2,1.12,4
134,Exit long,2023-05-08,BL Exit Long 2,1.09961,134775,148392.666,-192.73,-0.13,0,1083.59,0.73,-593.01,-0.40,11000.47,1.10,4
134,Entry long,2023-05-02,1.0927754269,1.10104,134775,148392.666,-192.73,-0.13,0,1083.59,0.73,-593.01,-0.40,11000.47,1.10,4
135,Exit short,2023-09-14,SL/TP 1,1.06546,141051,151950.0108,1665.81,1.10,0,1665.81,1.10,-506.37,-0.33,12666.28,1.27,9
135,Entry short,2023-09-01,1.0851395228,1.07727,141051,151950.0108,1665.81,1.10,0,1665.81,1.10,-506.37,-0.33,12666.28,1.27,9
136,Exit short,2023-10-06,Exit Short 2,1.0584,141051,151950.0108,2661.63,1.75,0,4584.16,3.02,-506.37,-0.33,15327.91,1.53,25
136,Entry short,2023-09-01,1.0851395228,1.07727,141051,151950.0108,2661.63,1.75,0,4584.16,3.02,-506.37,-0.33,15327.91,1.53,25
137,Exit short,2025-02-03,SL/TP 1,1.02349,140191,145214.0435,1729.96,1.19,0,1729.96,1.19,0,0.00,17057.87,1.71,1
137,Entry short,2025-01-31,1.0440564658,1.03583,140191,145214.0435,1729.96,1.19,0,1729.96,1.19,0,0.00,17057.87,1.71,1
138,Exit short,2025-02-05,BL Exit Short 2,1.04026,140191,145214.0435,-621.05,-0.43,0,2074.83,1.43,-1173.4,-0.81,16436.82,1.64,3
138,Entry short,2025-01-31,1.0440564658,1.03583,140191,145214.0435,-621.05,-0.43,0,2074.83,1.43,-1173.4,-0.81,16436.82,1.64,3
139,Exit long,2025-06-02,SL/TP 1,1.14391,111256,125520.1318,1746.72,1.39,0,1746.72,1.39,-803.27,-0.64,18183.54,1.82,9
139,Entry long,2025-05-20,1.1177443699,1.12821,111256,125520.1318,1746.72,1.39,0,1746.72,1.39,-803.27,-0.64,18183.54,1.82,9
140,Exit long,2025-07-10,Exit Long 2,1.17001,111256,125520.1318,4650.5,3.70,0,6090.15,4.85,-803.27,-0.64,22834.05,2.28,37
140,Entry long,2025-05-20,1.1177443699,1.12821,111256,125520.1318,4650.5,3.70,0,6090.15,4.85,-803.27,-0.64,22834.05,2.28,37
141,Exit long,2025-09-04,BL Exit Long 1,1.16494,151522,176682.2281,-168.19,-0.10,0,128.79,0.07,-469.72,-0.27,22665.86,2.27,1
141,Entry long,2025-09-03,1.1579433576,1.16605,151522,176682.2281,-168.19,-0.10,0,128.79,0.07,-469.72,-0.27,22665.86,2.27,1
142,Exit long,2025-09-04,BL Exit Long 2,1.16494,151522,176682.2281,-168.19,-0.10,0,128.79,0.07,-469.72,-0.27,22497.67,2.25,1
142,Entry long,2025-09-03,1.1579433576,1.16605,151522,176682.2281,-168.19,-0.10,0,128.79,0.07,-469.72,-0.27,22497.67,2.25,1
143,Exit long,2025-09-16,SL/TP 1,1.18411,152094,178252.6471,1843.38,1.03,0,1843.38,1.03,-921.69,-0.52,24341.05,2.43,7
143,Entry long,2025-09-05,1.1639138134,1.17199,152094,178252.6471,1843.38,1.03,0,1843.38,1.03,-921.69,-0.52,24341.05,2.43,7
144,Exit long,2025-09-25,Exit Long 2,1.16644,152094,178252.6471,-844.12,-0.47,0,3012.98,1.69,-1136.14,-0.64,23496.92,2.35,14
144,Entry long,2025-09-05,1.1639138134,1.17199,152094,178252.6471,-844.12,-0.47,0,3012.98,1.69,-1136.14,-0.64,23496.92,2.35,14
