Trade number,Type,Date and time,Signal,Price USD,Size (qty),Size (value),Net PnL USD,Return %,Commission USD,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative PnL USD,Cumulative PnL %,Duration (bars)
9,Entry short,2003-08-06,1.1394216434,1.1334,166067.5,188220.9045,1501.25,0.80,0,1501.25,0.80,-647.66,-0.34,-1486.28,-0.15,8
10,Exit short,2003-09-04,Exit Short 2,1.0945,166067.5,188220.9045,6460.03,3.43,0,8718.54,4.63,-647.66,-0.34,4973.75,0.50,21
10,Entry short,2003-08-06,1.1394216434,1.1334,166067.5,188220.9045,6460.03,3.43,0,8718.54,4.63,-647.66,-0.34,4973.75,0.50,21
11,Exit short,2004-04-13,SL/TP 1,1.20115,120489,146225.4504,1500.09,1.03,0,1500.09,1.03,-445.81,-0.30,6473.83,0.65,7
11,Entry short,2004-04-02,1.2218995194,1.2136,120489,146225.4504,1500.09,1.03,0,1500.09,1.03,-445.81,-0.30,6473.83,0.65,7
12,Exit short,2004-04-29,Exit Short 2,1.196,120489,146225.4504,2120.61,1.45,0,3771.31,2.58,-445.81,-0.30,8594.44,0.86,19
12,Entry short,2004-04-02,1.2218995194,1.2136,120489,146225.4504,2120.61,1.45,0,3771.31,2.58,-445.81,-0.30,8594.44,0.86,19
13,Exit short,2005-05-12,SL/TP 1,1.27374,96419.5,124313.6613,1500.29,1.21,0,1500.29,1.21,-928.52,-0.75,10094.73,1.01,10
13,Entry short,2005-04-28,1.2996763253,1.2893,96419.5,124313.6613,1500.29,1.21,0,1500.29,1.21,-928.52,-0.75,10094.73,1.01,10
14,Exit short,2005-06-17,Exit Short 2,1.2286,96419.5,124313.6613,5852.66,4.71,0,8444.42,6.79,-928.52,-0.75,15947.39,1.59,36
14,Entry short,2005-04-28,1.2996763253,1.2893,96419.5,124313.6613,5852.66,4.71,0,8444.42,6.79,-928.52,-0.75,15947.39,1.59,36
15,Exit short,2006-03-13,BL Exit Short 1,1.19637,119341.5,142160.7882,-615.8,-0.43,0,606.25,0.43,-675.47,-0.48,15331.59,1.53,2
15,Entry short,2006-03-09,1.1995843068,1.19121,119341.5,142160.7882,-615.8,-0.43,0,606.25,0.43,-675.47,-0.48,15331.59,1.53,2
16,Exit short,2006-03-13,BL Exit Short 2,1.19637,119341.5,142160.7882,-615.8,-0.43,0,606.25,0.43,-675.47,-0.48,14715.79,1.47,2
16,Entry short,2006-03-09,1.1995843068,1.19121,119341.5,142160.7882,-615.8,-0.43,0,606.25,0.43,-675.47,-0.48,14715.79,1.47,2
17,Exit long,2006-06-07,SL/TP 1,1.27961,82279,106285.5438,-1000.51,-0.94,0,505.19,0.48,-1000.51,-0.94,13715.27,1.37,3
17,Entry long,2006-06-02,1.2796162329,1.29177,82279,106285.5438,-1000.51,-0.94,0,505.19,0.48,-1000.51,-0.94,13715.27,1.37,3
18,Exit long,2006-06-07,BL Exit Long 2,1.2786,82279,106285.5438,-1083.61,-1.02,0,505.19,0.48,-1292.6,-1.22,12631.66,1.26,3
18,Entry long,2006-06-02,1.2796162329,1.29177,82279,106285.5438,-1083.61,-1.02,0,505.19,0.48,-1292.6,-1.22,12631.66,1.26,3
19,Exit long,2006-09-06,SL/TP 1,1.2789,119152,153384.3696,-1000.88,-0.65,0,11.92,0.01,-1000.88,-0.65,11630.78,1.16,2
19,Entry long,2006-09-04,1.2789073415,1.2873,119152,153384.3696,-1000.88,-0.65,0,11.92,0.01,-1000.88,-0.65,11630.78,1.16,2
20,Exit long,2006-09-07,Exit Long 2,1.27316,119152,153384.3696,-1684.81,-1.10,0,11.92,0.01,-1977.92,-1.29,9945.97,0.99,3
20,Entry long,2006-09-04,1.2789073415,1.2873,119152,153384.3696,-1684.81,-1.10,0,11.92,0.01,-1977.92,-1.29,9945.97,0.99,3
21,Exit short,2007-06-13,SL/TP 1,1.32686,143130,191413.4742,1500,0.78,0,1500,0.78,0,0.00,11445.98,1.14,3
21,Entry short,2007-06-08,1.3443266458,1.33734,143130,191413.4742,1500,0.78,0,1500,0.78,0,0.00,11445.98,1.14,3
22,Exit short,2007-06-19,Exit Short 2,1.34271,143130,191413.4742,-768.61,-0.40,0,1568.7,0.82,-901.72,-0.47,10677.37,1.07,7
22,Entry short,2007-06-08,1.3443266458,1.33734,143130,191413.4742,-768.61,-0.40,0,1568.7,0.82,-901.72,-0.47,10677.37,1.07,7
23,Exit short,2008-06-20,SL/TP 1,1.56259,63041.5,97507.54888,-1000.47,-1.03,0,1029.47,1.06,-1000.47,-1.03,9676.9,0.97,8
23,Entry short,2008-06-10,1.5625876143,1.54672,63041.5,97507.54888,-1000.47,-1.03,0,1029.47,1.06,-1000.47,-1.03,9676.9,0.97,8
24,Exit short,2008-06-20,Exit Short 2,1.56069,63041.5,97507.54888,-880.69,-0.90,0,1029.47,1.06,-1160.59,-1.19,8796.21,0.88,8
24,Entry short,2008-06-10,1.5625876143,1.54672,63041.5,97507.54888,-880.69,-0.90,0,1029.47,1.06,-1160.59,-1.19,8796.21,0.88,8
25,Exit short,2008-12-02,BL Exit Short 1,1.27144,38615.5,48694.53165,-402.76,-0.83,0,184.97,0.38,-604.33,-1.24,8393.45,0.84,1
25,Entry short,2008-12-01,1.2869113114,1.26101,38615.5,48694.53165,-402.76,-0.83,0,184.97,0.38,-604.33,-1.24,8393.45,0.84,1
26,Exit short,2008-12-02,BL Exit Short 2,1.27144,38615.5,48694.53165,-402.76,-0.83,0,184.97,0.38,-604.33,-1.24,7990.69,0.80,1
26,Entry short,2008-12-01,1.2869113114,1.26101,38615.5,48694.53165,-402.76,-0.83,0,184.97,0.38,-604.33,-1.24,7990.69,0.80,1
27,Exit long,2009-06-24,BL Exit Long 1,1.39291,51304.5,72222.88378,-760.33,-1.05,0,312.96,0.43,-968.63,-1.34,7230.36,0.72,1
27,Entry long,2009-06-23,1.3882434818,1.40773,51304.5,72222.88378,-760.33,-1.05,0,312.96,0.43,-968.63,-1.34,7230.36,0.72,1
28,Exit long,2009-06-24,BL Exit Long 2,1.39291,51304.5,72222.88378,-760.33,-1.05,0,312.96,0.43,-968.63,-1.34,6470.03,0.65,1
28,Entry long,2009-06-23,1.3882434818,1.40773,51304.5,72222.88378,-760.33,-1.05,0,312.96,0.43,-968.63,-1.34,6470.03,0.65,1
29,Exit long,2009-07-07,Exit Long 1,1.39239,52825.5,74248.88153,-695.18,-0.94,0,769.67,1.04,-943.99,-1.27,5774.84,0.58,7
29,Entry long,2009-06-26,1.3866197156,1.40555,52825.5,74248.88153,-695.18,-0.94,0,769.67,1.04,-943.99,-1.27,5774.84,0.58,7
30,Exit long,2009-07-07,Exit Long 2,1.39239,52825.5,74248.88153,-695.18,-0.94,0,769.67,1.04,-943.99,-1.27,5079.66,0.51,7
30,Entry long,2009-06-26,1.3866197156,1.40555,52825.5,74248.88153,-695.18,-0.94,0,769.67,1.04,-943.99,-1.27,5079.66,0.51,7
31,Exit long,2009-07-29,Exit Long 1,1.40498,62530,88207.9445,-354.55,-0.40,0,1238.72,1.40,-617.17,-0.70,4725.11,0.47,10
31,Entry long,2009-07-15,1.3946576359,1.41065,62530,88207.9445,-354.55,-0.40,0,1238.72,1.40,-617.17,-0.70,4725.11,0.47,10
32,Exit long,2009-07-29,Exit Long 2,1.40498,62530,88207.9445,-354.55,-0.40,0,1238.72,1.40,-617.17,-0.70,4370.57,0.44,10
32,Entry long,2009-07-15,1.3946576359,1.41065,62530,88207.9445,-354.55,-0.40,0,1238.72,1.40,-617.17,-0.70,4370.57,0.44,10
33,Exit long,2009-08-07,Exit Long 1,1.41795,66930,95422.7703,-519.38,-0.54,0,1275.69,1.34,-686.7,-0.72,3851.19,0.39,5
33,Entry long,2009-07-31,1.4107689634,1.42571,66930,95422.7703,-519.38,-0.54,0,1275.69,1.34,-686.7,-0.72,3851.19,0.39,5
34,Exit long,2009-08-07,Exit Long 2,1.41795,66930,95422.7703,-519.38,-0.54,0,1275.69,1.34,-686.7,-0.72,3331.81,0.33,5
34,Entry long,2009-07-31,1.4107689634,1.42571,66930,95422.7703,-519.38,-0.54,0,1275.69,1.34,-686.7,-0.72,3331.81,0.33,5
35,Exit short,2010-01-20,SL/TP 1,1.40954,78189.5,111711.6843,1500.46,1.34,0,1500.46,1.34,-64.9,-0.06,4832.27,0.48,1
35,Entry short,2010-01-19,1.4415194243,1.42873,78189.5,111711.6843,1500.46,1.34,0,1500.46,1.34,-64.9,-0.06,4832.27,0.48,1
36,Exit short,2010-03-03,Exit Short 2,1.36965,78189.5,111711.6843,4619.44,4.14,0,6667.22,5.97,-64.9,-0.06,9451.71,0.95,31
36,Entry short,2010-01-19,1.4415194243,1.42873,78189.5,111711.6843,4619.44,4.14,0,6667.22,5.97,-64.9,-0.06,9451.71,0.95,31
37,Exit short,2010-03-24,SL/TP 1,1.34106,76037.5,103471.0696,1500.22,1.45,0,1500.22,1.45,-143.71,-0.14,10951.93,1.10,4
37,Entry short,2010-03-18,1.3739414147,1.36079,76037.5,103471.0696,1500.22,1.45,0,1500.22,1.45,-143.71,-0.14,10951.93,1.10,4
38,Exit short,2010-04-01,Exit Short 2,1.35886,76037.5,103471.0696,146.75,0.14,0,2595.16,2.51,-143.71,-0.14,11098.68,1.11,10
38,Entry short,2010-03-18,1.3739414147,1.36079,76037.5,103471.0696,146.75,0.14,0,2595.16,2.51,-143.71,-0.14,11098.68,1.11,10
39,Exit short,2010-04-09,SL/TP 1,1.34696,79749,106418.6606,-1000.05,-0.94,0,490.46,0.46,-1000.05,-0.94,10098.63,1.01,2
39,Entry short,2010-04-07,1.3469593421,1.33442,79749,106418.6606,-1000.05,-0.94,0,490.46,0.46,-1000.05,-0.94,10098.63,1.01,2
40,Exit short,2010-04-09,BL Exit Short 2,1.34991,79749,106418.6606,-1235.31,-1.16,0,490.46,0.46,-1236.91,-1.16,8863.31,0.89,2
40,Entry short,2010-04-07,1.3469593421,1.33442,79749,106418.6606,-1235.31,-1.16,0,490.46,0.46,-1236.91,-1.16,8863.31,0.89,2
41,Exit long,2010-11-04,SL/TP 1,1.42794,61009,85616.98015,1500.21,1.75,0,1500.21,1.75,-252.58,-0.30,10363.53,1.04,2
41,Entry long,2010-11-02,1.3869589226,1.40335,61009,85616.98015,1500.21,1.75,0,1500.21,1.75,-252.58,-0.30,10363.53,1.04,2
42,Exit long,2010-11-08,BL Exit Long 2,1.39198,61009,85616.98015,-693.67,-0.81,0,1517.9,1.77,-891.34,-1.04,9669.85,0.97,4
42,Entry long,2010-11-02,1.3869589226,1.40335,61009,85616.98015,-693.67,-0.81,0,1517.9,1.77,-891.34,-1.04,9669.85,0.97,4
43,Exit short,2011-01-07,SL/TP 1,1.293,68249,89746.07002,1500.11,1.67,0,1500.11,1.67,-142.64,-0.16,11169.97,1.12,2
43,Entry short,2011-01-05,1.3296322788,1.31498,68249,89746.07002,1500.11,1.67,0,1500.11,1.67,-142.64,-0.16,11169.97,1.12,2
44,Exit short,2011-01-13,Exit Short 2,1.33638,68249,89746.07002,-1460.53,-1.63,0,1881.62,2.10,-1590.88,-1.77,9709.44,0.97,6
44,Entry short,2011-01-05,1.3296322788,1.31498,68249,89746.07002,-1460.53,-1.63,0,1881.62,2.10,-1590.88,-1.77,9709.44,0.97,6
45,Exit long,2011-04-27,SL/TP 1,1.47352,70744.5,102742.9448,1500.49,1.46,0,1500.49,1.46,-207.99,-0.20,11209.93,1.12,5
45,Entry long,2011-04-20,1.4381746145,1.45231,70744.5,102742.9448,1500.49,1.46,0,1500.49,1.46,-207.99,-0.20,11209.93,1.12,5
46,Exit long,2011-05-05,Exit Long 2,1.45382,70744.5,102742.9448,106.82,0.10,0,2950.05,2.87,-207.99,-0.20,11316.75,1.13,11
46,Entry long,2011-04-20,1.4381746145,1.45231,70744.5,102742.9448,106.82,0.10,0,2950.05,2.87,-207.99,-0.20,11316.75,1.13,11
47,Exit short,2012-06-29,SL/TP 1,1.26239,83540,104460.0868,-999.97,-0.96,0,807,0.77,-999.97,-0.96,10316.78,1.03,4
47,Entry short,2012-06-25,1.2623852922,1.25042,83540,104460.0868,-999.97,-0.96,0,807,0.77,-999.97,-0.96,10316.78,1.03,4
48,Exit short,2012-06-29,Exit Short 2,1.26646,83540,104460.0868,-1339.98,-1.28,0,807,0.77,-1577.24,-1.51,8976.8,0.90,4
48,Entry short,2012-06-25,1.2623852922,1.25042,83540,104460.0868,-1339.98,-1.28,0,807,0.77,-1577.24,-1.51,8976.8,0.90,4
49,Exit short,2012-07-12,SL/TP 1,1.22079,81898,101480.6308,1500.37,1.48,0,1500.37,1.48,-85.17,-0.08,10477.17,1.05,5
49,Entry short,2012-07-05,1.2513253089,1.23911,81898,101480.6308,1500.37,1.48,0,1500.37,1.48,-85.17,-0.08,10477.17,1.05,5
50,Exit short,2012-07-26,Exit Short 2,1.22825,81898,101480.6308,889.41,0.88,0,2855.78,2.81,-85.17,-0.08,11366.58,1.14,15
50,Entry short,2012-07-05,1.2513253089,1.23911,81898,101480.6308,889.41,0.88,0,2855.78,2.81,-85.17,-0.08,11366.58,1.14,15
51,Exit long,2012-10-24,SL/TP 1,1.29514,97891.5,127783.6484,-1000.45,-0.78,0,839.91,0.66,-1000.45,-0.78,10366.13,1.04,6
51,Entry long,2012-10-16,1.2951446157,1.30536,97891.5,127783.6484,-1000.45,-0.78,0,839.91,0.66,-1000.45,-0.78,10366.13,1.04,6
52,Exit long,2012-10-25,Exit Long 2,1.29339,97891.5,127783.6484,-1171.76,-0.92,0,839.91,0.66,-1304.89,-1.02,9194.37,0.92,7
52,Entry long,2012-10-16,1.2951446157,1.30536,97891.5,127783.6484,-1171.76,-0.92,0,839.91,0.66,-1304.89,-1.02,9194.37,0.92,7
53,Exit long,2014-05-08,SL/TP 1,1.39605,161475,223927.071,1500.1,0.67,0,1500.1,0.67,-891.34,-0.40,10694.47,1.07,6
53,Entry long,2014-04-30,1.3805670867,1.38676,161475,223927.071,1500.1,0.67,0,1500.1,0.67,-891.34,-0.40,10694.47,1.07,6
54,Exit long,2014-05-09,Exit Long 2,1.37599,161475,223927.071,-1739.09,-0.78,0,2036.2,0.91,-1974.84,-0.88,8955.39,0.90,7
54,Entry long,2014-04-30,1.3805670867,1.38676,161475,223927.071,-1739.09,-0.78,0,2036.2,0.91,-1974.84,-0.88,8955.39,0.90,7
55,Exit short,2014-07-09,SL/TP 1,1.36476,187883.5,255414.4664,-1001.42,-0.39,0,343.83,0.13,-1001.42,-0.39,7953.97,0.80,3
55,Entry short,2014-07-04,1.3647524488,1.35943,187883.5,255414.4664,-1001.42,-0.39,0,343.83,0.13,-1001.42,-0.39,7953.97,0.80,3
56,Exit short,2014-07-09,BL Exit Short 2,1.36411,187883.5,255414.4664,-879.29,-0.34,0,343.83,0.13,-1020.21,-0.40,7074.67,0.71,3
56,Entry short,2014-07-04,1.3647524488,1.35943,187883.5,255414.4664,-879.29,-0.34,0,343.83,0.13,-1020.21,-0.40,7074.67,0.71,3
57,Exit short,2014-11-03,SL/TP 1,1.24773,97172.5,122745.3868,1500.34,1.22,0,1500.34,1.22,-74.82,-0.06,8575.02,0.86,3
57,Entry short,2014-10-29,1.2734609877,1.26317,97172.5,122745.3868,1500.34,1.22,0,1500.34,1.22,-74.82,-0.06,8575.02,0.86,3
58,Exit short,2014-11-14,Exit Short 2,1.25246,97172.5,122745.3868,1040.72,0.85,0,2663.5,2.17,-74.82,-0.06,9615.73,0.96,12
58,Entry short,2014-10-29,1.2734609877,1.26317,97172.5,122745.3868,1040.72,0.85,0,2663.5,2.17,-74.82,-0.06,9615.73,0.96,12
59,Exit short,2014-12-31,SL/TP 1,1.21206,90339,110995.9157,1499.63,1.35,0,1499.63,1.35,-140.93,-0.13,11115.36,1.11,8
59,Entry short,2014-12-18,1.2397344063,1.22866,90339,110995.9157,1499.63,1.35,0,1499.63,1.35,-140.93,-0.13,11115.36,1.11,8
60,Exit short,2015-02-03,Exit Short 2,1.14788,90339,110995.9157,7297.58,6.57,0,10734.98,9.67,-140.93,-0.13,18412.95,1.84,31
60,Entry short,2014-12-18,1.2397344063,1.22866,90339,110995.9157,7297.58,6.57,0,10734.98,9.67,-140.93,-0.13,18412.95,1.84,31
61,Exit short,2015-03-05,SL/TP 1,1.10209,84376.5,94490.71105,1500.21,1.59,0,1500.21,1.59,-391.51,-0.41,19913.16,1.99,5
61,Entry short,2015-02-26,1.1317216237,1.11987,84376.5,94490.71105,1500.21,1.59,0,1500.21,1.59,-391.51,-0.41,19913.16,1.99,5
62,Exit short,2015-03-18,Exit Short 2,1.08651,84376.5,94490.71105,2814.8,2.98,0,6211.8,6.57,-391.51,-0.41,22727.96,2.27,14
62,Entry short,2015-02-26,1.1317216237,1.11987,84376.5,94490.71105,2814.8,2.98,0,6211.8,6.57,-391.51,-0.41,22727.96,2.27,14
63,Exit long,2015-10-14,SL/TP 1,1.14477,84976.5,95778.71268,1499.84,1.57,0,1499.84,1.57,-506.46,-0.53,24227.79,2.42,6
63,Entry long,2015-10-06,1.1153470558,1.12712,84976.5,95778.71268,1499.84,1.57,0,1499.84,1.57,-506.46,-0.53,24227.79,2.42,6
64,Exit long,2015-10-22,Exit Long 2,1.11086,84976.5,95778.71268,-1381.72,-1.44,0,1904.32,1.99,-1453.1,-1.52,22846.08,2.28,12
64,Entry long,2015-10-06,1.1153470558,1.12712,84976.5,95778.71268,-1381.72,-1.44,0,1904.32,1.99,-1453.1,-1.52,22846.08,2.28,12
65,Exit long,2016-01-21,SL/TP 1,1.08093,94340.5,102975.486,-1000.01,-0.97,0,573.59,0.56,-1000.01,-0.97,21846.07,2.18,4
65,Entry long,2016-01-15,1.080930085,1.09153,94340.5,102975.486,-1000.01,-0.97,0,573.59,0.56,-1000.01,-0.97,21846.07,2.18,4
66,Exit long,2016-01-22,Exit Long 2,1.07983,94340.5,102975.486,-1103.78,-1.07,0,573.59,0.56,-1298.13,-1.26,20742.28,2.07,5
66,Entry long,2016-01-15,1.080930085,1.09153,94340.5,102975.486,-1103.78,-1.07,0,573.59,0.56,-1298.13,-1.26,20742.28,2.07,5
67,Exit long,2016-05-02,SL/TP 1,1.14843,113254.5,128564.2433,1500.62,1.17,0,1500.62,1.17,-48.7,-0.04,22242.9,2.22,2
67,Entry long,2016-04-28,1.1263503211,1.13518,113254.5,128564.2433,1500.62,1.17,0,1500.62,1.17,-48.7,-0.04,22242.9,2.22,2
68,Exit long,2016-05-10,Exit Long 2,1.13724,113254.5,128564.2433,233.3,0.18,0,2995.58,2.33,-48.7,-0.04,22476.21,2.25,8
68,Entry long,2016-04-28,1.1263503211,1.13518,113254.5,128564.2433,233.3,0.18,0,2995.58,2.33,-48.7,-0.04,22476.21,2.25,8
69,Exit long,2016-06-24,SL/TP 1,1.12912,106888.5,121690.4195,-1000.48,-0.82,0,463.9,0.38,-1000.48,-0.82,21475.73,2.15,1
69,Entry long,2016-06-23,1.1291244538,1.13848,106888.5,121690.4195,-1000.48,-0.82,0,463.9,0.38,-1000.48,-0.82,21475.73,2.15,1
70,Exit long,2016-06-24,1.1232344357,1.11086,106888.5,121690.4195,-2952.26,-2.43,0,463.9,0.38,-5053.69,-4.15,18523.47,1.85,1
70,Entry long,2016-06-23,1.1291244538,1.13848,106888.5,121690.4195,-2952.26,-2.43,0,463.9,0.38,-5053.69,-4.15,18523.47,1.85,1
71,Exit short,2016-07-28,Exit Short 1,1.10762,80812,89770.81832,261.83,0.29,0,1264.71,1.41,-631.95,-0.70,18785.3,1.88,24
71,Entry short,2016-06-24,1.1232344357,1.11086,80812,89770.81832,261.83,0.29,0,1264.71,1.41,-631.95,-0.70,18785.3,1.88,24
72,Exit short,2016-07-28,Exit Short 2,1.10762,80812,89770.81832,261.83,0.29,0,1264.71,1.41,-631.95,-0.70,19047.13,1.90,24
72,Entry short,2016-06-24,1.1232344357,1.11086,80812,89770.81832,261.83,0.29,0,1264.71,1.41,-631.95,-0.70,19047.13,1.90,24
73,Exit long,2016-09-28,SL/TP 1,1.11848,144383.5,162492.0786,-1002.02,-0.62,0,69.3,0.04,-1002.02,-0.62,18045.11,1.80,2
73,Entry long,2016-09-26,1.1184890004,1.12542,144383.5,162492.0786,-1002.02,-0.62,0,69.3,0.04,-1002.02,-0.62,18045.11,1.80,2
74,Exit long,2016-10-04,BL Exit Long 2,1.12049,144383.5,162492.0786,-711.81,-0.44,0,69.3,0.04,-1677.74,-1.03,17333.3,1.73,6
74,Entry long,2016-09-26,1.1184890004,1.12542,144383.5,162492.0786,-711.81,-0.44,0,69.3,0.04,-1677.74,-1.03,17333.3,1.73,6
75,Exit short,2016-10-12,SL/TP 1,1.10486,146986,163901.1489,1502.2,0.92,0,1502.2,0.92,-798.13,-0.49,18835.5,1.88,4
75,Entry short,2016-10-06,1.1218783663,1.11508,146986,163901.1489,1502.2,0.92,0,1502.2,0.92,-798.13,-0.49,18835.5,1.88,4
76,Exit short,2016-10-28,Exit Short 2,1.09875,146986,163901.1489,2400.28,1.46,0,4406.64,2.69,-798.13,-0.49,21235.78,2.12,16
76,Entry short,2016-10-06,1.1218783663,1.11508,146986,163901.1489,2400.28,1.46,0,4406.64,2.69,-798.13,-0.49,21235.78,2.12,16
77,Exit long,2018-03-08,SL/TP 1,1.23083,103797,128757.0646,-1000.6,-0.78,0,430.76,0.33,-1000.6,-0.78,20235.18,2.02,2
77,Entry long,2018-03-06,1.2308357952,1.24047,103797,128757.0646,-1000.6,-0.78,0,430.76,0.33,-1000.6,-0.78,20235.18,2.02,2
78,Exit long,2018-03-08,BL Exit Long 2,1.23118,103797,128757.0646,-964.27,-0.75,0,430.76,0.33,-1107.51,-0.86,19270.9,1.93,2
78,Entry long,2018-03-06,1.2308357952,1.24047,103797,128757.0646,-964.27,-0.75,0,430.76,0.33,-1107.51,-0.86,19270.9,1.93,2
79,Exit long,2018-03-28,SL/TP 1,1.23556,106845.5,133014.0999,-1000.07,-0.75,0,292.76,0.22,-1000.07,-0.75,18270.83,1.83,2
79,Entry long,2018-03-26,1.2355606813,1.24492,106845.5,133014.0999,-1000.07,-0.75,0,292.76,0.22,-1000.07,-0.75,18270.83,1.83,2
80,Exit long,2018-03-28,BL Exit Long 2,1.23088,106845.5,133014.0999,-1500.11,-1.13,0,292.76,0.22,-1596.27,-1.20,16770.72,1.68,2
80,Entry long,2018-03-26,1.2355606813,1.24492,106845.5,133014.0999,-1500.11,-1.13,0,292.76,0.22,-1596.27,-1.20,16770.72,1.68,2
81,Exit short,2018-06-29,SL/TP 1,1.16523,103295,119361.5043,-1000.93,-0.84,0,291.29,0.24,-1000.93,-0.84,15769.79,1.58,2
81,Entry short,2018-06-27,1.165220994,1.15554,103295,119361.5043,-1000.93,-0.84,0,291.29,0.24,-1000.93,-0.84,15769.79,1.58,2
82,Exit short,2018-06-29,Exit Short 2,1.1685,103295,119361.5043,-1338.7,-1.12,0,291.29,0.24,-1398.61,-1.17,14431.09,1.44,2
82,Entry short,2018-06-27,1.165220994,1.15554,103295,119361.5043,-1338.7,-1.12,0,291.29,0.24,-1398.61,-1.17,14431.09,1.44,2
83,Exit short,2018-07-25,Exit Short 1,1.17274,122130.5,142686.2845,-541.04,-0.38,0,230.83,0.16,-679.05,-0.48,13890.05,1.39,1
83,Entry short,2018-07-24,1.1764979696,1.16831,122130.5,142686.2845,-541.04,-0.38,0,230.83,0.16,-679.05,-0.48,13890.05,1.39,1
84,Exit short,2018-07-25,Exit Short 2,1.17274,122130.5,142686.2845,-541.04,-0.38,0,230.83,0.16,-679.05,-0.48,13349.01,1.33,1
84,Entry short,2018-07-24,1.1764979696,1.16831,122130.5,142686.2845,-541.04,-0.38,0,230.83,0.16,-679.05,-0.48,13349.01,1.33,1
85,Exit short,2018-08-10,SL/TP 1,1.14696,130760.5,151478.1936,1501.13,0.99,0,1501.13,0.99,-576.65,-0.38,14850.14,1.49,6
85,Entry short,2018-08-02,1.1660875794,1.15844,130760.5,151478.1936,1501.13,0.99,0,1501.13,0.99,-576.65,-0.38,14850.14,1.49,6
86,Exit short,2018-08-21,Exit Short 2,1.15712,130760.5,151478.1936,172.6,0.11,0,3708.37,2.45,-576.65,-0.38,15022.75,1.50,13
86,Entry short,2018-08-02,1.1660875794,1.15844,130760.5,151478.1936,172.6,0.11,0,3708.37,2.45,-576.65,-0.38,15022.75,1.50,13
87,Exit short,2018-11-28,SL/TP 1,1.13719,127493.5,143983.5093,-1000.82,-0.70,0,337.86,0.23,-1000.82,-0.70,14021.92,1.40,1
87,Entry short,2018-11-27,1.1371835313,1.12934,127493.5,143983.5093,-1000.82,-0.70,0,337.86,0.23,-1000.82,-0.70,14021.92,1.40,1
88,Exit short,2018-11-28,BL Exit Short 2,1.13667,127493.5,143983.5093,-934.53,-0.65,0,337.86,0.23,-1217.56,-0.85,13087.39,1.31,1
