Trade number,Type,Date and time,Signal,Price USD,Size (qty),Size (value),Net PnL USD,Return %,Commission USD,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative PnL USD,Cumulative PnL %,Duration (bars)
85,Entry short,2016-04-05,1.4309608938,1.41605,67065,94967.39325,-1000.61,-1.05,0,1040.18,1.10,-1000.61,-1.05,25194.87,2.52,5
86,Exit short,2016-04-12,BL Exit Short 2,1.42745,67065,94967.39325,-764.54,-0.81,0,1040.18,1.10,-1257.47,-1.32,24430.33,2.44,5
86,Entry short,2016-04-05,1.4309608938,1.41605,67065,94967.39325,-764.54,-0.81,0,1040.18,1.10,-1257.47,-1.32,24430.33,2.44,5
87,Exit short,2016-04-18,Exit Short 1,1.42778,70144.5,99638.15791,-512.76,-0.51,0,798.95,0.80,-605.35,-0.61,23917.57,2.39,3
87,Entry short,2016-04-13,1.4347212383,1.42047,70144.5,99638.15791,-512.76,-0.51,0,798.95,0.80,-605.35,-0.61,23917.57,2.39,3
88,Exit short,2016-04-18,Exit Short 2,1.42778,70144.5,99638.15791,-512.76,-0.51,0,798.95,0.80,-605.35,-0.61,23404.81,2.34,3
88,Entry short,2016-04-13,1.4347212383,1.42047,70144.5,99638.15791,-512.76,-0.51,0,798.95,0.80,-605.35,-0.61,23404.81,2.34,3
89,Exit short,2016-08-18,Exit Short 1,1.31681,52148.5,68355.21083,-314.46,-0.46,0,1260.95,1.84,-352,-0.51,23090.36,2.31,10
89,Entry short,2016-08-04,1.3299560087,1.31078,52148.5,68355.21083,-314.46,-0.46,0,1260.95,1.84,-352,-0.51,23090.36,2.31,10
90,Exit short,2016-08-18,Exit Short 2,1.31681,52148.5,68355.21083,-314.46,-0.46,0,1260.95,1.84,-352,-0.51,22775.9,2.28,10
90,Entry short,2016-08-04,1.3299560087,1.31078,52148.5,68355.21083,-314.46,-0.46,0,1260.95,1.84,-352,-0.51,22775.9,2.28,10
91,Exit short,2016-11-21,SL/TP 1,1.24808,73794,91100.16888,-1000.65,-1.10,0,241.31,0.26,-1000.65,-1.10,21775.26,2.18,1
91,Entry short,2016-11-18,1.2480712713,1.23452,73794,91100.16888,-1000.65,-1.10,0,241.31,0.26,-1000.65,-1.10,21775.26,2.18,1
92,Exit short,2016-11-21,BL Exit Short 2,1.24933,73794,91100.16888,-1092.89,-1.20,0,241.31,0.26,-1233.84,-1.35,20682.37,2.07,1
92,Entry short,2016-11-18,1.2480712713,1.23452,73794,91100.16888,-1092.89,-1.20,0,241.31,0.26,-1233.84,-1.35,20682.37,2.07,1
93,Exit long,2017-06-09,SL/TP 1,1.28712,111809.5,144912.9387,-1000.69,-0.69,0,195.67,0.14,-1000.69,-0.69,19681.67,1.97,2
93,Entry long,2017-06-07,1.287126213,1.29607,111809.5,144912.9387,-1000.69,-0.69,0,195.67,0.14,-1000.69,-0.69,19681.67,1.97,2
94,Exit long,2017-06-09,Exit Long 2,1.27429,111809.5,144912.9387,-2435.21,-1.68,0,195.67,0.14,-3634.93,-2.51,17246.46,1.72,2
94,Entry long,2017-06-07,1.287126213,1.29607,111809.5,144912.9387,-2435.21,-1.68,0,195.67,0.14,-3634.93,-2.51,17246.46,1.72,2
95,Exit short,2017-11-07,SL/TP 1,1.31753,85498.5,111646.5063,-1000.33,-0.90,0,159.88,0.14,-1000.33,-0.90,16246.13,1.62,3
95,Entry short,2017-11-02,1.3175261245,1.30583,85498.5,111646.5063,-1000.33,-0.90,0,159.88,0.14,-1000.33,-0.90,16246.13,1.62,3
96,Exit short,2017-11-10,BL Exit Short 2,1.31886,85498.5,111646.5063,-1114.05,-1.00,0,159.88,0.14,-1461.17,-1.31,15132.08,1.51,6
96,Entry short,2017-11-02,1.3175261245,1.30583,85498.5,111646.5063,-1114.05,-1.00,0,159.88,0.14,-1461.17,-1.31,15132.08,1.51,6
97,Exit short,2017-11-15,BL Exit Short 1,1.31712,90725,118994.91,-500.8,-0.42,0,397.38,0.33,-896.36,-0.75,14631.28,1.46,2
97,Entry short,2017-11-13,1.3226173492,1.3116,90725,118994.91,-500.8,-0.42,0,397.38,0.33,-896.36,-0.75,14631.28,1.46,2
98,Exit short,2017-11-15,BL Exit Short 2,1.31712,90725,118994.91,-500.8,-0.42,0,397.38,0.33,-896.36,-0.75,14130.48,1.41,2
98,Entry short,2017-11-13,1.3226173492,1.3116,90725,118994.91,-500.8,-0.42,0,397.38,0.33,-896.36,-0.75,14130.48,1.41,2
99,Exit short,2019-07-09,SL/TP 1,1.24791,130707,164611.0887,1500.52,0.91,0,1500.52,0.91,-84.96,-0.05,15631,1.56,5
99,Entry short,2019-07-02,1.2670406913,1.25939,130707,164611.0887,1500.52,0.91,0,1500.52,0.91,-84.96,-0.05,15631,1.56,5
100,Exit short,2019-07-18,Exit Short 2,1.25494,130707,164611.0887,581.65,0.35,0,2765.76,1.68,-84.96,-0.05,16212.64,1.62,12
100,Entry short,2019-07-02,1.2670406913,1.25939,130707,164611.0887,581.65,0.35,0,2765.76,1.68,-84.96,-0.05,16212.64,1.62,12
101,Exit long,2019-12-04,SL/TP 1,1.30591,128233,165960.4309,1500.33,0.90,0,1500.33,0.90,-150.03,-0.09,17712.97,1.77,2
101,Entry long,2019-12-02,1.2864116817,1.29421,128233,165960.4309,1500.33,0.90,0,1500.33,0.90,-150.03,-0.09,17712.97,1.77,2
102,Exit long,2019-12-18,Exit Long 2,1.30783,128233,165960.4309,1746.53,1.05,0,7349.03,4.43,-150.03,-0.09,19459.5,1.95,12
102,Entry long,2019-12-02,1.2864116817,1.29421,128233,165960.4309,1746.53,1.05,0,7349.03,4.43,-150.03,-0.09,19459.5,1.95,12
103,Exit short,2020-02-25,SL/TP 1,1.30141,108813.5,140609.8928,-1001.08,-0.71,0,794.34,0.56,-1001.08,-0.71,18458.42,1.85,4
103,Entry short,2020-02-19,1.3014000245,1.29221,108813.5,140609.8928,-1001.08,-0.71,0,794.34,0.56,-1001.08,-0.71,18458.42,1.85,4
104,Exit short,2020-02-25,BL Exit Short 2,1.30039,108813.5,140609.8928,-890.09,-0.63,0,794.34,0.56,-1041.35,-0.74,17568.32,1.76,4
104,Entry short,2020-02-19,1.3014000245,1.29221,108813.5,140609.8928,-890.09,-0.63,0,794.34,0.56,-1041.35,-0.74,17568.32,1.76,4
105,Exit short,2020-02-28,SL/TP 1,1.27612,107527,138717.3569,1500,1.08,0,1500,1.08,-491.4,-0.35,19068.32,1.91,2
105,Entry short,2020-02-26,1.2993699868,1.29007,107527,138717.3569,1500,1.08,0,1500,1.08,-491.4,-0.35,19068.32,1.91,2
106,Exit short,2020-03-05,Exit Short 2,1.29532,107527,138717.3569,-564.52,-0.41,0,1878.5,1.35,-730.11,-0.53,18503.81,1.85,6
106,Entry short,2020-02-26,1.2993699868,1.29007,107527,138717.3569,-564.52,-0.41,0,1878.5,1.35,-730.11,-0.53,18503.81,1.85,6
107,Exit short,2020-03-12,SL/TP 1,1.26382,83415,106922.1811,1500.64,1.40,0,1500.64,1.40,-260.25,-0.24,20004.44,2.00,1
107,Entry short,2020-03-11,1.2937982395,1.28181,83415,106922.1811,1500.64,1.40,0,1500.64,1.40,-260.25,-0.24,20004.44,2.00,1
108,Exit short,2020-03-26,Exit Short 2,1.22028,83415,106922.1811,5132.52,4.80,0,11732.32,10.97,-260.25,-0.24,25136.97,2.51,11
108,Entry short,2020-03-11,1.2937982395,1.28181,83415,106922.1811,5132.52,4.80,0,11732.32,10.97,-260.25,-0.24,25136.97,2.51,11
109,Exit long,2020-11-23,SL/TP 1,1.33537,73320,96409.2012,1500.13,1.56,0,1500.13,1.56,-414.26,-0.43,26637.1,2.66,12
109,Entry long,2020-11-05,1.301271172,1.31491,73320,96409.2012,1500.13,1.56,0,1500.13,1.56,-414.26,-0.43,26637.1,2.66,12
110,Exit long,2020-12-10,Exit Long 2,1.32931,73320,96409.2012,1055.81,1.10,0,2863.88,2.97,-414.26,-0.43,27692.9,2.77,25
110,Entry long,2020-11-05,1.301271172,1.31491,73320,96409.2012,1055.81,1.10,0,2863.88,2.97,-414.26,-0.43,27692.9,2.77,25
111,Exit long,2021-01-11,BL Exit Long 1,1.35169,64511,87055.01406,143.86,0.17,0,1350.22,1.55,-420.61,-0.48,27836.76,2.78,11
111,Entry long,2020-12-23,1.3339588022,1.34946,64511,87055.01406,143.86,0.17,0,1350.22,1.55,-420.61,-0.48,27836.76,2.78,11
112,Exit long,2021-01-11,BL Exit Long 2,1.35169,64511,87055.01406,143.86,0.17,0,1350.22,1.55,-420.61,-0.48,27980.62,2.80,11
112,Entry long,2020-12-23,1.3339588022,1.34946,64511,87055.01406,143.86,0.17,0,1350.22,1.55,-420.61,-0.48,27980.62,2.80,11
113,Exit long,2021-02-10,SL/TP 1,1.3836,91703.5,125380.6933,1500.27,1.20,0,1500.27,1.20,-98.12,-0.08,29480.89,2.95,4
113,Entry long,2021-02-04,1.3563352901,1.36724,91703.5,125380.6933,1500.27,1.20,0,1500.27,1.20,-98.12,-0.08,29480.89,2.95,4
114,Exit long,2021-02-26,Exit Long 2,1.39276,91703.5,125380.6933,2340.27,1.87,0,5228.93,4.17,-98.12,-0.08,31821.17,3.18,16
114,Entry long,2021-02-04,1.3563352901,1.36724,91703.5,125380.6933,2340.27,1.87,0,5228.93,4.17,-98.12,-0.08,31821.17,3.18,16
115,Exit short,2021-04-16,SL/TP 1,1.38342,102976.5,141458.8181,-1000.93,-0.71,0,698.18,0.49,-1000.93,-0.71,30820.23,3.08,7
115,Entry short,2021-04-07,1.3834109691,1.3737,102976.5,141458.8181,-1000.93,-0.71,0,698.18,0.49,-1000.93,-0.71,30820.23,3.08,7
116,Exit short,2021-04-16,Exit Short 2,1.38414,102976.5,141458.8181,-1075.07,-0.76,0,698.18,0.49,-1097.73,-0.78,29745.16,2.97,7
116,Entry short,2021-04-07,1.3834109691,1.3737,102976.5,141458.8181,-1075.07,-0.76,0,698.18,0.49,-1097.73,-0.78,29745.16,2.97,7
117,Exit short,2021-08-13,BL Exit Short 1,1.38692,121279,167462.0432,-742.23,-0.44,0,208.6,0.12,-812.57,-0.49,29002.93,2.90,1
117,Entry short,2021-08-12,1.3890454515,1.3808,121279,167462.0432,-742.23,-0.44,0,208.6,0.12,-812.57,-0.49,29002.93,2.90,1
118,Exit short,2021-08-13,BL Exit Short 2,1.38692,121279,167462.0432,-742.23,-0.44,0,208.6,0.12,-812.57,-0.49,28260.71,2.83,1
118,Entry short,2021-08-12,1.3890454515,1.3808,121279,167462.0432,-742.23,-0.44,0,208.6,0.12,-812.57,-0.49,28260.71,2.83,1
119,Exit long,2022-02-04,BL Exit Long 1,1.3534,124412,168874.3606,-495.16,-0.29,0,674.31,0.40,-858.44,-0.51,27765.55,2.78,2
119,Entry long,2022-02-02,1.3493421943,1.35738,124412,168874.3606,-495.16,-0.29,0,674.31,0.40,-858.44,-0.51,27765.55,2.78,2
120,Exit long,2022-02-04,BL Exit Long 2,1.3534,124412,168874.3606,-495.16,-0.29,0,674.31,0.40,-858.44,-0.51,27270.39,2.73,2
120,Entry long,2022-02-02,1.3493421943,1.35738,124412,168874.3606,-495.16,-0.29,0,674.31,0.40,-858.44,-0.51,27270.39,2.73,2
121,Exit long,2022-02-23,BL Exit Long 1,1.35466,122665.5,166037.5675,132.48,0.08,0,1323.56,0.80,-604.74,-0.36,27402.86,2.74,12
121,Entry long,2022-02-07,1.3454277408,1.35358,122665.5,166037.5675,132.48,0.08,0,1323.56,0.80,-604.74,-0.36,27402.86,2.74,12
122,Exit long,2022-02-23,BL Exit Long 2,1.35466,122665.5,166037.5675,132.48,0.08,0,1323.56,0.80,-604.74,-0.36,27535.34,2.75,12
122,Entry long,2022-02-07,1.3454277408,1.35358,122665.5,166037.5675,132.48,0.08,0,1323.56,0.80,-604.74,-0.36,27535.34,2.75,12
123,Exit short,2022-06-10,SL/TP 1,1.23616,85923.5,107715.4181,1500.22,1.39,0,1500.22,1.39,-194.19,-0.18,29035.57,2.90,2
123,Entry short,2022-06-08,1.2652582642,1.25362,85923.5,107715.4181,1500.22,1.39,0,1500.22,1.39,-194.19,-0.18,29035.57,2.90,2
124,Exit short,2022-07-19,Exit Short 2,1.19976,85923.5,107715.4181,4627.84,4.30,0,6666.8,6.19,-194.19,-0.18,33663.41,3.37,29
124,Entry short,2022-06-08,1.2652582642,1.25362,85923.5,107715.4181,4627.84,4.30,0,6666.8,6.19,-194.19,-0.18,33663.41,3.37,29
125,Exit short,2022-08-10,SL/TP 1,1.22014,78669,94986.52398,-1000.67,-1.05,0,70.8,0.07,-1000.67,-1.05,32662.74,3.27,1
125,Entry short,2022-08-09,1.2201315041,1.20742,78669,94986.52398,-1000.67,-1.05,0,70.8,0.07,-1000.67,-1.05,32662.74,3.27,1
126,Exit short,2022-08-10,1.2084736033,1.22179,78669,94986.52398,-1130.47,-1.19,0,70.8,0.07,-1595.41,-1.68,31532.26,3.15,1
126,Entry short,2022-08-09,1.2201315041,1.20742,78669,94986.52398,-1130.47,-1.19,0,70.8,0.07,-1595.41,-1.68,31532.26,3.15,1
127,Exit long,2022-08-15,SL/TP 1,1.20847,75095.5,91750.93095,-1000.27,-1.09,0,236.55,0.26,-1000.27,-1.09,30531.99,3.05,3
127,Entry long,2022-08-10,1.2084736033,1.22179,75095.5,91750.93095,-1000.27,-1.09,0,236.55,0.26,-1000.27,-1.09,30531.99,3.05,3
128,Exit long,2022-08-15,SL 2,1.20847,75095.5,91750.93095,-1000.27,-1.09,0,236.55,0.26,-1000.27,-1.09,29531.72,2.95,3
128,Entry long,2022-08-10,1.2084736033,1.22179,75095.5,91750.93095,-1000.27,-1.09,0,236.55,0.26,-1000.27,-1.09,29531.72,2.95,3
129,Exit long,2023-01-18,SL/TP 1,1.24044,68459.5,83419.26994,1500.63,1.80,0,1500.63,1.80,-659.95,-0.79,31032.35,3.10,7
129,Entry long,2023-01-09,1.2039127746,1.21852,68459.5,83419.26994,1500.63,1.80,0,1500.63,1.80,-659.95,-0.79,31032.35,3.10,7
130,Exit long,2023-02-02,Exit Long 2,1.22241,68459.5,83419.26994,266.31,0.32,0,1800.48,2.16,-659.95,-0.79,31298.66,3.13,18
130,Entry long,2023-01-09,1.2039127746,1.21852,68459.5,83419.26994,266.31,0.32,0,1800.48,2.16,-659.95,-0.79,31298.66,3.13,18
131,Exit short,2023-09-06,SL/TP 1,1.25269,103363,130982.6272,1500.83,1.15,0,1500.83,1.15,-424.82,-0.32,32799.49,3.28,4
131,Entry short,2023-08-31,1.2768846277,1.26721,103363,130982.6272,1500.83,1.15,0,1500.83,1.15,-424.82,-0.32,32799.49,3.28,4
132,Exit short,2023-10-06,Exit Short 2,1.22378,103363,130982.6272,4489.06,3.43,0,6562.52,5.01,-424.82,-0.32,37288.54,3.73,26
132,Entry short,2023-08-31,1.2768846277,1.26721,103363,130982.6272,4489.06,3.43,0,6562.52,5.01,-424.82,-0.32,37288.54,3.73,26
133,Exit short,2023-11-02,SL/TP 1,1.22058,106048.5,128440.6408,-1000.04,-0.78,0,445.4,0.35,-1000.04,-0.78,36288.51,3.63,6
133,Entry short,2023-10-25,1.2205796699,1.21115,106048.5,128440.6408,-1000.04,-0.78,0,445.4,0.35,-1000.04,-0.78,36288.51,3.63,6
134,Exit short,2023-11-02,Exit Short 2,1.22042,106048.5,128440.6408,-983.07,-0.77,0,445.4,0.35,-1212.13,-0.94,35305.44,3.53,6
134,Entry short,2023-10-25,1.2205796699,1.21115,106048.5,128440.6408,-983.07,-0.77,0,445.4,0.35,-1212.13,-0.94,35305.44,3.53,6
135,Exit long,2024-02-02,SL/TP 1,1.2657,116592,148570.8538,-1000.36,-0.67,0,345.11,0.23,-1000.36,-0.67,34305.08,3.43,1
135,Entry long,2024-02-01,1.2657030668,1.27428,116592,148570.8538,-1000.36,-0.67,0,345.11,0.23,-1000.36,-0.67,34305.08,3.43,1
136,Exit long,2024-02-02,Exit Long 2,1.26338,116592,148570.8538,-1270.85,-0.86,0,345.11,0.23,-1500.54,-1.01,33034.23,3.30,1
136,Entry long,2024-02-01,1.2657030668,1.27428,116592,148570.8538,-1270.85,-0.86,0,345.11,0.23,-1500.54,-1.01,33034.23,3.30,1
137,Exit short,2024-11-12,SL/TP 1,1.27739,103065.5,133155.4727,1500.63,1.13,0,1500.63,1.13,-66.99,-0.05,34534.86,3.45,2
137,Entry short,2024-11-08,1.3016525523,1.29195,103065.5,133155.4727,1500.63,1.13,0,1500.63,1.13,-66.99,-0.05,34534.86,3.45,2
138,Exit short,2024-11-27,Exit Short 2,1.26802,103065.5,133155.4727,2466.36,1.85,0,4455.52,3.35,-66.99,-0.05,37001.21,3.70,13
138,Entry short,2024-11-08,1.3016525523,1.29195,103065.5,133155.4727,2466.36,1.85,0,4455.52,3.35,-66.99,-0.05,37001.21,3.70,13
139,Exit short,2024-12-19,SL/TP 1,1.2664,109233,137332.0969,-1000.57,-0.73,0,842.19,0.61,-1000.57,-0.73,36000.64,3.60,1
139,Entry short,2024-12-18,1.2663947483,1.25724,109233,137332.0969,-1000.57,-0.73,0,842.19,0.61,-1000.57,-0.73,36000.64,3.60,1
140,Exit short,2025-01-21,Exit Short 2,1.23556,109233,137332.0969,2368.17,1.72,0,5163.44,3.76,-1033.34,-0.75,38368.81,3.84,22
140,Entry short,2024-12-18,1.2663947483,1.25724,109233,137332.0969,2368.17,1.72,0,5163.44,3.76,-1033.34,-0.75,38368.81,3.84,22
141,Exit long,2025-04-16,SL/TP 1,1.32724,81679,106907.1927,1500.44,1.40,0,1500.44,1.40,-205.01,-0.19,39869.26,3.99,3
141,Entry long,2025-04-11,1.2966269544,1.30887,81679,106907.1927,1500.44,1.40,0,1500.44,1.40,-205.01,-0.19,39869.26,3.99,3
142,Exit long,2025-05-01,Exit Long 2,1.32786,81679,106907.1927,1551.08,1.45,0,2903.69,2.72,-205.01,-0.19,41420.34,4.14,14
142,Entry long,2025-04-11,1.2966269544,1.30887,81679,106907.1927,1551.08,1.45,0,2903.69,2.72,-205.01,-0.19,41420.34,4.14,14
143,Exit long,2025-09-17,SL/TP 1,1.36788,112512.5,152402.6818,1500.92,0.98,0,1500.92,0.98,-579.44,-0.38,42921.26,4.29,7
143,Entry long,2025-09-08,1.3456520865,1.35454,112512.5,152402.6818,1500.92,0.98,0,1500.92,0.98,-579.44,-0.38,42921.26,4.29,7
144,Exit long,2025-09-19,Exit Long 2,1.34708,112512.5,152402.6818,-839.34,-0.55,0,2038.73,1.34,-927.1,-0.61,42081.91,4.21,9
144,Entry long,2025-09-08,1.3456520865,1.35454,112512.5,152402.6818,-839.34,-0.55,0,2038.73,1.34,-927.1,-0.61,42081.91,4.21,9
145,Exit long,2026-01-23,SL/TP 1,1.36147,133948.5,180866.6411,1500.22,0.83,0,1500.22,0.83,-269.24,-0.15,43582.14,4.36,1
145,Entry long,2026-01-22,1.3428044313,1.35027,133948.5,180866.6411,1500.22,0.83,0,1500.22,0.83,-269.24,-0.15,43582.14,4.36,1
146,Exit long,2026-02-05,Exit Long 2,1.35312,133948.5,180866.6411,381.75,0.21,0,4919.93,2.72,-269.24,-0.15,43963.89,4.40,10
146,Entry long,2026-01-22,1.3428044313,1.35027,133948.5,180866.6411,381.75,0.21,0,4919.93,2.72,-269.24,-0.15,43963.89,4.40,10
147,Exit short,2026-06-19,SL/TP 1,1.31712,122003,162193.2283,1500.64,0.93,0,1500.64,0.93,-375.77,-0.23,45464.53,4.55,2
147,Entry short,2026-06-17,1.3376165089,1.32942,122003,162193.2283,1500.64,0.93,0,1500.64,0.93,-375.77,-0.23,45464.53,4.55,2
148,Exit short,2026-07-01,Exit Short 2,1.32758,122003,162193.2283,224.49,0.14,0,1878.85,1.16,-375.77,-0.23,45689.01,4.57,10
148,Entry short,2026-06-17,1.3376165089,1.32942,122003,162193.2283,224.49,0.14,0,1878.85,1.16,-375.77,-0.23,45689.01,4.57,10
